fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,1,6.294889742683392,49.5660620934995,8,0.7905241969440485,102.971224149921,0.2230892563704433,5.546333111241023,24.86149804556813,0.900108020152725,0.9999999999999938,1.0000003903106716,0.9999999999999986,0.1177464788732394,0.0557142857142857,2.113398338750452,0.2640643863179074,0.0385311871227364,6.8532637075718,0.3943661971830986,0.0268410462776659,14.692653673163418,1.200893378266788e-05,2.0651957852024323e-05,3.1261060330902035e-05,0.0001787467968045,8.502395747190659e-05,0.0001452729508416,0.0002167694091326,0.0010900954403013,-0.9315886889448044,-0.931580637104649,-0.9315707536660902,-0.9314333559722108,-0.1309581707341602,-0.1309502799652955,-0.1309409161237529,-0.1308265372193094,0.5640924011177509,0.7737737737737733,6.588989550799956e-05,-2.265265265265265,0.5284900284900285,0.9604210000551008,0.9419240882499392,0.9918662997456148,0.1423362277783474,-0.1046441020980091,0.0001491177,0.058097256,0.0250226224,0.6390480225,0.0201318627,0.0175910934,0.0015388683,0.3002306274,464.1879591102,7.2276867603,19.5424329048,6.408813841567e-11,3.2933151649843995e-06,1.2093220546356454e-10,4.5916212250344095e-06,1.7829172746590062e-10,6.3417588237541365e-06,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,5.76810942572558,37.76612248188607,8,0.8217218750527064,102.60640360120443,0.0321240457592019,4.97464986263856,154.8575138987146,0.8991975822165231,0.9999999999999888,1.0000002683847655,0.9999999999999982,0.0894567404426559,0.0785714285714285,1.13854033290653,0.2527967806841046,0.0428571428571428,5.898591549295774,0.3591549295774648,0.0422736418511066,8.495954307472632,7.558105123734267e-06,1.2600844282593458e-05,1.7433840269431225e-05,6.809897784975357e-05,7.454336148492968e-05,0.000126629717441,0.0001750465700571,0.0006166343444341,-0.8129677576502862,-0.8129636580349544,-0.8129597289353477,-0.8129185395007439,-0.0793583581530744,-0.0793542243572365,-0.079350381788868,-0.0793153354956444,0.5703977696728579,0.6856856856856854,1.2362095437367693e-05,-2.507507507507507,0.4686609686609687,0.945006585848618,0.9515905925006972,0.986672704260404,0.146129277779847,-0.0959513178287673,8.06974e-05,0.0496357009,0.0217604727,0.6360643192,0.0561560521,0.0143741924,0.0011540874,0.2988288561,493.7860847548,5.7604542023,15.4362003507,0.0,1.8672091323098211e-06,2.5000449001774724e-11,1.962468634028549e-06,5.5471010024365346e-11,3.212534805777012e-06,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,1,6.511409596205368,50.5121005320156,6,0.7228375853781148,98.80631785409392,2.661007901511888,4.326388038318246,1.6258456188199026,0.897070089313684,0.9999999999999928,1.0000002209460763,0.9999999999999984,0.1233601609657947,0.0842857142857142,1.46359513010265,0.282374245472837,0.0428571428571428,6.588732394366197,0.4253521126760563,0.0455130784708249,9.345711759504862,8.147786280335585e-06,8.147786280335585e-06,1.4420002653832658e-05,5.051966758040296e-05,0.0001364060900131,0.0001364060900131,0.0002362622783607,0.0007484029751332,-0.771333416689051,-0.771333416689051,-0.7713285786795464,-0.7713007335747812,-0.0457761537051101,-0.0457761537051101,-0.0457715820492822,-0.0457481350197104,0.5947930247747701,0.641641641641642,1.1169868184678226e-05,-3.102102102102102,0.4715099715099715,0.961140270039202,0.9498300927603948,0.9928850249776652,0.1885895432184974,-0.1166643400349302,7.47018e-05,0.0480434818,0.0211508267,1.0407365525,0.39321952,0.0180569589,0.0069684455,0.4889475862,497.8798274636,5.4087940918,14.9246009249,3.535597129659371e-11,1.6829121174267109e-06,2.5000449001774724e-11,1.8724600862450072e-06,4.229096115936062e-11,2.521781378943322e-06,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,1,6.139874204854991,42.92005338781027,7,0.5086407265480429,99.73769009272934,1.3470656071908076,4.658035028449156,3.457912520061363,0.7347457523856729,0.9999999999999912,1.0000004838625765,0.999999999999998,0.0822937625754527,0.0699999999999999,1.1756251796493244,0.2725150905432595,0.0385110663983903,7.076280041797282,0.3927565392354125,0.0380684104627766,10.317124735729386,7.528648927625789e-06,7.528648927625789e-06,1.1784152740702384e-05,5.795175679517088e-05,6.510222621004378e-05,6.510222621004378e-05,0.0001057785971892,0.0004475511616413,-0.6986969485278658,-0.6986969485278658,-0.6986939751979521,-0.6986617177910236,-0.0767972891260404,-0.0767972891260404,-0.0767941650876358,-0.0767679161723254,0.5780973232034724,0.641641641641642,1.4393226447194064e-05,-2.419419419419419,0.4729344729344729,0.9848040550357192,0.976996681352732,0.9984496225794685,0.2155844360181113,-0.1255884676375775,4.91306e-05,0.0469507431,0.0203603637,1.1638395522,-0.2146988202,0.0294256238,-0.0019648563,0.5467825055,516.7595135073,6.0268164119,16.1117336755,0.0,7.245838206608318e-07,0.0,1.1014145273117812e-06,2.207253679815941e-11,1.6438989530233118e-06,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,1,9.702713558613054,116.487490825677,8,0.6964421478376468,102.85692628738256,2.441694720737211,4.075624487042153,1.669178563736099,0.8462110917233728,0.9999999999999856,1.0000003620280489,0.9999999999999988,0.112112676056338,0.0685714285714285,1.6349765258215962,0.2725150905432595,0.0356941649899396,7.634723788049604,0.3773239436619718,0.0466599597585513,8.086675291073739,7.445497756912851e-06,7.445497756912851e-06,1.1800373583308866e-05,3.81438883266843e-05,9.058919399887992e-05,9.058919399887992e-05,0.0001373853149316,0.0004051271916156,-0.6244780669670056,-0.6244780669670056,-0.6244753474223192,-0.6244588963526688,-0.0493627399739059,-0.0493627399739059,-0.0493604297798779,-0.049347212109861,0.5640174421256469,0.6196196196196196,1.30051125217341e-05,-2.771771771771772,0.45,0.9776324320492902,0.9618317415693652,0.9965893721929266,0.2345766526606968,-0.1171885602858567,2.91441e-05,0.0491639061,0.0214363598,1.24402452,0.3773601835,0.0317258209,0.0077229848,0.5844541395,535.1622473972,6.8136701238,16.8601650271,0.0,8.656837969888857e-07,0.0,8.364937236810517e-07,0.0,1.0584579654136837e-06,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,1,7.914812453610904,75.84918643477994,9,0.6950720996199518,101.09214334522738,0.3677273776658485,5.42811329002081,14.761243300609785,0.8877777467786624,0.9999999999999892,1.0000003550195014,0.999999999999998,0.1931187122736418,0.0228571428571428,8.448943661971832,0.258430583501006,0.0412474849094567,6.265365853658536,0.4068209255533199,0.0408651911468812,9.955194485475136,5.316061112543502e-06,5.316061112543502e-06,5.316061112543502e-06,1.5221307234739217e-05,4.996623167020959e-05,4.996623167020959e-05,4.996623167020959e-05,9.235871939869284e-05,-0.7034794191967687,-0.7034794191967687,-0.7034794191967687,-0.7034724510229364,-0.0693253905982858,-0.0693253905982858,-0.0693253905982858,-0.0693224515756637,0.5243373478287994,0.641641641641642,9.119267598459298e-06,-2.287287287287288,0.4264264264264264,0.9634005539863276,0.9590389869809424,0.9945191735272366,0.3353289923716204,-0.0865141369878419,1.18261e-05,0.0401986085,0.0175256908,1.1300925261,0.1654560798,0.0190159272,0.0042276861,0.5309278428,579.5288678031,6.5697141315,16.5008180791,0.0,2.1213203436598946e-07,0.0,2.596556845560424e-07,0.0,3.831427773326823e-07,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,1,4.99265022006263,28.166764629652384,6,0.7627512404386201,100.95902884350444,0.1318175949407698,5.235059533973161,39.714421555980095,0.8417582510141544,0.9999999999999876,1.0000003603569407,0.9999999999999972,0.1462173038229376,0.0728571428571428,2.006904170118752,0.262655935613682,0.027122736418511,9.683976261127595,0.3816901408450704,0.0422535211267605,9.033333333333331,4.697849597877068e-06,4.697849597877068e-06,4.697849597877068e-06,1.4724425910429e-05,5.833146881459647e-05,5.833146881459647e-05,5.833146881459647e-05,0.000156383828516,-0.915252907339238,-0.915252907339238,-0.915252907339238,-0.9152437304430058,-0.068569620409017,-0.068569620409017,-0.068569620409017,-0.0685628966037227,0.5536247357492887,0.7077077077077075,1.035510687235024e-05,-2.287287287287288,0.406025824964132,0.9674571247777038,0.9516741104531272,0.9914288260182796,0.2670957784661649,-0.1144286686116544,3.00763e-05,0.0523866656,0.0228222813,1.4365308076,-0.5229985297,0.0264818686,-0.0101091183,0.6748953606,531.8340805727,5.1792965743,12.8652750465,0.0,7.341666701530446e-07,0.0,7.874315381840118e-07,0.0,8.730566978547744e-07,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,1,4.2021883749764575,17.673480303275397,5,0.4237261599487303,91.32526909029735,1.2090639255104612,3.425835032736733,2.8334606305372656,0.7193675898718966,0.9999999999999818,1.000000258131578,0.999999999999997,0.1135211267605633,0.0614285714285714,1.8480183426138224,0.262655935613682,0.04,6.566398390342052,0.3294164989939637,0.0437826961770623,7.523897058823528,2.8577247026407973e-05,3.692787320389904e-05,6.299473301423977e-05,0.0002525700793278,0.0001822426569487,0.0002269015957716,0.0003900096656769,0.001492488753888,-0.8262415707668392,-0.8262346709351712,-0.8262131327964759,-0.826056493288233,-0.1313814879282438,-0.1313756195009341,-0.1313541862139577,-0.1312093144691271,0.5824804712582294,0.641641641641642,4.07145069691131e-05,-2.287287287287288,0.5042735042735043,0.9481469464563888,0.9385275571418424,0.9921156953602478,0.1359188179243498,-0.1239864195699961,0.0003027381,0.0611448975,0.0270454847,1.7079697414,0.4126009218,0.0425920587,0.0099496751,0.8024198634,431.7219700583,6.2009491454,15.9684981353,2.3904574172858286e-10,8.59840314643116e-06,2.0806502969020496e-10,8.49760645493917e-06,8.899696834856324e-10,1.264182997139509e-05,0.0,1e-10,0.0,0.0,1e-10,0.0
1,1,8,1,6.964119896823606,63.8750520895029,6,0.5573777244319811,95.47311853949816,1.63592543399471,4.690046889292282,2.8669074958018217,0.725336406052967,0.999999999999992,1.0000001589385326,0.9999999999999972,0.1800804828973843,0.0685714285714285,2.6261737089201875,0.2894164989939637,0.0371428571428571,7.791982665222101,0.4364989939637826,0.0366398390342052,11.913234486545852,5.2797148938222345e-06,5.2797148938222345e-06,5.2797148938222345e-06,1.6226629173041974e-05,7.243471135076354e-05,7.243471135076354e-05,7.243471135076354e-05,0.0001893490092212,-0.8313241774039644,-0.8313241774039644,-0.8313241774039644,-0.8313150769214082,-0.058567685208753,-0.058567685208753,-0.058567685208753,-0.0585608373129336,0.5488897066683197,0.7077077077077075,1.3681576279674705e-05,-2.287287287287288,0.4205202312138728,0.9741446639627404,0.960824545347972,0.992008127493432,0.2772986859259728,-0.1182670692268649,1.91259e-05,0.0479314729,0.0208246943,1.4065415329,0.4491285702,0.0322077885,0.0093807852,0.660806124,553.5564457162,6.1422163165,15.9302036549,0.0,4.6800673244287014e-07,0.0,5.384970630065097e-07,0.0,6.925342338964504e-07,0.0,0.0,0.0,0.0,0.0,0.0
1,1,9,1,7.670422675485423,68.96612542416473,7,0.7781365708679286,103.45520387587788,1.2445769627332424,5.648439335928301,4.538441177252422,0.8493011801948318,0.9999999999999908,1.0000002390910212,0.9999999999999984,0.1246680080482897,0.0542857142857142,2.296515937731653,0.2851911468812877,0.0427565392354124,6.670117647058823,0.4338028169014084,0.039476861167002,10.988786952089704,7.450967798233283e-06,7.450967798233283e-06,1.0218582421970184e-05,7.52154100439783e-05,6.547449711500373e-05,6.547449711500373e-05,8.8204009914095e-05,0.0005304975376424,-0.7222735154716489,-0.7222735154716489,-0.7222715164820107,-0.7222245706450378,-0.0793562751341009,-0.0793562751341009,-0.0793544712865236,-0.0793193702214225,0.5273955058626209,0.6196196196196196,1.514189325304352e-05,-2.287287287287288,0.4743589743589743,0.9475121582139296,0.9481424927740452,0.9914487828577636,0.225235602535334,-0.1075762433481061,3.99551e-05,0.049862551,0.0215909071,1.8080296228,0.4448666844,0.0315898054,0.0072995123,0.8494289143,522.6867171014,7.2368211452,18.9165133578,0.0,8.711025601150826e-07,0.0,1.0283739467141914e-06,0.0,1.3839304361622156e-06,0.0,0.0,0.0,0.0,0.0,0.0
