fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_3,mean_std_x_last_3,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,1,1.4728583811669842,2.030342010339104,1,0.5054176226614948,119.7718309055086,0.669353891146855,5.981359209149796,8.936019179482885,0.7768255910905846,0.9999999999999803,1.0000009124350977,0.35,0.5,0.7,0.0,0.5403324484001321,0.5564822476583319,0.6645733468979131,0.0,0.5583364320863323,0.5583364320863323,0.661905193244979,-5.954027457636895,-2.736873223610338,-2.640716875391692,-1.997139502593071,-5.762035305496788,-2.5448810714702312,-2.5448810714702312,-1.9481142131275453,0.8925748284019125,1.0160160160160154,2.8483544033097714,0.4874874874874874,0.5454545454545454,1.0955063044026856,0.885598527835062,0.8984050350310802,0.2147337009780929,-0.47212020754911,1.8132704369,2.0472557417,0.9105709164,1.7901181398,-0.0684612745,1.7481895245,-0.0840716708,0.8410139351,-69.9618694022,5.4386954181,14.1771267883,9.761853529355312,1.6127145019850286,16.769580974572687,1.758958890067419,21.040561242666577,1.9893087356485992,0.0,0.0076269533,0.0,0.0,3.348e-06,0.0
1,1,1,1,0.569556713396049,-0.7763509334935357,1,0.7260364177209067,108.77268854133978,0.4738671568525415,7.000235407742363,14.77256928764258,0.8818506772372469,0.9999999999999788,1.0000005589904093,0.1,0.1333333333333333,0.75,0.0,0.6489199749959672,0.5910210381156757,0.5930105902413229,0.0,0.6447358587639643,0.6447358587639643,0.603740966323379,-4.819988471866362,-1.6922016732219922,-1.9712738815183155,-1.961684263208519,-4.851268556150593,-1.7234817575062231,-1.7234817575062231,-1.92235899016601,0.8942436347809489,0.94994994994995,2.101173393348483,0.4874874874874874,0.5454545454545454,0.9593410777129462,0.9069580714951352,0.8917120166094961,0.1807312138996571,-0.4249419253518193,1.5841795282,2.0305319969,0.9044984237,1.2939312763,-0.4278940895,1.3123196931,-0.4209759587,0.6079007917,-69.4422565648,6.4583060903,17.1815703692,6.701244674475382,1.0060305291007468,14.1790129318986,1.372994212831923,15.119029727506716,1.612618803432842,0.0,0.0064129873,0.0,0.0,6.9258e-06,0.0
1,1,2,1,0.9579230861539144,0.0685915482925816,2,0.5635520825795444,107.4545291166335,1.1486387832594531,4.45909271747729,3.8820670017983145,0.9235572552850017,0.9999999999999882,1.0000004567295842,0.2,0.5,0.4,0.0,0.5775491741135622,0.576717530637952,0.6086703685535656,0.0,0.5878974667341033,0.5878974667341033,0.601510503807305,-6.045144749422539,-2.5537763919966143,-2.558803797186591,-2.36564426683187,-5.938736863115308,-2.4473685056893832,-2.4473685056893832,-2.3665242606038053,0.7034286044796751,0.94994994994995,2.7075220544471525,0.443443443443443,0.5,1.0818750655647016,0.9186229638346296,0.8699521202706709,0.1691169972956589,-0.5711300429992515,1.8949986633,2.1238448959,0.9435376556,1.5215978995,-0.2870276244,1.3973697295,-0.2391410888,0.7148606613,-72.8693362562,5.1833823237,14.0423557732,11.972986057233754,1.7720599293711503,14.018025151404494,1.808932764729144,16.67227795565529,1.98941423275854,0.0,0.0009297425,0.0,0.0,2.6587e-06,0.0
1,1,3,1,0.2801332663783989,-0.6313197768767029,1,0.2569846158749465,107.03053353155036,1.1352099026224491,3.691748935674092,3.252040813902152,0.531284747344005,0.9999999999999708,1.0000004087373224,0.4166666666666666,0.3333333333333333,1.25,0.0,0.2021741250068514,0.3254770857837287,0.514931688989368,0.0,0.2080840073957184,0.3806045746817154,0.4783588212042105,-5.975012382938748,-4.767019482513004,-4.030282765018152,-2.8982891648597096,-5.805313515173099,-4.597320614747355,-3.595784633836628,-3.028290585334024,0.7980017164407939,0.8398398398398399,2.0479120966650832,0.5095095095095097,0.4545454545454545,0.9963048258189808,0.9733557984136354,0.9834046779079408,0.0589480303118031,-0.6687489460576175,1.8252150227,2.0766475968,0.9214469537,1.7583936241,-0.4334979671,1.7932296431,-0.439296979,0.8261094664,-78.0479014428,6.7573747105,17.5978757374,16.028671366415484,1.506121402274191,12.08255037600078,1.8138576406007552,13.635312060456585,1.9778629465018815,0.0,0.0003682097,0.0,0.0,3.332e-07,0.0
1,1,4,1,1.7195981032957053,2.1537803633717383,2,0.7919273250445463,108.4392335951474,2.1875379568394,6.272645454707404,2.8674453099640163,0.949135914328962,0.999999999999966,1.0000005757234172,0.25,0.1333333333333333,1.875,0.0,0.4272049904203984,0.4118982402320365,0.5887699188921457,0.0,0.4350608014808244,0.4350608014808244,0.6447665614234938,-5.272435919561601,-3.0200249830531227,-3.100728842557998,-2.1681842508372817,-5.177232535870632,-2.9248215993621534,-2.9248215993621534,-1.8391261160274897,0.8498691228782437,0.7077077077077075,1.4005083955986373,0.3993993993993996,0.5454545454545454,1.0430403332302531,0.9587045149944696,0.9816912280490816,0.1088645349984783,-0.4644688520190318,1.6717506379,2.0539990191,0.9176483835,1.5659287316,-0.1456716164,1.5225830244,-0.1409412725,0.7356876931,-66.556459993,5.2816916718,14.7268234902,7.937395362215547,1.364634557569551,7.703217983173933,1.4591619971744036,18.808987829932285,1.7514385799477863,0.0,0.0007945786,0.0,0.0,1.1021e-06,0.0
1,1,5,1,1.08351228080343,0.3453521284791359,1,0.8114211972941281,107.75760609557668,1.225151764717198,5.491030928140001,4.481918964061972,0.881395773453821,0.9999999999999748,1.0000005605859188,0.2333333333333333,0.2,1.1666666666666663,0.0,0.0791770705487484,0.3583123556533492,0.4997921050877579,0.0,0.0826805824943231,0.5029674823549549,0.5029674823549549,-5.458798346351054,-5.026586684570625,-3.5028434518334013,-2.730534029578689,-5.2274868988750125,-4.795275237094583,-2.5982309743043364,-2.5982309743043364,0.6896130202201877,0.7077077077077075,0.5208548550577665,0.2892892892892895,0.4090909090909091,0.9276755626757272,0.9306664473812511,0.9475018301923788,0.1132481595752852,-0.4195681997052877,1.6092415846,2.043104342,0.9109815685,1.1720193841,-0.2561249369,1.156659123,-0.2516015929,0.5506254656,-69.0772582412,6.1072865759,16.1413673962,9.998955713630858,1.4628953958761923,14.43900483294664,1.6239127633731392,18.98212155215553,1.810701680041305,0.0,0.0013045694,0.0,0.0,5.108e-07,0.0
1,1,6,1,0.5432884787709796,-0.9846187337706952,1,0.2299893775023888,109.1625839455383,0.4813534743251902,3.342993277804956,6.944986285788215,0.6607761495964963,0.9999999999999254,1.0000004623124612,0.5333333333333333,0.2333333333333333,2.285714285714286,0.0,0.9573793467535432,0.7552026001359533,0.7080255199010242,0.0,0.972078049602923,0.972078049602923,0.6583352860839501,-6.010084553016633,-0.2561537297160088,-1.4712530715415433,-1.7547913127179164,-5.919206616846256,-0.1652757935456312,-0.1652757935456312,-2.022384035354765,0.8712219756400781,1.0160160160160154,1.143398527376694,0.4874874874874874,0.5454545454545454,0.9682396459984955,0.8737012021986597,0.6331227023816614,0.2368067363467629,-0.6564784849448182,1.8369730022,2.1021079719,0.936170314,2.2270657301,0.3182671956,2.2585404461,0.312428224,1.0462959241,-77.2964304846,6.327591007,17.0265505815,14.55524648268952,1.6543901570923218,12.91494423854232,1.7818415512305834,12.839690476757193,1.9827169052142355,0.0,0.007584597,0.0,0.0,6.1399e-06,0.0
1,1,7,1,-0.3216829828361079,-1.2112471195528487,1,-0.0925324671709251,102.11142043697065,0.0463977931823493,1.0512324424519754,22.65694918550318,0.1540611819160953,0.9999999999997806,1.000000245883151,0.7833333333333333,0.5333333333333333,1.46875,0.0,0.3089184505252317,0.7109882868656313,0.7116395238127544,0.0,0.3060415471585684,0.8875772569633519,0.7753621457072781,-5.665983841821994,-3.915656892705344,-1.6375356967166264,-1.6338457986970294,-5.719246178721473,-3.968919229604823,-0.6429733435137361,-1.284759189759841,0.8342974823706741,0.8838838838838833,1.0331266974971984,0.1571571571571572,0.4545454545454545,0.87338231982973,0.89832238388553,0.7104937109820826,0.1785689191569958,-0.7601849128008249,1.8533942347,2.0918543328,0.9297154637,2.4206960625,-0.0470953283,2.4476465754,-0.0437219128,1.1372652318,-79.9056945176,6.6826335907,17.8919308863,6.96283136829466,1.4162798868260895,7.106591793573226,1.6655816412852071,6.443875804893771,1.8565877082958884,0.0,0.0026334497,0.0,0.0,1.6845e-06,0.0
1,1,8,1,1.2717604206365365,2.207234625732873,2,0.3349101316277844,101.75380450132626,0.6320831679729694,6.182503689803729,9.781155397050725,0.7822987421396816,0.9999999999999806,1.000000721551464,0.45,0.3166666666666666,1.4210526315789476,0.0,0.4956132130131012,0.4090900366614378,0.5615923640417286,0.0,0.5100665734478693,0.5100665734478693,0.5671193761551364,-6.236392874464041,-3.145554164338908,-3.685146684814417,-2.734082257000789,-6.059677052021188,-2.9688383418960544,-2.9688383418960544,-2.623116782577336,0.8193545692026283,0.7737737737737733,2.5736529368675245,0.5755755755755753,0.5,1.090286325975622,0.9435524949262616,0.9408802640867188,0.1660636771141692,-0.7241567580676279,1.9389626811,2.0953647184,0.9250102546,2.1462787622,-0.0908021846,2.2260566389,-0.0777124291,1.008341465,-76.4060192163,5.9086353418,15.5114269887,15.56988675129732,1.771556331711804,13.859823336571065,1.871544122840217,19.063084307499807,2.0792584040024678,0.0,0.0001610572,0.0,0.0,2.538e-07,0.0
1,1,9,1,0.86147297145233,-0.3480020421217644,1,0.8150114561312672,106.60941839545625,0.4353465070075756,7.287041269619207,16.738485671351448,0.9084198778998582,0.99999999999998,1.000000398475193,0.1833333333333333,0.3333333333333333,0.55,0.0,0.5211511972075866,0.5018625293834877,0.4778694516218653,0.0,0.5257415652456906,0.522999909050316,0.4774308694377645,-5.443015219325204,-2.606381321354759,-2.711369833881838,-2.841964521296802,-5.39549102731648,-2.5588571293460345,-2.573649710748165,-2.8195170551011155,0.7680286402356565,0.8838838838838833,3.152376410445192,0.5535535535535532,0.5,1.0036957964459203,0.9197754493734668,0.9205974469151764,0.1472452855874907,-0.435153330382841,1.6446411268,1.9946837254,0.8890612281,1.3301240952,-0.0714486054,1.3333788465,-0.0416264425,0.6249045103,-69.4228254831,6.3527539035,16.2884626224,7.37396700003537,1.265055126495929,13.97171660120367,1.561772213705163,20.29166347494131,1.807095891582398,0.0,0.0063219277,0.0,0.0,5.3438e-06,0.0
