fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1.0,0.0,1,0.40641878680313326,0.0643187805629884,0.6000000000000001,0.10403645072726211,0.7416294306657196,0.0010033718373605302,3.9518734482387395e-09,1.0850840268483434e-08,0.0026532380976337757,0.8981469625023973,0.9999999999999974,1.7139200859060937e-12,0.9999999999999992,0.1583262323443592,0.144904214559387,0.06468161897396238,0.023172419370457602,0.3830694037145648,0.04700988632154755,0.09710494929464186,0.5768040397458869,0.06966683020382691,0.23379095657693091,0.1927615157703655,3.1253499673938653e-06,4.5387150408436895e-06,9.610559579424267e-06,8.145831170174172e-05,5.29088426236185e-07,7.659325779616065e-07,1.5967086253962502e-06,1.3706101989876999e-05,0.38491014886583186,0.4200857130540699,0.44566663514865024,0.5542343163858774,0.43726014011921627,0.5037219619915578,0.5399729112472438,0.6401461290352157,0.19725210352540212,0.4567791079141721,0.04615384615384614,1.6263395040481905e-09,0.09113924050632904,0.746370152545488,0.23007888343513794,0.7866775079399804,0.9041954215757413,0.9119548515810854,0.05241447769507265,0.7948147788188754,0.017067828293664822
1,1.0,1.0,1,0.38512767475363197,0.04441604828776491,0.5000000000000001,0.06916291839476604,0.7420920251065912,0.0010033738312351316,1.933974838521453e-08,9.235508650253075e-09,0.00033711553437516025,0.8531749589517275,0.9999999999999917,7.447308727006902e-13,0.9999999999999963,0.18730472280321223,0.15486590038314185,0.06298014952307301,0.025219632801340788,0.39577712609970656,0.04894726345479923,0.09646589514765602,0.6032741488841832,0.06364568930912988,0.2617677093013634,0.4013784887678693,2.233903019295231e-06,3.3422428849342503e-06,6.461630106704384e-06,5.111295766974659e-05,3.232768585990473e-07,4.842426657369219e-07,9.34541286995273e-07,8.595305295053042e-06,0.392792383733553,0.42868811007122304,0.45479495072123877,0.5658978297144411,0.4366979247277937,0.5030742025583903,0.539276779921918,0.6392989153105377,0.1947491745659815,0.4080218656970034,0.023076923076923078,1.352480870417874e-09,0.1417721518987341,0.61817680573424,0.24970084948855975,0.7701056426565351,0.9230407936037557,0.910666766204157,0.0,0.8106165294077459,0.01760655236660405
1,1.0,2.0,1,0.42505657567431887,0.07451316270248849,0.6000000000000001,0.08621998948536716,0.6636365554325081,0.001003370440604879,3.407841036466034e-08,7.1937701662904025e-09,6.582300484144689e-05,0.8671403118181941,0.9999999999999968,1.6678526151180572e-12,0.9999999999999992,0.11309938802385933,0.13743295019157098,0.07489043567929876,0.019032709980587804,0.3830694037145648,0.04330607709621354,0.10435332309991467,0.6059211597980129,0.07011284064047106,0.24367462302758816,0.34825277966870893,3.743598051953057e-06,5.254197131651035e-06,1.0948577823131115e-05,7.90865297432675e-05,6.601040350166385e-07,9.487307836201918e-07,1.9461986584892082e-06,1.5428892294744293e-05,0.4045824494762871,0.4415556255478753,0.4684521334867501,0.5833753533895981,0.4402852903333607,0.5072068763615569,0.5437115538230866,0.6446513941068497,0.2618489722015124,0.43830663035176,0.01794871794871794,4.706224849840664e-08,0.09620253164556958,0.6865465907002388,0.22534192161762134,0.8917429390876559,0.9620972870774149,0.9713861632576313,0.023310872604559052,0.7729352734148729,0.018304269504049675
1,1.0,3.0,1,0.41528552025480225,0.06445748085325331,0.6000000000000001,0.07485834452947018,0.5111067411210805,0.0010033700540461744,2.5139086302796483e-08,7.063534797135821e-09,0.00014071737755117758,0.7614782895758847,0.9999999999999925,3.5617155434703026e-12,0.9999999999999983,0.11588168461280243,0.14739463601532585,0.10551688579530806,0.014062478863871007,0.39577712609970656,0.02638251802045632,0.16227884428554296,0.6534451865124615,0.07269970117300761,0.2543050095543714,0.2576582709326072,2.3655393426135426e-06,4.230586643945451e-06,6.881690988621074e-06,4.0428083960124457e-05,2.9140376977851967e-07,5.564808557715555e-07,8.852944376680837e-07,5.332249681113993e-06,0.4142555580586246,0.45211299301054764,0.4796548377743802,0.5976924070828291,0.43810365120604333,0.5046939982275089,0.5410139887235229,0.6413859389213742,0.07865587389498352,0.47672978555609746,0.03333333333333334,8.145371766280737e-10,0.1417721518987341,0.683697849659989,0.2696096044620401,0.9089081481570083,0.9725043317123354,0.9869944096380392,0.02216240510138634,0.7613452099742322,0.026199895959878178
1,1.0,4.0,1,0.5155668060611243,0.16758680135041448,0.7000000000000001,0.12503650914188916,0.6984665016211431,0.0010033746153302473,3.0182233336675615e-08,6.349638178354808e-09,6.823834035486642e-05,0.8920679592799833,0.9999999999999888,3.669053882804775e-12,0.9999999999999992,0.025356986082061606,0.1598467432950192,0.10041247744263987,0.01596390585178392,0.40594330400782,0.073392404342004,0.06816835247181445,0.6747434435575826,0.0637794924401232,0.2905389686226504,0.18413177898797373,1.1887971880468914e-06,1.4068461694430993e-06,3.1072399371961512e-06,1.744778250122911e-05,4.2560913269763337e-07,5.312307193186597e-07,1.1356044013882949e-06,6.63462948580419e-06,0.42768671177174516,0.4667707354497667,0.49521062470856214,0.6175859218019899,0.4466116090218656,0.5144943604495379,0.5515282804098691,0.6540621165749635,0.25987858131856434,0.491965325741307,0.010256410256410275,6.322897629442404e-10,0.03544303797468351,0.6438154750964895,0.2134006243427754,0.9322042827418886,0.9857842553618521,0.9964098978542699,0.1407496106761735,0.8000175337348113,0.07726754210614872
1,1.0,5.0,1,0.47527346999525794,0.12183493495873522,0.6000000000000001,0.19542613470412992,0.5985743401859376,0.0010033734709797757,1.1831344227365207e-08,6.068874324811632e-09,0.00039751790257863847,0.8128604520131586,0.9999999999999932,1.7501871567955022e-12,0.999999999999999,0.11669507062256304,0.15486590038314185,0.10211394689352923,0.015235759619667276,0.40086021505376335,0.08655517251203737,0.05764370739619993,0.6032741488841832,0.06395789661478089,0.2607784824482102,0.47845047651463557,1.118046564061843e-05,2.0641544065188502e-05,4.465358084309525e-05,0.00021312513793595242,1.5987929114018967e-06,3.2154383437633576e-06,6.867238124343236e-06,3.845337440551156e-05,0.41633735028598723,0.4543883105009359,0.48207828926897567,0.6008305809024931,0.4403395449948709,0.5072728987080537,0.5437886916517402,0.6447659415033326,0.19256576845244433,0.48228180541100585,0.012820512820512817,1.7069949340383012e-08,0.12151898734177208,0.6438154750964895,0.21305944442063696,0.7984175335193853,0.9311164465529596,0.9563836049465397,0.03144385763685428,0.8200607145467325,0.017472257253865614
1,1.0,6.0,1,0.3827736323375345,0.04246613610645228,0.4,0.05193060342309716,0.7781451051372329,0.0010033745183484256,2.3223038439932296e-09,1.0264875795764622e-08,0.004383408939161448,0.8308310471670141,0.9999999999999905,3.1486421864836958e-12,0.9999999999999972,0.09213855966121826,0.1349425287356323,0.0936065996390823,0.014791810597644997,0.3805278592375366,0.04894726345479923,0.09313798649127572,0.6270972471086497,0.07845323580571802,0.2300133225526295,0.13639522350805544,2.130995314815462e-06,3.714710349868118e-06,6.961963592209073e-06,4.1272477918259005e-05,6.370250077092649e-07,1.1483634730725239e-06,2.2055589394761006e-06,1.4027654725364998e-05,0.3989241228398063,0.4353805021464084,0.46189744091539736,0.5749780300651854,0.4441826854564762,0.5116969378808669,0.5485279260260318,0.6504505630413795,0.12061987432101395,0.46407728112754265,0.028205128205128216,1.0256779307444208e-09,0.07341772151898729,0.6238742878147399,0.24213061092632815,0.8229316123460682,0.9292252259187259,0.920453323364141,0.03971382021317746,0.7822967327722647,0.015814407241439454
1,1.0,7.0,1,0.38919751281577253,0.04721336172585093,0.5000000000000001,0.06139377300075938,0.3855216530084519,0.0010033697290445693,3.173941524062785e-09,5.0835107947814745e-09,0.0016180289615724582,0.5688497933436237,0.9999999999999868,3.6012597797504403e-12,0.999999999999999,0.05143698195057711,0.14241379310344834,0.04936839391595768,0.029948182344361956,0.3830694037145648,0.0395452861904897,0.11288187123264179,0.6085681707118424,0.052450827349360116,0.3053344428229689,0.15288886997957785,1.0669961949118251e-06,2.0708647519646567e-06,3.1088906118768315e-06,3.256299433194645e-05,3.579715373875018e-07,7.364294136743771e-07,1.067483564054629e-06,1.200871355932111e-05,0.4246737560953189,0.4634828372151596,0.49172090013226744,0.6131265130886189,0.4462637276409964,0.5140939645270888,0.5510984063844381,0.6535475158800497,0.19693258067951858,0.4203401739215624,0.02051282051282051,8.529644499741017e-10,0.04303797468354431,0.6352692519757397,0.2123490649692279,0.9126407164725356,0.981609482366754,0.969976981957835,0.1356009787645838,0.8005361032879128,0.051533819985891294
1,1.0,8.0,1,0.4618145156407596,0.11721661335551332,0.4,0.1055552310298499,0.6406355594932779,0.0010033697174400595,2.3760454117819555e-08,8.29181992834379e-09,0.00020717496324045007,0.8714777552083601,0.9999999999999962,2.4777574299760224e-12,0.9999999999999997,0.056071991117308345,0.1822605363984674,0.07318896622840941,0.024990839351173223,0.4262756598240469,0.030086327245790464,0.15604918556737365,0.7170956181788566,0.0843851746130859,0.2462165513555984,0.2664865554799183,1.2280546668462836e-06,1.9841412693146396e-06,3.172984004444149e-06,2.69294422335139e-05,2.965016539660572e-07,4.898487334723606e-07,7.710228224205792e-07,6.671320837215372e-06,0.4139220676619656,0.4517485164041698,0.47926752838553305,0.5971943762064615,0.443723802770457,0.5111678725358532,0.5479592153691063,0.6497606143419247,0.22691447438491852,0.454300705692394,0.025641025641025633,1.0256779307444208e-09,0.10126582278481006,0.7093365190222387,0.23073157546009848,0.8331900179581697,0.9463094543077657,0.9509192700908509,0.06277534742511184,0.8015271298316358,0.036009613677725705
1,1.0,9.0,1,0.4335099695229916,0.08445711030847805,0.6000000000000001,0.1018166949004031,0.7278091776052725,0.0010033717568608822,1.6319556048838719e-09,8.658826419974346e-09,0.005367407134920586,0.9079880182478492,0.9999999999999937,1.0583533222442536e-12,0.999999999999999,0.04791876468613629,0.15486590038314185,0.06978602732663058,0.02271609331796866,0.40594330400782,0.041425681643351676,0.11421342853053788,0.5979801270565239,0.05784755363275511,0.2792458890789,0.19625737463126858,2.8915978819786286e-06,4.471771883853628e-06,7.749417672510025e-06,5.3853810163484626e-05,3.2894253916416433e-07,5.584784307316671e-07,9.644421233458377e-07,7.042914008361869e-06,0.40153231995013805,0.43822692995822143,0.4649182048245545,0.5788468963362395,0.43563564958708045,0.5018508162464979,0.5379640986622429,0.6377129429229603,0.28016828203216526,0.5175859375250107,0.01794871794871794,1.7834102207100062e-09,0.1164556962025316,0.6723028854989892,0.2209692146928227,0.8134195633160486,0.9195185443622995,0.9580748805462802,0.028075663724312472,0.7890108736225643,0.020093327385243276
