fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,8,0,1,6.779910057261854,59.29510826948492,8,0.8470204483960518,1.001622307773694,1.7517469125279184,7.028162016552952,4.012087571720461,0.924278493139208,0.9999999999999948,1.000000113869698,0.9999999999999984,0.0956666666666666,0.072,1.3287037037037035,0.2671052631578948,0.0306666666666666,8.709954233409613,0.3744035087719298,0.035578947368421,10.523175542406312,5.993473974575987e-06,9.7059720160807e-06,1.2035351182066013e-05,4.829257986609252e-05,6.304932328117181e-05,0.0001011889111112,0.0001256200920965,0.0004727106823399,-0.9817943614341818,-0.981790716502692,-0.981788429517654,-0.9817528321616192,-0.0911064569252761,-0.0911029819434651,-0.0911007559647806,-0.0910691317769877,0.587801974116868,0.8398398398398399,1.3681576279674705e-05,-2.551551551551552,0.512,0.9642417687681416,0.9455468156638068,0.9911281046945888,0.2043272080283396,-0.1030722734069359,7.33036e-05,0.0445931785,0.0189901976,0.9455873903,-0.0361922636,0.0185565298,-0.0011529812,0.4442456363,504.550616803,5.579233415,15.4486766728,3.535597007262348e-11,1.5257192477471499e-06,2.5000446578437428e-11,1.5461797668404839e-06,4.522106576246507e-11,2.3631362285709595e-06
1,8,1,1,4.868357081942195,26.545407558367124,8,0.8673991227651061,3.015822720945856,0.0876704443297594,5.775130101698903,65.87317020975284,0.9520641876183156,0.9999999999999936,1.000000149825418,0.9999999999999966,0.1196666666666666,0.072,1.662037037037037,0.2539473684210526,0.0213157894736842,11.91358024691358,0.3811578947368421,0.0355614035087719,10.718302910705477,3.215929827138777e-06,3.215929827138777e-06,3.215929827138777e-06,1.505360506317132e-05,3.041166126427165e-05,3.041166126427165e-05,3.041166126427165e-05,0.0001283069394286,-1.3408285546009229,-1.3408285546009229,-1.3408285546009229,-1.340812682256902,-0.1273480435314826,-0.1273480435314826,-0.1273480435314826,-0.1273355763801907,0.5506223309528303,0.9279279279279278,1.3681576279674705e-05,-2.2212212212212217,0.437246963562753,0.9250875473037784,0.9170669830512068,0.9814942794928088,0.2615529802900741,-0.0878828334388657,2.59204e-05,0.0392024142,0.0168274546,1.0190423733,0.2237383551,0.0164853096,0.0051059374,0.4787554616,550.5061294829,4.6786490042,12.2149468976,0.0,5.052756705298891e-07,0.0,5.229378131770308e-07,0.0,6.776850394050526e-07
1,8,2,1,6.635008584489213,54.41741967707527,8,0.8185356515021891,5.006153360841154,0.2178527155972876,6.316689737043927,28.995230652624343,0.9248480217262752,0.9999999999999944,1.0000002058618234,0.999999999999998,0.089,0.0466666666666666,1.907142857142857,0.2684210526315789,0.0466491228070175,5.754042873260624,0.4166842105263158,0.0329473684210526,12.646964856230037,4.564703305277737e-06,4.564703305277737e-06,6.602209101821195e-06,5.098323482375757e-05,5.370042200797327e-05,5.370042200797327e-05,7.680201511152005e-05,0.0004950934280545,-1.0862390119622325,-1.0862390119622325,-1.0862367987338464,-1.0861885901122583,-0.0873394231808997,-0.0873394231808997,-0.0873374053927274,-0.0873008701000388,0.5444410637473902,0.7517517517517519,1.1169868184678226e-05,-2.4634634634634627,0.456,0.9450064664791769,0.9320316885630516,0.989624739963364,0.2255862276443326,-0.0986992308778513,4.89751e-05,0.0419924424,0.0181376519,1.714660615,0.1481716959,0.0352294999,0.0041665717,0.8055632973,521.7612338737,5.4253508439,13.3981292287,0.0,1.0265961143511675e-06,0.0,1.0552100265583207e-06,0.0,1.2566132601047955e-06
1,8,3,1,6.551905755598695,57.04101998298509,6,0.7238850130014817,0.3536812131164524,2.444273532889864,5.080650305302706,2.078593184002551,0.8896025954481862,0.9999999999999928,1.0000001833543477,0.9999999999999972,0.1036140350877193,0.068,1.5237358101135192,0.2776315789473684,0.0373333333333333,7.436560150375938,0.3874561403508771,0.0488421052631578,7.932830459770114,5.835358147866195e-06,9.944055761343092e-06,1.4302632444226262e-05,6.15465587252605e-05,4.617328033270066e-05,7.829060590201161e-05,0.000113805662362,0.0004663558449576,-1.109314349880095,-1.1093097920162764,-1.1093049569564026,-1.1092525482852111,-0.1369680310646267,-0.1369636318146526,-0.1369587671626792,-0.1369104768285945,0.5719452259416071,0.7737737737737733,1.1460369746863153e-05,-2.3533533533533526,0.4666666666666667,0.9607714548317272,0.9486005103982572,0.9895185833365678,0.1373893689348105,-0.0909973366881836,0.0001221852,0.0445570823,0.0189972459,1.1247093021,0.3698453051,0.0222315435,0.0059173874,0.5283987548,484.0083838437,5.9481217869,15.8013733871,0.0,2.248683976186558e-06,4.4722157811707475e-11,2.727277002481877e-06,7.641815457800767e-11,3.7223808768926895e-06
1,8,4,1,5.570499631414714,38.22910939214308,7,0.7391480110624846,-4.2193810256801285,0.4088766827924333,4.887827430696702,11.954282639242631,0.8731226370187405,0.9999999999999932,1.0000002910362122,0.9999999999999984,0.1312456140350877,0.048,2.7342836257309937,0.2855263157894737,0.052,5.4908906882591095,0.4418771929824561,0.0382105263157894,11.564279155188244,6.667097459603537e-06,9.946641426583346e-06,1.699401181957791e-05,8.969572499815495e-05,6.595526056369437e-05,9.49258340146918e-05,0.0001625155363295,0.0007826792368794,-0.9760921548177574,-0.9760889536592774,-0.9760820747304622,-0.9760111106854624,-0.0982531674344047,-0.09825032079605,-0.0982436794556803,-0.0981827423886533,0.5534078742117379,0.8398398398398399,2.4520479571869245e-05,-2.0010010010010006,0.4333333333333333,0.9510547426909576,0.9465274097119096,0.9906923884565272,0.1678842183940798,-0.0912263414405488,8.93711e-05,0.0482329789,0.0209079914,0.8023173912,0.3023257036,0.0135125798,0.0042659855,0.3769360755,491.9864312927,5.4272759589,14.597051525,3.535597007262348e-11,2.18197337483197e-06,4.4722157811707475e-11,2.3828630889833146e-06,5.494798589613898e-11,3.099374270446415e-06
1,8,5,1,6.489529013930163,52.17669133952552,8,0.7606456146593682,-4.385523207331659,0.3761301885933513,4.50026184286234,11.964638785555564,0.8503033043703839,0.9999999999999926,1.0000003092290346,0.9999999999999984,0.1089473684210526,0.0866666666666666,1.2570850202429151,0.2684210526315789,0.0293333333333333,9.150717703349285,0.3633333333333333,0.0461578947368421,7.871531736982136,7.158347687901284e-06,1.1475513267307777e-05,1.7583880039459638e-05,6.760212598469438e-05,5.7237862579737856e-05,9.705151788594088e-05,0.0001418008829351,0.0004602223145543,-0.9149654882058288,-0.9149615381200406,-0.9149559491352468,-0.9149101838388224,-0.1104896834220826,-0.1104852841721083,-0.1104803395459108,-0.1104451552488625,0.57331443598049,0.6856856856856854,1.514189325304352e-05,-2.309309309309309,0.4506666666666666,0.9645721766640832,0.9462131705608546,0.9924856319098978,0.1498596739622297,-0.0911370150179702,0.0001183282,0.043123493,0.0188023678,0.8293514305,0.245163969,0.01876718,0.0042796933,0.3896369154,484.7058918831,5.0133969447,13.1352702388,5.3453202307813694e-11,2.3847127301886046e-06,5.123566825493856e-11,2.495186439153095e-06,8.697172559034608e-11,3.6575063834845648e-06
1,8,6,1,6.073211792877774,42.343456519026624,8,0.8462621780847621,1.076815674062999,0.0748452561728661,5.842383447541093,78.05950231564773,0.9437868979061802,0.9999999999999922,1.000000216371583,0.9999999999999986,0.1063859649122807,0.0506666666666666,2.099722991689751,0.2513157894736842,0.0479473684210526,5.241492864983536,0.3984210526315789,0.0368771929824561,10.803996194100858,5.046788528259262e-06,5.046788528259262e-06,5.046788528259262e-06,3.709368140667247e-05,0.0001111833012757,0.0001111833012757,0.0001111833012757,0.0006868812809482,-0.8727222281101571,-0.8727222281101571,-0.8727222281101571,-0.8726942599332508,-0.0381547312186818,-0.0381547312186818,-0.0381547312186818,-0.0381327631745246,0.555095436329653,0.7517517517517519,0.0001150962200885,-2.265265265265265,0.4483221476510067,0.9456711575551752,0.9451522370088966,0.9860743472025896,0.2364317517737349,-0.0916932175880358,3.55008e-05,0.041611578,0.0183392392,0.9687738143,0.2592186201,0.0201277089,0.0032063122,0.4551388312,533.3588612906,5.5612187495,13.8825140449,0.0,5.133631443610351e-07,0.0,6.498864967454599e-07,0.0,9.042038424840287e-07
1,8,7,1,5.629608786920379,39.60697524644159,8,0.8867614608197016,3.282550595862844,2.2373105336650787,5.568427684910579,2.488893517963547,0.9601487633433547,0.9999999999999916,1.0000002136929644,0.9999999999999968,0.0678070175438596,0.076,0.8921975992613111,0.2565789473684211,0.0466491228070175,5.500188040616774,0.3744912280701754,0.0303508771929824,12.338728323699424,4.8424903700602505e-06,4.8424903700602505e-06,7.410089724211254e-06,3.540052406438674e-05,5.551907639398163e-05,5.551907639398163e-05,8.625658377043983e-05,0.0003439464377943,-1.155198977910509,-1.155198977910509,-1.155196011807996,-1.1551636771302745,-0.0969912717827393,-0.0969912717827393,-0.0969882903472808,-0.0969632952929112,0.5492656795958265,0.9279279279279278,2.052637752709252e-05,-2.705705705705705,0.4712950600801068,0.9534265390919796,0.9435094282398268,0.991909988536516,0.21764226205171,-0.0884659115416406,5.74835e-05,0.0437764289,0.019162761,1.1921103364,-0.1056986001,0.0273208701,-0.0026003821,0.5600643794,512.649405375,5.3710155716,14.1858318236,0.0,1.0747852778647778e-06,0.0,1.2093051713284036e-06,1.581167051260214e-11,1.7450253307556436e-06
1,8,8,1,5.277314641130296,31.74292258209829,8,0.774070855297803,2.9868988996410906,0.0890460082287934,5.19859645774658,58.38101629878105,0.8835432799256799,0.9999999999999912,1.0000002235421848,0.9999999999999972,0.1514912280701754,0.0559999999999999,2.7052005012531333,0.2552280701754386,0.0346666666666666,7.362348178137653,0.4075614035087719,0.040859649122807,9.974667239158435,3.4981847328894006e-06,3.4981847328894006e-06,3.4981847328894006e-06,1.2459924232894338e-05,3.814985459449387e-05,3.814985459449387e-05,3.814985459449387e-05,0.0001270071247844,-1.0616202019430607,-1.0616202019430607,-1.0616202019430607,-1.0616106879460814,-0.0907990213048978,-0.0907990213048978,-0.0907990213048978,-0.0907909528439182,0.5587731160706826,0.8398398398398399,1.30051125217341e-05,-2.397397397397397,0.4478021978021978,0.9486067675139972,0.9400457169767698,0.9917255946915944,0.3015666703083224,-0.1039419772474917,2.03808e-05,0.0365314611,0.0157609658,0.9399106091,0.2611474686,0.0120376972,0.0030611746,0.4415786324,562.5238079663,6.3711730411,17.3292404503,0.0,3.0239450094675664e-07,0.0,4.2492683409038475e-07,0.0,5.608353746005023e-07
1,8,9,1,6.373095136582422,47.36561239107709,7,0.7452342129563811,1.9869754158778503,0.2047301060704457,5.531583453999275,27.01890581786691,0.8975130871743571,0.9999999999999936,1.000000150567877,0.9999999999999984,0.1076140350877193,0.0773333333333333,1.3915607985480944,0.2657894736842105,0.0426491228070175,6.232003290826819,0.4036315789473684,0.0421228070175438,9.58225739275302,6.037225599189232e-06,6.037225599189232e-06,1.2157053242843244e-05,4.063986197563047e-05,6.1891199955781e-05,6.1891199955781e-05,0.0001246892428093,0.0003331252556708,-0.9823361545175108,-0.9823361545175108,-0.9823301427532626,-0.9823021628915414,-0.0942071088318073,-0.0942071088318073,-0.0942011924435774,-0.0941815550740489,0.6050341086291136,0.8398398398398399,1.30051125217341e-05,-2.551551551551552,0.468,0.9692580384282856,0.9601495810479526,0.995582486054604,0.205825262120152,-0.0904781335797958,9.21861e-05,0.0415699334,0.0177673734,1.365651244,-0.0451553016,0.0224883991,0.0010719942,0.6415954909,497.9243246656,6.1886749884,16.0462331968,0.0,1.567567680860113e-06,0.0,1.7151857607995675e-06,3.848145177229642e-11,2.1798591965567254e-06
