fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,1,1.4252411410144477,2.519534172827356,1,0.4599232961264921,109.31856618649464,0.4995821955022457,5.22895687441179,10.466659783891927,0.7670140207466636,0.9999999999999832,1.000000494353329,0.25,0.175,1.4285714285714286,0.225,0.175,1.2857142857142858,0.0,0.5362905343815572,0.5892904549407426,0.6264814961563258,0.0,0.5538278693635668,0.5385450947870511,0.5792290168560887,-5.679659668557083,-2.633711949801227,-2.332690438564492,-2.1214579817407,-5.4998093943089525,-2.453861675553097,-2.537914022740124,-2.314160205947497,0.7831805591451363,1.1261261261261255,2.5736529368675245,0.4874874874874874,0.4210526315789473,1.0561862724096691,0.9316370075457888,0.9531732456098884,0.1403229141079954,-0.4077981361332107,1.6739860398,1.9207486471,0.8496422979,1.5291527915,-0.228855973,1.417442706,-0.2107590476,0.7184100189,-63.2001024174,5.4874480008,14.7711645404,7.863734124493832,1.5550533291001458,13.214701730212154,1.5547409423556846,20.824659530372863,1.911603672753214,0.0,0.0005488857,0.0,0.0,1.2111e-06,0.0
1,1,1,1,0.8597517890350445,-0.2169988725085985,1,0.7176063152293573,107.21120451087812,0.3959851162911433,5.743265478188439,14.50374077687751,0.8479373295453378,0.9999999999999726,1.000000369519429,0.275,0.175,1.5714285714285716,0.175,0.175,1.0,0.0,0.3984055030831411,0.2996641855926272,0.5847142891884098,0.0,0.4188056956954557,0.3304037253154303,0.6169835921158411,-4.4884337303399935,-2.700217031948549,-3.1434108919511816,-1.8639823921349608,-4.2698003316836175,-2.481583633292173,-2.85904239574229,-1.6354035854240494,0.8581981613233751,0.861861861861862,0.9820453926876064,0.2672672672672673,0.6052631578947368,0.9568544055977588,0.9071432098515092,0.904449262804575,0.1883640496887461,-0.4507621802408095,1.3310470397,1.9005169676,0.8448076198,1.5355843458,-0.1069938,1.3859672019,-0.0812145146,0.7214316221,-53.1022795671,5.2663161627,13.677978499,7.608368802536539,0.9457629285725612,10.296920132496568,1.1004788616772991,14.699721555541554,1.5120922026838737,0.0,0.001295968,0.0,0.0,9.363e-07,0.0
1,1,2,1,1.2659561647909934,1.2326154545805208,2,0.4808732817339041,104.55831429636848,1.4123221274909492,3.972100811764984,2.812460935396935,0.8390391011509437,0.9999999999999828,1.0000002395505438,0.275,0.15,1.8333333333333333,0.375,0.15,2.5,0.0,0.3702392356563135,0.4624767526745678,0.5540678582082422,0.0,0.3849870359134753,0.4672003584495341,0.5614141355194965,-5.44467282692447,-3.428841321085254,-2.926638218552982,-2.427954615065813,-5.2361023042143895,-3.2202707983751737,-2.789793430806995,-2.2964804556022247,0.8556954775593965,0.8838838838838833,1.4005083955986373,0.3993993993993996,0.6052631578947368,1.048207825537624,0.9278039107991796,0.934129614106636,0.1404014314232335,-0.4869353086472046,1.4398322919,1.8913900674,0.8391325571,1.1685558727,-0.1516386571,0.9820879013,-0.0978381446,0.5489982762,-60.1970756447,6.3441869993,16.7584079359,8.284735899473665,1.265361502432705,8.395583885835045,1.4117861891503511,15.58520169371942,1.8147444591355903,0.0,0.00338883,0.0,0.0,4.8942e-06,0.0
1,1,3,1,0.8652682788838841,-0.0489957680447963,1,0.3330184267624103,104.20964090910508,1.1490593820667936,3.655510930321118,3.1813072390967405,0.573485241327129,0.9999999999999798,1.0000004648998977,0.4,0.1,4.0,0.4,0.275,1.4545454545454546,0.0,0.3728063322199318,0.3176974088058739,0.4580827936039354,0.0,0.3889752103048378,0.3220165754053032,0.4661211054274598,-5.211064012231556,-3.268346350868227,-3.5555224784240496,-2.823965251859592,-4.994451085561034,-3.051733424197705,-3.3861550509593705,-2.666432024555948,0.8952658074090282,0.8398398398398399,1.1723818032865998,0.2892892892892895,0.5789473684210527,1.034075305590511,0.9655957123842004,0.9824765047111425,0.0855330237533233,-0.5037125589373165,1.4341881669,1.8820251892,0.8362089958,1.0347001524,0.1718155372,0.9429377475,0.2205009862,0.48611163,-52.6133337495,4.4661320847,11.8215832036,6.4886965353778345,1.223742391481252,5.254972794392326,1.2153480440211544,13.081158120434118,1.7382602212229756,0.0,0.0006380564,0.0,0.0,2.89e-07,0.0
1,1,4,1,2.395527762202289,5.663373693358626,2,0.6459687553329717,106.03765939923156,1.8866167748299247,4.106891115566572,2.176854976780751,0.9061277862392332,0.9999999999999728,1.0000003827844512,0.325,0.175,1.8571428571428568,0.3,0.175,1.7142857142857144,0.0,0.3843745287631733,0.426574169713928,0.5157463249490544,0.0,0.4141745740971094,0.4578931130509547,0.5533147636660036,-4.7362332036152255,-2.9157457978631287,-2.715878457211524,-2.2935383347489866,-4.3954591121889015,-2.5749717064368047,-2.3828086560205395,-1.9633866923245176,0.785740558524378,0.861861861861862,1.4360089846512607,0.3773773773773774,0.5,1.027893151092186,0.9576350225945646,0.9808825945467836,0.0999570055241787,-0.3776159367011612,1.3015466162,1.8564171817,0.8289404931,1.2656561748,-0.2868519156,1.1114155786,-0.2574123962,0.5946168895,-50.6521189051,5.0858458078,13.698446898,3.5436869967474847,1.027737600061212,3.9136455312789127,1.163552555481005,15.979521395674633,1.5878447519718932,0.0,0.0008558781,0.0,0.0,2.0645e-06,0.0
1,1,5,1,1.6211198190557865,2.325530415200907,3,0.6449009623686909,105.9941573869028,0.2244862684728656,3.963405324974887,17.65544659785708,0.87006761330838,0.9999999999999788,1.0000003449313857,0.375,0.15,2.5,0.225,0.225,1.0,0.0,0.3237296180102975,0.3484907781573715,0.4372668709096524,0.0,0.3449653466415138,0.386163504482134,0.4718706528585503,-5.063418858111008,-3.4242402053485943,-3.2988640801111933,-2.849353537919882,-4.751719755972588,-3.112541103210175,-2.916779002689222,-2.5095226525209315,0.8065272184081926,0.7077077077077075,0.7814350607844542,0.2892892892892895,0.4736842105263157,1.024790850872091,0.935282564454257,0.9412352151110464,0.1779264171301953,-0.4206370523734711,1.45083933,1.8947111919,0.84093656,1.3329447701,-0.1142805501,1.0778704163,-0.0893904278,0.6262296893,-56.0681827124,5.289204615,13.1989746197,4.372225856428562,0.953872613310029,6.566281057079613,1.2436226507782742,16.58636276130183,1.7141730011692602,0.0,0.0002407418,0.0,0.0,8.645e-07,0.0
1,1,6,1,0.9149215066581756,-0.1065706134646222,1,0.3564088228870039,107.73302087057684,0.9213586358074796,3.4947212576181874,3.793008630733037,0.4692659616351606,0.9999999999999436,1.0000004014864974,0.3,0.2,1.4999999999999998,0.4,0.175,2.285714285714286,0.0,0.3171989331824225,0.4986564021604286,0.55106094803569,0.0,0.3221436003739117,0.5481829216135404,0.5010828838225434,-5.407013125108951,-3.691914330121035,-2.710771413707906,-2.4274193463449936,-5.324019452806768,-3.608920657818852,-2.405482914439831,-2.6562444318670333,0.9264187987137832,1.0160160160160154,1.2333634979137746,0.443443443443443,0.631578947368421,1.033120288953651,0.9274918750946428,0.8724452896644935,0.1684808477082903,-0.6083955434937373,1.5312007418,1.9422765411,0.8634271869,1.2494351716,-0.0044966465,1.0639120923,-0.0148243751,0.5869961133,-58.7046157028,4.9095278955,12.494127947,5.936694553290509,1.1122469025340496,6.422608166528161,1.2439957040208425,12.51943013966022,1.8112626209970293,0.0,0.0056998257,0.0,0.0,1.15527e-05,0.0
1,1,7,1,-0.1148936422637821,-0.9326626887782052,1,-0.1207206762507389,98.99395351940508,0.161129932613183,0.4387099377207107,2.722709124281091,-0.0163562348828611,0.9999999999998525,1.0000003273512317,0.325,0.225,1.4444444444444444,0.5,0.35,1.4285714285714286,0.0,0.7561193390966175,0.5732463045089955,0.6799553358862914,0.0,0.7615637563164195,0.6093893243284043,0.723941272430547,-5.433516691977508,-1.3251296418690348,-2.31877332781346,-1.7389680246401706,-5.394672495944639,-1.2862854458361657,-2.107216668667909,-1.4892464248844024,0.805980824410036,0.8838838838838833,1.0331266974971984,0.443443443443443,0.631578947368421,0.9080450515359876,0.8869274080096545,0.8142442987810932,0.1695637637252035,-0.697258484913348,1.6271877976,1.9312441752,0.851716105,1.4285492268,-0.1246198678,1.1760003343,-0.0776833207,0.6711455406,-64.2646232791,5.9567712552,15.4208192946,8.576515515686246,1.4147908988014437,7.348963236498275,1.5122671332792113,6.9363471197629725,1.8003810380655367,0.0,0.0059891559,0.0,0.0,5.2855e-06,0.0
1,1,8,1,1.7123827588109948,4.207526711552351,2,0.4111488726103061,103.86513712887376,0.184388040020118,5.226328677649042,28.34418478052488,0.5664160943023129,0.9999999999999816,1.000000300895741,0.4,0.175,2.285714285714286,0.325,0.175,1.8571428571428568,0.0,0.4224449485019863,0.4902171765029957,0.5688362274787463,0.0,0.4286021229304313,0.5333122436057467,0.5665504156302412,-5.884744508615539,-3.398763917726101,-2.999941671160521,-2.537288642658408,-5.800205966998794,-3.314225376109356,-2.706885109363228,-2.514096865654622,0.8868918385220387,0.7957957957957954,1.5892828656229765,0.2672672672672673,0.631578947368421,1.059215240914227,0.9240309302171528,0.9172537791304788,0.1780786757400525,-0.5158118250086043,1.6208050322,1.9345052805,0.8531874536,1.3978254792,-0.3350631106,1.1537377721,-0.2354015432,0.656711242,-60.0755414917,5.1088196729,13.7252784875,7.259637018916301,1.4733164905545828,7.535255567148152,1.55813170731964,16.84593469858786,1.9579993683908172,0.0,0.0037734287,0.0,0.0,3.7749e-06,0.0
1,1,9,1,1.495672270643344,1.4922558705995188,1,0.6887443587693808,106.07042732575158,1.0416006850257755,5.531819575250403,5.310883196196738,0.7825356250442621,0.9999999999999828,1.0000004342327509,0.225,0.1,2.25,0.3,0.225,1.3333333333333333,0.0,0.3559788404890182,0.4584075041856821,0.4650743867510372,0.0,0.3720030483118395,0.496669777732215,0.4925441751079042,-4.890518740854965,-3.149597550095601,-2.648668250686336,-2.616063736557388,-4.679857325523846,-2.9389361347644827,-2.355513627837439,-2.3748208595010203,0.8573158513164424,0.861861861861862,2.154434690031882,0.443443443443443,0.5789473684210527,1.021869869391134,0.9031836596513544,0.9258612966793474,0.1904888562776414,-0.4091050450558503,1.3147080051,1.8410998701,0.8180348476,0.9611713049,0.0160847969,0.788327459,0.0258724958,0.4515671025,-51.5920923059,5.4315096233,14.7407926925,3.553386940804745,1.0653705664343356,5.218924721325235,1.2150128058973086,17.74704969405035,1.6453656413777504,0.0,0.0004692762,0.0,0.0,4.2392e-06,0.0
