fid,iid,rep,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,7.57994e-05,0.0,0.0,7.3403e-06,0.0
1,1,1,0.0,0.0005347868,0.0,0.0,5.617e-07,0.0
1,1,2,0.0,0.0001820171,0.0,0.0,4.0257e-06,0.0
1,1,3,0.0,0.0004366959,0.0,0.0,6.7914e-06,0.0
1,1,4,0.0,0.0002098475,0.0,0.0,8.718e-07,0.0
1,1,5,0.0,0.0001547442,0.0,0.0,1.0888e-06,0.0
1,1,6,0.0,0.0008775181,0.0,0.0,3.467e-07,0.0
1,1,7,0.0,0.0001448934,0.0,0.0,5.6698e-06,0.0
1,1,8,0.0,0.000242132,0.0,0.0,1.8415e-06,0.0
1,1,9,0.0,0.0002287625,0.0,0.0,1.1012e-06,0.0
1,1,10,0.0,0.0001028914,0.0,0.0,8.379e-07,0.0
1,1,11,0.0,0.000626962,0.0,0.0,2.2202e-06,0.0
1,1,12,0.0,0.000570673,0.0,0.0,2.4941e-06,0.0
1,1,13,0.0,0.0004007343,0.0,0.0,4.2543e-06,0.0
1,1,14,0.0,0.000132803,0.0,0.0,1.7528e-06,0.0
1,1,15,0.0,0.0002143375,0.0,0.0,5.451e-07,0.0
1,1,16,0.0,0.0001391713,0.0,0.0,1.9775e-06,0.0
1,1,17,0.0,0.0013068076,0.0,0.0,2.2853e-06,0.0
1,1,18,0.0,8.6242e-05,0.0,0.0,3.803e-07,0.0
1,1,19,0.0,0.0004615749,0.0,0.0,3.2153e-06,0.0
1,2,0,0.0,0.000486765,0.0,0.0,1.1403e-06,0.0
1,2,1,0.0,0.0002897726,0.0,0.0,1.1044e-06,0.0
1,2,2,0.0,0.0025987372,0.0,0.0,8.07e-08,0.0
1,2,3,0.0,0.0002047699,0.0,0.0,1.7416e-06,0.0
1,2,4,0.0,0.0005403553,0.0,0.0,1.5445e-06,0.0
1,2,5,0.0,0.0015808205,0.0,0.0,2.146e-06,0.0
1,2,6,0.0,0.0001537632,0.0,0.0,4.832e-07,0.0
1,2,7,0.0,0.0026528431,0.0,0.0,3.8953e-06,0.0
1,2,8,0.0,0.0015173527,0.0,0.0,1.1081e-06,0.0
1,2,9,0.0,0.000565989,0.0,0.0,3.492e-06,0.0
1,2,10,0.0,0.0005930756,0.0,0.0,6.85e-07,0.0
1,2,11,0.0,0.0001438143,0.0,0.0,1.2764e-06,0.0
