evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_ratio ps_squared loglikelihood mhl_norm mhl_sum x0 x1 x2 x3 x4
1 151.8882862638 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 3.528105 0.800314 1.957476 4.481786 3.735116
2 77.9721673195 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.954556 1.900177 -0.302714 -0.206438 0.821197
3 114.0698191410 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.288087 2.908547 1.522075 0.243350 0.887726
4 92.7126768308 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.667349 2.988158 -0.410317 0.626135 -1.708191
5 131.7883041572 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -5.000000 1.307237 1.728872 -1.484330 4.539509
6 43.3752849650 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -2.908731 0.091517 -0.374368 3.065558 2.938718
7 82.7150678590 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.309895 0.756325 -1.775571 -3.961593 -0.695824
8 104.4995786680 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.312698 2.460581 2.404760 -0.774654 -0.604606
9 207.2948704208 0.0000000000 1.0000000000 1.9301972715 1.0000000000 2.1343398641 0.9514958140 1.8457917461 0.1105316635 1.9956160045 0.1195035990 0.8671699065 3.4069471701 -88.4841996351 7.6668583917 20.1407758633 -2.985871 4.634997 -3.938548 0.910869 -0.919695
10 76.1194119527 0.0000000000 1.0000000000 1.9301972715 1.0000000000 2.1343398641 0.9514958140 1.8457917461 0.1105316635 1.9956160045 0.1195035990 0.8671699065 3.4069471701 -88.4841996351 7.6668583917 20.1407758633 -2.781255 -2.628305 -0.915850 2.608355 0.391836
11 75.4444549288 0.0000000000 1.0000000000 1.9301972715 1.0000000000 2.1343398641 0.9514958140 1.8457917461 0.1105316635 1.9956160045 0.1195035990 0.8671699065 3.4069471701 -88.4841996351 7.6668583917 20.1407758633 -3.844818 0.023040 1.177472 0.972694 0.433738
12 65.6075306361 0.0000000000 1.0000000000 1.9301972715 1.0000000000 2.1343398641 0.9514958140 1.8457917461 0.1105316635 1.9956160045 0.1195035990 0.8671699065 3.4069471701 -88.4841996351 7.6668583917 20.1407758633 -2.245037 -0.047907 -0.019689 2.144380 2.288430
13 66.7470098189 0.0000000000 1.0000000000 1.9301972715 1.0000000000 2.1343398641 0.9514958140 1.8457917461 0.1105316635 1.9956160045 0.1195035990 0.8671699065 3.4069471701 -88.4841996351 7.6668583917 20.1407758633 -3.337766 -0.523414 1.328374 1.974723 -0.903449
14 78.9389686883 0.0000000000 1.0000000000 1.9301972715 1.0000000000 2.1343398641 0.9514958140 1.8457917461 0.1105316635 1.9956160045 0.1195035990 0.8671699065 3.4069471701 -88.4841996351 7.6668583917 20.1407758633 -2.029426 -1.619040 -1.768448 2.217091 -0.201639
15 82.4506930864 0.0000000000 1.0000000000 1.9301972715 1.0000000000 2.1343398641 0.9514958140 1.8457917461 0.1105316635 1.9956160045 0.1195035990 0.8671699065 3.4069471701 -88.4841996351 7.6668583917 20.1407758633 -0.927355 -1.981352 0.754056 1.591939 2.499428
16 81.8370463651 0.0000000000 1.0000000000 1.9301972715 1.0000000000 2.1343398641 0.9514958140 1.8457917461 0.1105316635 1.9956160045 0.1195035990 0.8671699065 3.4069471701 -88.4841996351 7.6668583917 20.1407758633 -2.666481 0.657210 -1.038560 1.376105 -0.448149
17 56.1701804008 0.0000000000 1.0000000000 1.9293244720 2.0000000000 2.1143912590 0.9365273945 2.1249241720 0.2109384943 2.1919940609 0.1981345814 0.9983088825 4.5153027369 -69.6589372387 4.5805526439 11.9947871721 -2.564542 -1.866656 2.604012 -0.795407 0.068312
