fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1.0,0.0,1,0.40181296707397907,0.06349710440367641,0.8571428571428572,0.02876820593880547,0.7317153940894546,0.0009374511701002519,4.107248726247665e-09,1.092855209822015e-08,0.00041612606768689115,0.8943010654169392,0.9999999999999973,3.2473311454390367e-12,0.9999999999999994,0.011295745894502981,0.09448818897637795,0.11235955056179776,0.04795871907724996,0.31666666666666665,0.06230529595015563,0.13181525555341705,0.3934426229508196,0.041095890410958916,0.3834124546216141,0.00812696620150044,0.00030004686038857125,0.0005084483367630106,0.0008289552776072599,0.002472099158695649,0.0001289804207897853,0.00020438651375880582,0.0003165535804954619,0.0010658103436616986,0.3741138452888646,0.40518858722049605,0.4301236205688223,0.47761188641425384,0.4153235861323306,0.46514243066338545,0.49442110664222627,0.5523389959712122,0.16348843122298506,0.4950686299858047,0.0451127819548872,8.95552277227769e-08,0.18796992481203012,0.6701570680628272,0.09610428853843267,0.7621645090285858,0.7641366200536117,0.8494783386441203,0.10147114517559347,0.7734291318937268,0.009960987014450279
1,1.0,1.0,1,0.37975299233729454,0.04286127269225904,0.2857142857142857,0.02447781415829288,0.7330841431153392,0.0009374529858814243,1.927939261736978e-08,9.233616778340559e-09,5.4460914184061964e-05,0.8467937485096342,0.999999999999991,1.4164071120408711e-12,0.999999999999996,0.012136359542466002,0.09448818897637795,0.07303370786516854,0.07345575959933223,0.3,0.0778816199376947,0.10262337265848182,0.46311475409836056,0.06392694063926942,0.31780302473581323,0.009893522626441942,0.0003323091338903639,0.0004933803672842301,0.0007595989886011567,0.0028357189543139236,9.43680092678825e-05,0.0001499135086724497,0.00020824205506993017,0.0008651308123671666,0.3862358808663966,0.4182616385412258,0.4439679732641848,0.4934500483588612,0.40121131693066336,0.44932343809573055,0.47747148956140273,0.5329483014392661,0.10348334604627518,0.3416213429678421,0.02506265664160401,1.1281546338440252e-07,0.18295739348370932,0.6020942408376962,0.08655386900518591,0.741097099152054,0.810448941369124,0.842320246323963,0.032637637012158716,0.8005843564163975,0.008858905382946952
1,1.0,2.0,1,0.4211664294399381,0.07355675914053353,0.7142857142857142,0.024681043242632927,0.6558652949752614,0.0009374497363009128,3.3924081973097876e-08,7.379505103548404e-09,1.1126865256602856e-05,0.8651740300323014,0.9999999999999968,3.1970464212734313e-12,0.9999999999999992,0.0241000930679396,0.09842519685039366,0.13483146067415733,0.040708873763965585,0.3125,0.06853582554517133,0.11946267745382387,0.4180327868852458,0.045662100456621,0.37492320580843325,0.09602726466080513,0.0001762808211179875,0.0003183382154968589,0.0005498112340609493,0.0014716219568613514,6.349014965151472e-05,0.0001132274431730253,0.00018051855381931857,0.0005586216493361127,0.4030253582066241,0.43643981157142675,0.463270988687689,0.5145507658933813,0.4184859878889018,0.46865774760750095,0.4980934931467356,0.5561336901884257,0.1467073480803458,0.4794472022048024,0.017543859649122792,2.9502655652912536e-08,0.15288220551378454,0.6544502617801046,0.08696882707314113,0.8616543518391278,0.906658595451149,0.9509203811630993,0.028597250754085646,0.7463133834543416,0.011313061603898472
1,1.0,3.0,1,0.410552570498933,0.06285771966116623,0.7142857142857142,0.022174551202438733,0.510567509155527,0.0009374493543780224,2.6212286221388626e-08,7.19717740215586e-09,2.0977021236417e-05,0.7604759010235238,0.9999999999999922,6.7874127305178e-12,0.9999999999999983,0.013164610165420754,0.11811023622047243,0.11235955056179776,0.056154196387919256,0.32916666666666666,0.0529595015576324,0.15724316898183485,0.4508196721311475,0.06849315068493152,0.29360513822954476,0.14607969670081467,0.00041097279601071113,0.000562355093916274,0.0008514723718584809,0.002451976779878813,0.0001325335437470463,0.00018530626821359507,0.0002585609772799572,0.000849792980521411,0.4179514336326607,0.4525691732331382,0.4804101534625653,0.5341281237608376,0.4206068552206623,0.4710124304471065,0.5006020390424187,0.5592273301573271,0.09839816933638446,0.379926985168654,0.030075187969924796,1.0286376907436846e-07,0.17794486215538854,0.732984293193717,0.09295911918234112,0.877530959587181,0.9321618476703097,0.9776642962039332,0.0503535165196321,0.7430151462563019,0.016763612292611446
1,1.0,4.0,1,0.514168968027692,0.16831695219392614,0.8571428571428572,0.03664897820932596,0.6942390048358293,0.0009374537562875121,2.969233179901666e-08,6.520414680947701e-09,1.1887815473843752e-05,0.893090149832342,0.9999999999999888,7.001961429284678e-12,0.9999999999999994,0.01623435107628568,0.10236220472440943,0.07584269662921349,0.07474823630782489,0.31666666666666665,0.06853582554517133,0.12067165318272023,0.47540983606557363,0.050228310502283116,0.3909522479754258,0.014366378962652249,6.19374390984245e-05,0.00010502267997406956,0.0001521941200710936,0.0005576986905529179,3.552336824513409e-05,5.635472754888453e-05,7.467462415929239e-05,0.0003233988274676655,0.43721405599452756,0.47339837827165154,0.502455195683652,0.558547600681646,0.4434309960714466,0.4965551282058656,0.5277692196361619,0.5901339965340356,0.13946097126875168,0.42405895880123534,0.015037593984962391,8.774726688565735e-09,0.12280701754385973,0.6806282722513087,0.07668212296803545,0.8984265089482877,0.9649844578547908,0.994030055961078,0.013392480686477581,0.7620216741177823,0.007830765330554046
1,1.0,5.0,1,0.4731350533092682,0.12196366689205565,0.42857142857142855,0.03389409506604944,0.6054526914988787,0.0009374529328225537,1.4101792789429363e-08,6.3038853145335456e-09,5.142732512252861e-05,0.8147553616320122,0.999999999999993,3.3429900523956804e-12,0.9999999999999991,0.008383620042631115,0.1259842519685039,0.09831460674157305,0.06729163991267498,0.36249999999999993,0.06230529595015563,0.14627040013804732,0.41393442622950816,0.09132420091324202,0.2129125942474169,0.010853432282003861,0.0003912508072135403,0.0005373621767521116,0.000811663512180817,0.002292949052511212,0.0001615224145899225,0.00021399073868318157,0.00028906054003519,0.0009285517992127449,0.42098724127534876,0.4558541841032979,0.4838931098628243,0.5379967799965357,0.4284951741352456,0.4798351296284289,0.5099985432627915,0.5700040107665933,0.11022120518688028,0.40128770236637457,0.020050125313283193,5.908358769627486e-08,0.17794486215538854,0.6282722513089004,0.08325974034264894,0.7692408219950586,0.8304650281887733,0.9261565156298577,0.03580696783638487,0.8074677027773114,0.0067498098645108195
1,1.0,6.0,1,0.3767583076766009,0.04057351190502222,0.5714285714285714,0.024274585073952804,0.7704272831658959,0.0009374537631822268,1.5618981168848052e-09,1.0385541132172016e-08,0.001079372831022908,0.8242419512748105,0.9999999999999899,5.99367905364267e-12,0.9999999999999973,0.014463058032363627,0.09448818897637795,0.10674157303370788,0.05056045790603386,0.3,0.08722741433021806,0.09196822942569714,0.4180327868852458,0.05479452054794502,0.32782495852292326,0.01122045656207149,9.76990247269146e-05,0.00019672446661388377,0.0003515343142566102,0.0011105577771862176,3.968808887482915e-05,7.970679239173155e-05,0.0001320898896390583,0.0004886306062492758,0.3940046759833564,0.42665776940680056,0.4528443788598608,0.5027507796333527,0.42176930372057286,0.4723240884322065,0.5019782005437287,0.5605965878019576,0.14772438342232397,0.32126143401739427,0.0350877192982456,6.187935763978199e-08,0.15789473684210537,0.6282722513089004,0.09360602817033292,0.7955949538047857,0.8257678836175142,0.8637626065257269,0.06333471525829448,0.7552350910631944,0.009556068843131149
1,1.0,7.0,1,0.3831390710687953,0.04527249308261463,0.5714285714285714,0.024590719205148465,0.37227914526960854,0.0009374487821723264,3.0111957461635086e-09,5.1016830005978496e-09,0.0002737232744475296,0.5575075994745937,0.9999999999999863,6.850815006704137e-12,0.9999999999999989,0.010410099372541948,0.10236220472440943,0.10674157303370788,0.053422370617696155,0.325,0.06230529595015563,0.13444346365971344,0.43442622950819665,0.054794520547945216,0.3388636102304647,0.012039203032991885,0.00012642910120525398,0.0002116382139631997,0.00031657660096300023,0.0010311560023613458,6.537347435097376e-05,0.00011687494697005229,0.0001628688469836589,0.0005798943010174088,0.4327857340168535,0.4686200422281869,0.4973961539537497,0.5529437818708164,0.442713466096161,0.4957735656125923,0.5269558768003738,0.5892782776749638,0.11784897025171637,0.4285299237733622,0.022556390977443608,1.9423704307655053e-08,0.15288220551378454,0.6335078534031412,0.08286393418552251,0.8793668697978241,0.954712623150292,0.9495003075314212,0.04361983608126896,0.7385193554551382,0.007964564378468209
1,1.0,8.0,1,0.45908521475305014,0.11755434879983162,0.5714285714285714,0.03303601670994692,0.6400751220110816,0.000937449002519634,2.337412548095151e-08,8.561496216663951e-09,3.5845621721064164e-05,0.872221417462909,0.9999999999999961,4.718156295752075e-12,0.9999999999999999,0.014357981326368244,0.11811023622047243,0.12921348314606743,0.04861435726210351,0.31666666666666665,0.05607476635514018,0.1450814488518656,0.5040983606557377,0.07305936073059362,0.3074560178721027,0.012874082439299883,0.00023147300325723235,0.00039993766773287795,0.0006412205226746805,0.0017101290741946065,0.00011043462784968276,0.00019299297799556519,0.00028514635261076763,0.0008730770428615201,0.41651979819626417,0.45105241064557333,0.47878812874278376,0.5320867713591314,0.43487060713945647,0.48702270034408224,0.5176762630414198,0.5787334246250152,0.06953979150775491,0.40894020611848414,0.0350877192982456,1.2372828527781435e-07,0.16040100250626577,0.6649214659685864,0.0676126291955984,0.8027792215050478,0.8677765817254732,0.9174091247775067,0.052684710942359325,0.7772775111145716,0.00941170671248695
1,1.0,9.0,1,0.43034585947210857,0.08418300284072014,0.5714285714285714,0.028948854013774408,0.7230705502646472,0.0009374509755273214,2.46192897981381e-09,8.955724199977412e-09,0.0005854372375886985,0.9053320991921885,0.9999999999999932,2.014196206606136e-12,0.9999999999999987,0.014935903209342821,0.11811023622047243,0.0955056179775281,0.06607503734294,0.32083333333333314,0.06542056074766354,0.1272706457029461,0.3934426229508196,0.07762557077625572,0.23474905435251703,0.012164233282245807,0.0003105362802597192,0.0004466264719935937,0.0007073682012143266,0.0024947689105537844,0.00010280621324212118,0.00014580834390148697,0.00021264182508138013,0.000785418680233898,0.39918689323812034,0.4322626905829994,0.4588393191468635,0.5099991891433384,0.412612595677773,0.46205465876411195,0.49105439586766575,0.5483207648676816,0.1488685481820493,0.48326401776005534,0.020050125313283193,6.787280654043509e-08,0.17794486215538854,0.6649214659685864,0.08446843871494936,0.7876023125394886,0.8017333063804726,0.9278358418636028,0.07822918938726509,0.764667186326577,0.009686346863468615
