fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_3,mean_std_x_last_3,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.6107129348689108,0.202471275847323,0.0,0.604570778054438,0.2769519433436935,5.249921323751314e-09,5.399055291684803e-09,2.87293178516321e-06,0.8943345008069371,0.9999999999999892,1.5920152071364612e-11,0.3818181818181818,0.6122448979591837,0.0538461538461538,0.0,0.2819918816174708,0.2823651240960065,0.3112901936195758,0.0,0.2772359044131656,0.2654040141067839,0.3092555242095244,0.4644796903365384,0.301927355943847,0.3547775557678935,0.3440827258312462,0.5289257996332892,0.3098125736417662,0.3220285102160481,0.3363626186737259,0.7971218549061858,0.0572139303482586,1.5472758820464874e-07,0.1058201058201057,0.4705882352941175,0.9213320465212548,0.6173062843123325,0.8912440696425896,0.5466017971373204,0.5670744176150699,0.3439106197839012,0.3052723346671611,0.3208799501015544,0.3934005723648395,0.5340598154163143,0.4746419302377292,0.4848734501865982,0.7259045719401283,0.2194379424972509,0.1991938764354163,8.829723074782543e-09,0.4572232230950889,1.982386751618105e-08,0.4530742080441274,5.875149397343613e-09,0.551044340313045,1e-12,0.1083402012079884,1e-12,1e-12,4.7558046706271386e-05,1e-12
1,1,1,0.0,0.486405611248111,0.0552391066666784,0.0,0.7809602380800273,0.2769519379931757,3.7166509828237003e-09,6.415307264266129e-09,5.04840404872219e-06,0.944060310364188,0.9999999999999885,8.848231412698134e-12,0.1090909090909091,0.1632653061224489,0.0576923076923076,0.0,0.3435683585421867,0.3117927310417717,0.233281539353887,0.0,0.3237192984617169,0.33518127165735,0.2486919053005237,0.8562553000804802,0.4104806865036595,0.4475252908358306,0.3504432059600428,0.8079234898057164,0.3935133274343129,0.4308872783900492,0.3409316585866049,0.8012862889233416,0.0497512437810945,1.1034633048132337e-07,0.1058201058201057,0.4705882352941175,0.7506539397411001,0.6998668825333105,0.8832449967190705,0.4317458914847533,0.6303910555895997,0.1948052776482582,0.2614000919850543,0.2812418036733017,0.2599503529680148,0.4148611232299662,0.3563011581367981,0.363316063595868,0.7373969243186036,0.3483345708455607,0.3509931011799065,5.618644342620546e-09,0.0591665350955881,1.615509320431787e-08,0.1388210631101554,3.7874941539015824e-09,0.162494825875838,1e-12,0.0910959208872419,1e-12,1e-12,9.838038121281192e-05,1e-12
1,1,2,0.0,0.5398504194493181,0.0995626992062923,0.5,0.6510505260335826,0.2769519373519588,9.009119166938744e-09,3.880709562249167e-09,9.891592517045706e-07,0.9638069578879156,0.9999999999999944,6.8021391504710736e-12,0.2181818181818182,0.6122448979591837,0.0307692307692307,0.0,0.3030962839733341,0.2996059118038452,0.2503518464425195,0.0,0.2931399129795899,0.2892778753972631,0.2463694316949448,0.4330014669284758,0.3209532123283061,0.3661261732685539,0.2779749439915617,0.4747963241547133,0.3197491235284634,0.3349516982586115,0.2621356469358483,0.3251156479469965,0.0497512437810945,1.4636239063227336e-07,0.1005291005291004,0.4117647058823529,0.904245789666291,0.7449549473842549,0.8572389428493905,0.3925146033904395,0.4341961182124184,0.3971039796979314,0.5061925233009772,0.536070070572447,0.3211816411183393,0.4615766642493187,0.3793926552988297,0.4289233365512961,0.6615997064520107,0.1871619003386037,0.1923845837796095,1.1149562352167308e-08,0.5617727347158331,1.5927101573188595e-08,0.4937630280404745,4.335096881263555e-09,0.5511531588593779,1e-12,0.0132069104878766,1e-12,1e-12,3.776660079667376e-05,1e-12
1,1,3,0.0,0.4465767751288869,0.0628470823928423,0.0,0.4059432589991734,0.2769519371457067,8.903791792849124e-09,3.115342157472494e-09,7.54327977803958e-07,0.7780792547258357,0.9999999999999832,5.841882912745872e-12,0.4545454545454545,0.4081632653061224,0.0961538461538461,0.0,0.0902332252588165,0.0855449976215648,0.1481698094852795,0.0,0.088798062874,0.1218655432401349,0.1181374931319272,0.4572300437117547,0.0909719242146073,0.162260657137247,0.1824213009075138,0.515668266304194,0.100668575143792,0.1827539024533635,0.1447366729410467,0.5611187514265914,0.0373134328358208,1.0718270171764947e-07,0.1084656084656084,0.3529411764705881,0.7969866393561915,0.956512630314502,0.9928302747025424,0.0203783991019202,0.3031845498265685,0.3516848329226243,0.3823774696262028,0.3918731946148881,0.3848682151182979,0.4130027094924994,0.4868705407692758,0.3567057133351887,0.5470646302265947,0.3861420770237618,0.3720268901155601,1.540463886084656e-08,0.3872854991219691,1.3186073342974442e-08,0.4977728709674192,3.2644046525665275e-09,0.5392381956965737,1e-12,0.0052303864233693,1e-12,1e-12,4.733077711269303e-06,1e-12
1,1,4,0.0,0.6446678754863114,0.2089465465095507,0.5,0.8336414321744972,0.276951937830967,1.7157566148850792e-08,5.689591297965681e-09,6.109767110449868e-07,0.9759175837870808,0.9999999999999802,9.183034869764692e-12,0.2727272727272727,0.1632653061224489,0.1442307692307692,0.0,0.21784095632963,0.1591772160990743,0.2286588965074154,0.0,0.2109128981807295,0.1658450730670059,0.2914098891655445,0.6999486149293936,0.2725046474093235,0.291045365799092,0.3133982137188747,0.7080700449071322,0.2710965581298693,0.2716755854660932,0.3556973752169944,0.6905516170143093,0.0223880597014925,6.872804330823238e-08,0.0952380952380952,0.4705882352941175,0.8555678800905919,0.8998813303653126,0.9907824676432327,0.1889897521354064,0.5773430854331661,0.2518015170324903,0.3229623141606046,0.3670780587054461,0.3331044865319781,0.5084545523639111,0.4133886718347141,0.4643545063577811,0.8012225050368729,0.1995899219852079,0.2269672497560186,6.915568376810989e-09,0.2944533372125741,6.984042776223271e-09,0.2089790304546512,5.088400914405783e-09,0.3056851586832168,1e-12,0.0112869191694662,1e-12,1e-12,1.565523462391926e-05,1e-12
1,1,5,0.0,0.5571333020339342,0.1140808746462167,0.0,0.8492272012790087,0.2769519374993902,9.609237050070815e-09,4.90998990427371e-09,1.2127436092382502e-06,0.943844928880283,0.9999999999999858,8.880155267940388e-12,0.2545454545454546,0.2448979591836735,0.0897435897435897,0.0,0.020485570780628,0.1135211775307794,0.131666552463272,0.0,0.0213302909352009,0.2206873578247244,0.1437613113218143,0.6355661251694051,0.0639999211223701,0.235334544131913,0.2125156740658971,0.6926754872891978,0.0804969596755231,0.3149581309181933,0.221030305911977,0.2906394559933749,0.0223880597014925,1.6478146737650776e-08,0.082010582010582,0.2941176470588236,0.7109623805364451,0.7915063729248777,0.9499214585378308,0.2037970563672581,0.6376029807697715,0.2111170838013272,0.2943817585858506,0.3235604783253052,0.2271619622266464,0.4718249214515539,0.314038558791169,0.42442750088402,0.7454696451030887,0.3039595626936786,0.2984369453971398,9.078482003929088e-09,0.3589241088244304,1.6523294923842262e-08,0.3431194051103472,5.1494397726961865e-09,0.3668140787738956,1e-12,0.0185312936545851,1e-12,1e-12,7.255870099989076e-06,1e-12
1,1,6,0.0,0.4827907237094404,0.044313893036642,0.0,0.3843599867375548,0.2769519381828397,3.775368770427125e-09,2.767484757576419e-09,2.130808997592033e-06,0.8393890335982559,0.9999999999999544,6.913844503690387e-12,0.5818181818181819,0.2857142857142857,0.1758241758241758,0.0,0.5184856992597647,0.4516780718686732,0.3586562496416845,0.0,0.4998313009435886,0.5995469189267425,0.3055383511585958,0.4451136870523133,0.5597025036893523,0.5168004913183274,0.3875586936348189,0.48077907835767,0.5522948257023504,0.6373938811038232,0.3231869695020845,0.7438367359602476,0.0572139303482586,5.3456162502054643e-08,0.1058201058201057,0.4705882352941175,0.7618079680121517,0.57131979989098,0.5741953794222368,0.6211615921876525,0.3196523885836201,0.3593375921094466,0.4491689549378357,0.4879798085408833,0.5109182982053362,0.6623105647730396,0.6132046793745022,0.6279333420502882,0.5636850222420002,0.3318098972902279,0.3431607412239689,1.3858775429122184e-08,0.4845673989488704,1.436491333865842e-08,0.4717053125443855,2.9839056690259756e-09,0.5442449748522833,1e-12,0.1077385336896645,1e-12,1e-12,8.721674079448496e-05,1e-12
1,1,7,0.0,0.3637581886914551,0.0324255285078701,0.0,0.1264968522160254,0.2769519347528109,3.638603224409156e-10,4.816266004918916e-10,7.987169152302521e-06,0.5994767144833919,0.9999999999998614,2.583404803556573e-12,0.8545454545454546,0.653061224489796,0.1129807692307692,0.0,0.1507644824223719,0.4140067633177014,0.3625957790119389,0.0,0.1414997889839723,0.5313030219708288,0.4273928054075581,0.5639899052715713,0.1794382413104384,0.4937629257492166,0.4092556713439051,0.542033510848458,0.1647028015261811,0.5740853709002892,0.4540434317151181,0.6516932627754655,0.0422885572139302,4.6906206820287335e-08,0.0661375661375661,0.3529411764705881,0.6429077962259837,0.6664875394890477,0.6666643225772604,0.4244419457356303,0.1804709253685912,0.3700254605372934,0.4222700666595385,0.4458458260061908,0.5629954736436174,0.5411454034263125,0.6645479101700357,0.4994319206727449,0.5059755517336055,0.3766934917903313,0.3868839984063985,5.893091522566579e-09,0.3283388025179558,6.139098037411303e-09,0.3770462815891175,7.290403522383007e-10,0.414144767685322,1e-12,0.0374079215057092,1e-12,1e-12,2.3928175430171487e-05,1e-12
1,1,8,0.0,0.583038958221853,0.2117506248882258,0.5,0.4682463807352752,0.2769519345788491,4.957594099432315e-09,5.599681702941415e-09,3.187941571111522e-06,0.8969258518520142,0.9999999999999896,1.2100844672536908e-11,0.4909090909090909,0.3877551020408162,0.1093117408906882,0.0,0.2566330484970738,0.1567845813308899,0.1990333681018137,0.0,0.2512664397298955,0.2264206725770716,0.2105596004771376,0.3669311186065345,0.2594607287671887,0.2100774093059567,0.2118791410625252,0.4377483825407053,0.2666112432934104,0.2658421153257924,0.2166155023036602,0.6144038703725296,0.0298507462686566,1.3841079693638506e-07,0.1164021164021163,0.4117647058823529,0.9147889954279343,0.8413145434996405,0.942007780909772,0.3822008915174434,0.2288232926843977,0.4257182531884207,0.4314790381424673,0.4151326120930063,0.4891905190484837,0.5266509001613932,0.6043851682546835,0.4871679083740234,0.5833783772181238,0.2788465710480809,0.2666092665212118,1.4923298843189565e-08,0.5614423148838888,1.570305543937159e-08,0.5447413101359282,5.1779834560803365e-09,0.6438259545099045,1e-12,0.0022878033698542,1e-12,1e-12,3.6052076906367015e-06,1e-12
1,1,9,0.0,0.5265774940809201,0.0777092299416065,0.0,0.8520976902482942,0.2769519369408558,3.4145201495794212e-09,6.701374426579716e-09,5.781165095227334e-06,0.9566399240613616,0.9999999999999892,5.6365524396626436e-12,0.1999999999999999,0.4081632653061224,0.0423076923076923,0.0,0.2711148139792964,0.2358282425319107,0.1077692520418547,0.0,0.2596996764823168,0.236865796162058,0.1171712614784966,0.6410187103907299,0.3154869580940758,0.3449889674403121,0.1925256404173329,0.6412103192774656,0.3083884105588831,0.3182158473849525,0.1817736108006575,0.4863222383526535,0.0422885572139302,1.727859688009902e-07,0.1137566137566137,0.4117647058823529,0.8062509493752841,0.7494096256789642,0.9177670387766924,0.3186348530469221,0.6166866177540564,0.2341571113656166,0.1673575144528918,0.1804756356654948,0.2696844672263512,0.5330691269717774,0.3620188203689907,0.500187980783865,0.7378266843666978,0.3349909276646249,0.3058689176407614,6.3244399717523145e-09,0.2291174122538294,1.5861519192568694e-08,0.2925244561089071,5.611123047472624e-09,0.3630947668543269,1e-12,0.0898024272735039,1e-12,1e-12,7.59082102727518e-05,1e-12
