fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,0.0,1,1.509962446869023,2.8003110577705703,1,0.5032060687230936,106.05718988496021,0.145278508462395,5.573821261824895,38.36645434219656,0.7748961093525895,0.9999999999999842,1.000000485570001,0.21000000000000002,0.15,1.4000000000000001,0.23000000000000004,0.175,1.3142857142857145,0.0,0.3773970554162015,0.4478610908379645,0.5735626999044703,0.0,0.3803952862175737,0.46822958851577046,0.587929058163775,-5.34907742905167,-3.3303513581343043,-2.9534337766998546,-2.2810461368467316,-5.102976182017816,-3.1618280966976875,-2.7136117441058367,-2.1027882014919044,0.7631393843984949,1.0160160160160154,2.154434690031882,0.5315315315315318,0.3695652173913043,1.0472272261663342,0.9325483501484136,0.9629638116625503,0.15043880107975383,-0.4367123077878635
1,1.0,1.0,1,1.0582352619006383,0.23240101757796605,1,0.6772095121627584,106.47152065139163,0.12204221673003718,4.5675447775370275,37.42594079260819,0.8094804399883863,0.9999999999999694,1.0000002948848365,0.25,0.15,1.6666666666666667,0.21000000000000002,0.22000000000000003,0.9545454545454545,0.0,0.5877544530110962,0.5819005699602519,0.6302779496282438,0.0,0.5860979332156474,0.6376089489715058,0.694785631592655,-4.51225825766371,-1.860158373585774,-1.8865726057213443,-1.6682813748303151,-4.239149039515293,-1.7545925488622829,-1.5362296758963785,-1.293849196680263,0.8206048794910923,0.861861861861862,1.0069386314760271,0.2672672672672673,0.6304347826086957,0.950085929491805,0.9116009859410108,0.8972535676830444,0.17969659117959855,-0.40252801675406447
1,1.0,2.0,1,1.405107008938677,1.6696183321812281,2,0.5288797855842353,103.76507745205964,1.3901068564954253,4.347852231847561,3.127710802613302,0.848850624019337,0.9999999999999843,1.0000001943483285,0.225,0.13,1.7307692307692308,0.42000000000000004,0.15,2.8000000000000003,0.0,0.36047415673093947,0.4071282247869926,0.48722927294090757,0.0,0.4083213534504482,0.41338599464215403,0.49510754740607793,-5.103454111363853,-3.2637907941549225,-3.025693898722409,-2.6169018751967577,-4.936875058834872,-2.921043552995656,-2.8960400522143757,-2.492590956604902,0.8927169529248621,0.8838838838838833,1.3650078065460138,0.3333333333333329,0.6521739130434783,1.018865595995754,0.9274409127617833,0.9482746798170437,0.13141636632856415,-0.44556839497924117
1,1.0,3.0,1,1.0257132111851475,0.3193455476418845,1,0.3912333915370477,104.12872785437801,1.3377852956575456,3.6926337550305575,2.760258889835952,0.6034561129909823,0.9999999999999817,1.000000473213577,0.36500000000000005,0.155,2.3548387096774195,0.395,0.165,2.393939393939394,0.0,0.3213364162541012,0.32989444070619445,0.4141588444207567,0.0,0.30822842226166863,0.33361620654289387,0.41147492661933854,-4.9594513437911365,-3.365799022390706,-3.323355916521575,-2.9054507062856305,-4.83527181779437,-3.3449036141893007,-3.2221467763380494,-2.8456787013828757,0.8583050731407215,0.8398398398398399,0.5764488282925874,0.3333333333333329,0.4782608695652174,1.0187728560962095,0.9642851604930622,0.9856379401250677,0.08336203034162609,-0.5241901649311702
1,1.0,4.0,1,2.6778465654672963,7.394816365828516,3,0.6210249125691555,105.71892762618872,1.2487448940095756,3.6567494443096167,2.9283398569648735,0.8494331425665027,0.9999999999999725,1.0000003750054411,0.32,0.19,1.6842105263157894,0.275,0.16,1.71875,0.0,0.4285767450731407,0.43466816202556013,0.5241394260461504,0.0,0.4304880247230366,0.4377383393256662,0.564973261102294,-4.541720446478433,-2.5952446804945746,-2.5675791675737463,-2.161225698399161,-4.228892097343115,-2.408404691591018,-2.3777438934647064,-1.8396811382574558,0.7998202149980501,0.8178178178178177,0.7060717714137765,0.11311311311311288,0.6086956521739131,1.0233920764801852,0.9600409900187191,0.9825873054710965,0.09641764360542905,-0.3853230293209168
1,1.0,5.0,1,1.8595972055845955,3.304204810612421,3,0.6327930541136628,104.94706295905651,0.1305046556566315,3.6704731734526064,28.125227831794167,0.8717815372386969,0.999999999999979,1.0000003349959008,0.355,0.125,2.84,0.21500000000000002,0.14,1.5357142857142858,0.0,0.2584234249244126,0.395156952562264,0.44811876540191475,0.0,0.361821093537336,0.45425649683241587,0.4958626140841122,-4.769102813355792,-3.5366549305117365,-2.884558679173997,-2.631978348559996,-4.493804709098708,-2.8678513751093835,-2.452464724494515,-2.265494958861529,0.7433740829555269,0.7077077077077075,0.7060717714137765,0.20120120120120072,0.3695652173913043,1.0037812422706047,0.9382735443417053,0.950042609379743,0.1641287178908305,-0.3812088540113231
1,1.0,6.0,1,0.954066714399667,0.22765737676140407,1,0.4025921321239946,106.88152086148028,0.6644290243854349,3.7114413076426556,5.585910866966658,0.5401742762258157,0.999999999999952,1.0000003607278523,0.31,0.185,1.6756756756756757,0.45500000000000007,0.185,2.4594594594594597,0.0,0.3668155415667308,0.3971496950311307,0.5353040188582723,0.0,0.32010311292178395,0.39623689693013703,0.5413657908395813,-5.096657118765224,-3.227124077565424,-3.072521298369374,-2.3683960803475768,-4.98052580036374,-3.3862439876800474,-3.0070577121471245,-2.2842395116528853,0.844240900054639,1.0160160160160154,1.8985316814422828,0.42142142142142086,0.4782608695652174,1.0533341925793749,0.9394309888162637,0.944748402581888,0.1405479399902717,-0.5700456892607404
1,1.0,7.0,1,-0.13698935878443594,-0.9914618391773242,2,-0.07466058910863027,97.75462185803731,0.29137202375795856,0.5410021251828991,1.8567401159704584,0.11299429948435191,0.9999999999999092,1.0000003180116488,0.31500000000000006,0.19,1.6578947368421055,0.5650000000000001,0.31000000000000005,1.8225806451612903,0.0,0.36277278078472525,0.355093613203748,0.5468548971349437,0.0,0.36123914476094315,0.38081540431900485,0.5074309479790937,-5.025451898166806,-3.2023547383689577,-3.240946025665121,-2.2772589173381896,-4.943060369840058,-3.1574334693373243,-3.060666836526167,-2.4347985604542277,0.8458774255114235,0.8838838838838833,1.05931476351837,0.4654654654654652,0.5652173913043478,0.9680317314787528,0.9249848844370143,0.9050612351952841,0.12910263290094204,-0.7155587543700572
1,1.0,8.0,1,1.7698742848806028,4.4474792437060255,2,0.45987069200394703,102.35785660615953,0.45062504204787535,4.958681645196862,11.004008171987124,0.6343420526240411,0.999999999999984,1.0000002276352677,0.33,0.225,1.4666666666666668,0.4,0.1,4.0,0.0,0.2864486521752382,0.27607866533856007,0.5155231048626864,0.0,0.31136372079481,0.3136482185993473,0.5480254070158769,-5.546486721568674,-3.957703075867472,-4.015220070159948,-2.687144665785929,-5.41322112375585,-3.727740453178166,-3.715373961405471,-2.446638414142608,0.8272270497928315,0.9499499499499499,0.9571521538991856,0.2672672672672673,0.6304347826086957,1.0484416495906588,0.9274057796776736,0.9461416285549924,0.16585026929143623,-0.5213166944884164
1,1.0,9.0,1,1.7271137847521418,2.3646344737787484,1,0.6875278251784176,106.14111306463177,1.0169254425540086,5.559501670332026,5.466970770609628,0.7834708211345651,0.9999999999999838,1.0000003528911439,0.29500000000000004,0.195,1.512820512820513,0.23000000000000004,0.2,1.1500000000000001,0.0,0.41778651896375013,0.3750708572387984,0.5048744017172704,0.0,0.4456919703890614,0.4427646716820183,0.5441508302118124,-4.690619742873753,-2.730942048715887,-2.9313049749328624,-2.32244590650715,-4.382598574566845,-2.4293095804438565,-2.4421387555846747,-1.9978039217311907,0.7700570108703559,0.9279279279279278,1.6306163126774824,0.5535535535535532,0.43478260869565216,0.9941264119258094,0.9084118563989929,0.9398049281844559,0.16461796212275098,-0.44876995777630524
