fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,0.0,1,1.2957482806793856,2.060944553510258,1,0.4293486947060543,110.24044026495078,0.8864272579067531,5.53925741280429,6.248970080054766,0.862280773008147,0.9999999999999846,1.0000007869031844,0.35833333333333334,0.25833333333333336,1.3870967741935483,0.0,0.5237484586216524,0.5244360097443139,0.5991638054049363,0.0,0.5429930490943049,0.5545241638584056,0.5753687676358289,-5.815669084300255,-2.7697213655443997,-2.7657227957364614,-2.331130664775073,-5.6095519525275686,-2.563604233771713,-2.4989198464319315,-2.381990958612624,0.7610477446248137,1.1261261261261257,2.266498079273693,0.4654654654654652,0.4,1.084759861551558,0.9040178610991061,0.9140882688207915,0.19219262879027738,-0.4634167008953117
1,1.0,1.0,1,0.6631809691809553,-0.655488882313866,1,0.700272865880184,107.0602165945894,0.8702801969290909,6.517348656014142,7.488793470208269,0.9170061946325927,0.9999999999999715,1.0000004370547464,0.25833333333333336,0.275,0.9393939393939394,0.0,0.15407699484305004,0.5877131213250752,0.5978410226451961,0.0,0.15729758574749536,0.6249498011176239,0.5870595765615075,-4.621370001065812,-3.9093231992437687,-1.9053302129413572,-1.858525433606796,-4.526749717348292,-3.814702915526248,-1.6977583817822168,-1.8692779450818797,0.8688010009795198,0.9499499499499499,1.2654403332856807,0.2672672672672673,0.5666666666666667,0.9371501955249613,0.8969840686308053,0.9025573961260376,0.19152497872037302,-0.44712872637417406
1,1.0,2.0,1,1.1302387856685998,0.802098795667149,2,0.5473571522364663,105.44286361184393,0.9878159895705246,4.456254599984604,4.511219343515649,0.9369480454476629,0.9999999999999887,1.0000003862273017,0.3333333333333333,0.425,0.7843137254901961,0.0,0.35316227835720926,0.47707057423156707,0.5733501952371315,0.0,0.36558247263157356,0.47251879066251906,0.6232165056181671,-5.7079468260771735,-3.6921153202379577,-2.9848533560772856,-2.435294398942661,-5.514026674552117,-3.498195168712901,-2.908545458611879,-2.0775942385523845,0.9116585691211178,0.9499499499499499,1.5107033044866556,0.4654654654654652,0.6333333333333333,1.0712699096129557,0.9273313580328427,0.921964805722887,0.1437538714350789,-0.5157744025098461
1,1.0,3.0,1,0.6359342503810961,-0.44980798205439143,1,0.3243851964632041,103.67124535793023,1.5344481554608405,3.8545714938284688,2.5120245868918434,0.579897552194375,0.9999999999999793,1.0000004630665251,0.4,0.15833333333333333,2.5263157894736845,0.0,0.32445575350883454,0.38313086576635136,0.4894537176784834,0.0,0.33327356574297157,0.40864778100640503,0.501540315023112,-5.433983527917662,-3.670896307812542,-3.352056714306476,-2.7743000883747215,-5.2902102096655765,-3.5271229895604566,-3.12837754642831,-2.6369565145714198,0.8300286001564317,0.8398398398398399,1.4005083955986373,0.5095095095095097,0.5,1.0290626392689448,0.9693963638993317,0.9781119229086923,0.086478366268523,-0.5267292446024711
1,1.0,4.0,1,2.092624932875665,3.953868369985053,2,0.6461335453567365,106.09239150194689,2.5277024854781587,4.458744790585803,1.7639515790333824,0.9169951030453183,0.999999999999971,1.0000004932412592,0.4083333333333333,0.3,1.3611111111111112,0.0,0.45241659101005427,0.4478576759727881,0.5649630770305618,0.0,0.48285884134162776,0.49833513441008315,0.5418220831842392,-4.873414349509629,-2.6686008429250014,-2.6908183248858095,-2.120115182965775,-4.566165756556373,-2.3613522499717456,-2.290684930524134,-2.0921163141744614,0.8410507197169653,0.7077077077077075,1.4360089846512607,0.3333333333333329,0.4666666666666667,1.0280787476180167,0.9514021910591065,0.9716658042519105,0.11946508042144528,-0.431715993096584
1,1.0,5.0,1,1.42847549266132,1.5448583645430674,1,0.6616708992027592,107.34839911352401,0.08613604373703447,3.821902375119126,44.370535368295386,0.8699341029644242,0.9999999999999759,1.0000003355891498,0.225,0.2333333333333333,0.9642857142857144,0.0,0.07826636415975538,0.3752343239747365,0.5361807222575611,0.0,0.08107094165676172,0.4359696876270638,0.5193323159582249,-5.522316852463073,-5.090105190682643,-3.450154021554797,-2.561357013974321,-5.331277186964565,-4.8990655251841355,-3.0070019371103323,-2.562572658443007,0.8243225580149445,0.7517517517517519,0.6379766808606282,0.3553553553553552,0.5,0.9634226868230322,0.9460988609133655,0.9590634921451715,0.0999029641887758,-0.40056388953210215
1,1.0,6.0,1,0.7274139417959847,-0.5400145139206773,1,0.3392082646141312,109.12733021506634,1.1211158243214374,3.1524874855659584,2.8119195333577793,0.5972423959803996,0.9999999999999385,1.000000522157415,0.3416666666666666,0.14166666666666666,2.411764705882353,0.0,0.2966719382079082,0.3466666195636586,0.5728253267150936,0.0,0.3005764989778796,0.3244924529982977,0.5046496468757308,-5.781129166945244,-4.0660303719573285,-3.777004661379467,-2.469551963107678,-5.706030913328774,-3.990932118340858,-3.854466945378603,-2.826484427855404,0.8959358271918059,1.0160160160160154,1.143398527376694,0.44344344344344305,0.6333333333333333,1.0423805130109625,0.9299458611365381,0.8543444722912581,0.18199448252623837,-0.6066384352016999
1,1.0,7.0,1,-0.31825973110829164,-1.0978991965729747,1,-0.14064682772099868,100.36189492687468,0.1261705839619104,0.6340601858557142,5.025420077687288,0.31989402926151456,0.9999999999998423,1.0000003063857859,0.5416666666666667,0.4416666666666666,1.226415094339623,0.0,0.3763000960216374,0.6560442921480638,0.6708945441234873,0.0,0.378117459814057,0.6948989682290575,0.6690971199990835,-5.551764207908566,-3.462634803383083,-1.9095609879582347,-1.8271158905626557,-5.5250805015796765,-3.4359510970541933,-1.6857077616494758,-1.8282650502096232,0.8457513420857434,0.8838838838838833,1.0331266974971984,0.17917917917917947,0.5333333333333333,0.9171557738537812,0.8910976089843659,0.7236920880329801,0.17525853959180482,-0.7926598758408514
1,1.0,8.0,1,1.499286867241502,3.1415510189038898,2,0.43775184204392026,104.54486180142221,0.8884103824930107,5.724169035035602,6.443158643613257,0.5586430547309038,0.9999999999999828,1.0000004318611089,0.5166666666666666,0.275,1.8787878787878785,0.0,0.4041420496073751,0.4550699910507743,0.5742344571737259,0.0,0.4119870635912211,0.5126380236246313,0.5578453935879288,-6.151254474273523,-3.665273883384085,-3.352003155714836,-2.618992200301614,-6.0341229387630975,-3.548142347873659,-2.940802081127531,-2.668015253030848,0.8095544904265088,0.7957957957957954,1.5892828656229763,0.2672672672672673,0.5,1.0414801968921559,0.9385085277007109,0.9265537046604451,0.15335634400145257,-0.5378938521202254
1,1.0,9.0,1,1.241064848141455,0.6483236693854888,1,0.7156177586489771,106.60827679940851,1.0015690038519685,5.914160176440913,5.9048953728554325,0.7802479767372172,0.9999999999999811,1.000000368118841,0.2416666666666667,0.11666666666666665,2.071428571428572,0.0,0.5456910334364913,0.4789167253407336,0.5302056937192269,0.0,0.5577254519215511,0.526761939690929,0.5475497165723313,-5.198241723172053,-2.361607825201608,-2.7087168195809213,-2.4421043642173856,-5.0860757532174485,-2.2494418552470035,-2.4069246240376225,-2.301196416077828,0.8644395979013494,0.9279279279279278,2.776153294436798,0.5535535535535532,0.5,1.0214955584299363,0.9118204738675729,0.9132276901127498,0.16803277653466334,-0.39569290096085946
1,1.0,10.0,1,1.1664356856607836,0.5226610985186082,1,0.45441101962247754,102.79112966024492,0.37082429073119294,5.371317851091577,14.48480583755824,0.8255425229258075,0.999999999999978,1.0000002836542494,0.30833333333333335,0.225,1.3703703703703705,0.0,0.6945311986602678,0.6182479616612846,0.6017707108300026,0.0,0.7177021769900854,0.6350524402895892,0.6638064831294139,-5.208733242827668,-1.5911055001849839,-1.988444532612089,-2.074270136767398,-5.040569554650604,-1.4229418120079202,-1.8395435585203304,-1.6946068056087902,0.8075943963129236,0.8838838838838833,2.266498079273693,0.3553553553553552,0.6,0.9876979599266146,0.8918235302630964,0.8623121881541335,0.20734762760890418,-0.4378118119478843
