fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum
1,6,0,1,3.243646437580515,10.471165787097542,4,0.8173385960192853,-175.2987087349424,0.2143625837925901,7.825999325841627,36.508233794260455,0.8872314126224398,0.9999999999999928,1.000000118293187,0.9999999999999986,0.1022222222222222,0.0885714285714285,1.1541218637992834,0.2611904761904761,0.0428571428571428,6.094444444444443,0.3479365079365079,0.0361904761904761,9.614035087719296,0.0014903027213296,0.0020742168872855,0.0025863239899698,0.0063476450033478,0.0041280719921935,0.0055592779274524,0.0070225756663682,0.016095197748795,-1.8369296235390236,-1.8358554134116989,-1.8349133046771424,-1.8279937103938373,-0.6719861895418084,-0.6710204522860067,-0.670033060389434,-0.6639111118026122,0.6027428300931423,0.7517517517517519,0.0122204468663148,-1.23023023023023,0.4742857142857143,0.9577582458804332,0.9493288169610896,0.9872873207836056,0.1268631508451938,-0.1635088944046822,0.0087152599,0.3530267884,0.1552115333,1.7515875117,-0.5202994012,0.2864007584,-0.0864981215,0.8229118923,226.0426508459,5.2969314684,13.970522271
1,6,1,1,4.829335081540775,29.13819833907518,6,0.4423146373751424,-175.84920109872547,0.4457593385477437,3.60721280507448,8.092287683364201,0.7634452950477953,0.9999999999999792,1.0000003269039563,0.999999999999997,0.1105555555555555,0.1657142857142857,0.6671455938697318,0.2722222222222222,0.0857142857142857,3.1759259259259265,0.3525396825396825,0.0392063492063492,8.991902834008098,0.0032997621239176,0.0039281612557679,0.0048220874995986,0.0074157859500793,0.0066269065676054,0.0081900074338255,0.0100416491987291,0.0155543394666604,-1.3693107963304898,-1.3684474738560406,-1.36721935851074,-1.363656021054097,-0.6348897819931079,-0.633890764831531,-0.6327073339089286,-0.6291840346112709,0.6845720661757533,0.7077077077077075,0.0083572134087745,-1.34034034034034,0.5085714285714286,0.9775336142507672,0.9683071819409452,0.9965986617570132,0.1073121139667971,-0.1745772583943155,0.0117256375,0.334217391,0.1454531763,1.5598879371,-0.3163081155,0.2228089814,-0.0372020668,0.7328496724,216.354309782,6.2089259893,16.6226746379
1,6,2,1,3.704619400040183,16.23630012284597,5,0.8004339515861401,-173.42684882049642,1.2476426227358082,4.391091514829705,3.5195106633989464,0.909956942550342,0.9999999999999892,1.0000001632428972,0.9999999999999956,0.1022222222222222,0.0771428571428571,1.3251028806584364,0.261111111111111,0.0427777777777777,6.103896103896102,0.3108730158730158,0.0444444444444444,6.994642857142858,0.0021420729869142,0.002633476261349,0.0034109125733477,0.0087416843850655,0.0033372740943933,0.0039747622060431,0.0050921135714766,0.0119491135703503,-1.9837272589836816,-1.9827503563162163,-1.9812048240691045,-1.9706073261006505,-1.30596713792194,-1.3051318116846975,-1.3036677013825466,-1.294682699304614,0.6119876484838476,0.8398398398398399,0.0085690550512683,-0.7457457457457454,0.5057142857142857,0.9479489620596372,0.9287722686842552,0.9830541213756622,0.154499091488633,-0.1491284798363021,0.0123911274,0.3264180238,0.1426552736,1.3503272404,-0.4368697801,0.1800776531,-0.0627719114,0.6343961334,215.5599146488,5.5475168686,14.8284509952
1,6,3,1,4.319830409688288,23.553608904807543,5,0.7727755143671368,-171.9794236076504,0.8849404437301144,5.621091114404424,6.351942838899927,0.9023542068196512,0.9999999999999888,1.0000002158291983,0.9999999999999972,0.1022222222222222,0.1057142857142857,0.9669669669669672,0.2555555555555555,0.0514285714285714,4.969135802469136,0.2484126984126983,0.0530952380952381,4.67862481315396,0.0049445689733468,0.0066823776747716,0.0084886549469405,0.0169263122950409,0.0078098648282978,0.0113998678136655,0.014945748684013,0.0273439636800403,-1.823823788118796,-1.820638581797588,-1.8173278803490047,-1.8018626110709075,-1.047921732500125,-1.044130078043234,-1.0403850240529011,-1.0272903978537629,0.6370994528888216,0.8398398398398399,0.0165660595894991,-0.8558558558558554,0.4828571428571429,0.9767967326483736,0.9595018457784356,0.9952590697826348,0.1354851843731918,-0.1824389263410324,0.0240646507,0.3842294205,0.166439716,0.9279353247,0.1785719029,0.191505018,0.0406924732,0.4359525339,182.0794895111,6.599400872,17.4751948326
1,6,4,1,4.034877755336011,19.480007007013757,5,0.7844578064319654,-170.4068759138165,0.9674275077660798,5.465450948930722,5.649468208270388,0.9297314496466972,0.9999999999999852,1.000000236041363,0.9999999999999974,0.105,0.0885714285714285,1.1854838709677422,0.2695238095238095,0.0657142857142857,4.101449275362319,0.2961904761904762,0.0446825396825396,6.628774422735347,0.0031743049968356,0.0039401750694836,0.0055432664871813,0.0117106782971272,0.0056361717190691,0.0070048359924768,0.0099791640558509,0.0208213012046467,-1.8229987048311744,-1.8215980786660333,-1.8186663388515016,-1.8073873521660149,-0.9898821948525056,-0.9885196991980536,-0.98555877653791,-0.9747655052900044,0.652636120620353,0.861861861861862,0.0085690550512683,-1.032032032032032,0.4571428571428571,0.9462083516016556,0.9386201797093184,0.9871525832319676,0.1332273838443034,-0.1570360281197855,0.0163082455,0.3614397774,0.1574946133,1.7654283633,0.0313632975,0.2767783541,0.0246374915,0.8294144514,199.8707083269,6.2780236643,16.7572876454
1,6,5,1,4.514914158653932,23.64520380701426,4,0.7402216605820091,-173.346406582101,0.5775543895443479,5.41779773103226,9.380584459424751,0.9061958855601492,0.9999999999999916,1.000000141594129,0.9999999999999976,0.1022222222222222,0.0885714285714285,1.1541218637992834,0.2584126984126983,0.06,4.306878306878306,0.3337301587301587,0.0334920634920635,9.964454976303315,0.0029877290280042,0.003585572059169,0.0048704737956903,0.0119871475995825,0.0077307620948743,0.0093621403889819,0.0128441824741756,0.0291014559804081,-1.520427805175237,-1.5195161040917315,-1.5175566494450796,-1.5067038354458588,-0.5770570799836938,-0.576108347161205,-0.5740833553935429,-0.5646288903959091,0.6163822669973119,0.7957957957957954,0.0030312450863747,-1.2082082082082075,0.5285714285714286,0.9600784253459994,0.9514624869359836,0.9891819989581216,0.123538784710152,-0.1442554746437628,0.0122525578,0.3696277804,0.1619395754,1.053194128,0.3487727348,0.232217638,0.0672307795,0.4948002695,210.5353582037,5.5784102243,15.0698395372
1,6,6,1,5.793127129166873,39.72375856009489,5,0.7732628617909738,-168.434932829595,1.844398115736984,4.732429069377238,2.565839245333568,0.9342506391689084,0.9999999999999925,1.0000004901703614,0.999999999999999,0.1022222222222222,0.0971428571428571,1.0522875816993464,0.2555555555555555,0.0771428571428571,3.3127572016460904,0.3195238095238095,0.0392063492063492,8.149797570850204,0.0019339408216686,0.0028986433421359,0.0039765927031345,0.0078731181009752,0.0044948309975214,0.0065961759195049,0.0088663475356313,0.0170427483607599,-1.324163390501063,-1.3228834914917946,-1.321453344591675,-1.3162837105433776,-0.5794852829430357,-0.5782620864247326,-0.5769406155953863,-0.5721811185147705,0.6404315758431025,0.8178178178178177,0.0122204468663148,-1.2522522522522523,0.5085714285714286,0.9712717801148828,0.9670074016545708,0.9917447464585856,0.1068690492449401,-0.153529772754293,0.0086661642,0.3391684935,0.1478293128,0.6529288177,-0.1313066391,0.0998422616,-0.0200997832,0.3067519524,228.1956523489,6.3333796141,15.9598954295
1,6,7,1,3.80449753848623,17.286739543361424,3,0.7899377557225056,-175.08632126845856,0.1077360454774217,6.280590510204849,58.296092847783925,0.8456356575532837,0.9999999999999905,1.000000255864049,0.9999999999999972,0.1022222222222222,0.1028571428571428,0.9938271604938276,0.25,0.08,3.125,0.3195238095238095,0.0448412698412698,7.125663716814161,0.0018154982626684,0.0026034947349656,0.0034441420322347,0.0075898039799181,0.0033154836659652,0.0046581256311498,0.0061612232760937,0.0134940279201453,-1.680575105713466,-1.6792484098446887,-1.677833069376051,-1.6708533013533515,-0.9333640348064738,-0.932106692386292,-0.9306990882150612,-0.9238321448474712,0.6525762635778528,0.8398398398398399,0.0029544079988803,-1.1641641641641642,0.5171428571428571,0.9593522780854016,0.950222744577844,0.9920823875130342,0.1361377908052996,-0.1732830624795478,0.0098563689,0.3759584811,0.1623200163,0.5747230535,-0.1923769439,0.0688839543,-0.0115471809,0.2700101664,220.0182903634,5.7403149429,15.0874516142
1,6,8,1,4.568467083136836,25.33607337542669,6,0.7174716021907344,-166.63878112359103,1.3952705512651196,5.706535838018901,4.089913481542824,0.9086884845414436,0.9999999999999928,1.000000243081906,0.999999999999998,0.105,0.1399999999999999,0.7500000000000001,0.2584126984126983,0.0656349206349206,3.937122128174123,0.3426190476190476,0.0504761904761904,6.787735849056605,0.004321209103286,0.0052304523080953,0.0066801402220276,0.0113891123302533,0.0088334061840317,0.0100407116623477,0.0127042289734853,0.0209381813080047,-2.0151844091375546,-2.01334416432447,-2.0104100971243035,-2.0008794660991978,-1.0342298560128165,-1.032970096675897,-1.0301908574013163,-1.0215991641476518,0.6552890144217307,0.94994994994995,0.0104959323055822,-1.01001001001001,0.4742857142857143,0.9508786219178552,0.9380295120576692,0.985843395284134,0.1210626149354382,-0.1518316826875047,0.025508028,0.3741475952,0.1605578048,1.0554996285,0.1830555528,0.1001695327,0.0168650286,0.4958834148,183.054206636,4.7887286427,12.9589186708
1,6,9,1,4.601436938075565,28.63381407536376,4,0.4073962938581135,-178.3092593433114,0.6463466766182879,6.002536912653311,9.28686899739135,0.8050425706854943,0.99999999999999,1.0000001423950766,0.9999999999999972,0.1133333333333333,0.0714285714285714,1.586666666666667,0.2888888888888888,0.0599206349206349,4.821192052980132,0.2927777777777777,0.0446825396825396,6.552397868561278,0.0008860540413465,0.0011747147111029,0.0017203765526161,0.0050961146073508,0.0017653609105108,0.00223540349983,0.0033442133878066,0.0095508773813956,-1.8017663305694476,-1.801245770249145,-1.8002617432140986,-1.7941740580281944,-0.906467852104297,-0.9060410200954154,-0.90503414207477,-0.8993980509608277,0.6392272178783693,0.7297297297297298,0.0014526539259467,-1.2962962962962965,0.5314285714285715,0.9455894285655132,0.9427886555402778,0.9892368089488568,0.111263322842124,-0.1731412658104436,0.0056172799,0.3297660328,0.1425265339,1.022243749,0.401523631,0.1710430413,0.0650456618,0.4802594973,248.3142975806,4.9725451195,13.1059160856
