fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,6,0,1,0.4868552357269237,-0.7032792519328224,1,0.7037173919951556,-166.64371205759156,0.4286854214507372,5.23347340694146,12.208190773622729,0.8146202586769818,0.9999999999999732,1.000000227432984,0.175,0.075,2.333333333333333,0.05,0.1,0.5,0.0,0.26338818019775,0.4980346740561461,0.6917756679333874,0.0,0.2628247682377511,0.5642938101999372,0.6800427862771848,-5.777354529887097,-4.255667633902907,-2.900031649687977,-1.7807212410864692,-5.78973932398819,-4.268052428004,-2.5226252607904858,-1.8524688622846768,0.8506475062664317,0.9059059059059056,1.7192957312101929,0.4654654654654652,0.5789473684210527,1.0700811506313672,0.9112121726203593,0.8849015002553717,0.1655631244209911,-0.4943442453533015,1.6899597679,4.0,2.0161201264,0.8927707265,1.7193125745,-0.2582895586,1.5667928134,-0.2792673136,0.8077488305,2.9560357287,-67.2205273053,5.613929003,15.310773173
1,6,1,1,1.5597689980147476,2.1252824323758936,1,0.546656303718361,-169.01374418577308,0.9513315817933408,3.2561160047892748,3.42269306213005,0.6662848207937953,0.9999999999999516,1.0000004311525306,0.35,0.15,2.333333333333333,0.35,0.125,2.8,0.0,0.2100835229554405,0.384854804072098,0.4960056650553294,0.0,0.2168455438266573,0.4318787004293033,0.5018478166421946,-4.964113780145006,-3.9212352688604937,-3.053650743895697,-2.501885223213857,-4.80931492933132,-3.766436418046808,-2.7322742476964628,-2.3957707325016866,0.8665025066494313,0.8058058058058054,0.7498773302497266,0.2852852852852852,0.4473684210526316,0.9498171141610692,0.9093049863173696,0.8997239903226153,0.1695942091323265,-0.4723373013368229,1.5238071286,4.0,1.9546099455,0.8620762709,0.900605587,0.0645856239,0.6888699347,0.0480914449,0.4231127722,0.8110904234,-54.1839897693,3.9215900245,10.5873988075
1,6,2,1,0.7446707335264547,-0.4061903103529958,1,0.7107920632299829,-164.17212285622406,0.7968040222045503,6.493796270596587,8.149803577333778,0.9035923451784204,0.9999999999999748,1.0000004545461114,0.175,0.25,0.7,0.15,0.125,1.2,0.0,0.4793211531909871,0.6483239973810373,0.6363135650813405,0.0,0.4954020985373091,0.6829998684072356,0.6676631691338736,-5.823563655804593,-3.0322064086232148,-2.048007587470432,-2.117951104501448,-5.634528508100695,-2.843171260919317,-1.7861462785311026,-1.872561347807028,0.7707678681483111,1.0460460460460457,1.9287915080207776,0.5855855855855853,0.4473684210526316,1.0563791172283905,0.8784838705818037,0.8188163566782016,0.1975363871698363,-0.3212417563203731,1.7762587567,4.0,2.0353555808,0.8991440109,2.9950396719,-0.3710055382,2.7112437695,-0.3472615211,1.4070971319,8.970262636,-66.2376096001,4.8913253586,13.172639522
1,6,3,1,2.0293436465457053,4.933976200498016,2,0.3947751462661781,-165.9339669650093,1.418050263743577,2.5379848096368987,1.7897706975045822,0.7251851157051898,0.9999999999999756,1.0000004410131098,0.35,0.2,1.7499999999999998,0.45,0.25,1.8,0.0,0.6422678604298716,0.4655891845030048,0.5685740874188673,0.0,0.6723547191515963,0.487958979751694,0.6585500529555508,-6.018882678700899,-2.1531477784732584,-3.216556000705286,-2.596701952377308,-5.749546764698219,-1.8838118644705788,-2.944003791361423,-1.963182438335791,0.8506475062664317,1.0060060060060056,1.1354562487518622,0.2652652652652651,0.6052631578947368,0.967170401239018,0.9124538816484415,0.8735974968911657,0.1475932095593301,-0.395097322005471,1.7689103659,4.0,1.9854991766,0.8845203544,1.3494852889,0.1437875723,1.1722267116,0.1979640604,0.6340005768,1.8211105449,-64.9219328187,4.8523034118,13.0257077402
1,6,4,1,1.2639587299794883,1.4180603232040614,2,0.6350918301036992,-164.56427509404466,0.1123863705825881,4.571894423042532,40.68015008708583,0.8377585142376113,0.9999999999999648,1.0000005018577924,0.225,0.125,1.8,0.225,0.2,1.125,0.0,0.3274233888422596,0.3936183174611485,0.5674982371855108,0.0,0.3399741436155389,0.4307500260115368,0.5823192633670333,-5.721045688201841,-3.847841521249397,-3.469137310293473,-2.4743623452895283,-5.509843034036036,-3.636638867083592,-3.1364780038055287,-2.301355297188192,0.7997531770291197,1.0060060060060056,1.2738113231864785,0.3453453453453451,0.5,1.0114181263741078,0.9038629329612274,0.8036230772530641,0.204022495749146,-0.392854668657474,1.7239955159,4.0,1.967343537,0.8754657997,2.3615827581,0.1078560274,2.0931876385,0.0997338392,1.1094932588,5.5770731236,-63.2409215201,4.7415916987,12.689663858
1,6,5,1,1.2916198159540575,1.381991699705246,2,0.6896321313029892,-167.89345557460558,0.3170357803645253,4.423625489180605,13.95307963061568,0.8153464916158528,0.9999999999999808,1.0000002910815835,0.225,0.175,1.2857142857142858,0.275,0.2,1.375,0.0,0.6187183451411385,0.498681617064809,0.6057119796492062,0.0,0.6362338994523408,0.4984486609587098,0.6189436684143697,-5.518487272193228,-2.104097959459398,-2.7665191155443423,-2.1758734218841203,-5.366563013496888,-1.952173700763058,-2.6916068654688257,-2.04496281514625,0.7657485546629779,0.8458458458458454,1.1890234632329348,0.4254254254254251,0.4736842105263157,1.1055047510114815,0.9055738654902544,0.8247001309807214,0.1971670756842643,-0.4462001234008416,1.7070934875,4.0,2.0017069064,0.8858213707,2.3707729799,-0.0182695558,2.1914111284,-0.0183215074,1.1138109094,5.6205645224,-65.6143952828,5.2747246621,14.3395820286
1,6,6,1,2.0143055959030027,3.625662022378352,3,0.6207052545651909,-167.1727336714814,1.0181089529033782,5.553216471253798,5.454442233729002,0.8292203586227646,0.9999999999999744,1.0000003363453445,0.3,0.175,1.7142857142857144,0.275,0.3,0.9166666666666669,0.0,0.5226347936191041,0.4367850781539178,0.5178631502746749,0.0,0.5455336497620132,0.4733615731120838,0.548646381677441,-4.825255345548888,-2.3034090138684657,-2.717655812330707,-2.326433411423225,-4.622714534255708,-2.1008682025752865,-2.4344991102723323,-2.086478931508597,0.8277988602877328,0.8258258258258254,1.60400310705682,0.2852852852852852,0.6052631578947368,1.0463042157281215,0.9669550439265888,0.9704928791798196,0.1303526028778512,-0.4214107923719287,1.365291861,4.0,1.8709543689,0.8346931198,0.9383291324,-0.0693832396,0.748570647,-0.0454340098,0.4408356401,0.8804615606,-54.0304550412,5.4035543981,14.0150190417
1,6,7,1,1.4617025436900046,1.99379824708992,1,0.5954887179361609,-171.33139725836162,0.0497515444583426,3.670015220971494,73.76686012319533,0.7921894987096263,0.9999999999999776,1.0000002496026714,0.35,0.225,1.5555555555555554,0.3,0.4,0.7499999999999999,0.0,0.3729835825250482,0.4558430893587194,0.6469031816992226,0.0,0.3839030516795896,0.4635076811738661,0.6988447966816891,-5.387300067866438,-3.3779255884161783,-2.931536561627762,-1.902238513195201,-5.234067483077235,-3.2246930036269754,-2.808037000888572,-1.5762666570478845,0.7861378865355853,0.8858858858858855,1.161622632608502,0.125125125125125,0.5526315789473685,1.0581794952008277,0.9080877430219432,0.8968204021766717,0.1850269108843469,-0.4947706828456034,1.5355050954,4.0,1.9613822052,0.8709464768,0.6172379096,-0.0984147906,0.5970525713,-0.1556861038,0.2899840361,0.380982637,-62.5006179959,5.7004383789,15.2882731344
1,6,8,1,1.4687686039256092,1.6111201962159312,2,0.6833196625826671,-162.8136723794027,1.180872937395793,4.966545844985905,4.205825781678719,0.9234392089770104,0.999999999999984,1.000000298452007,0.175,0.15,1.1666666666666667,0.15,0.225,0.6666666666666666,0.0,0.4532714455524173,0.6138876973789374,0.6567868127490779,0.0,0.4696546897699389,0.6541189396495647,0.6887015246603888,-5.698378742628914,-3.11546637265234,-2.200214137523365,-1.9557587304205717,-5.499598803627016,-2.9166864336504426,-1.902207065700498,-1.7120167225486402,0.7403685671126686,1.0260260260260257,1.1092898648952227,0.6256256256256253,0.3421052631578947,1.0285049598082572,0.9050461123636796,0.8741214904755992,0.1598846572328301,-0.4181640248043669,1.6480813541,4.0,1.9140138087,0.8472387964,2.1352413442,-0.1795798292,1.83320775,-0.1415545672,1.0031559847,4.5592555981,-63.4713478205,5.6274562899,14.9744284153
1,6,9,1,2.0874179674403397,5.335413814837143,2,0.5786868999862691,-166.49990127107372,0.1920725834699281,5.779817565595583,30.09184060098041,0.6473114399616846,0.9999999999999704,1.00000050220154,0.275,0.25,1.1,0.3,0.225,1.3333333333333333,0.0,0.387723363226386,0.5419388653797178,0.6781552654847275,0.0,0.395237866176499,0.5404441052779377,0.7047758287453413,-6.184966363400131,-3.7869104035405616,-2.833092710007344,-1.990598857214405,-6.067374017216972,-3.669318057357403,-2.788297495095539,-1.79123546592493,0.8743784622520634,0.8058058058058054,1.9287915080207776,0.4254254254254251,0.5263157894736842,0.9967058968019876,0.8696625516344981,0.8411886854030055,0.212412938932663,-0.4063363468067397,1.9725852411,4.0,2.0857401905,0.9115434218,2.1057872752,0.149275265,1.8446738918,0.1243266581,0.9893181927,4.4343400483,-69.6993619245,4.7379868793,12.7235662364
