fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,6,0,1,0.2494249695785972,-0.7405223408355632,1,0.6643333896241065,-165.7231902853357,0.8275748683488751,5.240624509367728,6.33250804223126,0.8094567949003855,0.9999999999999688,1.000000384925278,0.2416666666666666,0.3416666666666667,0.7073170731707317,0.0,0.5666819098570497,0.6558165826880944,0.665678927352307,0.0,0.5787357478366969,0.6804584847773076,0.6921555293709508,-5.6775722412614105,-2.460194760232024,-1.954126216032567,-1.8981320417332808,-5.559320455071044,-2.341942974041657,-1.776433681821909,-1.7114060625485903,0.8735016233482982,0.9059059059059056,1.8418966807997108,0.3653653653653652,0.5333333333333333,1.0795613316277424,0.9153765443978252,0.8791334598801821,0.1551390890734013,-0.4699489309185292,1.7791249864,3.0,2.0579566368,0.9123488257,1.3054177994,0.28734668,1.1306289826,0.2475904315,0.6132972657,1.704115631,-73.1007639955,6.1493266982,15.9165531399
1,6,1,1,1.4267781087656908,1.3718192665419018,1,0.5466364524717462,-168.49538309681577,0.693895725944521,3.202216343984861,4.614837970973304,0.6823183830009836,0.9999999999999518,1.0000005311003206,0.4,0.25,1.6,0.0,0.4118577161919474,0.4467560639034725,0.48973144676004,0.0,0.419090930813011,0.4139948228638349,0.4932311151717364,-5.2462473216405,-3.0855398811715227,-2.902454517960255,-2.676995030752513,-5.155700783782976,-2.994993343313998,-3.021267351061808,-2.6127487367059032,0.8243225580149446,0.8058058058058054,1.8004066355637218,0.4654654654654652,0.4666666666666667,0.9947791659447982,0.9106859936348038,0.901843983623296,0.180074974206807,-0.5249592470310347,1.7780166052,3.0,2.0465547258,0.9037083513,1.7049068001,0.1403423837,1.6833401,0.1390210509,0.8009808655,2.9067071969,-62.6117049752,4.151117184,10.6840381307
1,6,2,1,0.6120860646178551,-0.3796273297846135,1,0.7582914290784636,-164.98396424134864,0.8893755956071212,7.235484485056589,8.13546551175308,0.9009152612809166,0.9999999999999676,1.0000005427576644,0.1833333333333333,0.1833333333333333,1.0000000000000002,0.0,0.4846667632301464,0.6093342299433615,0.6203656055390764,0.0,0.4974901318935987,0.60643872136059,0.6511763388707381,-5.759332925117228,-2.9679756779358497,-2.249974232203474,-2.1864408675257385,-5.610879630027281,-2.8195223828459026,-2.2082249614853566,-1.9572075747017144,0.8735016233482981,1.0060060060060056,1.7589165903277326,0.5855855855855853,0.4333333333333333,1.0620596181585256,0.8866408936219493,0.7955327410836962,0.2026125836768049,-0.3475573473662061,1.5930215318,3.0,2.0327770161,0.9010725836,1.7800920211,0.2886270365,1.8503719956,0.3550940575,0.8363035725,3.1687276036,-67.1938251512,6.0938440369,16.2334133838
1,6,3,1,1.7429593209102767,3.3500009532076485,2,0.43505943827501,-164.7060757680081,1.6898518466450645,2.915427240926601,1.7252561203603287,0.8082417425303252,0.9999999999999812,1.0000005096058369,0.3083333333333333,0.4083333333333334,0.7551020408163264,0.0,0.6262652897389753,0.5929932003655637,0.5733517372649811,0.0,0.6536458187920338,0.6469355495830581,0.6477593373671438,-6.172679475560368,-2.306944575332728,-2.512322518516996,-2.6335629746679383,-5.914112488888383,-2.048377588660743,-2.088062875593349,-2.083190901971295,0.9498155148939376,1.1461461461461455,2.0197857568198785,0.4454454454454452,0.5666666666666667,0.976244736384298,0.9067278367736452,0.8784247741081879,0.1557346460118058,-0.4181851185370322,1.9508186033,3.0,2.0533072051,0.9151845757,1.370504551,-0.2069837781,1.1868467229,-0.1370024347,0.6438756191,1.8782827244,-74.1485829676,5.5265092548,13.9497594615
1,6,4,1,1.1654324532756295,0.9185404857713736,1,0.7237454987187544,-164.3271494925246,0.527694605262994,6.395466865047562,12.119636625544372,0.8399184163366611,0.999999999999957,1.00000070955359,0.1999999999999999,0.325,0.6153846153846153,0.0,0.4878725596981756,0.5106649304196588,0.5872709938235501,0.0,0.5026883158236364,0.5116256094782162,0.5714978732276593,-5.532983530949077,-2.833592692937101,-2.707482881103849,-2.283622793919277,-5.369909649857533,-2.6705188118455565,-2.6225263524062177,-2.301017705539268,0.8306440552067,1.0060060060060056,1.974288632420328,0.6256256256256253,0.4333333333333333,1.0202621615023046,0.8994804399750748,0.7881778638913719,0.2204809730867853,-0.4277476677737121,1.674242729,3.0,2.0154390989,0.897921828,1.935220827,0.0815139395,1.7387904289,0.081168787,0.9091845096,3.7450796493,-64.7742384487,5.0332336782,13.4010748014
1,6,5,1,1.1514213780671907,0.9093956020515592,1,0.6369460226058669,-167.37550013406744,0.0067696379108134,4.480589349459724,661.8654363038662,0.8639722608631248,0.9999999999999828,1.000000311950139,0.2333333333333333,0.2666666666666666,0.875,0.0,0.6085615335509172,0.7018290247785705,0.6296651710092726,0.0,0.623436075953243,0.7665989851649643,0.7292659689088707,-5.555634592302879,-2.1746890849625142,-1.6565289843608584,-2.0574449866754567,-5.4230828752905404,-2.0421373679501755,-1.2657530466273157,-1.46821308776868,0.9116585691211178,1.0660660660660657,1.8004066355637218,0.6456456456456453,0.5,1.0823265868056555,0.9256336966574166,0.753174617709073,0.1842166443563316,-0.4466197810907925,1.6559152179,3.0,2.0169679527,0.8967433615,1.9766438121,-0.3124436394,1.8260867,-0.2754180876,0.9286454083,3.9071207601,-62.5396174684,4.7423170846,12.8165097501
1,6,6,1,1.736432182039845,2.2954523777005207,3,0.6281752754496225,-165.59734864283706,1.4200392402000472,5.543945258793284,3.90407891687013,0.8159112359841124,0.9999999999999716,1.0000003365653152,0.3583333333333333,0.4416666666666666,0.8113207547169813,0.0,0.2824337190993926,0.3749615703959607,0.566445861739458,0.0,0.2951171104176257,0.4108892595820901,0.6065168123535314,-5.241114242348054,-3.760846854656898,-3.275897815412592,-2.2723067688662644,-5.01586433126972,-3.535596943578564,-2.954899550030089,-1.973658285870232,0.7376588664404296,0.9859859859859856,1.9287915080207776,0.4254254254254251,0.4333333333333333,1.0297826817447902,0.9789582434307498,0.99379719834357,0.069279559209768,-0.4129218104790217,1.5855238921,3.0,1.977649032,0.8823703746,1.5605772982,-0.1216694187,1.4064677896,-0.1099290746,0.7331735406,2.4354015037,-68.138706628,6.3544983045,17.3297207695
1,6,7,1,1.3751940208352926,1.3566046778468648,1,0.6245902957212648,-170.0136538926065,0.0670065008740769,3.8920090373597658,58.08405134710565,0.7901185255266824,0.999999999999982,1.0000002204268772,0.2583333333333333,0.4166666666666666,0.62,0.0,0.5126318593653685,0.5823950783829073,0.569868181310983,0.0,0.5109757584322724,0.5007804715023325,0.5193201737620552,-5.697525895968623,-2.776792602135891,-2.379314855197333,-2.4506871756607542,-5.715991895180801,-2.7952586013480696,-2.8535347788086485,-2.7475619909530087,0.8139158935046792,0.9459459459459456,0.9017170978533082,0.3053053053053052,0.4333333333333333,1.0547508449910885,0.9146675316929136,0.8799201882181145,0.1940001272754979,-0.4514266722426994,1.8566073244,3.0,2.0670881117,0.9188153649,1.7136617115,0.3536708437,1.461790724,0.3041170318,0.8050940032,2.9366364614,-70.6493345402,5.246320273,13.6927970172
1,6,8,1,1.3035257913639933,0.939920294831083,2,0.7090939648497079,-165.2344988326343,1.36714423550936,6.535487761076864,4.780393751681894,0.9310761160620366,0.9999999999999818,1.000000426747922,0.125,0.1333333333333333,0.9375,0.0,0.6188201444894924,0.6613709026763502,0.711044319595858,0.0,0.642473488484779,0.6715694186227603,0.742164406536607,-5.612316849270545,-2.1393021256841336,-1.900493788562795,-1.6217108338246011,-5.405693442350799,-1.9326787187643872,-1.775395040018405,-1.39378017678969,0.8309832744973079,1.0260260260260257,2.3740547208674387,0.6856856856856854,0.4333333333333333,1.0062143736191096,0.9041723975156792,0.8773488224200152,0.1694098702261213,-0.3808495434437754,1.6466908652,3.0,1.9744116156,0.8742147014,2.4851067129,-0.3348620965,2.4247300268,-0.2989373158,1.1675259467,6.1757553747,-67.1989646395,6.0112725553,16.037258382
1,6,9,1,1.8883743107821025,4.088855504137418,2,0.5428785192609558,-166.39745253195323,0.6484042409370265,5.994049686497339,9.244309811785277,0.7309196722518495,0.99999999999997,1.0000009151677234,0.4166666666666667,0.3,1.388888888888889,0.0,0.5642881270120973,0.5521960391543155,0.7037946191294145,0.0,0.5824044479268746,0.6247290391666449,0.7174365193705761,-6.20909342936414,-2.705375727665129,-2.780456630930176,-1.8391668841058548,-6.015952855735967,-2.512235154036956,-2.2576124085002025,-1.6998885782192774,0.8055261875893889,0.7857857857857854,1.974288632420328,0.4854854854854853,0.5666666666666667,0.9856665646848014,0.8913342968197817,0.8809080196845208,0.1811626227400705,-0.4617443535291606,1.9782286076,3.0,2.1137840722,0.9314522137,3.1274053827,0.1748760089,3.0740803457,0.1549266027,1.4692837579,9.7806644275,-74.6704726954,5.2229533418,14.1872071405
