fid,iid,rep,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.0005753416,0.0,0.0,4.0382e-06,0.0
1,1,1,0.0,0.0002632099,0.0,0.0,1.065e-07,0.0
1,1,2,0.0,0.0021992062,0.0,0.0,3.4063e-06,0.0
1,1,3,0.0,5.75301e-05,0.0,0.0,1.5276e-06,0.0
1,1,4,0.0,0.0003732294,0.0,0.0,6.9182e-06,0.0
1,1,5,0.0,0.0008360063,0.0,0.0,3.2724e-06,0.0
1,1,6,0.0,0.0008964818,0.0,0.0,5.714e-07,0.0
1,1,7,0.0,0.0007854544,0.0,0.0,3.5448e-06,0.0
1,1,8,0.0,0.0006754306,0.0,0.0,1.5073e-06,0.0
1,1,9,0.0,0.0009151201,0.0,0.0,6.271e-07,0.0
1,1,10,0.0,0.0004359966,0.0,0.0,1.0638e-06,0.0
1,1,11,0.0,0.0005666557,0.0,0.0,4.597e-07,0.0
1,1,12,0.0,0.0004833506,0.0,0.0,1.6163e-06,0.0
1,1,13,0.0,0.0038976609,0.0,0.0,1.9299e-06,0.0
1,1,14,0.0,0.0029093326,0.0,0.0,7.6535e-06,0.0
1,1,15,0.0,7.13044e-05,0.0,0.0,2.6609e-06,0.0
1,1,16,0.0,0.0017492916,0.0,0.0,2.4007e-06,0.0
1,1,17,0.0,0.0002967741,0.0,0.0,9.894e-07,0.0
1,1,18,0.0,0.0034701109,0.0,0.0,2.607e-07,0.0
1,1,19,0.0,0.0017702144,0.0,0.0,3.4792e-06,0.0
1,2,0,0.0,0.0018723147,0.0,0.0,9.05e-07,0.0
1,2,1,0.0,0.0001444489,0.0,0.0,7.168e-07,0.0
1,2,2,0.0,0.0091494154,0.0,0.0,1.264e-06,0.0
1,2,3,0.0,0.0003763507,0.0,0.0,6.664e-07,0.0
1,2,4,0.0,0.0029789266,0.0,0.0,1.5588e-06,0.0
1,2,5,0.0,0.0041370147,0.0,0.0,6.577e-07,0.0
1,2,6,0.0,0.0004324951,0.0,0.0,2.0315e-06,0.0
1,2,7,0.0,0.0018274494,0.0,0.0,8.0169e-06,0.0
1,2,8,0.0,0.002004526,0.0,0.0,1.1141e-06,0.0
1,2,9,0.0,0.0008486698,0.0,0.0,7.467e-07,0.0
1,2,10,0.0,0.0002065948,0.0,0.0,4.7556e-06,0.0
1,2,11,0.0,0.0005061121,0.0,0.0,1.819e-07,0.0
1,2,12,0.0,0.0005706868,0.0,0.0,8.659e-07,0.0
1,2,13,0.0,0.0022201346,0.0,0.0,1.2144e-06,0.0
1,2,14,0.0,0.0050702095,0.0,0.0,5.4628e-06,0.0
1,2,15,0.0,0.000294751,0.0,0.0,4.6689e-06,0.0
1,2,16,0.0,0.0012908153,0.0,0.0,1.553e-06,0.0
1,2,17,0.0,0.0056125552,0.0,0.0,1.10187e-05,0.0
1,2,18,0.0,0.0016093549,0.0,0.0,2.8132e-06,0.0
1,2,19,0.0,0.001377618,0.0,0.0,2.3516e-06,0.0
1,3,0,0.0,0.0003015366,0.0,0.0,1.3978e-06,0.0
1,3,1,0.0,0.0002572777,0.0,0.0,1.1508e-06,0.0
1,3,2,0.0,0.0014896102,0.0,0.0,5.439e-07,0.0
1,3,3,0.0,0.0028623508,0.0,0.0,9.326e-07,0.0
1,3,4,0.0,0.0018697541,0.0,0.0,1.9697e-06,0.0
1,3,5,0.0,0.0024433467,0.0,0.0,5.222e-07,0.0
1,3,6,0.0,0.0004978328,0.0,0.0,4.0059e-06,0.0
1,3,7,0.0,0.0012038837,0.0,0.0,9.243e-07,0.0
1,3,8,0.0,0.0003325183,0.0,0.0,1.9201e-06,0.0
1,3,9,0.0,0.0008931231,0.0,0.0,1.5091e-05,0.0
1,3,10,0.0,0.0002813462,0.0,0.0,3.2656e-06,0.0
1,3,11,0.0,0.0027552893,0.0,0.0,1.4e-06,0.0
1,3,12,0.0,0.000819484,0.0,0.0,1.8704e-06,0.0
1,3,13,0.0,0.0128203944,0.0,0.0,4.463e-07,0.0
1,3,14,0.0,0.0026888632,0.0,0.0,1.584e-06,0.0
1,3,15,0.0,0.0004693592,0.0,0.0,1.933e-07,0.0
1,3,16,0.0,0.0025812947,0.0,0.0,1.3525e-06,0.0
1,3,17,0.0,0.0006461774,0.0,0.0,8.047e-07,0.0
1,3,18,0.0,0.0010574874,0.0,0.0,3.4702e-06,0.0
1,3,19,0.0,0.0005493302,0.0,0.0,6.954e-07,0.0
1,4,0,0.0,0.0017369372,0.0,0.0,2.0156e-06,0.0
1,4,1,0.0,4.47938e-05,0.0,0.0,7.207e-07,0.0
1,4,2,0.0,0.0011680202,0.0,0.0,3.0645e-06,0.0
1,4,3,0.0,0.0024620576,0.0,0.0,1.6288e-06,0.0
1,4,4,0.0,0.007650445,0.0,0.0,8.4286e-06,0.0
