fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,1,6.733208289531481,56.76251637272625,8,0.7921139794124474,102.96866347717034,0.2228529823429741,5.547415323258339,24.892712966797017,0.9010135868009194,0.999999999999994,1.0000003903568635,0.9999999999999986,0.115,0.06875,1.6727272727272728,0.2625,0.045,5.833333333333334,0.4025,0.05,8.05,6.398221984761856e-06,6.398221984761856e-06,6.398221984761856e-06,4.080065978516534e-05,5.9338189696925255e-05,5.9338189696925255e-05,5.9338189696925255e-05,0.0002740713583629,-0.8267817057606671,-0.8267817057606671,-0.8267817057606671,-0.8267532622724724,-0.0875632391025253,-0.0875632391025253,-0.0875632391025253,-0.0875444352549479,0.5634059652368101,0.7737737737737733,1.0092621909870484e-05,-2.397397397397397,0.465495608531995,0.960134106357217,0.94192285076581,0.9919884746965502,0.2428072867618074,-0.0984588104887157,5.54315e-05,0.0360431932,0.0157702605,1.4427220395,0.5011194411,0.0200104924,0.0054508702,0.6778040582,521.8968355622,5.3858108807,14.9075400824,0.0,1.0099484371437196e-06,0.0,9.535156086897864e-07,0.0,1.2777067966986382e-06,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,6.175585166995302,43.4413455270206,9,0.8231704861793534,102.60580015742406,0.0323871700315439,4.975263285453079,153.61833962669036,0.9001901418318061,0.999999999999989,1.000000268411727,0.9999999999999982,0.1474999999999999,0.045,3.277777777777777,0.25125,0.0325,7.730769230769232,0.3737499999999999,0.04,9.343749999999998,4.7316948292247785e-06,4.7316948292247785e-06,4.7316948292247785e-06,1.854176876827481e-05,7.053823512491819e-05,7.053823512491819e-05,7.053823512491819e-05,0.0002543292236286,-0.7216515433908509,-0.7216515433908509,-0.7216515433908509,-0.7216415772825219,-0.0448275264188121,-0.0448275264188121,-0.0448275264188121,-0.0448192869422213,0.5568418103586588,0.7077077077077075,1.30051125217341e-05,-2.573573573573573,0.4298701298701298,0.945114115742049,0.951589628051124,0.9868904913159052,0.3127896317083971,-0.0874250979927486,2.21343e-05,0.0299811524,0.013240858,1.1231451356,0.3584797205,0.014130919,0.0039405633,0.527663895,565.3104354773,5.5136591501,14.6893320774,0.0,3.047140443522604e-07,0.0,3.841210124852745e-07,0.0,5.207139388369473e-07,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,1,6.963144969711689,57.87178325504842,6,0.7241085890075294,98.77112277157696,2.668481565460173,4.336824176914283,1.625202974248919,0.8974712695403199,0.9999999999999928,1.0000002210857084,0.9999999999999984,0.1925,0.05125,3.7560975609756095,0.2825,0.0424999999999999,6.647058823529413,0.4325,0.04,10.8125,5.504218876341976e-06,5.504218876341976e-06,5.504218876341976e-06,1.473793739140512e-05,0.0001558161984586,0.0001558161984586,0.0001558161984586,0.0004149192298917,-0.6837277801240935,-0.6837277801240935,-0.6837277801240935,-0.6837214667394808,-0.0212821775873542,-0.0212821775873542,-0.0212821775873542,-0.0212766624512782,0.5798452561924918,0.641641641641642,1.3681576279674705e-05,-2.8818818818818817,0.4575596816976127,0.9609706993400104,0.949830005655928,0.9929900607398168,0.3368964320504402,-0.0938720580135197,1.89749e-05,0.0287523636,0.0125559848,1.7400468104,-0.3376012533,0.0197277813,-0.0040202392,0.8174899649,574.0763751894,4.4859796022,11.9808196115,0.0,1.414213562492266e-07,0.0,2.763092302388051e-07,0.0,3.392539266356406e-07,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,1,6.570938989451236,49.30735251446485,7,0.5100012623971409,99.71555888714806,1.3431672240054764,4.668361238022979,3.475636655353604,0.7359849495182766,0.9999999999999912,1.0000004838781102,0.999999999999998,0.20375,0.03875,5.258064516129033,0.26875,0.03625,7.413793103448276,0.40875,0.0412499999999999,9.909090909090912,5.32314705851484e-06,5.32314705851484e-06,5.32314705851484e-06,1.5000041588483392e-05,6.173470706026184e-05,6.173470706026184e-05,6.173470706026184e-05,0.0001662257859153,-0.6214406082094538,-0.6214406082094538,-0.6214406082094538,-0.62143459456222,-0.0458130061258147,-0.0458130061258147,-0.0458130061258147,-0.0458082187798336,0.578711054604781,0.641641641641642,1.592950212572123e-05,-2.4854854854854853,0.4644808743169399,0.984687920279745,0.9769970920078688,0.9984721232909128,0.2589144114061471,-0.0858256014658085,8.7126e-06,0.0265768298,0.0114363073,0.6930247574,0.1344067303,0.0101193083,0.001674011,0.3255893929,609.4839480767,6.2055689774,16.5659587634,0.0,0.0,0.0,0.0,0.0,1.0738983878259697e-07,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,1,10.348960303923173,132.62515809672183,8,0.6976778043322722,102.84520687785717,2.453780051021199,4.084503663129824,1.6645761144850617,0.8468159035732423,0.9999999999999858,1.0000003621951,0.9999999999999988,0.22125,0.03,7.375,0.2574999999999999,0.04,6.437499999999998,0.3825,0.03625,10.551724137931036,5.742703203898561e-06,5.742703203898561e-06,5.742703203898561e-06,1.2002271731906458e-05,0.0001142642505761,0.0001142642505761,0.0001142642505761,0.0002059928071979,-0.5560731447222406,-0.5560731447222406,-0.5560731447222406,-0.5560696639242955,-0.0247505577856744,-0.0247505577856744,-0.0247505577856744,-0.0247482871932856,0.5563056927201296,0.6196196196196196,1.30051125217341e-05,-2.771771771771772,0.4381084840055633,0.9774277162344924,0.9618320366233222,0.996631520566108,0.288220961562333,-0.0863787396420387,7.3024e-06,0.0293617754,0.0128225718,1.3633475645,-0.4987986034,0.0173093587,-0.0065662087,0.6405132012,611.4205370264,4.6624820335,12.4094382705,0.0,0.0,0.0,0.0,0.0,3.1622776600837705e-08,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,1,8.451532050982983,86.58833890808617,9,0.6961173671130145,101.0742527815929,0.3711589317525606,5.44581780793496,14.672468697494544,0.8880389063487713,0.9999999999999892,1.0000003549980176,0.999999999999998,0.30375,0.01375,22.09090909090909,0.30375,0.01375,22.09090909090909,0.41875,0.0412499999999999,10.151515151515152,4.95230944897789e-06,4.95230944897789e-06,4.95230944897789e-06,4.95230944897789e-06,5.8998205355663714e-05,5.8998205355663714e-05,5.8998205355663714e-05,5.8998205355663714e-05,-0.6350546709372611,-0.6350546709372611,-0.6350546709372611,-0.6350546709372611,-0.044841960880925,-0.044841960880925,-0.044841960880925,-0.044841960880925,0.5243373478287994,0.641641641641642,9.119267598459298e-06,-2.287287287287288,0.4264264264264264,0.9633361900893956,0.9590391993586892,0.994599696142566,0.2924808352175387,-0.0795553423744717,3.329e-06,0.0239361264,0.0104894617,1.7034670972,-0.1571314716,0.018372871,-0.0007725974,0.8003044799,650.7852714468,5.5233460258,14.1391156211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,1,5.354042150746039,32.54001493079074,6,0.7646024058505824,100.93445821965116,0.125897772515509,5.2441358110910485,41.65392052861808,0.8433676625915026,0.9999999999999876,1.0000003603885028,0.9999999999999972,0.255,0.0475,5.368421052631579,0.255,0.0475,5.368421052631579,0.39125,0.04,9.78125,4.004957976925114e-06,4.004957976925114e-06,4.004957976925114e-06,6.196599211964329e-06,7.526123901771814e-05,7.526123901771814e-05,7.526123901771814e-05,0.0001064354649321,-0.8153423846839181,-0.8153423846839181,-0.8153423846839181,-0.8153405977387704,-0.0375786299932185,-0.0375786299932185,-0.0375786299932185,-0.0375774584203435,0.5581113658639234,0.8178178178178177,1.4393226447194064e-05,-2.287287287287288,0.4061196105702364,0.967177240691386,0.951674135316025,0.9915772731249746,0.332224779978982,-0.0812155875215353,1.00122e-05,0.0320739702,0.0141076456,1.3335202475,0.3827088834,0.0181923752,0.0054530782,0.6265000538,594.6360007785,5.3133343724,13.6138828185,0.0,0.0,0.0,0.0,0.0,1.19911347746882e-07,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,1,4.521232439764664,20.696962890476303,5,0.4275819835697,91.2965066863627,1.2061300329887632,3.4511104930010124,2.861308812988628,0.7224062733731718,0.999999999999982,1.0000002581704173,0.9999999999999972,0.1325,0.05375,2.465116279069768,0.27625,0.03375,8.185185185185185,0.345,0.045,7.666666666666668,7.384391994930077e-06,7.384391994930077e-06,1.3016409082081466e-05,7.384127591550191e-05,7.090944229039594e-05,7.090944229039594e-05,0.0001206056249482,0.0006155541754994,-0.733637095961912,-0.733637095961912,-0.7336329640747403,-0.7335883403665554,-0.0746180936350699,-0.0746180936350699,-0.0746143851376915,-0.0745774504013804,0.5644183325070815,0.641641641641642,1.4393226447194064e-05,-2.265265265265265,0.4573934837092732,0.9479774315266732,0.9385263498877014,0.9922531784803588,0.2225480358035808,-0.1152992993313523,7.08252e-05,0.0356303517,0.0157301481,0.8824263039,0.0017640794,0.0114102267,0.0002152143,0.4145719781,511.8334577881,5.9614079928,15.3648118363,0.0,1.0921265544931723e-06,0.0,1.3266441498018612e-06,1.5811670512602138e-11,1.5923762841204186e-06,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,1,7.440186418672094,72.90599163149498,6,0.5570801222210982,95.3763907746726,1.634513363199012,4.693535858972038,2.87151880470773,0.7258365115276331,0.999999999999992,1.0000001589103005,0.9999999999999972,0.2825,0.045,6.277777777777779,0.2825,0.045,6.277777777777779,0.445,0.04875,9.128205128205128,4.601205056140048e-06,4.601205056140048e-06,4.601205056140048e-06,7.13485207154684e-06,9.583837351555132e-05,9.583837351555132e-05,9.583837351555132e-05,0.0001355359276203,-0.7462174051875626,-0.7462174051875626,-0.7462174051875626,-0.7462155145273618,-0.0329927822922459,-0.0329927822922459,-0.0329927822922459,-0.0329914724339511,0.5472169881761272,0.6856856856856854,1.4037401363434384e-05,-2.331331331331332,0.417027417027417,0.9739411609216568,0.9608248218266596,0.992127974552878,0.2701926486584665,-0.1017988472779622,3.5058e-06,0.0276082986,0.0120274506,1.5389973686,-0.4460060268,0.0158965652,-0.0046080876,0.7230350916,643.3125510849,6.9906646978,18.8005403931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,9,1,8.1934859843753,78.82659547886486,8,0.7791151443412214,103.44088534545524,1.2467815965726838,5.658306774863797,4.538330362284854,0.8498990916005049,0.9999999999999908,1.0000002392152236,0.9999999999999984,0.23875,0.0325,7.346153846153847,0.2875,0.0174999999999999,16.42857142857143,0.44125,0.04375,10.085714285714284,5.597130768586079e-06,5.597130768586079e-06,5.597130768586079e-06,1.2212906845453752e-05,5.858704619154815e-05,5.858704619154815e-05,5.858704619154815e-05,0.0001048036943043,-0.6425977029529338,-0.6425977029529338,-0.6425977029529338,-0.6425934516466285,-0.0539725519090205,-0.0539725519090205,-0.0539725519090205,-0.0539700573324313,0.5152211023356539,0.5755755755755753,0.0002115072824868,-2.1551551551551547,0.4355495251017639,0.9475213757214382,0.9481428606370588,0.991574404270466,0.2620256539966972,-0.0727056642176324,1.06258e-05,0.0304801986,0.0131933006,1.1708382793,0.2838038813,0.015338769,0.0036641996,0.5500705718,595.6808893158,4.6919729221,13.0098635031,0.0,0.0,0.0,0.0,0.0,1.581138830164765e-07,0.0,0.0,0.0,0.0,0.0,0.0
