fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.4726365978915403,0.10481915839602755,0.0,0.5537783521158743,0.10375722674654576,2.0273098370186614e-09,6.338278198833785e-09,0.0005866589410228987,0.8323877513528912,0.99999999999999,7.090426160159639e-12,0.4719101123595506,0.1780821917808219,0.2507462686567164,0.2987012987012987,0.2348993288590604,0.15930735930735937,0.0,0.21007778986115286,0.25780987900961927,0.2652585208537115,0.0,0.16209686498302206,0.2641844864717306,0.2643936317109174,0.5567160416122869,0.34189510073346013,0.4030426872585711,0.40544823577334055,0.5812063229893014,0.30608912589556125,0.4282762170073205,0.4014480055425968,0.42607577141635655,0.04534005037783369,2.3434968860866044e-07,0.0941176470588235,0.12,0.8627879045664706,0.826680292658069,0.9514110431992667,0.29129232957222584,0.5620839066175134,0.31480938043868395,0.3290759099260505,0.35535150282794126,0.2644468428584698,0.5466575605232975,0.2672901863354106,0.4941972705428971,0.2644468429078332,0.6851799274726016,0.2881962545017165,0.3263356059374607,1.7498980630851415e-08,0.2626422562719207,2.3948466073905673e-08,0.38609886959352957,2.8650003434234133e-08,0.41555391149931875,1e-12,0.01768824056981722,1e-12,1e-12,1.4202651587770304e-05,1e-12
1,1,1,0.0,0.42487802233088,0.04479340903331335,0.0,0.7100687139356976,0.10375722702383783,1.7029183054527118e-09,5.09750289027447e-09,0.0005716826963496194,0.8581392273009494,0.9999999999999778,3.4595959181194652e-12,0.5617977528089888,0.1780821917808219,0.29850746268656714,0.2727272727272727,0.2953020134228188,0.11570247933884298,0.0,0.32717307858550193,0.3485732977216544,0.3220492552166081,0.0,0.24975240490479036,0.36975650644113167,0.36479683757159936,0.7539374583358012,0.4978886367435505,0.5326230533859844,0.5104143742793583,0.7690718477239176,0.4318605423718131,0.5641974365141552,0.5283799306992341,0.5900417664225293,0.027707808564231745,9.572732620508392e-08,0.058823529411764656,0.6000000000000002,0.688687275337801,0.7284142074216122,0.8425501536980177,0.41458012060993843,0.6108388537939907,0.22107237557464604,0.3084172813939614,0.34398582941579514,0.3670941068919172,0.4778024326914043,0.3725702518331561,0.42144183511795985,0.3670941069416407,0.7765542636491491,0.25239812008154416,0.26352272010249644,1.769000195733682e-08,0.30815103648679,2.156664103709781e-08,0.29336351840085273,1.915173900262173e-08,0.221009688475586,1e-12,0.047081517509418254,1e-12,1e-12,8.733261253581487e-05,1e-12
1,1,2,0.0,0.46155082195867714,0.07838884070959509,0.3333333333333333,0.5768385537887158,0.1037572252125429,1.94058046074563e-08,4.8266140337601105e-09,2.553566378918594e-05,0.8874542473838958,0.99999999999999,1.5452834222992335e-12,0.5056179775280899,0.1506849315068493,0.3099885189437428,0.5454545454545454,0.20134228187919465,0.3393939393939395,0.0,0.20065767090997716,0.23022804863446023,0.17881018921088965,0.0,0.1739969281903377,0.23000116583549368,0.17717787180160904,0.6146045082619862,0.34895745094400615,0.3942660129144237,0.3479164027846394,0.6173300717469203,0.3276091998970848,0.4072160371556005,0.34028342595927596,0.7957987664009281,0.030226700251889102,1.3898359238744422e-07,0.06764705882352931,0.6400000000000002,0.8119570239041216,0.80272081629602,0.9270758427516513,0.21113473897396517,0.549453015347047,0.2195646888326812,0.26383141601615545,0.2882483484455669,0.19654066704954495,0.5910177963353781,0.19803899130326752,0.558686246666262,0.1965406670896159,0.7620110647072813,0.3032005397296432,0.33299083741024693,8.398671320090704e-09,0.2202231568051026,2.2266270808697142e-08,0.3017405219378486,1.870815996273709e-08,0.3663714664543767,1e-12,0.08350169674945515,1e-12,1e-12,8.693918093845399e-05,1e-12
1,1,3,0.0,0.4214396487545984,0.046825766276515024,0.0,0.4532041917119193,0.10375722545591698,1.8675366573297638e-08,4.0187059484174215e-09,1.968455217699644e-05,0.7047336125657875,0.9999999999999878,6.85514787838494e-12,0.8202247191011236,0.18493150684931506,0.42176215695714975,0.512987012987013,0.2214765100671141,0.2901744719926539,0.0,0.17887167681824745,0.17793000682511376,0.10564250827707095,0.0,0.1313445848503561,0.18028166258839762,0.09859605907758334,0.6485430589116958,0.33813395743542385,0.35811214932103447,0.2984882070931047,0.6394267913956153,0.28972678542423014,0.3695691043297277,0.28487985791854414,0.6976115307432953,0.02518891687657432,4.372234277791482e-08,0.06764705882352931,0.3200000000000002,0.8117908116399453,0.9755606997385149,0.9889748330075202,0.008641217987050143,0.4373196311227714,0.2148851216270279,0.2527438803811375,0.2789442433105438,0.18401884037964256,0.5982527556348864,0.17522724763646652,0.5620640970628936,0.1840188403896129,0.796195622733324,0.25342666460825747,0.2703508796836446,2.1813365649375826e-08,0.22141365273038707,2.039453431473053e-08,0.2864008183404957,1.5518759183022082e-08,0.3275439019723003,1e-12,0.004047870456993298,1e-12,1e-12,3.8031731078218556e-06,1e-12
1,1,4,0.0,0.5961104196587079,0.21221724468041347,0.6666666666666667,0.659603555168705,0.10375722652016277,1.743231313798508e-08,3.974459295134331e-09,2.236098537643927e-05,0.8878879904137844,0.9999999999999802,4.9851698425773874e-12,0.7191011235955057,0.2328767123287671,0.30164964650432047,0.35714285714285715,0.21476510067114096,0.2083333333333334,0.0,0.23856692599670715,0.2488764264948875,0.21576946754436832,0.0,0.18344275480959985,0.2451796752613889,0.24282419948881878,0.7469938140976109,0.4198929494477667,0.44990837408139595,0.42597338590852823,0.7713025322307351,0.37342620319749853,0.467050009376783,0.44273255958191393,0.5307369925059437,0.022670025188916865,5.93813408748473e-08,0.038235294117646965,0.5600000000000002,0.8200695684913237,0.9556508908737573,0.9839209056156478,0.06365554799775991,0.6353772668517808,0.1830146687594777,0.22724994719643776,0.2693232251585913,0.23966436337266245,0.5163683089157128,0.22975977918161994,0.46804211528309914,0.23966436339398067,0.8367097930219902,0.22086500754589258,0.2532681859400431,7.340801328478724e-09,0.26657902979783377,6.444027282873167e-09,0.2537460192079075,6.494318131291123e-09,0.1976835854820721,1e-12,0.00909922846552309,1e-12,1e-12,1.3321456840464938e-05,1e-12
1,1,5,0.0,0.5096015152097653,0.11659784208825447,0.6666666666666667,0.6701737316179757,0.10375722600359011,1.8210586505559922e-09,3.991381149642367e-09,0.0004235830193188602,0.9045285943317634,0.9999999999999856,4.2233494398089336e-12,0.7977528089887641,0.14383561643835616,0.5086567164179104,0.2792207792207792,0.18791946308724836,0.1861471861471862,0.0,0.1438512070439953,0.22212182798541164,0.13964762790219853,0.0,0.15418189202687707,0.25547523458731997,0.1778873378894738,0.6934043719973317,0.32000544129085856,0.41140821840474273,0.3453338143439785,0.7136892154367022,0.33236324094479985,0.45842396796646917,0.3759174255778821,0.36967954073095033,0.010075566750629691,5.93813408748473e-08,0.04999999999999988,0.12,0.7849222244423093,0.8535377251743004,0.9300047374431858,0.3489795163818904,0.6412450614974465,0.22207535942693168,0.29143928112765183,0.32458454556462835,0.19168116871785656,0.6294331015024692,0.16443824567772275,0.5938034396675892,0.19168116874968397,0.8155866906436815,0.18373739458113061,0.2063763148200581,6.646923054119903e-09,0.194906241353179,8.31512964930103e-09,0.19589661771208122,1.677647815934416e-08,0.28366378272894377,1e-12,0.014686033073443589,1e-12,1e-12,0.00013679915840282629,1e-12
1,1,6,0.0,0.41386486746127094,0.04468252485502635,0.0,0.46340664311781343,0.10375722729823166,9.274939231299746e-09,4.041896341177158e-09,6.467875283424985e-05,0.6576139873641825,0.9999999999999636,4.713310721804562e-12,0.6966292134831461,0.22602739726027393,0.300121016538927,0.5909090909090909,0.2483221476510067,0.29811629811629825,0.0,0.2041875980565812,0.22347119251794606,0.22694891976843823,0.0,0.13640471624101408,0.21931234943402067,0.22064245043418867,0.6162064224575436,0.3528479407196951,0.38857838292458813,0.39048525677005896,0.6078368883785221,0.2860319971994825,0.3943997593029895,0.37297618753909934,0.6574822996232519,0.04534005037783369,2.0343552613082365e-07,0.07941176470588221,0.3200000000000002,0.8737330610713405,0.8589674076998586,0.9212339275007085,0.24961377452682676,0.3719187233131762,0.23390894028634124,0.3415400741904744,0.3888866487676208,0.13041565626052493,0.6010922201355241,0.10460361212913036,0.5533376117926019,0.13041565627471277,0.7677591853829417,0.23703974239925682,0.26278579515273415,2.653956705522341e-08,0.26695539286383807,2.1560276647936094e-08,0.3056050483214492,1.7679437328221792e-08,0.3565383182301973,1e-12,0.032626083669189225,1e-12,1e-12,3.9582440771909987e-05,1e-12
1,1,7,0.0,0.29851364299217664,0.01618520861192383,0.3333333333333333,0.03473696275711402,0.10375722119002813,4.066856410303668e-09,1.3263013421718167e-10,5.297392916788973e-06,0.3395359822584934,0.9999999999999285,3.899952829753382e-12,0.7078651685393259,0.2328767123287671,0.29693637077769053,0.7337662337662338,0.4161073825503356,0.22091886608015648,0.0,0.20193719827780057,0.19499336054424918,0.23851517158013802,0.0,0.153933907691498,0.20970032751163367,0.18875702771998282,0.6329880581617522,0.35547606971126194,0.3681216089585102,0.4060969835997955,0.6159848874612428,0.3064818949020352,0.38821092922052153,0.3493517241365015,0.6621517891045872,0.030226700251889102,1.020545838049128e-07,0.08529411764705873,0.4800000000000001,0.7208504801219506,0.7911993529598558,0.855484965362657,0.201385025056127,0.1643824079957834,0.311135813856155,0.34622270678531875,0.37534332233502754,0.31009279822778535,0.45471175111663104,0.28451578439078357,0.40993865489411646,0.3100927982510679,0.6714200704535851,0.29951201474831224,0.33199216538358634,2.052858339708322e-08,0.17676068455719432,3.027604377677942e-08,0.32461014748365125,1.0872752014461509e-08,0.34518737778075503,1e-12,0.006769160890542534,1e-12,1e-12,0.00010548338371464526,1e-12
1,1,8,0.0,0.500115615245023,0.14332226136289877,0.3333333333333333,0.5148543999621213,0.10375722427075627,6.2901169505225784e-09,5.5797887980118506e-09,0.00015095369373131074,0.7277312683530197,0.9999999999999898,2.1790989863511735e-12,0.7415730337078652,0.2808219178082192,0.2626865671641791,0.5194805194805195,0.1342281879194631,0.484848484848485,0.0,0.1594514289236206,0.14148922247568205,0.20714167854760412,0.0,0.13268062155065688,0.16783586744397821,0.2268998737488785,0.5101906491789194,0.27533049744686994,0.27407871293992986,0.3358838660869195,0.5137341101956339,0.2555108138386743,0.312629184571785,0.347493913580576,0.6089367701264972,0.037783375314861464,8.971290978422044e-08,0.058823529411764656,0.6000000000000002,0.8649644442006217,0.802556003644483,0.9235420580070522,0.3562338670561638,0.44141788489410483,0.28611059834679603,0.32783092878703757,0.3482691105345017,0.22380372128514897,0.488966081365266,0.22039409519760897,0.4591048925330596,0.22380372133571697,0.6952782577418479,0.29925495540180913,0.335981217304383,1.0693008738480912e-08,0.19426578305913192,2.4967888309396743e-08,0.37577608888865743,1.9629498023682482e-08,0.48072139504167066,1e-12,0.028684589294505753,1e-12,1e-12,2.1802093494688387e-05,1e-12
1,1,9,0.0,0.4955947879750422,0.09463507366386337,0.0,0.7193366504932104,0.1037572268027116,1.4195984907533023e-08,6.320621624492211e-09,6.278481309751147e-05,0.8387724776192578,0.9999999999999896,4.564092203810212e-12,0.6629213483146068,0.2397260273972603,0.2709529276693456,0.2987012987012987,0.2684563758389262,0.13939393939393943,0.0,0.23256055466807285,0.2085207405142322,0.19647880260883932,0.0,0.18992157307346552,0.24831252485103134,0.223259293483216,0.7119012502698576,0.4054948993151808,0.4057304392481742,0.39835648666232326,0.7378743767839281,0.37155783262773545,0.4596160349468586,0.417921258361347,0.4458137986570865,0.03526448362720401,1.7107021989252408e-07,0.09705882352941166,0.24,0.7676184402056545,0.7134536962898448,0.9130441691382386,0.3510411157175055,0.5448868236744246,0.22227357620745608,0.2357356359234557,0.2687131402865668,0.39813404300368066,0.619027320891799,0.3742862163853363,0.5720709117086443,0.3981340430220476,0.7991942469627894,0.2298992511969862,0.262812529314872,8.285091120257477e-09,0.24865744903003648,6.914932052808939e-09,0.2521275621803579,1.599133230163022e-08,0.2558151633462137,1e-12,0.016474554708889557,1e-12,1e-12,6.18354841033395e-05,1e-12
