fid,iid,rep,evaluations,raw_y,true_y,x0,x1,x2,x3,x4
1,1.0,0.0,1,69.4422085447,148.9222085447,3.528105,0.800314,1.957476,4.481786,3.735116
1,1.0,0.0,2,31.2079880479,110.6879880479,-1.954556,1.900177,-0.302714,-0.206438,0.821197
1,1.0,0.0,3,37.1401847808,116.6201847808,0.288087,2.908547,1.522075,0.24335,0.887726
1,1.0,0.0,4,20.0875813001,99.5675813001,0.667349,2.988158,-0.410317,0.626135,-1.708191
1,1.0,0.0,5,103.4459151652,182.92591516520002,-5.0,1.307237,1.728872,-1.48433,4.539509
1,1.0,0.0,6,44.5524779418,124.03247794180001,-2.908731,0.091517,-0.374368,3.065558,2.938718
1,1.0,0.0,7,43.3776992019,122.8576992019,0.309895,0.756325,-1.775571,-3.961593,-0.695824
1,1.0,0.0,8,34.4844472575,113.96444725750001,0.312698,2.460581,2.40476,-0.774654,-0.604606
1,1.0,1.0,1,45.1365438782,124.6165438782,3.248691,-1.223513,-1.056344,-2.145937,1.730815
1,1.0,1.0,2,52.2274171147,131.7074171147,-4.603077,3.489624,-1.522414,0.638078,-0.498741
1,1.0,1.0,3,47.6713869863,127.1513869863,2.924216,-4.120281,-0.644834,-0.768109,2.267539
1,1.0,1.0,4,25.9267428516,105.4067428516,-2.199783,-0.344856,-1.755717,0.084427,1.16563
1,1.0,1.0,5,45.2274833044,124.7074833044,-2.201238,2.289447,1.803181,1.004989,1.801712
1,1.0,1.0,6,24.8332461707,104.31324617070001,-1.367456,-0.24578,-1.871539,-0.535776,1.060711
1,1.0,1.0,7,18.1042159378,97.5842159378,-1.383322,-0.793507,-1.374345,-1.690411,-1.342492
1,1.0,1.0,8,21.9492131449,101.4292131449,-0.025329,-2.234621,0.468831,3.319604,1.484088
1,1.0,2.0,1,17.516325617,96.996325617,-0.833516,-0.112534,-4.272392,3.280542,-3.586871
1,1.0,2.0,2,28.6313294015,108.1113294015,-1.683495,1.005763,-2.490576,-2.115904,-1.818015
1,1.0,2.0,3,65.7894081713,145.2694081713,1.102908,4.584416,0.083079,-2.235851,1.078117
1,1.0,2.0,4,31.7838397901,111.26383979010001,-1.192319,-0.038261,2.350002,-1.495742,0.018051
1,1.0,2.0,5,25.532405752,105.012405752,-1.756216,-0.312868,0.513141,-1.977558,-0.677644
1,1.0,2.0,6,31.643210047,111.123210047,-0.472368,-1.27531,-2.375225,-2.842434,-0.30699
1,1.0,2.0,7,63.9913409449,143.47134094490002,-0.538114,4.462734,-4.869535,0.225453,0.740889
1,1.0,2.0,8,29.5713765301,109.0513765301,2.719268,1.003714,-1.688427,2e-05,1.084705
1,1.0,3.0,1,52.4938046065,131.9738046065,3.577257,0.87302,0.192995,-3.726985,-0.554776
1,1.0,3.0,2,9.2263415775,88.7063415775,-0.709518,-0.165483,-1.254001,-0.087636,-0.954436
1,1.0,3.0,3,33.0040610526,112.4840610526,-2.62773,1.769245,1.762636,3.419146,0.100067
1,1.0,3.0,4,6.9750750012,86.4550750012,-0.809355,-1.09072,-3.092955,1.964735,-2.202135
1,1.0,3.0,5,23.6100422267,103.0900422267,-2.370093,-0.4113,2.972297,0.473433,-2.04757
1,1.0,3.0,6,25.7072354621,105.1872354621,-1.425986,1.25049,-0.321027,-1.537673,-0.460061
1,1.0,3.0,7,42.0050414294,121.48504142940001,1.490113,3.952222,-2.488247,-1.252834,-1.607532
1,1.0,3.0,8,34.0925886319,113.5725886319,-4.838166,-1.847584,-2.047752,2.247956,-0.263828
1,1.0,4.0,1,9.9735365944,89.4535365944,0.101123,0.999903,-1.991818,1.387197,-0.836603
1,1.0,4.0,2,17.1610739152,96.6410739152,-3.169154,-1.295414,1.19715,0.6645,-2.294953
1,1.0,4.0,3,6.1364572301,85.61645723010001,1.237339,-0.175974,0.850145,0.664506,-2.313633
1,1.0,4.0,4,22.7018816485,102.1818816485,0.701994,-1.213775,3.093959,1.446683,0.092271
1,1.0,4.0,5,77.2888554423,156.7688554423,-1.965983,0.108865,0.319786,-2.417896,4.44672
1,1.0,4.0,6,24.9782819092,104.4582819092,0.78859,3.384715,-2.225624,3.271495,-2.721931
1,1.0,4.0,7,52.4604471742,131.94044717420002,-1.302452,1.084903,0.096012,-4.716147,-2.211168
1,1.0,4.0,8,61.3919119909,140.8719119909,1.675673,4.175742,1.829682,-0.552407,1.593024
1,1.0,5.0,1,46.1576871045,125.6376871045,0.882455,-0.66174,4.861542,-0.504184,0.21922
1,1.0,5.0,2,15.6203064662,95.10030646620001,3.164962,-1.818465,-1.183273,0.375206,-0.65974
1,1.0,5.0,3,8.4574302613,87.93743026130001,-2.385529,-0.409753,-0.717658,1.206943,-3.329577
1,1.0,5.0,4,74.6584073469,154.1384073469,-1.400358,2.302782,3.714662,-3.022359,1.289695
1,1.0,5.0,5,35.7759449617,115.25594496170001,-1.961216,-1.713706,-1.743758,-0.845016,1.99288
1,1.0,5.0,6,12.7809193173,92.26091931730001,1.424843,0.118288,-0.726622,0.006578,-0.211861
1,1.0,5.0,7,13.4627891804,92.9427891804,1.586107,-1.263143,-0.01239,-0.202135,-0.104616
1,1.0,5.0,8,52.0820733629,131.5620733629,0.498435,0.39532,2.669697,-0.173751,3.123065
1,1.0,6.0,1,28.0792857255,107.5592857255,-0.623567,1.458008,0.435642,-1.798184,-4.973561
1,1.0,6.0,2,24.5647267837,104.0447267837,1.826503,2.254127,-3.028186,3.278582,-0.859787
1,1.0,6.0,3,36.8395549424,116.3195549424,5.0,1.203644,-0.671763,2.475476,0.222256
1,1.0,6.0,4,20.8258875036,100.3058875036,0.258302,0.152255,-0.310256,1.268451,1.62131
1,1.0,6.0,5,53.9251796311,133.4051796311,0.709617,3.625181,-2.712952,-0.927264,1.649308
1,1.0,6.0,6,49.0706764786,128.5506764786,-2.352863,3.128979,1.42541,-0.362013,1.068399
1,1.0,6.0,7,19.7125907776,99.1925907776,-1.173226,-2.963707,1.714495,1.886198,0.228883
1,1.0,6.0,8,28.6512791152,108.1312791152,-0.043913,-4.254289,-1.668815,-0.931017,0.467421
1,1.0,7.0,1,12.911725061,92.391725061,3.381051,-0.931875,0.06564,0.815033,-1.577846
1,1.0,7.0,2,24.2348404846,103.7148404846,0.004131,-0.001781,-3.509449,2.035316,1.200997
1,1.0,7.0,3,16.7494372281,96.22943722810001,-1.250858,-0.343097,1.010599,-0.522713,-0.485498
1,1.0,7.0,4,18.0959874692,97.5759874692,-2.906483,1.109161,0.247762,0.54892,-3.053049
1,1.0,7.0,5,22.6966708163,102.1766708163,3.301399,0.308671,-0.77428,4.058144,-0.090772
1,1.0,7.0,6,28.3556967882,107.83569678820001,-2.901357,-0.810456,-4.57663,2.098793,-0.832949
1,1.0,7.0,7,23.3974138169,102.8774138169,-1.485107,2.14494,-3.302151,1.070859,-4.12883
1,1.0,7.0,8,24.0288110612,103.5088110612,-1.324319,-2.40844,2.923951,3.532322,-0.658828
1,1.0,8.0,1,46.9428164837,126.4228164837,0.182409,2.182565,-3.893941,-2.772699,-4.592983
1,1.0,8.0,2,90.0640715572,169.5440715572,4.819669,3.455672,4.409113,1.589655,1.952842
1,1.0,8.0,3,48.3701204455,127.85012044550001,-2.366854,3.832727,-2.246654,-1.328071,-0.756717
1,1.0,8.0,4,21.0684294665,100.54842946650001,-1.583231,1.719096,-0.461578,-0.131322,-0.417272
1,1.0,8.0,5,7.6387041141,87.1187041141,2.693737,-1.213906,-0.348496,0.848103,-3.29198
1,1.0,8.0,6,20.1440703025,99.6240703025,-0.967082,1.070937,2.332281,0.323366,-1.345668
1,1.0,8.0,7,17.0261892134,96.5061892134,2.885048,-0.442961,0.062529,0.363859,-0.125857
1,1.0,8.0,8,20.8436478141,100.3236478141,-1.083137,0.949037,-2.329182,-1.001819,-0.817122
1,1.0,9.0,1,10.1840295071,89.6640295071,0.002217,-0.579088,-2.232133,-0.025766,-0.756723
1,1.0,9.0,2,12.7844717214,92.2644717214,-0.962271,-3.034662,-0.981744,-0.481361,-1.295895
1,1.0,9.0,3,64.5611220043,144.0411220043,1.271782,3.480235,0.593364,1.415007,3.645632
1,1.0,9.0,4,52.2068011656,131.6868011656,0.861538,3.085459,-1.801442,-0.27425,2.595158
1,1.0,9.0,5,24.398735459,103.87873545900001,1.350542,0.063916,1.836292,0.761019,1.032735
1,1.0,9.0,6,16.1144842273,95.5944842273,-0.710479,0.417554,0.656822,-0.99645,-4.183554
1,1.0,9.0,7,74.3099108906,153.7899108906,-0.165175,4.910365,-5.0,-1.826559,-0.454629
1,1.0,9.0,8,49.9231652107,129.4031652107,0.538631,2.260923,2.084795,2.607621,2.778801
1,1.0,10.0,1,37.2755970344,116.75559703440001,2.663173,1.430558,-3.090801,-0.016768,1.242672
1,1.0,10.0,2,15.7149411073,95.1949411073,-1.440171,0.531023,0.217097,0.008583,-0.3492
1,1.0,10.0,3,24.3892685,103.8692685,0.866052,2.406075,-1.930131,2.056548,0.45726
1,1.0,10.0,4,4.0001221363,83.4801221363,0.890275,-2.273204,0.270274,2.969074,-2.15961
1,1.0,10.0,5,57.0886258016,136.5686258016,-3.955457,-3.486745,0.53214,4.769935,2.247383
1,1.0,10.0,6,45.1515778651,124.63157786510001,3.345244,0.198298,2.795993,-0.542496,1.226408
1,1.0,10.0,7,37.9553193699,117.43531936990001,-0.534634,-1.098618,0.265417,-0.952284,2.616946
1,1.0,10.0,8,5.6767014631,85.1567014631,0.390027,0.80042,-0.675265,2.512945,-1.463939
1,1.0,11.0,1,66.0122783294,145.4922783294,3.498909,-0.572146,-0.96913,-5.0,-0.016569
1,1.0,11.0,2,4.1160095466,83.5960095466,-0.639263,-1.073259,0.630805,0.842101,-2.131206
1,1.0,11.0,3,9.2193604455,88.6993604455,-1.772479,-0.951467,1.379365,1.122384,-2.611097
1,1.0,11.0,4,33.8111071244,113.29110712440001,-2.238951,1.473675,3.149268,-0.06215,-1.366893
1,1.0,11.0,5,25.6836536523,105.1636536523,2.191259,-0.619153,1.451504,3.098143,1.26016
1,1.0,11.0,6,14.7574791989,94.2374791989,0.146986,1.464543,-1.285151,-0.356186,-1.147909
1,1.0,11.0,7,15.9906477544,95.4706477544,-0.408751,-0.97299,-0.371551,-0.761073,0.177955
1,1.0,11.0,8,68.5301700978,148.0101700978,0.127343,0.592694,2.805542,-3.093725,2.591237
1,1.0,12.0,1,47.9022313419,127.3822313419,0.945972,-1.362852,0.484879,-3.401471,1.506286
1,1.0,12.0,2,84.1619914421,163.6419914421,-3.069443,0.010254,-0.240455,-1.613964,5.0
1,1.0,12.0,3,62.7876307278,142.2676307278,-1.195646,0.944914,2.191912,-2.430338,2.684713
1,1.0,12.0,4,53.4872968721,132.9672968721,-0.2443,2.025031,-1.827738,-2.05906,2.419593
1,1.0,12.0,5,7.5421700307,87.02217003070001,1.003745,0.277692,1.281522,1.054665,-2.30872
1,1.0,12.0,6,77.3165470265,156.7965470265,-4.426667,-3.363513,-3.576189,-4.43707,-1.294862
1,1.0,12.0,7,16.1951392169,95.6751392169,-1.056809,-0.078418,0.429952,-0.768718,-0.507808
1,1.0,12.0,8,6.4066114199,85.8866114199,0.146504,-1.994408,-1.427713,0.070833,-1.355891
1,1.0,13.0,1,40.2099123865,119.6899123865,-1.424781,1.507533,-0.089006,0.903625,2.690203
1,1.0,13.0,2,22.932987844,102.412987844,1.064676,2.700376,1.722423,2.957371,-2.090754
1,1.0,13.0,3,34.787619683,114.267619683,-1.577978,-2.523212,1.125694,-0.486653,1.827481
1,1.0,13.0,4,34.7982107927,114.27821079270001,0.634702,0.254607,4.300766,1.212577,-0.053543
1,1.0,13.0,5,46.8975954775,126.3775954775,-1.968322,2.381411,1.905661,-2.174363,-0.290423
1,1.0,13.0,6,5.6404830022,85.1204830022,0.475716,-3.278187,-0.556269,2.798477,-3.230216
1,1.0,13.0,7,42.9644396475,122.4444396475,0.981744,3.785484,-1.241959,-0.907505,0.434903
1,1.0,13.0,8,29.9542329222,109.43423292220001,1.028658,0.794483,-3.02569,-1.528068,0.20254
1,1.0,14.0,1,17.0531196715,96.5331196715,3.102678,0.158372,0.347953,-0.144673,-4.008659
1,1.0,14.0,2,37.5009790551,116.9809790551,0.289356,-3.002337,0.422219,-1.11641,2.169058
1,1.0,14.0,3,9.6297283002,89.1097283002,-0.372578,0.029323,-2.151139,1.284504,-0.360673
1,1.0,14.0,4,20.8782954049,100.3582954049,1.240601,1.621949,1.555872,-0.474979,-3.783825
1,1.0,14.0,5,25.2091438408,104.6891438408,-2.344244,1.672414,2.018547,2.586199,-1.098662
1,1.0,14.0,6,30.6152346838,110.0952346838,-1.963426,1.829346,1.746141,0.044222,-0.008287
1,1.0,14.0,7,37.821303557,117.30130355700001,-2.698252,-0.416436,2.653081,-1.832521,-0.940026
1,1.0,14.0,8,19.8725175771,99.3525175771,-0.298885,-0.65052,-3.611447,-1.00074,-1.129561
1,1.0,15.0,1,22.8278971328,102.30789713280001,-0.624657,0.678569,-0.311817,-1.003579,0.471138
1,1.0,15.0,2,26.9058815311,106.38588153110001,-3.527211,-2.191724,-2.175531,-0.61034,-0.947497
1,1.0,15.0,3,11.963498623,91.44349862300001,-0.401189,0.710394,1.379035,0.821179,-1.129957
1,1.0,15.0,4,24.6507336821,104.1307336821,1.198781,-0.325873,3.200429,1.363254,0.02976
1,1.0,15.0,5,30.8383022658,110.3183022658,-0.175559,-1.964236,0.243381,-2.274875,0.698005
1,1.0,15.0,6,58.7306799131,138.2106799131,-3.717026,-2.334364,2.849794,2.993131,2.579864
1,1.0,15.0,7,61.2179196873,140.6979196873,-3.623491,-2.996614,-2.900286,-3.387814,0.454528
1,1.0,15.0,8,61.2093053698,140.6893053698,-0.979469,-0.001057,-0.980505,-1.586419,4.097798
1,1.0,16.0,1,7.0882541982,86.56825419820001,0.255897,-3.056947,-1.188936,0.132661,-2.47099
1,1.0,16.0,2,26.3548136509,105.8348136509,-1.242737,-1.777896,0.99782,-1.573794,0.237487
1,1.0,16.0,3,28.2635191155,107.7435191155,-1.513726,0.986734,-1.678809,-2.030044,-0.685039
1,1.0,16.0,4,93.1872544362,172.6672544362,3.768928,-0.541826,-2.903439,-2.160318,5.0
1,1.0,16.0,5,21.6666568869,101.1466568869,-0.440446,-0.178801,0.552683,3.224522,1.43193
1,1.0,16.0,6,10.5130340069,89.9930340069,1.317265,0.421482,-1.128887,0.280372,-0.676896
1,1.0,16.0,7,50.5198667742,129.9998667742,-2.809655,-4.973284,2.547087,2.159496,1.296805
1,1.0,16.0,8,25.4628632654,104.9428632654,1.11284,0.467075,-2.157691,-2.363922,-1.40648
1,1.0,17.0,1,33.2372794074,112.71727940740001,0.552532,-3.709256,1.247802,2.290623,2.074381
1,1.0,17.0,2,19.1776786472,98.6576786472,3.773278,-0.223397,-0.724203,0.29735,-0.875566
1,1.0,17.0,3,56.1886056802,135.66860568020002,4.342514,2.304621,-3.637625,-0.276099,1.079679
1,1.0,17.0,4,50.5080664889,129.98806648890002,-3.550565,2.629753,-0.946896,-2.18446,-0.500055
1,1.0,17.0,5,27.28512904,106.76512904,-1.964589,2.062538,0.982668,-0.893293,-1.61272
1,1.0,17.0,6,25.9389425022,105.4189425022,0.262536,-2.42512,0.319982,-1.510446,0.699792
1,1.0,17.0,7,27.6144418579,107.09444185790001,1.955084,-0.27717,0.207713,0.601182,1.936411
1,1.0,17.0,8,30.2607556479,109.7407556479,1.739248,1.135566,0.930565,-2.330746,-4.07199
1,1.0,18.0,1,46.1707186295,125.6507186295,0.158857,4.380405,-0.269784,0.321036,0.885396
1,1.0,18.0,2,22.0387678195,101.5187678195,1.246783,2.017807,0.788498,-0.672773,-1.291813
1,1.0,18.0,3,26.8450039454,106.3250039454,1.610915,0.832886,1.149239,-2.203343,-1.989514
1,1.0,18.0,4,23.8489649253,103.3289649253,2.691039,1.163736,1.074477,4.134094,-0.580648
1,1.0,18.0,5,39.0487537173,118.5287537173,1.20273,-1.129054,-2.335903,-2.044004,1.767039
1,1.0,18.0,6,34.9498358274,114.42983582740001,-1.067489,-2.700864,0.460188,1.78971,2.74152
1,1.0,18.0,7,60.9227959916,140.4027959916,4.927403,2.255803,-1.638428,0.134928,2.154433
1,1.0,18.0,8,54.0310189545,133.5110189545,-1.10709,1.355235,2.082987,-3.502844,0.237339
1,1.0,19.0,1,10.0990575707,89.5790575707,0.442007,-0.68093,-1.155497,-0.808063,-1.206579
1,1.0,19.0,2,16.6007053623,96.08070536230001,-0.487705,2.070687,1.161507,0.504827,-2.925092
1,1.0,19.0,3,38.6943049953,118.1743049953,-3.096683,0.530545,-0.001792,-2.031985,0.223979
1,1.0,19.0,4,32.9038630593,112.38386305930001,-2.383904,3.111088,-1.8666,1.053068,-0.299929
1,1.0,19.0,5,50.7111954387,130.1911954387,1.045571,2.68431,3.117043,2.511988,1.817207
1,1.0,19.0,6,21.3861965635,100.86619656350001,-1.681803,2.01117,-2.047608,0.363548,-0.833362
1,1.0,19.0,7,50.730455356,130.210455356,3.956817,3.834889,-2.062014,-0.966624,-1.29016
1,1.0,19.0,8,41.5311800557,121.01118005570001,0.120696,1.095861,1.690297,-2.414363,0.749681
1,2.0,0.0,1,110.5533995059,505.03339950590004,3.528105,0.800314,1.957476,4.481786,3.735116
1,2.0,0.0,2,55.886254329,450.366254329,-1.954556,1.900177,-0.302714,-0.206438,0.821197
1,2.0,0.0,3,92.9173884641,487.3973884641,0.288087,2.908547,1.522075,0.24335,0.887726
1,2.0,0.0,4,84.2561239875,478.73612398750004,0.667349,2.988158,-0.410317,0.626135,-1.708191
1,2.0,0.0,5,92.0246768896,486.50467688960003,-5.0,1.307237,1.728872,-1.48433,4.539509
1,2.0,0.0,6,26.6527417289,421.13274172890004,-2.908731,0.091517,-0.374368,3.065558,2.938718
1,2.0,0.0,7,99.4272081241,493.9072081241,0.309895,0.756325,-1.775571,-3.961593,-0.695824
1,2.0,0.0,8,108.9426795184,503.4226795184,0.312698,2.460581,2.40476,-0.774654,-0.604606
1,2.0,1.0,1,98.7810611659,493.2610611659,3.248691,-1.223513,-1.056344,-2.145937,1.730815
1,2.0,1.0,2,58.9203093648,453.4003093648,-4.603077,3.489624,-1.522414,0.638078,-0.498741
1,2.0,1.0,3,81.8578876516,476.3378876516,2.924216,-4.120281,-0.644834,-0.768109,2.267539
1,2.0,1.0,4,28.2492643425,422.7292643425,-2.199783,-0.344856,-1.755717,0.084427,1.16563
1,2.0,1.0,5,70.4355949575,464.91559495750005,-2.201238,2.289447,1.803181,1.004989,1.801712
1,2.0,1.0,6,36.8943450689,431.3743450689,-1.367456,-0.24578,-1.871539,-0.535776,1.060711
1,2.0,1.0,7,52.780820106,447.26082010600004,-1.383322,-0.793507,-1.374345,-1.690411,-1.342492
1,2.0,1.0,8,34.4080178783,428.88801787830005,-0.025329,-2.234621,0.468831,3.319604,1.484088
1,2.0,2.0,1,37.4891967324,431.9691967324,-0.833516,-0.112534,-4.272392,3.280542,-3.586871
1,2.0,2.0,2,65.2327690138,459.7127690138,-1.683495,1.005763,-2.490576,-2.115904,-1.818015
1,2.0,2.0,3,133.7482461483,528.2282461483001,1.102908,4.584416,0.083079,-2.235851,1.078117
1,2.0,2.0,4,83.1916516857,477.6716516857,-1.192319,-0.038261,2.350002,-1.495742,0.018051
1,2.0,2.0,5,66.8299544253,461.3099544253,-1.756216,-0.312868,0.513141,-1.977558,-0.677644
1,2.0,2.0,6,63.2790091992,457.7590091992,-0.472368,-1.27531,-2.375225,-2.842434,-0.30699
1,2.0,2.0,7,80.05635273,474.53635273000003,-0.538114,4.462734,-4.869535,0.225453,0.740889
1,2.0,2.0,8,78.730944743,473.210944743,2.719268,1.003714,-1.688427,2e-05,1.084705
1,2.0,3.0,1,146.267644594,540.747644594,3.577257,0.87302,0.192995,-3.726985,-0.554776
1,2.0,3.0,2,43.3236894053,437.8036894053,-0.709518,-0.165483,-1.254001,-0.087636,-0.954436
1,2.0,3.0,3,55.1094392723,449.5894392723,-2.62773,1.769245,1.762636,3.419146,0.100067
