fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,1,20,1,1.1816454097075886,1.2577801928683223,1,0.4041866739010915,102.40870732164488,0.5729198043143529,3.2797855715993243,5.72468528213026,0.6012572903527839,0.9999999999999598,1.000000216139513,,0.3,0.1833333333333333,1.636363636363637,0.3266666666666667,0.0666666666666666,4.900000000000001,0.3664765955821905,0.4332407959748209,0.4203667117185715,0.533785621707492,0.3752905480617117,0.3835989198868575,0.4278545546178348,0.5581833517384112,-3.0331994039921737,-2.713544074091551,-2.775182940818008,-2.2321530104621083,-2.920754086162733,-2.881909290582386,-2.6749973804533296,-2.065660727144296,0.8545552339495983,0.8458458458458454,1.216424293857368,0.3853853853853852,0.5,1.0369150420512638,0.932970979555585,0.931729160528597,0.1447095645142259,-0.5942537095670919,1.2234399706,6.0,1.6993518205,0.755400931,1.2001030807,0.2015060091,0.8590128594,0.1557117201,0.5638194441,1.4402474042,-45.3343919054,5.7330353099,15.3117622798
1,1,21,1,1.5961095767375812,2.590202101092297,2,0.5705478790275323,104.43374930769924,1.111606328609109,4.934639954097984,4.43919742726944,0.8541187487438364,0.9999999999999754,1.000000280040249,,0.3266666666666667,0.1566666666666666,2.0851063829787235,0.2533333333333333,0.1766666666666666,1.4339622641509433,0.2781951340205037,0.3246530983462767,0.3666841878949094,0.5101718000007294,0.2889030778283973,0.2889030778283973,0.3768375288281776,0.5317376966319957,-3.481322087727888,-3.257251642956485,-3.0545323661636354,-2.362480238388825,-3.302558807611023,-3.302558807611023,-2.894163430571713,-2.174758104053548,0.8545552339495983,0.9459459459459456,2.0197857568198785,0.3653653653653652,0.6296296296296297,0.9914575027486936,0.9430932579422502,0.9540771790653444,0.1087438820328156,-0.4479606595098836,1.1453200882,6.0,1.7753331797,0.7897895574,0.8417388768,-0.0691109067,0.5769122975,-0.0119537074,0.3954566514,0.7085243368,-50.4849950606,6.778436089,17.88321244
1,1,22,1,1.7114270258476365,2.398979034042143,1,0.3476821393884374,99.8961889957758,0.3546890428857439,3.285396413273089,9.262751356915796,0.6482305251276964,0.9999999999999656,1.0000003114182126,,0.3166666666666666,0.1233333333333333,2.5675675675675675,0.3999999999999999,0.3066666666666667,1.3043478260869563,0.5066103896178885,0.4331171561637393,0.446091839870574,0.5945668450900823,0.5375728314779623,0.5375728314779623,0.5294755792519006,0.6410851490363899,-2.2047635841215296,-2.5331758599162315,-2.475197115430368,-1.8117208731829804,-1.947386474458216,-1.947386474458216,-1.9814858538603963,-1.511472451937934,0.8622748924552592,0.9859859859859856,0.944257242605741,0.1851851851851851,0.5740740740740741,1.0029818370662311,0.8934795770445702,0.9080206575752454,0.201346085826548,-0.4444198889440758,0.9746876114,6.0,1.6929883778,0.7493573148,0.7983109823,0.1260947723,0.6603152292,0.1195131379,0.3750538279,0.6373004245,-43.0307025899,7.0412724028,19.2743129699
1,1,23,1,1.3654837476972084,1.7646568129036089,2,0.6927242079916094,106.75011426201958,1.403155751690254,5.234881838927,3.730791704784743,0.7312245540277056,0.9999999999999668,1.000000165108554,,0.4,0.1066666666666666,3.75,0.0933333333333333,0.1066666666666666,0.8750000000000001,0.1708599230754375,0.2377764216496833,0.3801847104464197,0.462314767285656,0.1773232366416186,0.252929653175275,0.3718403490765796,0.4813885277732432,-3.8991133243255214,-3.584431862809593,-2.914742781561297,-2.528518055653356,-3.727706729765541,-3.385119506837998,-2.846312260668947,-2.349928381666379,0.8140683334638898,0.9259259259259256,0.8610934477105054,0.3453453453453451,0.4629629629629629,1.0246240680414036,0.9518236668775896,0.9741902082040425,0.1118414860340133,-0.4073203641735952,1.205048899,6.0,1.7503871548,0.7800799752,1.3649939067,0.2269984973,1.0605453935,0.1999438568,0.6412866678,1.8632083654,-42.7223736547,4.7089717096,12.1568161968
1,1,24,1,0.6717540442907904,-0.5748478704247657,1,0.8129746036069267,105.25012990052272,0.3556643460798153,5.860181049026643,16.476717763864777,0.9101655328010484,0.9999999999999836,1.0000002591583157,,0.17,0.09,1.888888888888889,0.09,0.0866666666666666,1.0384615384615383,0.2830787715150323,0.3141779369017593,0.3647451904404643,0.4613531926255638,0.2865348390526014,0.2865348390526014,0.3714914926150411,0.4595660756683475,-3.818384525215581,-3.652747678179061,-3.383422108335243,-2.868879525553693,-3.754143419491152,-3.754143419491152,-3.3071146374691853,-2.8436797923045805,0.8210415332382531,0.9059059059059056,1.05931476351837,0.2652652652652651,0.5925925925925926,0.950205429211268,0.8901045222421317,0.8593201463818532,0.2118759729496693,-0.3464505460636761,1.2861646527,6.0,1.7874144223,0.7962112134,0.9489785526,-0.0407285976,0.7836513902,0.0100101159,0.4458388355,0.9005602934,-49.0558040802,5.3803119691,14.3865307592
1,1,25,1,1.5696534826339636,1.992059899718116,2,0.3892516357030028,107.965315420705,1.0071388534714354,6.061461885956076,6.018496719755428,0.8665374297658495,0.9999999999999908,1.0000002544798905,,0.3266666666666666,0.18,1.8148148148148149,0.3,0.09,3.333333333333333,0.2989739521573096,0.2278830570712877,0.349166952338157,0.4621234271305118,0.3262158899700808,0.3262158899700808,0.4222223490474938,0.4924439501013458,-3.519558614710398,-3.876476268480131,-3.2675605516879185,-2.70045333054232,-3.100295233339719,-3.100295233339719,-2.658538945210111,-2.3354269991372463,0.8611634571933651,0.8658658658658656,1.333905690039059,0.2852852852852852,0.5740740740740741,1.0089676212048413,0.9056414385585796,0.943853880341947,0.2163863082564731,-0.4239781452559431,1.142209239,6.0,1.6970882685,0.7493852591,1.7585110562,0.4215383387,1.5537450232,0.4057177083,0.8261646371,3.0923611349,-45.4832695079,6.4995057047,16.9325369247
1,1,26,1,2.469022526750132,7.75614992857157,2,0.467560072379488,100.9969719694206,1.9894215077127195,4.91091307366079,2.468513110279466,0.8418172364091863,0.999999999999982,1.0000003672470106,,0.3299999999999999,0.1466666666666666,2.25,0.3666666666666666,0.2166666666666666,1.6923076923076923,0.4100275846332413,0.387260429819492,0.4091184904755434,0.5039713467009139,0.4367865499818883,0.4320398373927906,0.4320398373927906,0.5410935635805921,-2.7629945097689097,-2.869619026636097,-2.767252034529658,-2.323031399529839,-2.4760827321985754,-2.496950936031769,-2.496950936031769,-2.017512726083403,0.8291116455366099,0.8458458458458454,1.679674872092653,0.4854854854854853,0.4814814814814814,1.0692097704655672,0.9354386904722432,0.951865304876571,0.169821939561468,-0.4007035953520482,1.1620979056,6.0,1.7585794501,0.7811254791,1.4889731298,-0.3849601628,1.2678437746,-0.3226363987,0.6995332449,2.2170409812,-44.8755541951,5.5801387508,14.7034854861
1,1,27,1,1.8010190625234244,3.736909238759144,2,0.637017120864749,104.02931130235788,0.6101538995454109,4.819089357259777,7.898153827829654,0.818088511634369,0.9999999999999768,1.0000003093230143,,0.3933333333333333,0.18,2.1851851851851856,0.3133333333333333,0.1633333333333333,1.918367346938776,0.3700791616532506,0.3903461463071046,0.3886320623047612,0.466287296339036,0.3853275476589955,0.3853275476589955,0.4014578403695978,0.4945773213436558,-2.7816469872451464,-2.6921506674363007,-2.6997198353551104,-2.3568046075271467,-2.6068999355063323,-2.6068999355063323,-2.5384894204965605,-2.143558481227817,0.7986999105956007,0.8058058058058054,0.8412497049736118,0.2852852852852852,0.4074074074074074,1.0456739087758702,0.9198755784019093,0.9379102408909136,0.1940565638587984,-0.3547842416571616,1.0031555499,6.0,1.7483131309,0.7720383937,0.8197035681,0.0070659718,0.59696096,0.0180426491,0.3851042611,0.6719139396,-37.4897192855,5.4390998526,14.5460177851
1,1,28,1,1.3750711541032647,2.1638623429210897,4,0.3936216816635335,97.9490933533524,0.1861567467389593,2.859435601417722,15.360365130506937,0.6010743783013148,0.9999999999999792,1.000000166876576,,0.3733333333333333,0.1733333333333333,2.1538461538461537,0.3733333333333333,0.2066666666666667,1.806451612903225,0.3123931167015805,0.2775653893651821,0.3101402030829682,0.457183206754058,0.3246878645585399,0.3246878645585399,0.316429257328486,0.4386072766854048,-3.181119560806186,-3.342245296134461,-3.191542358708668,-2.5112679364778,-3.005936001334645,-3.005936001334645,-3.042696550258401,-2.49886017048323,0.8344942719720423,0.8658658658658656,1.5678717853794495,0.2652652652652651,0.5370370370370371,1.0109899433427072,0.9380635732116736,0.9471996781448112,0.1283278518748083,-0.4579327629533633,1.1911523228,6.0,1.7954378704,0.7975796497,1.1409418902,-0.0043974635,0.8555397832,-0.0188767459,0.5360249737,1.3017483967,-44.7817785524,5.0723640054,13.6921809082
1,1,29,1,1.631089243728861,2.9708796299638074,2,0.6161543305804402,109.88739645206668,1.8947560831492365,3.6695444573512654,1.936684352136867,0.7880082534489122,0.9999999999999792,1.0000001685935065,,0.38,0.1633333333333333,2.326530612244898,0.1833333333333333,0.17,1.0784313725490196,0.3442663751713256,0.379777274643679,0.3837173492821784,0.5236841765919007,0.353074197365202,0.3812954862106707,0.4143534973917063,0.5325105286798701,-3.4879715703389578,-3.299082358154521,-3.278124353556709,-2.5336142415818848,-3.3552785618774004,-3.2089089394785155,-3.0374536724876458,-2.4246326157272047,0.7721252293344689,0.9859859859859856,1.2451178085219232,0.1451451451451451,0.5,1.047421191316967,0.9481383318542024,0.9341779552817392,0.1310987722366467,-0.3931292534190294,1.4174438035,6.0,1.8019544253,0.8013528854,1.1254902123,-0.3346489841,0.7980749921,-0.2637701904,0.5287656336,1.2667282179,-53.0036358286,5.3324622158,14.2978649064
