fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,1,20,1,6.748513581866503,53.91688301232796,8,0.4693375665716931,94.41329865986624,1.044074902594366,5.0020265998966895,4.79086949362294,0.6872806439730994,0.999999999999986,1.000000174659211,0.9999999999999976,0.366,0.026,14.076923076923077,0.366,0.026,14.076923076923077,0.457,0.0349999999999999,13.05714285714286,5.859993170370542e-06,5.859993170370542e-06,5.859993170370542e-06,5.859993170370542e-06,0.0001817001233473,0.0001817001233473,0.0001817001233473,0.0001817001233473,-0.5396768416122636,-0.5396768416122636,-0.5396768416122636,-0.5396768416122636,-0.0155636283951582,-0.0155636283951582,-0.0155636283951582,-0.0155636283951582,0.5419265472587144,0.5855855855855853,1.0471768194855202e-05,-2.777777777777777,0.435656836461126,0.9566590353183658,0.947593667696645,0.9913468175437842,0.2403235761479922,-0.0998536232347328,2.108e-06,124.0,0.0129330175,0.0053995981,2.4308147367,0.6858757691,0.0141033431,0.0047681763,1.1420190779,5.9088602844,697.7736751933,5.9184120025,16.6282767864
1,1,21,1,6.885665420279313,58.55414425464871,8,0.8131710286969537,103.38543951021435,0.7033952454150247,4.805271324706906,6.831537966782316,0.9320429766029644,0.9999999999999905,1.0000003076243094,0.9999999999999972,0.3289999999999999,0.0199999999999999,16.45,0.3289999999999999,0.0199999999999999,16.45,0.38,0.047,8.085106382978724,4.6550108329845486e-06,4.6550108329845486e-06,4.6550108329845486e-06,4.6550108329845486e-06,8.711603377003306e-05,8.711603377003306e-05,8.711603377003306e-05,8.711603377003306e-05,-0.7498629872625523,-0.7498629872625523,-0.7498629872625523,-0.7498629872625523,-0.0397607614409499,-0.0397607614409499,-0.0397607614409499,-0.0397607614409499,0.549462351787295,0.7457457457457454,1.4800811235481857e-05,-2.117117117117117,0.4343949044585987,0.9574957629790452,0.9495605087139188,0.9932358768350704,0.2635155163780334,-0.0815475202106083,2.6475e-06,124.0,0.0134712488,0.0056937255,1.3274549888,0.412736125,0.0103099422,0.0030676677,0.6236505396,1.7621367473,686.0982397576,8.0056732124,21.1510065667
1,1,22,1,7.581123634373188,68.8336963013809,8,0.5585164181863559,95.43014718052704,1.10507550094026,4.135889826761684,3.742630999639968,0.8189852704928124,0.9999999999999856,1.000000272228601,0.9999999999999964,0.3909999999999999,0.026,15.038461538461537,0.3909999999999999,0.026,15.038461538461537,0.413,0.047,8.787234042553191,5.7166465660631245e-06,5.7166465660631245e-06,5.7166465660631245e-06,5.7166465660631245e-06,0.0001444757665427,0.0001444757665427,0.0001444757665427,0.0001444757665427,-0.5343626244395662,-0.5343626244395662,-0.5343626244395662,-0.5343626244395662,-0.0169518799566757,-0.0169518799566757,-0.0169518799566757,-0.0169518799566757,0.5451285765830929,0.6456456456456453,1.906690840512252e-05,-2.457457457457457,0.4237057220708446,0.9384634637832792,0.9360463171151568,0.988971469610484,0.2734064986891254,-0.0918156545663772,1.7854e-06,124.0,0.0133880657,0.0055660221,1.9805835458,-0.3905401209,0.0132915717,-0.0011425608,0.9304963313,3.9227111818,703.2414248103,7.5541743759,20.0467915521
1,1,23,1,7.510976673769952,67.54997062359972,11,0.7957408164636088,104.2495780474267,1.6567342926775823,5.073450897249886,3.0623202040746507,0.8708869033031964,0.999999999999986,1.000000173602798,0.999999999999998,0.3709999999999999,0.027,13.740740740740735,0.3709999999999999,0.027,13.740740740740735,0.4019999999999999,0.033,12.18181818181818,5.740542294964762e-06,5.740542294964762e-06,5.740542294964762e-06,5.740542294964762e-06,0.0001739300640073,0.0001739300640073,0.0001739300640073,0.0001739300640073,-0.5512768342402381,-0.5512768342402381,-0.5512768342402381,-0.5512768342402381,-0.0152089355603079,-0.0152089355603079,-0.0152089355603079,-0.0152089355603079,0.5633869669610752,0.6856856856856854,2.63281546564802e-05,-2.777777777777777,0.4542974079126876,0.9793327213620296,0.966875901582558,0.996627012720294,0.293983315048632,-0.0867921860112391,2.9218e-06,124.0,0.0126645382,0.0054502088,1.8936873243,-0.0435934397,0.0069581979,0.0005272515,0.8896716888,3.5860516824,683.0770625284,6.8582184571,18.8932308465
1,1,24,1,6.179945800850755,41.73186504206628,8,0.8802837340874856,103.3819895190918,0.0731097027099131,6.169740279534597,84.39017053611994,0.9442592450499704,0.9999999999999938,1.000000233697215,0.9999999999999988,0.3339999999999999,0.0199999999999999,16.7,0.3339999999999999,0.0199999999999999,16.7,0.4009999999999999,0.045,8.911111111111111,4.282100088766345e-06,4.282100088766345e-06,4.282100088766345e-06,4.282100088766345e-06,8.766709974736098e-05,8.766709974736098e-05,8.766709974736098e-05,8.766709974736098e-05,-0.7702235055725565,-0.7702235055725565,-0.7702235055725565,-0.7702235055725565,-0.036068267815975,-0.036068267815975,-0.036068267815975,-0.036068267815975,0.5391810556158647,0.7057057057057055,1.259215613694151e-05,-2.3373373373373374,0.4301745635910224,0.9143428346500648,0.9226354450847752,0.9800785626677252,0.2651301232521283,-0.0679104840015606,3.2266e-06,124.0,0.0145358103,0.0061702869,0.8873748544,-0.2193526688,0.007166556,-0.0016511647,0.4168968526,0.7874341322,674.5594734757,6.753074454,18.3181391019
1,1,25,1,7.984392861214377,75.18482594554649,7,0.6447728603501302,104.4837361679439,1.4725955326464804,7.298098150529373,4.955942068772659,0.9223060091493364,0.9999999999999954,1.0000002278985147,0.9999999999999992,0.344,0.039,8.820512820512821,0.344,0.039,8.820512820512821,0.394,0.039,10.102564102564102,5.853625683415112e-06,5.853625683415112e-06,5.853625683415112e-06,5.853625683415112e-06,0.0002482888239449,0.0002482888239449,0.0002482888239449,0.0002482888239449,-0.6179377318743351,-0.6179377318743351,-0.6179377318743351,-0.6179377318743351,-0.0133546136180526,-0.0133546136180526,-0.0133546136180526,-0.0133546136180526,0.6036443995442797,0.7857857857857854,1.1753992782904616e-05,-2.5975975975975976,0.4243964421855146,0.9433044178063852,0.9362804198268908,0.9888281137647948,0.279512615110647,-0.0806496520877573,2.5616e-06,124.0,0.0116681992,0.0049019017,1.8078105615,0.6937759431,0.0094874214,0.0036725967,0.8493259972,3.2681790262,693.9582500368,5.9657324141,15.973229768
1,1,26,1,8.451593046823552,98.28915180406716,9,0.6210962758558958,97.74197269688564,0.954850117517041,4.23048725474098,4.430524934889039,0.8485439176114042,0.9999999999999916,1.0000002251278826,0.9999999999999972,0.3489999999999999,0.0349999999999999,9.97142857142857,0.3489999999999999,0.0349999999999999,9.97142857142857,0.441,0.045,9.8,5.063076592920779e-06,5.063076592920779e-06,5.063076592920779e-06,5.063076592920779e-06,0.0001521274157969,0.0001521274157969,0.0001521274157969,0.0001521274157969,-0.693831983153819,-0.693831983153819,-0.693831983153819,-0.693831983153819,-0.0207838710364037,-0.0207838710364037,-0.0207838710364037,-0.0207838710364037,0.5953443238285434,0.6456456456456453,1.906690840512252e-05,-2.8578578578578573,0.4461738002594034,0.9723026475422412,0.9518251428039792,0.9934728886992094,0.2661158088038057,-0.0855486010203543,2.1733e-06,124.0,0.0104923229,0.0046519938,1.0219665203,0.2096425223,0.0058204204,0.0009561382,0.4801292528,1.0444155687,699.8233487082,9.1241525798,24.405296877
1,1,27,1,8.415250112067271,88.69926556025868,7,0.6952222609359118,100.66938426663712,0.401759222779848,4.251565945028303,10.582372983527083,0.858885921512714,0.9999999999999888,1.0000003035318443,0.9999999999999978,0.323,0.0409999999999999,7.878048780487807,0.323,0.0409999999999999,7.878048780487807,0.412,0.047,8.765957446808512,6.040542669651504e-06,6.040542669651504e-06,6.040542669651504e-06,6.040542669651504e-06,0.0001854096443664,0.0001854096443664,0.0001854096443664,0.0001854096443664,-0.5312802833591491,-0.5312802833591491,-0.5312802833591491,-0.5312802833591491,-0.0132087820576934,-0.0132087820576934,-0.0132087820576934,-0.0132087820576934,0.5797857282532853,0.4254254254254251,1.7387624002162504e-05,-3.018018018018018,0.4511568123393316,0.9638114614996828,0.9512438815086282,0.9914456793466964,0.280793812948613,-0.0786020344691141,2.3651e-06,124.0,0.0144726373,0.0061492745,1.9309609515,-0.1664235292,0.0168011842,-0.000941822,0.907183181,3.7286101961,686.9225629708,7.3681141626,19.0468731572
1,1,28,1,7.056848803788124,61.22554079784098,7,0.5697589390708022,91.69997343514554,0.4071430332663351,3.910810547003096,9.605495433946956,0.8021784084747903,0.9999999999999905,1.000000188824026,0.9999999999999982,0.329,0.042,7.833333333333333,0.329,0.042,7.833333333333333,0.414,0.043,9.627906976744184,5.714841653888774e-06,5.714841653888774e-06,5.714841653888774e-06,5.714841653888774e-06,0.000164203958229,0.000164203958229,0.000164203958229,0.000164203958229,-0.5650922659606088,-0.5650922659606088,-0.5650922659606088,-0.5650922659606088,-0.0172222564928399,-0.0172222564928399,-0.0172222564928399,-0.0172222564928399,0.587122755458173,0.6256256256256253,2.2927693128656486e-05,-2.3373373373373374,0.4418300653594771,0.9608473033853386,0.9527382028854232,0.9928443646029188,0.2270450574270781,-0.0915177289714437,2.3062e-06,124.0,0.0139914428,0.0060427716,2.4559772177,0.197694522,0.0165245062,-0.000537773,1.1538406424,6.0318240936,688.1379625429,6.5687489824,17.3482818898
1,1,29,1,7.581665107218928,71.74586075106507,8,0.6854144542841893,103.52571299425108,1.3677140875959857,4.892289963327786,3.5769829438014376,0.8640023728584247,0.9999999999999912,1.000000148225768,0.9999999999999984,0.379,0.032,11.84375,0.379,0.032,11.84375,0.447,0.052,8.596153846153847,4.717554610789313e-06,4.717554610789313e-06,4.717554610789313e-06,4.717554610789313e-06,0.000106015986801,0.000106015986801,0.000106015986801,0.000106015986801,-0.6690432738423718,-0.6690432738423718,-0.6690432738423718,-0.6690432738423718,-0.0249535084195541,-0.0249535084195541,-0.0249535084195541,-0.0249535084195541,0.5556590403631447,0.7257257257257255,1.6604286571875295e-05,-2.237237237237237,0.4327563249001331,0.9669082212323462,0.9585484393939554,0.9952276113973292,0.2453193598568307,-0.0844282929711854,2.3192e-06,124.0,0.0130602176,0.0054301586,1.4329009976,0.4163293818,0.0113902856,0.0014384876,0.6731900425,2.0532052688,693.4377219987,7.5768207452,19.7249398894
1,2,20,1,7.818408777478511,73.79474048823326,9,0.8682157572871534,458.98837581934407,3.489437877755323,5.065513554427479,1.4516703640776691,0.9413443273463888,0.9999999999999928,1.0000003521659262,0.9999999999999992,0.3329999999999999,0.022,15.136363636363637,0.3329999999999999,0.022,15.136363636363637,0.413,0.044,9.386363636363637,2.9341070147984537e-06,2.9341070147984537e-06,2.9341070147984537e-06,2.9341070147984537e-06,6.631441733231966e-05,6.631441733231966e-05,6.631441733231966e-05,6.631441733231966e-05,-0.8986601147157504,-0.8986601147157504,-0.8986601147157504,-0.8986601147157504,-0.033716946988556,-0.033716946988556,-0.033716946988556,-0.033716946988556,0.5574785525885508,0.8258258258258254,4.174655289253135e-05,-2.277277277277277,0.4499349804941482,0.933789863679104,0.936883743823786,0.9873268555126766,0.3144075707994267,-0.0654861561795921,3.5179e-06,124.0,0.0137167804,0.0059261934,1.7417446755,-0.1334014957,0.006868191,-0.0006556681,0.8182876375,3.0336745146,672.1519185282,6.2671526402,17.5088874317
