fid,iid,rep,budget,algorithm,precision
1,1,0,8,BFGS,0.0
1,1,0,16,BFGS,0.0
1,1,0,24,BFGS,0.0
1,1,0,32,BFGS,0.0
1,1,0,40,BFGS,0.0
1,1,0,48,BFGS,0.0
1,1,0,56,BFGS,0.0
1,1,0,64,BFGS,0.0
1,1,0,72,BFGS,0.0
1,1,0,80,BFGS,0.0
1,1,0,88,BFGS,0.0
1,1,0,96,BFGS,0.0
1,1,0,100,BFGS,0.0
1,1,0,150,BFGS,0.0
1,1,0,200,BFGS,0.0
1,1,0,250,BFGS,0.0
1,1,0,300,BFGS,0.0
1,1,0,350,BFGS,0.0
1,1,0,400,BFGS,0.0
1,1,0,450,BFGS,0.0
1,1,0,500,BFGS,0.0
1,1,0,550,BFGS,0.0
1,1,0,600,BFGS,0.0
1,1,0,650,BFGS,0.0
1,1,0,700,BFGS,0.0
1,1,0,750,BFGS,0.0
1,1,0,800,BFGS,0.0
1,1,0,850,BFGS,0.0
1,1,0,900,BFGS,0.0
1,1,0,950,BFGS,0.0
1,1,0,1000,BFGS,0.0
1,1,1,8,BFGS,0.0
1,1,1,16,BFGS,0.0
1,1,1,24,BFGS,0.0
1,1,1,32,BFGS,0.0
1,1,1,40,BFGS,0.0
1,1,1,48,BFGS,0.0
1,1,1,56,BFGS,0.0
1,1,1,64,BFGS,0.0
1,1,1,72,BFGS,0.0
1,1,1,80,BFGS,0.0
1,1,1,88,BFGS,0.0
1,1,1,96,BFGS,0.0
1,1,1,100,BFGS,0.0
1,1,1,150,BFGS,0.0
1,1,1,200,BFGS,0.0
1,1,1,250,BFGS,0.0
1,1,1,300,BFGS,0.0
1,1,1,350,BFGS,0.0
1,1,1,400,BFGS,0.0
1,1,1,450,BFGS,0.0
1,1,1,500,BFGS,0.0
1,1,1,550,BFGS,0.0
1,1,1,600,BFGS,0.0
1,1,1,650,BFGS,0.0
1,1,1,700,BFGS,0.0
1,1,1,750,BFGS,0.0
1,1,1,800,BFGS,0.0
1,1,1,850,BFGS,0.0
1,1,1,900,BFGS,0.0
1,1,1,950,BFGS,0.0
1,1,1,1000,BFGS,0.0
1,1,2,8,BFGS,0.0
1,1,2,16,BFGS,0.0
1,1,2,24,BFGS,0.0
1,1,2,32,BFGS,0.0
1,1,2,40,BFGS,0.0
1,1,2,48,BFGS,0.0
1,1,2,56,BFGS,0.0
1,1,2,64,BFGS,0.0
1,1,2,72,BFGS,0.0
1,1,2,80,BFGS,0.0
1,1,2,88,BFGS,0.0
1,1,2,96,BFGS,0.0
1,1,2,100,BFGS,0.0
1,1,2,150,BFGS,0.0
1,1,2,200,BFGS,0.0
1,1,2,250,BFGS,0.0
1,1,2,300,BFGS,0.0
1,1,2,350,BFGS,0.0
1,1,2,400,BFGS,0.0
1,1,2,450,BFGS,0.0
1,1,2,500,BFGS,0.0
1,1,2,550,BFGS,0.0
1,1,2,600,BFGS,0.0
1,1,2,650,BFGS,0.0
1,1,2,700,BFGS,0.0
1,1,2,750,BFGS,0.0
1,1,2,800,BFGS,0.0
1,1,2,850,BFGS,0.0
1,1,2,900,BFGS,0.0
1,1,2,950,BFGS,0.0
1,1,2,1000,BFGS,0.0
1,1,3,8,BFGS,0.0
1,1,3,16,BFGS,0.0
1,1,3,24,BFGS,0.0
1,1,3,32,BFGS,0.0
1,1,3,40,BFGS,0.0
1,1,3,48,BFGS,0.0
1,1,3,56,BFGS,0.0
1,1,3,64,BFGS,0.0
1,1,3,72,BFGS,0.0
1,1,3,80,BFGS,0.0
1,1,3,88,BFGS,0.0
1,1,3,96,BFGS,0.0
1,1,3,100,BFGS,0.0
1,1,3,150,BFGS,0.0
1,1,3,200,BFGS,0.0
1,1,3,250,BFGS,0.0
1,1,3,300,BFGS,0.0
1,1,3,350,BFGS,0.0
1,1,3,400,BFGS,0.0
1,1,3,450,BFGS,0.0
1,1,3,500,BFGS,0.0
1,1,3,550,BFGS,0.0
1,1,3,600,BFGS,0.0
1,1,3,650,BFGS,0.0
1,1,3,700,BFGS,0.0
1,1,3,750,BFGS,0.0
1,1,3,800,BFGS,0.0
1,1,3,850,BFGS,0.0
1,1,3,900,BFGS,0.0
1,1,3,950,BFGS,0.0
1,1,3,1000,BFGS,0.0
1,1,4,8,BFGS,0.0
1,1,4,16,BFGS,0.0
1,1,4,24,BFGS,0.0
1,1,4,32,BFGS,0.0
1,1,4,40,BFGS,0.0
1,1,4,48,BFGS,0.0
1,1,4,56,BFGS,0.0
1,1,4,64,BFGS,0.0
1,1,4,72,BFGS,0.0
1,1,4,80,BFGS,0.0
1,1,4,88,BFGS,0.0
1,1,4,96,BFGS,0.0
1,1,4,100,BFGS,0.0
1,1,4,150,BFGS,0.0
1,1,4,200,BFGS,0.0
1,1,4,250,BFGS,0.0
1,1,4,300,BFGS,0.0
1,1,4,350,BFGS,0.0
1,1,4,400,BFGS,0.0
1,1,4,450,BFGS,0.0
1,1,4,500,BFGS,0.0
1,1,4,550,BFGS,0.0
1,1,4,600,BFGS,0.0
1,1,4,650,BFGS,0.0
1,1,4,700,BFGS,0.0
1,1,4,750,BFGS,0.0
1,1,4,800,BFGS,0.0
1,1,4,850,BFGS,0.0
1,1,4,900,BFGS,0.0
1,1,4,950,BFGS,0.0
1,1,4,1000,BFGS,0.0
1,1,5,8,BFGS,0.0
1,1,5,16,BFGS,0.0
1,1,5,24,BFGS,0.0
1,1,5,32,BFGS,0.0
1,1,5,40,BFGS,0.0
1,1,5,48,BFGS,0.0
1,1,5,56,BFGS,0.0
1,1,5,64,BFGS,0.0
1,1,5,72,BFGS,0.0
1,1,5,80,BFGS,0.0
1,1,5,88,BFGS,0.0
1,1,5,96,BFGS,0.0
1,1,5,100,BFGS,0.0
1,1,5,150,BFGS,0.0
1,1,5,200,BFGS,0.0
1,1,5,250,BFGS,0.0
1,1,5,300,BFGS,0.0
1,1,5,350,BFGS,0.0
1,1,5,400,BFGS,0.0
1,1,5,450,BFGS,0.0
1,1,5,500,BFGS,0.0
1,1,5,550,BFGS,0.0
1,1,5,600,BFGS,0.0
1,1,5,650,BFGS,0.0
1,1,5,700,BFGS,0.0
1,1,5,750,BFGS,0.0
1,1,5,800,BFGS,0.0
1,1,5,850,BFGS,0.0
1,1,5,900,BFGS,0.0
1,1,5,950,BFGS,0.0
1,1,5,1000,BFGS,0.0
1,1,6,8,BFGS,0.0
1,1,6,16,BFGS,0.0
1,1,6,24,BFGS,0.0
1,1,6,32,BFGS,0.0
1,1,6,40,BFGS,0.0
1,1,6,48,BFGS,0.0
1,1,6,56,BFGS,0.0
1,1,6,64,BFGS,0.0
1,1,6,72,BFGS,0.0
1,1,6,80,BFGS,0.0
1,1,6,88,BFGS,0.0
1,1,6,96,BFGS,0.0
1,1,6,100,BFGS,0.0
1,1,6,150,BFGS,0.0
1,1,6,200,BFGS,0.0
1,1,6,250,BFGS,0.0
1,1,6,300,BFGS,0.0
1,1,6,350,BFGS,0.0
1,1,6,400,BFGS,0.0
1,1,6,450,BFGS,0.0
1,1,6,500,BFGS,0.0
1,1,6,550,BFGS,0.0
1,1,6,600,BFGS,0.0
1,1,6,650,BFGS,0.0
1,1,6,700,BFGS,0.0
1,1,6,750,BFGS,0.0
1,1,6,800,BFGS,0.0
1,1,6,850,BFGS,0.0
1,1,6,900,BFGS,0.0
1,1,6,950,BFGS,0.0
1,1,6,1000,BFGS,0.0
1,1,7,8,BFGS,0.0
1,1,7,16,BFGS,0.0
1,1,7,24,BFGS,0.0
1,1,7,32,BFGS,0.0
1,1,7,40,BFGS,0.0
1,1,7,48,BFGS,0.0
1,1,7,56,BFGS,0.0
1,1,7,64,BFGS,0.0
1,1,7,72,BFGS,0.0
1,1,7,80,BFGS,0.0
1,1,7,88,BFGS,0.0
1,1,7,96,BFGS,0.0
1,1,7,100,BFGS,0.0
1,1,7,150,BFGS,0.0
1,1,7,200,BFGS,0.0
1,1,7,250,BFGS,0.0
1,1,7,300,BFGS,0.0
1,1,7,350,BFGS,0.0
1,1,7,400,BFGS,0.0
1,1,7,450,BFGS,0.0
1,1,7,500,BFGS,0.0
1,1,7,550,BFGS,0.0
1,1,7,600,BFGS,0.0
1,1,7,650,BFGS,0.0
1,1,7,700,BFGS,0.0
1,1,7,750,BFGS,0.0
1,1,7,800,BFGS,0.0
1,1,7,850,BFGS,0.0
1,1,7,900,BFGS,0.0
1,1,7,950,BFGS,0.0
1,1,7,1000,BFGS,0.0
1,1,8,8,BFGS,0.0
1,1,8,16,BFGS,0.0
1,1,8,24,BFGS,0.0
1,1,8,32,BFGS,0.0
1,1,8,40,BFGS,0.0
1,1,8,48,BFGS,0.0
1,1,8,56,BFGS,0.0
1,1,8,64,BFGS,0.0
1,1,8,72,BFGS,0.0
1,1,8,80,BFGS,0.0
1,1,8,88,BFGS,0.0
1,1,8,96,BFGS,0.0
1,1,8,100,BFGS,0.0
1,1,8,150,BFGS,0.0
1,1,8,200,BFGS,0.0
1,1,8,250,BFGS,0.0
1,1,8,300,BFGS,0.0
1,1,8,350,BFGS,0.0
1,1,8,400,BFGS,0.0
1,1,8,450,BFGS,0.0
1,1,8,500,BFGS,0.0
1,1,8,550,BFGS,0.0
1,1,8,600,BFGS,0.0
1,1,8,650,BFGS,0.0
1,1,8,700,BFGS,0.0
1,1,8,750,BFGS,0.0
1,1,8,800,BFGS,0.0
1,1,8,850,BFGS,0.0
1,1,8,900,BFGS,0.0
1,1,8,950,BFGS,0.0
1,1,8,1000,BFGS,0.0
1,1,9,8,BFGS,0.0
1,1,9,16,BFGS,0.0
1,1,9,24,BFGS,0.0
1,1,9,32,BFGS,0.0
1,1,9,40,BFGS,0.0
1,1,9,48,BFGS,0.0
1,1,9,56,BFGS,0.0
1,1,9,64,BFGS,0.0
1,1,9,72,BFGS,0.0
1,1,9,80,BFGS,0.0
1,1,9,88,BFGS,0.0
1,1,9,96,BFGS,0.0
1,1,9,100,BFGS,0.0
1,1,9,150,BFGS,0.0
1,1,9,200,BFGS,0.0
1,1,9,250,BFGS,0.0
1,1,9,300,BFGS,0.0
1,1,9,350,BFGS,0.0
1,1,9,400,BFGS,0.0
1,1,9,450,BFGS,0.0
1,1,9,500,BFGS,0.0
1,1,9,550,BFGS,0.0
1,1,9,600,BFGS,0.0
1,1,9,650,BFGS,0.0
1,1,9,700,BFGS,0.0
1,1,9,750,BFGS,0.0
1,1,9,800,BFGS,0.0
1,1,9,850,BFGS,0.0
1,1,9,900,BFGS,0.0
1,1,9,950,BFGS,0.0
1,1,9,1000,BFGS,0.0
1,1,10,8,BFGS,0.0
1,1,10,16,BFGS,0.0
1,1,10,24,BFGS,0.0
1,1,10,32,BFGS,0.0
1,1,10,40,BFGS,0.0
1,1,10,48,BFGS,0.0
1,1,10,56,BFGS,0.0
1,1,10,64,BFGS,0.0
1,1,10,72,BFGS,0.0
1,1,10,80,BFGS,0.0
1,1,10,88,BFGS,0.0
1,1,10,96,BFGS,0.0
1,1,10,100,BFGS,0.0
1,1,10,150,BFGS,0.0
1,1,10,200,BFGS,0.0
1,1,10,250,BFGS,0.0
1,1,10,300,BFGS,0.0
1,1,10,350,BFGS,0.0
1,1,10,400,BFGS,0.0
1,1,10,450,BFGS,0.0
1,1,10,500,BFGS,0.0
1,1,10,550,BFGS,0.0
1,1,10,600,BFGS,0.0
1,1,10,650,BFGS,0.0
1,1,10,700,BFGS,0.0
1,1,10,750,BFGS,0.0
1,1,10,800,BFGS,0.0
1,1,10,850,BFGS,0.0
1,1,10,900,BFGS,0.0
1,1,10,950,BFGS,0.0
1,1,10,1000,BFGS,0.0
1,1,11,8,BFGS,0.0
1,1,11,16,BFGS,0.0
1,1,11,24,BFGS,0.0
1,1,11,32,BFGS,0.0
1,1,11,40,BFGS,0.0
1,1,11,48,BFGS,0.0
1,1,11,56,BFGS,0.0
1,1,11,64,BFGS,0.0
1,1,11,72,BFGS,0.0
1,1,11,80,BFGS,0.0
1,1,11,88,BFGS,0.0
1,1,11,96,BFGS,0.0
1,1,11,100,BFGS,0.0
1,1,11,150,BFGS,0.0
1,1,11,200,BFGS,0.0
1,1,11,250,BFGS,0.0
1,1,11,300,BFGS,0.0
1,1,11,350,BFGS,0.0
1,1,11,400,BFGS,0.0
1,1,11,450,BFGS,0.0
1,1,11,500,BFGS,0.0
1,1,11,550,BFGS,0.0
1,1,11,600,BFGS,0.0
1,1,11,650,BFGS,0.0
1,1,11,700,BFGS,0.0
1,1,11,750,BFGS,0.0
1,1,11,800,BFGS,0.0
1,1,11,850,BFGS,0.0
1,1,11,900,BFGS,0.0
1,1,11,950,BFGS,0.0
1,1,11,1000,BFGS,0.0
1,1,12,8,BFGS,0.0
1,1,12,16,BFGS,0.0
1,1,12,24,BFGS,0.0
1,1,12,32,BFGS,0.0
1,1,12,40,BFGS,0.0
1,1,12,48,BFGS,0.0
1,1,12,56,BFGS,0.0
1,1,12,64,BFGS,0.0
1,1,12,72,BFGS,0.0
1,1,12,80,BFGS,0.0
1,1,12,88,BFGS,0.0
1,1,12,96,BFGS,0.0
1,1,12,100,BFGS,0.0
1,1,12,150,BFGS,0.0
1,1,12,200,BFGS,0.0
1,1,12,250,BFGS,0.0
1,1,12,300,BFGS,0.0
1,1,12,350,BFGS,0.0
1,1,12,400,BFGS,0.0
1,1,12,450,BFGS,0.0
1,1,12,500,BFGS,0.0
1,1,12,550,BFGS,0.0
1,1,12,600,BFGS,0.0
1,1,12,650,BFGS,0.0
1,1,12,700,BFGS,0.0
1,1,12,750,BFGS,0.0
1,1,12,800,BFGS,0.0
1,1,12,850,BFGS,0.0
1,1,12,900,BFGS,0.0
1,1,12,950,BFGS,0.0
1,1,12,1000,BFGS,0.0
1,1,13,8,BFGS,0.0
1,1,13,16,BFGS,0.0
1,1,13,24,BFGS,0.0
1,1,13,32,BFGS,0.0
1,1,13,40,BFGS,0.0
1,1,13,48,BFGS,0.0
1,1,13,56,BFGS,0.0
1,1,13,64,BFGS,0.0
1,1,13,72,BFGS,0.0
1,1,13,80,BFGS,0.0
1,1,13,88,BFGS,0.0
1,1,13,96,BFGS,0.0
1,1,13,100,BFGS,0.0
1,1,13,150,BFGS,0.0
1,1,13,200,BFGS,0.0
1,1,13,250,BFGS,0.0
1,1,13,300,BFGS,0.0
1,1,13,350,BFGS,0.0
1,1,13,400,BFGS,0.0
1,1,13,450,BFGS,0.0
1,1,13,500,BFGS,0.0
1,1,13,550,BFGS,0.0
1,1,13,600,BFGS,0.0
1,1,13,650,BFGS,0.0
1,1,13,700,BFGS,0.0
1,1,13,750,BFGS,0.0
1,1,13,800,BFGS,0.0
1,1,13,850,BFGS,0.0
1,1,13,900,BFGS,0.0
1,1,13,950,BFGS,0.0
1,1,13,1000,BFGS,0.0
1,1,14,8,BFGS,0.0
1,1,14,16,BFGS,0.0
1,1,14,24,BFGS,0.0
1,1,14,32,BFGS,0.0
1,1,14,40,BFGS,0.0
1,1,14,48,BFGS,0.0
1,1,14,56,BFGS,0.0
1,1,14,64,BFGS,0.0
1,1,14,72,BFGS,0.0
1,1,14,80,BFGS,0.0
1,1,14,88,BFGS,0.0
1,1,14,96,BFGS,0.0
1,1,14,100,BFGS,0.0
1,1,14,150,BFGS,0.0
1,1,14,200,BFGS,0.0
1,1,14,250,BFGS,0.0
1,1,14,300,BFGS,0.0
1,1,14,350,BFGS,0.0
1,1,14,400,BFGS,0.0
1,1,14,450,BFGS,0.0
1,1,14,500,BFGS,0.0
1,1,14,550,BFGS,0.0
1,1,14,600,BFGS,0.0
1,1,14,650,BFGS,0.0
1,1,14,700,BFGS,0.0
1,1,14,750,BFGS,0.0
1,1,14,800,BFGS,0.0
1,1,14,850,BFGS,0.0
