fid,iid,rep,budget,algorithm,precision
1,6,0,8,BFGS,0.0
1,6,0,8,DE,0.0526200825
1,6,0,8,MLSL,0.0
1,6,0,8,Non-elitist,0.0
1,6,0,8,PSO,7.6982e-06
1,6,0,8,Same,0.0
1,6,1,8,BFGS,0.0
1,6,1,8,DE,0.0396569635
1,6,1,8,MLSL,0.0
1,6,1,8,Non-elitist,0.0
1,6,1,8,PSO,7.2839e-06
1,6,1,8,Same,0.0
1,6,2,8,BFGS,0.0
1,6,2,8,DE,0.0935781648
1,6,2,8,MLSL,0.0
1,6,2,8,Non-elitist,0.0
1,6,2,8,PSO,1.4621e-06
1,6,2,8,Same,0.0
1,6,3,8,BFGS,0.0
1,6,3,8,DE,0.0698221668
1,6,3,8,MLSL,0.0
1,6,3,8,Non-elitist,0.0
1,6,3,8,PSO,5.841e-06
1,6,3,8,Same,0.0
1,6,4,8,BFGS,0.0
1,6,4,8,DE,0.018084184
1,6,4,8,MLSL,0.0
1,6,4,8,Non-elitist,0.0
1,6,4,8,PSO,1.6545e-06
1,6,4,8,Same,0.0
1,6,5,8,BFGS,0.0
1,6,5,8,DE,0.0042850702
1,6,5,8,MLSL,0.0
1,6,5,8,Non-elitist,0.0
1,6,5,8,PSO,1.151e-06
1,6,5,8,Same,0.0
1,6,6,8,BFGS,0.0
1,6,6,8,DE,0.0184005477
1,6,6,8,MLSL,0.0
1,6,6,8,Non-elitist,0.0
1,6,6,8,PSO,5.9402e-06
1,6,6,8,Same,0.0
1,6,7,8,BFGS,0.0
1,6,7,8,DE,0.0581036259
1,6,7,8,MLSL,0.0
1,6,7,8,Non-elitist,0.0
1,6,7,8,PSO,2.20926e-05
1,6,7,8,Same,0.0
1,6,8,8,BFGS,0.0
1,6,8,8,DE,0.0842888262
1,6,8,8,MLSL,0.0
1,6,8,8,Non-elitist,0.0
1,6,8,8,PSO,4.5556e-06
1,6,8,8,Same,0.0
1,6,9,8,BFGS,0.0
1,6,9,8,DE,0.0387025199
1,6,9,8,MLSL,0.0
1,6,9,8,Non-elitist,0.0
1,6,9,8,PSO,2.074e-06
1,6,9,8,Same,0.0
1,6,10,8,BFGS,0.0
1,6,10,8,DE,0.0758963052
1,6,10,8,MLSL,0.0
1,6,10,8,Non-elitist,0.0
1,6,10,8,PSO,7.173e-07
1,6,10,8,Same,0.0
1,6,11,8,BFGS,0.0
1,6,11,8,DE,0.070483787
1,6,11,8,MLSL,0.0
1,6,11,8,Non-elitist,0.0
1,6,11,8,PSO,1.17023e-05
1,6,11,8,Same,0.0
1,6,12,8,BFGS,0.0
1,6,12,8,DE,0.0432317362
1,6,12,8,MLSL,0.0
1,6,12,8,Non-elitist,0.0
1,6,12,8,PSO,5.6802e-06
1,6,12,8,Same,0.0
1,6,13,8,BFGS,0.0
1,6,13,8,DE,0.0429383258
1,6,13,8,MLSL,0.0
1,6,13,8,Non-elitist,0.0
1,6,13,8,PSO,2.0882e-06
1,6,13,8,Same,0.0
1,6,14,8,BFGS,0.0
1,6,14,8,DE,0.0361475119
