fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,0,0.0,0.3857420719928654,0.0778218350508231,0.25,0.6612591539473687,1.0877577925615856e-05,2.1403503109194844e-10,7.766615513567647e-09,0.1012000003530671,0.8416577959654175,0.9999999999999936,2.4778370707242287e-11,0.9999999999999988,0.4838709677419355,0.0862068965517241,0.2463841664552144,0.1607142857142857,0.163265306122449,0.0646153846153846,0.0883311413756575,0.1345483719003372,0.1943223572576969,0.1528997168650247,0.0771684380392771,0.1117545907001984,0.140379662368352,0.1539759467147088,0.3166201539965906,0.4011552734747104,0.4452259688960761,0.3389492650729376,0.3110963114821815,0.3980620345880829,0.4156137376435679,0.3699811414782245,0.551039353519011,0.0356234096692111,2.889551402762749e-07,0.0398773006134969,0.4167306216423637,0.850530921936526,0.8061602486341184,0.9459450458199214,0.3345842216738522,0.6831287247752942,0.2182323641644341,0.2405742392649599,0.2822968526532592,0.4395003143359373,0.1966620805798579,0.3498098755052807,0.293321808141213,0.4395003143240232,0.9311541604188746,0.1381268691292552,0.1855433914871881,1.3351013315185937e-08,0.2654984561583476,5.4708933404198556e-08,0.2382758838262194,3.323555570587967e-08,0.2724485667192933,1e-12,0.5807574642589103,1e-12,1e-12,0.0015129683303791,1e-12,True
1,1,1,0.0,0.3578070202903589,0.0451852048499595,0.0,0.7191258285591247,1.0878584012986623e-05,7.978416199223121e-10,5.999215412212688e-09,0.0218289145972403,0.8382099441698335,0.9999999999999842,1.31384935076655e-11,0.9999999999999972,0.6774193548387096,0.1034482758620689,0.2939609236234459,0.25,0.1836734693877551,0.0965034965034964,0.0960409689220618,0.1412372423024239,0.2019023250571729,0.1791193778385966,0.0867769606330682,0.1299995996793744,0.1609509507590799,0.1863246519492295,0.352307249095754,0.4450802646610924,0.4976916389654375,0.4112088908565842,0.3535407096881833,0.4592509369407677,0.4822693498443113,0.4491779688673268,0.5015535885044538,0.0356234096692111,2.273866400110111e-07,0.0521472392638037,0.5042210283960092,0.6933768593269052,0.7778936334513369,0.876093496531918,0.2883098422492576,0.6969740758799371,0.1886281813119986,0.2558642952827064,0.3020605981000468,0.1478474437229654,0.452663874985133,0.1074370869461821,0.4762401396228414,0.1478474437388934,0.9426731541404868,0.1243514954132715,0.1579815336797987,3.307549151550375e-08,0.2505264572252534,4.294358281188576e-08,0.2627695551332479,2.5834230912780133e-08,0.2941908595913835,1e-12,0.0548429056523664,1e-12,1e-12,0.0028461841622695,1e-12,True
1,1,2,0.0,0.3903858917657131,0.0706321899991524,0.25,0.6387589209176966,1.087654518761625e-05,2.677699104241109e-08,5.193886221663318e-09,0.0002305498152723,0.8911747629155582,0.9999999999999918,8.765258701151635e-12,0.9999999999999978,0.7096774193548387,0.0344827586206896,0.6269982238010657,0.2321428571428571,0.1428571428571428,0.1179487179487179,0.0728033435938673,0.1138619328069611,0.1734510051205902,0.1511528200124667,0.0646202758822692,0.0966183961009721,0.1364960187210502,0.1522736566402598,0.3184466439545577,0.4066207311628832,0.4559673018825673,0.3674553647643507,0.3166118700327097,0.4103230659204024,0.4401952831317582,0.3995899584755435,0.6436220846992995,0.020356234096692,2.009805310812435e-07,0.0429447852760735,0.4458940905602458,0.812331676181387,0.8525546363601131,0.9536560457475722,0.1746294636190941,0.58595828553495,0.1956847413495581,0.195086938285409,0.233921963142234,0.3342204211565526,0.5932630059523666,0.2381201189504049,0.5674878831382216,0.3342204211324246,0.9359956758080534,0.1514333315105392,0.1986037622298889,3.0353054742607395e-08,0.2344194057539714,3.3851103660709594e-08,0.2297540617114752,1.182200319139936e-08,0.2392050173700065,1e-12,0.1460457813627917,1e-12,1e-12,0.000630128935496,1e-12,True
1,1,3,0.0,0.3675799024464016,0.0509382982485604,0.0,0.4827133737498733,1.0877244381291282e-05,1.7535341735475092e-08,5.127785594901048e-09,0.0005289893771977,0.7211880336910679,0.9999999999999898,2.6718230519738945e-11,0.9999999999999972,0.6774193548387096,0.1206896551724137,0.2599171107164003,0.3392857142857143,0.0816326530612245,0.2923076923076923,0.0580076340358497,0.1012623054949158,0.1577158473115739,0.1623905115157225,0.052674056743211,0.0973620306799579,0.1313938595554311,0.1606345799091952,0.3154156784536359,0.4105871228617628,0.4608088660407727,0.3934551434021912,0.3191429392464275,0.4301189321216413,0.4563463990017037,0.4279013132327368,0.6072828688344358,0.0152671755725191,1.7145478907128947e-07,0.0276073619631901,0.5625479662317728,0.8316538756374949,1.0000000000000004,0.9960567913541454,0.0,0.5612007636178831,0.1488353742428172,0.1435980387318887,0.1644633786681049,0.2205345441415998,0.53056330288187,0.1625738680146569,0.5269097472626613,0.2205345441322615,0.9478122925545212,0.1882117722232539,0.2412321703573627,1.188696214536441e-09,0.1723212594991304,1.0659854903462928e-08,0.1983347328044077,1.9278971892404572e-08,0.2550729016573783,1e-12,0.0775582953350308,1e-12,1e-12,0.0010214114815761,1e-12,True
1,1,4,0.0,0.5211470351677416,0.1917436338939037,0.5,0.6691714958091101,1.087903423876447e-05,2.1881962508948853e-08,4.8873272456383605e-09,0.0003228781932859,0.8645409417030426,0.9999999999999836,1.7550527979699748e-11,0.9999999999999992,0.6451612903225807,0.0862068965517241,0.3225069779243848,0.3035714285714285,0.0612244897959183,0.323076923076923,0.0559190207331708,0.1200601392747299,0.1790359657671967,0.1506199588310773,0.0510495018640393,0.1112991131164962,0.1389826019759096,0.1627944324136587,0.3398769641370501,0.457395814922444,0.5152986864152637,0.4274241813332421,0.3419666984640973,0.4716629341050475,0.4952274811380358,0.4650739459772083,0.634318365745768,0.0076335877862595,1.4557618498024866e-07,0.0460122699386502,0.4167306216423637,0.8484952306365712,0.9111743764577452,0.9868385627580448,0.1612847982102186,0.6182016494106127,0.1169791414802871,0.1223520554743122,0.1578413668688569,0.2690865973662744,0.4018612984502653,0.2607165135601573,0.4428974859452321,0.269086597380573,0.9621368758075424,0.1729523094555205,0.2306255319599055,2.660148622187922e-10,0.1452301543098756,0.0,0.1248880616993337,1.1076717631993794e-08,0.1928218089373105,1e-12,0.2087290942499879,1e-12,1e-12,0.0003908021089425,1e-12,True
1,1,5,0.0,0.4473612661844405,0.1144706663002407,0.5,0.6511392699000758,1.087776196100518e-05,7.451608785248711e-10,5.251444154817072e-09,0.0206346326257292,0.8925164391440175,0.9999999999999878,1.8013715410818143e-11,0.9999999999999988,0.6774193548387096,0.2413793103448276,0.1407637655417407,0.4464285714285713,0.1020408163265306,0.323076923076923,0.0450146560884465,0.1104612915401793,0.1813953487143135,0.1952961171036212,0.0415712468200019,0.1049351536010373,0.1595927817526905,0.2058546875950266,0.3127161516416618,0.4284269919566258,0.490627484747718,0.430809561971645,0.3200794333838614,0.4503553400663644,0.4929024032578474,0.4752995308867651,0.6310633326360484,0.0,7.830998060710358e-08,0.0276073619631901,0.3292402148887184,0.7937841035009188,0.8432976248871351,0.9621862727298892,0.3204758404003839,0.7046324629070173,0.1815940584594182,0.2073823060471953,0.2553887439073699,0.4202429257579539,0.2796817488060404,0.361665837644025,0.3365620497877029,0.4202429257356482,0.942180189484452,0.1420646493598168,0.1857343301537967,1.1258673652921762e-08,0.2534651971873276,2.9202664050411115e-08,0.2229853363044524,1.0551779292886073e-08,0.2368066694140778,1e-12,0.0388987424472724,1e-12,1e-12,0.0014968393357591,1e-12,True
1,1,6,0.0,0.3291201285422752,0.0340507858480354,0.0,0.5891896277996036,1.0877840378799169e-05,2.670528093106834e-09,5.912061804125466e-09,0.0062448028723124,0.7146766307641226,0.9999999999999782,1.8494488723147e-11,0.9999999999999948,0.7096774193548387,0.1551724137931034,0.2200871952204101,0.3749999999999999,0.163265306122449,0.1753846153846153,0.0771197598375195,0.1718449915819204,0.2739581539529399,0.2484973532091689,0.0672045067692016,0.1439267277515745,0.2161176548107665,0.2371812146527692,0.3085821542143045,0.4366672488914592,0.5139600955773561,0.4234112258051443,0.3023132682498086,0.4316541516949266,0.4881807103173151,0.4430256997867748,0.7021043203173034,0.0356234096692111,2.7237325357408324e-07,0.0552147239263804,0.5625479662317728,0.905053152411605,0.8532471758393636,0.9242673232635924,0.2252157719730928,0.6693837234235821,0.2566577138942721,0.3111178007635038,0.3770744132710519,0.217267327775333,0.3104733964596357,0.1510031757027242,0.3744666120340216,0.2172673277657696,0.9070781034090232,0.164471183829034,0.2170738713955309,3.270370170697935e-08,0.354828034052458,5.1109428393766905e-08,0.3902934040408218,3.357312842720646e-08,0.3377861725506267,1e-12,1.0000000000000002,1e-12,1e-12,0.0004477683452601,1e-12,True
1,1,7,0.0,0.2664811830369646,0.007278281198216,0.25,0.1576998056344495,1.0870373306795982e-05,1.161200625887258e-08,1.611556737803216e-09,0.0001418413544845,0.4871353141805071,0.9999999999999624,1.1235514227976235e-11,0.999999999999992,0.7741935483870969,0.1206896551724137,0.2954410894020131,0.4285714285714285,0.0612244897959183,0.4523076923076923,0.0602486922888551,0.1453484119568104,0.2078227043189555,0.1932753291976593,0.0509470517655021,0.1284427560026883,0.1571303464353372,0.1857019812246608,0.3079213291064125,0.4330883884406696,0.4836690792403638,0.4021094505218814,0.292095892892838,0.4260441906559692,0.4442391327825149,0.4108941245449677,0.4569848140591579,0.020356234096692,2.204461952786181e-07,0.0552147239263804,0.2417498081350729,0.7926821347195052,0.8010375190183106,0.9206588336249112,0.1688910730181446,0.4123158254924041,0.18215675960161,0.2025739743511967,0.2302695799465848,0.1419792928011509,0.4228738612406083,0.109384646735907,0.4472412291729919,0.1419792928058319,0.9360826636790252,0.1727415032723963,0.2284160813998064,1.4030630795249133e-08,0.2464220897237345,1.6987453333184613e-08,0.2533988728128227,2.2073915671873293e-08,0.2714324147219075,1e-12,0.7482912531297914,1e-12,1e-12,0.0016597078644116,1e-12,True
1,1,8,0.0,0.4227224965363712,0.1137564506081643,0.25,0.5931936504323869,1.0875822913306284e-05,1.5736274279431846e-08,6.2555116930886915e-09,0.0008284809984207,0.7393445877057006,0.9999999999999908,6.9278429564237346e-12,0.9999999999999942,0.806451612903226,0.1551724137931034,0.249152268690457,0.3035714285714285,0.1428571428571428,0.1589743589743589,0.0614476996187823,0.1402442930338904,0.1875468360516634,0.1960385222906661,0.0543803573286701,0.122989813570325,0.1574194040827954,0.1929875175986902,0.2828411426744116,0.3977496172772016,0.429437777936927,0.364507711396814,0.2825446271815672,0.4050674058793329,0.4272978663109559,0.3985043720346243,0.7770547626653073,0.0305343511450382,2.0725162429490198e-07,0.0674846625766871,0.4458940905602458,0.8710030437816461,0.8689326928451462,0.9389782256017144,0.2556734938812548,0.554704634358012,0.2259614776484364,0.270429634189373,0.3148512715739389,0.2880247523747367,0.4962157830880544,0.1962522212339849,0.4969814357195224,0.2880247523401298,0.9213386647933748,0.1561785862637985,0.2070701612069855,2.0401152780738488e-08,0.2956646567331639,2.9358070591384444e-08,0.2687782952865157,1.2379672657271897e-08,0.2840340956823911,1e-12,0.1734814071135346,1e-12,1e-12,0.0001247080147217,1e-12,True
1,1,9,0.0,0.432354300876223,0.0962087059910127,0.25,0.7132407400746604,1.0878717355391168e-05,1.8001413655761697e-08,7.239440512891621e-09,0.0008308721586264,0.8185504053464827,0.9999999999999908,1.297750794359339e-11,0.9999999999999988,0.7419354838709679,0.0344827586206896,0.6536412078152755,0.2321428571428571,0.1020408163265306,0.1648351648351648,0.0532982831441161,0.1066076548631695,0.142097415930464,0.1213054820488712,0.0500423760121977,0.0868101913140055,0.1090939053956793,0.1449418687785416,0.3224324761273761,0.4288373664258772,0.4671647427721966,0.3817954735700548,0.3334289347487472,0.4436148406232264,0.4630189312674609,0.4419810040442168,0.6200763036386461,0.0254452926208651,1.0257962371048204e-07,0.0460122699386502,0.3292402148887184,0.7097606027981989,0.835532495584633,0.9485129406337044,0.1315183946235935,0.6803019844224905,0.1483572723703811,0.1675692343244696,0.2135584453967087,0.3014513345259864,0.3328011208646332,0.2378118632858964,0.3702088249882568,0.3014513344877074,0.958509326901272,0.1395057700231155,0.1885770592933679,5.4894879154367755e-09,0.1345478448891915,3.504186133621742e-08,0.1584707187333104,1.4725509334157336e-08,0.2220205917702695,1e-12,0.3253479024146292,1e-12,1e-12,0.000487713344702,1e-12,True
