fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1.0,0.0,1,1.5133229111460684,2.9905831450549973,2,0.00259,0.543374214460236,30.2304618408571,0.3675508244457628,4.441367539954054,12.083682703341179,0.7600447353025743,0.999999999999986,1.0000002572788038,,0.01171,0.2966666666666667,0.10666666666666666,2.7812500000000004,0.15999999999999998,0.06999999999999999,2.2857142857142856,0.123702,0.25476840100500725,0.2938896850575827,0.3653755831046554,0.5165247311601538,0.2613470555711314,0.2919170778878933,0.3511714662802476,0.5115033903859214,-4.293123500366619,-4.0677539586602185,-3.6559386394164055,-2.7851999852147418,-4.148112285147831,-3.9764377713104126,-3.6436781738660473,-2.7432893930450684,0.001558,0.7692780307791991,1.1061061061061057,1.60400310705682,0.5455455455455454,0.5185185185185185,0.291629,1.0365275032945025,0.9252033999634645,0.9316315069947632,0.15783741641816595,-0.4005352978252258,0.012749
1,1.0,1.0,1,1.0801689862584536,0.14051230270186776,1,0.00663,0.6386355213486359,25.564466811972856,0.2826772646178132,4.613841979532428,16.321942218347342,0.7615020609591536,0.9999999999999739,1.0000002657100877,,0.012016,0.24333333333333332,0.13999999999999999,1.7380952380952381,0.18,0.12666666666666665,1.4210526315789476,0.115533,0.2192432383035361,0.5092515882547248,0.5001374649349245,0.6383746998053877,0.22710469331850078,0.6387847301521795,0.5904968218682229,0.6834494317355815,-3.5886743685861275,-2.2556785071293435,-2.2975707101233107,-1.6621763774685046,-3.4295652305522455,-1.602819061657378,-1.8170868025468923,-1.4046285612633174,0.001907,0.7907951964004674,0.9059059059059056,1.05931476351837,0.40540540540540526,0.42592592592592593,0.103877,0.9879578543974797,0.9044306865367345,0.8866692116303232,0.1795823544690928,-0.33798849094050976,0.011553
1,1.0,2.0,1,1.5817343630938905,2.1234861278949584,2,0.002409,0.6120856019166905,24.907256306374165,1.3813505840009186,4.150337853305992,3.0045506921820158,0.8427963413251869,0.9999999999999892,1.0000002954853375,,0.010496,0.32333333333333336,0.16,2.0208333333333335,0.31333333333333335,0.12333333333333332,2.540540540540541,0.118662,0.34696774938865715,0.33009087958345734,0.38744669039083723,0.48903314388438773,0.3608267406143586,0.3608267406143586,0.4364087343395532,0.5108097848351891,-3.3028829227683847,-3.3882421450995883,-3.0981499974914364,-2.58434970337986,-3.1086193131204585,-3.1086193131204585,-2.7410262669969034,-2.3791767385771916,0.001492,0.8033924497048675,0.9459459459459456,0.8222999513430427,0.22522522522522512,0.4444444444444444,0.09298,1.0296227465974919,0.9496473354807973,0.9564564425198133,0.12456299284355607,-0.3752155796039758,0.010326
1,1.0,3.0,1,1.271331699439327,0.9141674595014089,1,0.004345,0.4674301421225069,22.575544747577915,1.3142299460206601,3.7322421910763968,2.8398699956405684,0.6969454755189372,0.9999999999999778,1.0000004308949535,,0.010521,0.30666666666666664,0.05,6.133333333333333,0.26666666666666666,0.10666666666666666,2.5,0.122596,0.3345693358733306,0.3153681005979649,0.3563947221943615,0.42439317643110996,0.34569008084176556,0.3291009298837837,0.41613911429851047,0.43386718556812615,-3.108508573192861,-3.198205678672217,-3.006552946333958,-2.688903355844755,-2.9582302908403655,-3.0332322546289623,-2.63971996625247,-2.5595687781191425,0.00149,0.8198907828038609,0.8458458458458454,0.5555776222398878,0.34534534534534517,0.5185185185185185,0.095077,1.0174157939162458,0.953356797825655,0.979120295476061,0.09644936831161353,-0.4514868253473727,0.008432
1,1.0,4.0,1,2.821547994336066,8.57640358093519,3,0.003669,0.5717460852345126,24.145210344583745,1.8475924979617417,3.563087214189496,1.9285027505363237,0.8898532005109369,0.9999999999999741,1.0000004511541678,,0.010761,0.31999999999999995,0.13999999999999999,2.2857142857142856,0.3366666666666667,0.16999999999999998,1.9803921568627456,0.121293,0.35651147673511935,0.3153368790315628,0.34776627852994274,0.4315245604427091,0.38471351577691176,0.38471351577691176,0.3888770711545149,0.4601394262824606,-2.650757406550103,-2.8203701748876915,-2.686781978979934,-2.341751915329855,-2.3487815351219132,-2.3487815351219132,-2.3328876673999206,-2.060852268986827,0.001513,0.7940568748631489,0.8258258258258254,1.05931476351837,0.2052052052052051,0.5555555555555556,0.091661,1.0176802262478948,0.9621945236124454,0.9884471814469257,0.10301133915559706,-0.3962217556766877,0.007523
1,1.0,5.0,1,2.298689473879601,5.3716637673518495,3,0.003831,0.6672928496457227,26.57978872018332,1.7514407758684802,3.5004143947035047,1.9985913557184185,0.850209110690368,0.9999999999999833,1.000000236688898,,0.0111,0.3433333333333334,0.16333333333333333,2.102040816326531,0.2533333333333333,0.12333333333333332,2.054054054054054,0.121573,0.26136647460143314,0.2783359022574101,0.32509798471632445,0.44011141847002616,0.2778432449706741,0.2778432449706741,0.33671368224048526,0.45206884161933114,-3.3483162888717377,-3.2713917937336667,-3.05941354333641,-2.538043553436765,-3.079491256645759,-3.079491256645759,-2.828450197229325,-2.336541477630478,0.001464,0.8175549333510715,0.8058058058058054,1.679674872092653,0.3653653653653652,0.5370370370370371,0.091568,0.9817245068065595,0.9232595205900049,0.9448117075215912,0.16444180379258014,-0.3694163091030508,0.010793
1,1.0,6.0,1,0.9184216004614474,-0.09703478198155269,1,0.003405,0.5718084623150794,26.650009611144938,0.6391314300590976,5.21266363741683,8.155855575644024,0.6423559504450054,0.9999999999999658,1.0000004001392802,,0.010988,0.32,0.12666666666666665,2.5263157894736845,0.22666666666666666,0.10666666666666666,2.125,0.121118,0.2124470952326509,0.38198924857410815,0.4416360056774401,0.565988135165672,0.21666628630789272,0.41049533825728485,0.4319011825187965,0.5603107336268746,-3.990212050304908,-3.131210529007018,-2.8290045343181487,-2.198962587216704,-3.89154910125306,-2.9286194331871345,-2.8222766414224094,-2.184346644956862,0.001487,0.8318885005113767,0.9459459459459456,1.0115911122238297,0.4454454454454452,0.46296296296296297,0.090998,1.0258743883819479,0.9217158433916373,0.9000554445228869,0.1670170690576385,-0.45199133230485516,0.011503
1,1.0,7.0,1,0.8536507241905402,0.3167465467508279,2,0.00425,0.16280917325143274,18.36734245168542,0.3629096856667586,1.7889434728343383,4.929445378531544,0.2405312100751148,0.9999999999999568,1.0000003969742854,,0.011007,0.3533333333333334,0.10333333333333332,3.4193548387096784,0.4,0.15666666666666668,2.5531914893617023,0.121188,0.20596689988484057,0.18631760503378408,0.2600470978074859,0.4189171226800328,0.20879152773702378,0.20879152773702378,0.2530656155110492,0.4310685071779727,-3.42886046560682,-3.5137117020125417,-3.1953268098911365,-2.5092809166198817,-3.3704407322351395,-3.3704407322351395,-3.181839125898281,-2.4235709607282407,0.001622,0.7748710559012313,0.8658658658658656,1.3339056900390587,0.42542542542542516,0.48148148148148145,0.091526,1.0077055777141621,0.9397415708905426,0.9574935096338916,0.16371727837218633,-0.5730677303249182,0.008133
1,1.0,8.0,1,2.2034215231289784,6.445449331916503,2,0.004305,0.532053590234655,21.540180593986616,1.3271095927932768,4.405378471189208,3.319528767716045,0.8380346910739936,0.9999999999999867,1.0000003319335893,,0.011408,0.30333333333333334,0.09,3.3703703703703707,0.2899999999999999,0.08666666666666667,3.3461538461538454,0.121818,0.3434152841215038,0.3350759528131109,0.3411438011777218,0.41838039978807184,0.35493070840033525,0.35493070840033525,0.3705726627022798,0.4371435982852518,-3.24706234162578,-3.2883035219197696,-3.2582956928568256,-2.876331195849948,-3.0866136330005762,-3.0866136330005762,-3.011767922587938,-2.693230425906843,0.001491,0.8039972587322359,0.9859859859859856,0.6236057980503497,0.24524524524524513,0.5185185185185185,0.091431,1.0038944185425533,0.9321213231358568,0.9572012293802294,0.13329963311711757,-0.3656533355273605,0.010135
1,1.0,9.0,1,1.9334912359756489,3.773271140332703,1,0.004053,0.6106066341376364,23.282684104397333,0.9861437806869651,5.020253785355103,5.090792928651749,0.8381123751216253,0.9999999999999795,1.0000001769204279,,0.011795,0.2866666666666667,0.12333333333333332,2.3243243243243246,0.27,0.22999999999999998,1.173913043478261,0.122115,0.42069461502657207,0.3426529939409502,0.38855672293086957,0.5044886975845327,0.43500314586261957,0.36020991589504747,0.41915284467456737,0.49531709728516854,-2.8442493737168673,-3.227414864068404,-3.0020386534936727,-2.4328406883866056,-2.682753008676689,-3.037890849276705,-2.7580143891415423,-2.396366574028189,0.0015,0.882611461851569,0.8858858858858855,1.3968351179887397,0.34534534534534517,0.5185185185185185,0.089422,0.9754475468951412,0.9278735634506305,0.9540757827089377,0.1244120914219044,-0.4124629462556601,0.010139
