fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,1,0,1,1.4130105450032544,2.5764022989232416,2,0.5306531253726514,109.86038790839376,0.3266434737036374,4.538320742738077,13.893805044626976,0.7740761434259886,0.9999999999999885,1.0000003959306123,0.17,0.145,1.1724137931034482,0.205,0.19,1.0789473684210529,0.0,0.4787700326698796,0.4161156082348346,0.558784835421373,0.0,0.4684140720758875,0.4116915664340833,0.5811571856152723,-5.908951635296481,-3.0799226678208464,-3.450144631544865,-2.607119068254484,-5.7418115369463925,-3.0522662138330228,-3.3779561511316407,-2.404916503801326,0.8034131866686787,1.1061061061061055,2.72615650877771,0.4854854854854853,0.5434782608695652,1.0792456869490203,0.9115409530487424,0.907488130474606,0.1822974877282659,-0.425705100948933,1.8192738755,5.0,1.8865726767,0.8296085617,1.8744875136,0.0380208982,1.5190806492,-0.0072083044,0.8806514414,3.5137034387,-63.1930676991,5.1694957341,13.1518952879
1,1,1,1,0.8950221972580746,-0.2933531004949579,1,0.6266760591582794,104.6114545560902,0.5054963861680406,5.074680719112276,10.039004942411824,0.7483325676468178,0.9999999999999744,1.0000003023604158,0.255,0.21,1.2142857142857142,0.19,0.17,1.1176470588235294,0.0,0.5107142655540425,0.5320643943678602,0.6544219095757792,0.0,0.6056062830558767,0.6285105215528365,0.7116440379049459,-4.534147942509483,-2.2184939061373794,-2.121689263503895,-1.566902187673337,-4.326588481715877,-1.706379312991556,-1.6072820985281364,-1.247597584234561,0.8052129017571896,0.8658658658658656,1.4972369099516047,0.1851851851851851,0.5217391304347826,0.9849413054148852,0.9001444482347399,0.8943677581466848,0.1852131088963741,-0.3396708915262543,1.3194027727,5.0,1.8332758303,0.8142017928,1.6219601317,0.0374337136,1.3719006282,0.067764398,0.7620117593,2.6307546689,-53.1712759988,5.9446637837,15.5631119042
1,1,2,1,1.402156563328168,1.4934539296784548,2,0.6032337348562145,105.0883794061162,1.3510123729294934,4.185414970302565,3.0979841888694484,0.8353503970893917,0.99999999999999,1.0000003140797966,0.3,0.145,2.068965517241379,0.44,0.185,2.3783783783783785,0.0,0.4293441243693693,0.4217442203681316,0.4877044764565922,0.0,0.4434704236061524,0.4417424858854941,0.4947372202323706,-5.305171767401844,-3.0274274402976,-3.0677462364399304,-2.7178157480688334,-5.134276821489687,-2.8573769045524053,-2.8662486151405595,-2.594158978922388,0.7899382584215846,0.9459459459459456,0.4729225518338635,0.1451451451451451,0.5,1.0572423210450104,0.9386009965758846,0.9191891386539124,0.1459332235395505,-0.384508696161685,1.3603029755,5.0,1.8258876267,0.8099442783,1.8204055984,0.2087246368,1.5100423385,0.1771164626,0.8552432612,3.3138765425,-51.3325745335,5.3288768314,14.6013792261
1,1,3,1,1.0743090126164854,0.4185120156202973,1,0.4391048673526078,102.50039975313666,1.4521157750883242,3.861320584817258,2.659099674461146,0.6761167277978308,0.9999999999999768,1.0000004098773827,0.355,0.125,2.8400000000000003,0.335,0.145,2.310344827586207,0.0,0.3007777588069695,0.3386007325573041,0.4120244993576756,0.0,0.3115147562872092,0.3605596558788358,0.4248097388815054,-4.8980284456308905,-3.4248104271812467,-3.2395524258537574,-2.879920727480169,-4.776380990339289,-3.2884678301988863,-3.054210704116342,-2.7473278290346697,0.783709781678056,0.8458458458458454,1.2451178085219232,0.2852852852852852,0.4782608695652174,1.0260713546806086,0.9535463827093564,0.9776280802605768,0.0981225586436783,-0.4810486999749537,1.1967001627,5.0,1.7894419426,0.7940894075,0.6490448283,0.0538888069,0.4749773031,0.0681951268,0.3049272185,0.4212591891,-45.5426772781,5.4044635009,14.3018333203
1,1,4,1,2.6642869474780757,7.346565648159634,3,0.5478576661005378,104.00510564880298,1.7650470196990982,3.4460833657066865,1.9524031525767327,0.8866181990968646,0.9999999999999716,1.0000004649555296,0.315,0.1,3.1500000000000004,0.36,0.21,1.714285714285714,0.0,0.412334506414363,0.4318231452331832,0.5188944408645861,0.0,0.4342884288661874,0.4731648287307763,0.55426971595564,-4.41249748676703,-2.5930725135063293,-2.507078943697775,-2.1228770705546607,-4.080877281795794,-2.308599498688981,-2.149949681683571,-1.8189705899650148,0.783709781678056,0.7057057057057055,0.732596542821523,0.065065065065065,0.4782608695652174,1.034743362258393,0.9521162291963132,0.9852588567785844,0.1096512643768986,-0.4027339721692342,1.1131627586,5.0,1.7721832424,0.7909546518,0.8841996893,-0.1108993915,0.6983059515,-0.0781750057,0.4154051308,0.7818090905,-41.8927365949,5.1321342077,13.9175451215
1,1,5,1,2.0882001170083737,4.229727169086605,3,0.6769962965071408,106.35721145688753,1.9591237160294448,3.5176108560482446,1.7955021560238085,0.8431633426588024,0.9999999999999836,1.0000002774272716,0.34,0.13,2.6153846153846154,0.255,0.1,2.55,0.0,0.2167390076869945,0.435016846426442,0.47077536864395,0.0,0.1917150937976396,0.5183356101155602,0.5144795618873984,-4.75229971772941,-3.722290992677553,-2.6849692812494914,-2.5150340662088078,-4.5099028488098,-3.6452864011319863,-2.172259604110069,-2.189650006999404,0.8120493392724099,0.8058058058058054,0.944257242605741,0.3453453453453451,0.5,0.9882483375245062,0.9089758870797088,0.9157379784730716,0.184845093617374,-0.3883028758423306,1.2388018427,5.0,1.8083982353,0.8042172792,1.1819018538,-0.0381854572,0.8839046091,-0.0215488568,0.5552683406,1.396891992,-46.209940313,4.9038529858,13.4615063064
1,1,6,1,0.767407396731925,-0.3863264931765555,1,0.5484177952813825,106.68918754671964,0.5098972355593284,5.123808470614548,10.04870807937215,0.627033900083926,0.9999999999999616,1.0000003691011787,0.325,0.185,1.7567567567567568,0.285,0.19,1.5000000000000002,0.0,0.4343247061350537,0.4704239477862582,0.5903714044625528,0.0,0.4908229296421781,0.4911865697711505,0.5971123309562263,-5.278367328129455,-2.9858419894667603,-2.795296931764793,-2.1621701953524166,-5.2156925208223806,-2.6557110376395427,-2.65381440253859,-2.101338202163173,0.9088529417614578,0.9459459459459456,1.2738113231864785,0.3653653653653652,0.5217391304347826,1.0440539135386595,0.9176692265220324,0.8869972121159718,0.1825583723603563,-0.4915079699945236,1.4191255121,5.0,1.8819989376,0.8374040837,1.461081694,-0.2866912865,1.2323580018,-0.2595040371,0.6864295924,2.1347597165,-53.5816445716,4.9591956611,13.372721584
1,1,7,1,0.7112799725425738,0.2036717539742687,2,0.114483436903645,97.90269453452048,0.2550692985986906,1.614564178899861,6.3299040212601625,0.1630166167849113,0.99999999999995,1.0000004026353713,0.35,0.125,2.8,0.455,0.205,2.2195121951219514,0.0,0.2586691553897992,0.3537526545382549,0.4627066317444463,0.0,0.2373970518254377,0.3283208977280862,0.456321117352956,-4.585498409331077,-3.39937140874814,-2.963366174649263,-2.463757885479978,-4.529604211796893,-3.454289525980225,-3.0424404906268165,-2.462650156703079,0.8143910556764433,0.7257257257257255,1.05931476351837,0.3453453453453451,0.4782608695652174,1.0056152808242973,0.938684868316185,0.9505200689462456,0.1466969675296879,-0.6190797471531441,1.2481612632,5.0,1.8074481442,0.8047352791,1.1579176041,-0.0774741506,0.9040659693,-0.0391684545,0.5440003199,1.3407731779,-50.9885965924,5.9867409318,15.7386504744
1,1,8,1,2.083735035506318,5.762068747670986,2,0.5120403065613526,101.35952001548432,1.2403925042402042,4.529827844400014,3.651931004835228,0.8469060048320708,0.9999999999999856,1.0000003473270085,0.36,0.105,3.428571428571429,0.275,0.165,1.6666666666666667,0.0,0.3213921095116779,0.3253446306382864,0.4766534735038875,0.0,0.3326161411167758,0.3412604973482295,0.4988775481730216,-5.262637235628679,-3.571267152875273,-3.5504664680197737,-2.7541829174753727,-5.105945293234608,-3.407625473045549,-3.363487863032514,-2.5587038242401468,0.8188656725648898,0.9859859859859856,1.2738113231864785,0.2252252252252251,0.5217391304347826,1.0197903520161515,0.9310228629184752,0.9351468811896844,0.1440435138119878,-0.3755195123926216,1.3246576682,5.0,1.8236752955,0.8044780869,0.5846898727,-0.1490667377,0.3519946482,-0.082049884,0.2746926696,0.3418622472,-54.9833752138,6.4484424219,17.6128674971
1,1,9,1,1.7540930594262687,2.9562045414658105,1,0.5886921346217694,103.2839936663582,1.1829678611446668,4.871166546314631,4.117750537703685,0.8227544866697132,0.999999999999978,1.000000193624667,0.255,0.15,1.7000000000000002,0.31,0.225,1.3777777777777778,0.0,0.3277857485333389,0.3799290607588081,0.5224236448275368,0.0,0.3451056489973998,0.4080992308121987,0.5409064253042778,-5.132448130909168,-3.4501047785105703,-3.182481933139548,-2.4511358714713216,-4.956079412548257,-3.245708410398138,-2.9335072164431395,-2.275304213982654,0.8633010105503582,0.8858858858858855,1.4972369099516047,0.3453453453453451,0.5869565217391305,0.9787237848629244,0.9145647299363758,0.917250267615175,0.1488758526277085,-0.3935020564405885,1.3489435992,5.0,1.8506415667,0.8161704636,1.4080012121,0.3095861999,1.2246480883,0.3024329644,0.6614918947,1.9824674132,-51.9009331658,5.5201346291,14.4708998666
