fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,switch
1,1,0,1,1.5884961374562032,3.2399476223443813,2,0.571987822292038,108.06435393453324,0.2115026289804267,4.5678580267372775,21.59716902223473,0.7760326827892723,0.9999999999999872,1.0000002680120448,0.9999999999999982,0.3952380952380952,0.1238095238095237,3.192307692307693,0.1714285714285714,0.0309523809523809,5.538461538461538,0.1035545774908763,0.3002242287928666,0.3618781858648357,0.4686245740689232,0.107283229632454,0.336670789557057,0.380376930735536,0.4619316944285012,-4.930817278960318,-3.849053581430717,-3.509931545427852,-2.9227826547010847,-4.739649328176892,-3.521775271838557,-3.289728793549038,-2.856734820793444,0.7992502763752315,1.1061061061061055,1.2738113231864785,0.4254254254254251,0.5,1.0162487200113457,0.9221677555268754,0.9357246161254564,0.1617789898037718,-0.3790614152964375,1.3940769065,7.0,1.6970357287,0.7491969588,1.0541894628,-0.3863085381,0.6823734801,-0.2676103288,0.495267887,1.1113154236,-46.9583627541,4.9297893363,13.0874757836,True
1,1,1,1,1.222029681123585,0.5294061872824627,1,0.6436134593060632,104.20315694886676,0.457669660552635,4.274311318546681,9.33929357123096,0.7481265933182115,0.9999999999999756,1.0000002746331909,0.999999999999994,0.2452380952380952,0.1523809523809524,1.6093749999999996,0.2166666666666666,0.1261904761904762,1.716981132075471,0.2256925001391826,0.3343775822812197,0.4096738398168516,0.5797099290496516,0.2342045587296323,0.3407864602303777,0.3920626568645473,0.62817459265763,-3.5132835469728603,-3.020144179267331,-2.678500707137566,-1.906991978627787,-3.348376583019228,-2.882356123865357,-2.658155238324272,-1.6257755267535212,0.7992502763752314,0.9059059059059056,1.333905690039059,0.2652652652652651,0.5,0.976025327111134,0.9115196839494676,0.903933001599066,0.1667699135356458,-0.3308483525920379,1.3283808581,7.0,1.7398125083,0.7658014918,2.069588136,0.5003981911,1.6524499472,0.439407826,0.9723115048,4.2831950528,-45.7543487001,5.0014314126,12.876006711,True
1,1,2,1,1.7438199393418576,2.7531672054554965,2,0.6267628568257926,104.0311631385905,1.5466686896614648,4.067607473983698,2.6299151855682923,0.8516480011234961,0.9999999999999896,1.0000002868336024,0.9999999999999972,0.3452380952380952,0.088095238095238,3.9189189189189193,0.2047619047619047,0.1238095238095237,1.6538461538461542,0.1952100611952009,0.3570299614126348,0.416667581021144,0.4855109383677524,0.2047941198649495,0.4018278212197501,0.4641516438733739,0.5165958034868373,-3.88481363082617,-3.1036903540650105,-2.815812702526232,-2.483497895746808,-3.658911862081728,-2.7523177772963985,-2.465552576366428,-2.224245812294185,0.7816567711887703,0.8858858858858855,0.6530255362150948,0.105105105105105,0.4193548387096774,1.029373855201159,0.9368110651516124,0.9604846080703108,0.1407780325744231,-0.3569158729444343,1.0735971289,7.0,1.675083247,0.7417570655,1.1493473793,-0.0314689058,0.9206258002,-0.0587098807,0.5399739496,1.3209993982,-41.0161578549,5.9415265406,16.1374638321,True
1,1,3,1,1.4358240446382926,1.40271228402296,1,0.4861586832313316,101.7142216257457,1.3845591931332737,3.770453547197302,2.72321585519556,0.7076352977728537,0.9999999999999798,1.0000004339054025,0.9999999999999964,0.3095238095238095,0.1261904761904762,2.4528301886792456,0.3071428571428571,0.1119047619047619,2.7446808510638294,0.1975834223983379,0.2875244581605692,0.3535136306378909,0.4206265814126829,0.2072826841027125,0.3008943988323915,0.355035046278965,0.4442739276250109,-3.527920355129516,-3.1324838453612385,-2.84235456426298,-2.547284457612302,-3.322191820094222,-2.929875332611023,-2.7029777835420727,-2.3289873638845737,0.8863988544823851,0.8458458458458454,1.2738113231864785,0.3453453453453451,0.5967741935483871,0.9980879011697226,0.9679081783988828,0.9857888958812092,0.089728966477677,-0.4354454787248226,0.8493711369,7.0,1.6166641618,0.7154732187,0.5936244222,0.0086320666,0.4016671689,0.0033380839,0.278890203,0.3523899547,-31.9945772084,6.8396769169,18.1600838853,True
1,1,4,1,3.0176611474807387,10.032493525109452,3,0.579553826489061,103.09255612576952,1.7271055344441006,3.547252488177148,2.053871299369609,0.885447299651696,0.9999999999999756,1.0000004617484024,0.9999999999999964,0.3309523809523809,0.0952380952380952,3.475,0.2714285714285714,0.1047619047619047,2.590909090909091,0.3762132376896878,0.2990712609182274,0.3923752890821662,0.4294547374146876,0.4103939281000019,0.3264116207808641,0.4190415829944352,0.4604684558800445,-2.435032569063445,-2.736166285310852,-2.3719419042699137,-2.227197466285705,-2.1099089472042265,-2.410440149416061,-2.0789632610865407,-1.9307169421937047,0.7902424680191755,0.8058058058058054,0.6379766808606282,0.1851851851851851,0.5161290322580645,1.0230368018179723,0.9581226894224883,0.9878812129849792,0.1204621387846701,-0.372654731564243,0.7751156939,7.0,1.5995324372,0.7137469148,0.6419772712,-0.0404626563,0.5670698826,-0.0130637335,0.3016068153,0.4121348168,-24.3813728141,5.6969413411,15.7036475645,True
1,1,5,1,2.487674397387569,6.502472900587714,3,0.6616727017032397,105.7946250768316,1.4690189589033087,3.664190340957661,2.4943111310783554,0.8500464953331155,0.9999999999999828,1.0000002403118229,0.999999999999993,0.2476190476190476,0.1857142857142857,1.3333333333333333,0.3309523809523809,0.1452380952380952,2.278688524590164,0.1681385033968708,0.3063862099728338,0.3213249710793162,0.4608884281702927,0.1800111021647334,0.3156460142553202,0.3468577670269988,0.4769275603207742,-3.604066972949705,-3.0051042905908405,-2.940381622525888,-2.335718408293429,-3.318315597332133,-2.769430794719371,-2.643123662615806,-2.116759677727792,0.864741198312921,0.8058058058058054,0.944257242605741,0.2452452452452451,0.5161290322580645,0.9760282062956752,0.92529762208092,0.9590448058944622,0.1542841256268502,-0.3480559853207699,0.962099976,7.0,1.6709373702,0.7407464684,0.6539431214,-0.1910949742,0.479273952,-0.162309491,0.3072284815,0.427641606,-31.9726015071,4.9898323008,13.0640829208,True
1,1,6,1,1.032740441230804,0.1486293397299918,1,0.6030160756692055,105.71249368003843,0.6733890804396543,5.332963319788503,7.919586869906804,0.6674012803308097,0.9999999999999704,1.0000003997711404,0.9999999999999896,0.3714285714285714,0.1285714285714286,2.8888888888888884,0.2309523809523809,0.169047619047619,1.3661971830985913,0.2975737964015926,0.2891918072422164,0.3453097199975914,0.4894242837418857,0.304364023696088,0.2874220901351809,0.368464340885279,0.4858005667437982,-3.391062972045773,-3.431528223662013,-3.1606109727986813,-2.4648773023543367,-3.283360382456494,-3.363325299957814,-2.980810702550439,-2.426990703967564,0.8779733528382796,0.9459459459459456,1.46273335620113,0.3653653653653652,0.5645161290322581,1.0266610336877475,0.9337095572733026,0.9332278678561612,0.1556804272160151,-0.4310982315868419,1.2138714985,7.0,1.7256044906,0.766900157,1.3706382339,0.0889426009,1.0302087458,0.0700103573,0.6439384246,1.8786491683,-45.1104028995,5.5071371514,14.4077284907,True
1,1,7,1,1.0109680382117203,0.5528934045649363,2,0.1837399161761194,97.47993738553492,0.1822173400112242,1.983131458613367,10.88333008533222,0.2793556355972598,0.9999999999999606,1.0000004039047876,0.9999999999999956,0.4023809523809524,0.0809523809523809,4.970588235294118,0.3857142857142857,0.0785714285714285,4.909090909090908,0.2174938752097956,0.2396677371987044,0.3009391959265856,0.4187282113511111,0.2211288619245266,0.2598340389338717,0.3292472686651683,0.4113595912223975,-3.199995383505578,-3.109317171858325,-2.8587525067926816,-2.3770638737647865,-3.1327722111734344,-2.977092411222142,-2.697898810946596,-2.367626972991714,0.8303282130929555,0.7257257257257255,0.8033501977124734,0.1651651651651651,0.5967741935483871,1.0339583692100165,0.9515456246314052,0.9673175778759876,0.1502775342880302,-0.4869649042026417,0.9042038151,7.0,1.6461765581,0.7331822249,0.7497232731,0.0002926242,0.5182866721,0.0149099898,0.3522268761,0.5620849862,-28.0504038516,4.7200745274,12.1005756454,True
1,1,8,1,2.33352007289027,7.222818760296853,2,0.5474919966878784,99.99950754066808,1.1690879495982531,4.611679230609887,3.944681178344752,0.8483762197517397,0.9999999999999876,1.0000003207173067,0.9999999999999972,0.2833333333333333,0.1261904761904762,2.2452830188679247,0.3428571428571428,0.1071428571428571,3.2,0.3629616923695186,0.3182193843226897,0.3202559648922781,0.3939519348899696,0.3779555508203836,0.3614274591623285,0.3540032290220848,0.4160135139106489,-2.980740961961085,-3.190092940845882,-3.1805636565730326,-2.83573573355432,-2.795118142298108,-2.8693860968018803,-2.9027464143562924,-2.6241070461733744,0.8101285180714017,0.9859859859859856,0.431270730351924,0.2452452452452451,0.5161290322580645,1.0015000852593734,0.9317597574325548,0.9641198064438196,0.1385142841360203,-0.3515214125910789,0.8885501637,7.0,1.6409416208,0.7232124249,0.4463789273,-0.0655664043,0.3657537642,-0.0274670318,0.2097129177,0.1992541467,-31.3735179525,6.2683469392,17.026818518,True
1,1,9,1,2.039343783775561,4.3641174123283415,2,0.6169699681024216,101.98867002927376,1.0003306120526414,5.092770311043287,5.091087136274987,0.8430338134003439,0.9999999999999812,1.0000001769143785,0.9999999999999948,0.3785714285714285,0.0785714285714285,4.818181818181819,0.219047619047619,0.1523809523809524,1.4374999999999998,0.3306917602650615,0.3675359024443617,0.3738616411896497,0.4465382936976869,0.3451547087056551,0.3611436295072653,0.391666970927119,0.4644537799502148,-3.099657820577812,-2.929027568821496,-2.8997322092118054,-2.5631567108895874,-2.9056002377891508,-2.834656134348589,-2.699221659570054,-2.376260843607863,0.8172259735457478,0.8058058058058054,1.3968351179887395,0.3053053053053052,0.4838709677419355,1.000150613990871,0.926911562573424,0.9639128380228684,0.1491603998654155,-0.3906552622420808,0.9426228576,7.0,1.704169614,0.7476984464,0.5216376127,0.1171484864,0.3178905196,0.0820082802,0.245070139,0.272105799,-35.522909892,5.9711039418,16.3931853803,True
