fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_4,mean_std_x_last_4,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,0,1,1.2957482806793856,2.060944553510258,1,0.4293486947060543,110.24044026495078,0.8864272579067531,5.53925741280429,6.248970080054766,0.862280773008147,0.9999999999999846,1.0000007869031844,0.3583333333333333,0.2583333333333333,1.3870967741935485,0.0,0.5237484586216524,0.5244360097443139,0.5991638054049363,0.0,0.5429930490943049,0.5545241638584056,0.5753687676358289,-5.815669084300255,-2.7697213655444,-2.7657227957364614,-2.331130664775073,-5.6095519525275686,-2.563604233771713,-2.4989198464319315,-2.381990958612624,0.7610477446248137,1.1261261261261255,2.266498079273693,0.4654654654654652,0.4,1.084759861551558,0.904017861099106,0.9140882688207916,0.1921926287902773,-0.4634167008953117,1.80492302,1.9873478159,0.8805224763,2.0918012464,-0.1483643711,1.9375384225,-0.1484143634,0.982747428,-71.4976745259,6.2842728853,15.9277276472,16.891834716618508,1.5865082304096638,13.779297767167522,1.6279907415114674,21.22544426029524,1.945809673360856,0.0,0.000465482,0.0,0.0,7.736e-07,0.0,True
1,1,1,1,0.6631809691809553,-0.655488882313866,1,0.700272865880184,107.0602165945894,0.8702801969290909,6.517348656014142,7.488793470208269,0.9170061946325928,0.9999999999999716,1.0000004370547464,0.2583333333333333,0.275,0.9393939393939394,0.0,0.15407699484305,0.5877131213250752,0.5978410226451961,0.0,0.1572975857474953,0.6249498011176239,0.5870595765615075,-4.621370001065812,-3.9093231992437687,-1.9053302129413567,-1.858525433606796,-4.526749717348292,-3.814702915526248,-1.6977583817822168,-1.86927794508188,0.8688010009795198,0.94994994994995,1.2654403332856807,0.2672672672672673,0.5666666666666667,0.9371501955249611,0.8969840686308053,0.9025573961260376,0.191524978720373,-0.447128726374174,1.434000474,1.9621272783,0.8735852046,1.3358503422,-0.0360240212,1.27916941,0.016626135,0.6275947537,-56.7835066899,5.0637970184,13.7094407766,12.831044405757169,1.2218859250804512,9.900461127603316,1.1178175392469576,15.22847897679134,1.5567935803011903,0.0,0.0024237833,0.0,0.0,1.9934e-06,0.0,True
1,1,2,1,1.1302387856685998,0.802098795667149,2,0.5473571522364663,105.44286361184392,0.9878159895705246,4.456254599984604,4.511219343515649,0.9369480454476627,0.9999999999999888,1.0000003862273017,0.3333333333333333,0.425,0.7843137254901961,0.0,0.3531622783572092,0.477070574231567,0.5733501952371315,0.0,0.3655824726315735,0.472518790662519,0.6232165056181671,-5.7079468260771735,-3.6921153202379577,-2.9848533560772856,-2.435294398942661,-5.514026674552117,-3.498195168712901,-2.908545458611879,-2.0775942385523845,0.9116585691211178,0.94994994994995,1.5107033044866556,0.4654654654654652,0.6333333333333333,1.0712699096129557,0.9273313580328428,0.921964805722887,0.1437538714350789,-0.5157744025098461,1.6244114472,1.9773491068,0.8773099198,0.902308855,-0.126063099,0.6964565546,-0.0498973233,0.4239129832,-70.6151565556,6.982814546,18.1813496902,8.600657460530844,1.493431294490613,10.502704824649454,1.6815691736594691,15.925905837559924,1.8922866841536667,0.0,0.0001543979,0.0,0.0,3.0815e-06,0.0,True
1,1,3,1,0.6359342503810961,-0.4498079820543914,1,0.3243851964632041,103.67124535793025,1.5344481554608405,3.8545714938284688,2.5120245868918434,0.579897552194375,0.9999999999999792,1.0000004630665251,0.4,0.1583333333333333,2.5263157894736845,0.0,0.3244557535088345,0.3831308657663513,0.4894537176784834,0.0,0.3332735657429715,0.408647781006405,0.501540315023112,-5.433983527917662,-3.670896307812542,-3.352056714306476,-2.774300088374721,-5.2902102096655765,-3.527122989560457,-3.12837754642831,-2.63695651457142,0.8300286001564317,0.8398398398398399,1.4005083955986373,0.5095095095095097,0.5,1.0290626392689448,0.9693963638993316,0.9781119229086924,0.086478366268523,-0.5267292446024711,1.6454875093,1.9749334245,0.8763834515,1.3035177946,-0.0139000294,1.1649820777,0.0574458273,0.612404626,-63.1646002132,5.1375800696,13.0756882252,4.006926101772829,1.1885544967258084,12.331251287336526,1.395145250232518,13.61413988365724,1.8140551591526568,0.0,0.0001316477,0.0,0.0,2.24e-06,0.0,True
1,1,4,1,2.092624932875665,3.953868369985053,2,0.6461335453567365,106.09239150194688,2.5277024854781587,4.458744790585803,1.7639515790333824,0.9169951030453184,0.999999999999971,1.0000004932412592,0.4083333333333333,0.3,1.3611111111111112,0.0,0.4524165910100542,0.4478576759727881,0.5649630770305618,0.0,0.4828588413416277,0.4983351344100831,0.5418220831842392,-4.873414349509629,-2.668600842925001,-2.690818324885809,-2.120115182965775,-4.566165756556373,-2.3613522499717456,-2.290684930524134,-2.092116314174461,0.8410507197169653,0.7077077077077075,1.4360089846512607,0.3333333333333329,0.4666666666666667,1.0280787476180169,0.9514021910591064,0.9716658042519104,0.1194650804214452,-0.431715993096584,1.4505918356,1.9503069373,0.8709340626,0.9991886542,-0.0797305603,0.8503314441,-0.0670400741,0.4694280022,-58.3894225654,5.3457988616,14.1622743066,4.348587586903559,1.1781995688840263,6.448069541290624,1.2771478545145825,17.179132003383046,1.6312592029855462,0.0,0.000764775,0.0,0.0,2.2559e-06,0.0,True
1,1,5,1,1.42847549266132,1.5448583645430674,1,0.6616708992027592,107.348399113524,0.0861360437370344,3.821902375119126,44.370535368295386,0.8699341029644242,0.999999999999976,1.0000003355891498,0.225,0.2333333333333333,0.9642857142857144,0.0,0.0782663641597553,0.3752343239747365,0.5361807222575611,0.0,0.0810709416567617,0.4359696876270638,0.5193323159582249,-5.522316852463073,-5.090105190682643,-3.450154021554797,-2.561357013974321,-5.331277186964565,-4.899065525184136,-3.0070019371103323,-2.562572658443007,0.8243225580149445,0.7517517517517519,0.6379766808606282,0.3553553553553552,0.5,0.9634226868230322,0.9460988609133656,0.9590634921451716,0.0999029641887758,-0.4005638895321021,1.6033671263,1.984521126,0.882743308,2.0994178086,-0.179994421,1.960475718,-0.1625870425,0.9863257589,-62.9179562019,5.2179002274,12.9791557563,6.0427271176455255,1.4265816068974415,8.000814148581858,1.505462002782146,17.13639381161378,1.8470526707523605,0.0,0.0013887552,0.0,0.0,1.2764e-06,0.0,True
1,1,6,1,0.7274139417959847,-0.5400145139206773,1,0.3392082646141312,109.12733021506634,1.1211158243214374,3.1524874855659584,2.81191953335778,0.5972423959803996,0.9999999999999384,1.000000522157415,0.3416666666666666,0.1416666666666666,2.411764705882353,0.0,0.2966719382079082,0.3466666195636586,0.5728253267150936,0.0,0.3005764989778796,0.3244924529982977,0.5046496468757308,-5.781129166945244,-4.0660303719573285,-3.777004661379467,-2.469551963107678,-5.706030913328774,-3.990932118340858,-3.854466945378603,-2.826484427855404,0.8959358271918059,1.0160160160160154,1.143398527376694,0.443443443443443,0.6333333333333333,1.0423805130109625,0.929945861136538,0.8543444722912581,0.1819944825262383,-0.6066384352016999,1.7100263011,2.040123601,0.9070107388,1.5585995389,-0.0714804361,1.3894453623,-0.1139631214,0.7322443711,-72.6846013508,6.2876911797,17.1017497103,7.166445043296926,1.3224245554896394,13.140973308922636,1.592930852594702,12.79920210262702,1.918751870658984,0.0,0.0060962833,0.0,0.0,2.191e-07,0.0,True
1,1,7,1,-0.3182597311082916,-1.0978991965729747,1,-0.1406468277209986,100.36189492687468,0.1261705839619104,0.6340601858557142,5.025420077687288,0.3198940292615145,0.9999999999998423,1.000000306385786,0.5416666666666667,0.4416666666666666,1.226415094339623,0.0,0.3763000960216374,0.6560442921480638,0.6708945441234873,0.0,0.378117459814057,0.6948989682290575,0.6690971199990835,-5.551764207908566,-3.462634803383083,-1.9095609879582347,-1.827115890562656,-5.5250805015796765,-3.4359510970541933,-1.6857077616494758,-1.8282650502096232,0.8457513420857434,0.8838838838838833,1.0331266974971984,0.1791791791791794,0.5333333333333333,0.9171557738537812,0.8910976089843659,0.7236920880329801,0.1752585395918048,-0.7926598758408514,1.7767827515,2.0233261303,0.8949848652,1.7925527346,-0.2189086974,1.6414626197,-0.1965391961,0.8421577301,-69.0681926372,5.5074723321,14.4653571852,6.160249717077276,1.4888264889197995,6.355243039620488,1.4957314655372231,6.339247829815265,1.8354088870842244,0.0,0.0036463638,0.0,0.0,1.7656e-06,0.0,True
1,1,8,1,1.499286867241502,3.1415510189038898,2,0.4377518420439202,104.5448618014222,0.8884103824930107,5.724169035035602,6.443158643613257,0.5586430547309038,0.9999999999999828,1.0000004318611089,0.5166666666666666,0.275,1.8787878787878785,0.0,0.4041420496073751,0.4550699910507743,0.5742344571737259,0.0,0.4119870635912211,0.5126380236246313,0.5578453935879288,-6.151254474273523,-3.665273883384085,-3.352003155714836,-2.618992200301614,-6.0341229387630975,-3.548142347873659,-2.940802081127531,-2.668015253030848,0.8095544904265088,0.7957957957957954,1.5892828656229765,0.2672672672672673,0.5,1.041480196892156,0.9385085277007108,0.9265537046604452,0.1533563440014525,-0.5378938521202254,1.7766585898,2.0297854084,0.8957002913,1.4327857337,-0.410772582,1.2014539639,-0.3334844653,0.6731358905,-66.7077525684,5.152808105,13.7796337613,8.304043603343095,1.5956000564697677,12.646060625009117,1.7902884741601368,17.951429888632063,2.040369590055139,0.0,0.0053813565,0.0,0.0,2.7801e-06,0.0,True
1,1,9,1,1.241064848141455,0.6483236693854888,1,0.7156177586489771,106.60827679940851,1.0015690038519685,5.914160176440913,5.9048953728554325,0.7802479767372172,0.9999999999999812,1.000000368118841,0.2416666666666667,0.1166666666666666,2.071428571428572,0.0,0.5456910334364913,0.4789167253407336,0.5302056937192269,0.0,0.5577254519215511,0.526761939690929,0.5475497165723313,-5.198241723172053,-2.361607825201608,-2.7087168195809213,-2.4421043642173856,-5.0860757532174485,-2.2494418552470035,-2.4069246240376225,-2.301196416077828,0.8644395979013494,0.9279279279279278,2.776153294436798,0.5535535535535532,0.5,1.0214955584299363,0.9118204738675728,0.9132276901127498,0.1680327765346633,-0.3956929009608594,1.5224047516,1.9322877742,0.8595127066,1.5138662906,0.0253339147,1.4338428978,0.0470579755,0.7112282804,-55.2267865758,4.3051730911,11.7218564924,5.114899964397505,1.3519666291023285,6.130623886854791,1.3219155266123956,18.53665182208593,1.7345030822622836,0.0,0.000135925,0.0,0.0,2.26692e-05,0.0,True
