evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_ratio ps_squared loglikelihood mhl_norm mhl_sum x0 x1 x2 x3 x4
1 3286.8397504557 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 3.528105 0.800314 1.957476 4.481786 3.735116
2 300.1574766921 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.954556 1.900177 -0.302714 -0.206438 0.821197
3 457.0539910137 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.288087 2.908547 1.522075 0.243350 0.887726
4 496.4351302371 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.667349 2.988158 -0.410317 0.626135 -1.708191
5 1435.0097072664 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -5.000000 1.307237 1.728872 -1.484330 4.539509
6 1905.9908196694 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -2.908731 0.091517 -0.374368 3.065558 2.938718
7 63.1067401443 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.309895 0.756325 -1.775571 -3.961593 -0.695824
8 358.5091741054 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.312698 2.460581 2.404760 -0.774654 -0.604606
9 738.2316721723 0.0000000000 6.0000000000 1.9003554800 1.0000000000 2.1180811553 0.9451439411 1.7217855201 -0.2472852961 1.8615441029 -0.2673576235 0.8089106431 2.9645453772 -95.1476060436 8.7174274892 22.3088819753 -0.920765 -2.401384 0.103222 -3.631099 3.664492
10 322.2902845674 0.0000000000 6.0000000000 1.9003554800 1.0000000000 2.1180811553 0.9451439411 1.7217855201 -0.2472852961 1.8615441029 -0.2673576235 0.8089106431 2.9645453772 -95.1476060436 8.7174274892 22.3088819753 -3.209179 3.491725 0.456953 -0.781842 -0.366456
11 272.3430159575 0.0000000000 6.0000000000 1.9003554800 1.0000000000 2.1180811553 0.9451439411 1.7217855201 -0.2472852961 1.8615441029 -0.2673576235 0.8089106431 2.9645453772 -95.1476060436 8.7174274892 22.3088819753 0.212587 2.972988 1.595427 -1.651306 0.243100
12 193.5922687611 0.0000000000 6.0000000000 1.9003554800 1.0000000000 2.1180811553 0.9451439411 1.7217855201 -0.2472852961 1.8615441029 -0.2673576235 0.8089106431 2.9645453772 -95.1476060436 8.7174274892 22.3088819753 -0.774242 1.732004 -0.229723 -1.436873 -1.439395
13 333.8773562266 0.0000000000 6.0000000000 1.9003554800 1.0000000000 2.1180811553 0.9451439411 1.7217855201 -0.2472852961 1.8615441029 -0.2673576235 0.8089106431 2.9645453772 -95.1476060436 8.7174274892 22.3088819753 -1.082931 3.369820 2.463987 -2.395095 0.023342
14 219.3187423041 0.0000000000 6.0000000000 1.9003554800 1.0000000000 2.1180811553 0.9451439411 1.7217855201 -0.2472852961 1.8615441029 -0.2673576235 0.8089106431 2.9645453772 -95.1476060436 8.7174274892 22.3088819753 -3.356117 2.661309 -0.051061 -1.852306 0.394863
15 300.0290875456 0.0000000000 6.0000000000 1.9003554800 1.0000000000 2.1180811553 0.9451439411 1.7217855201 -0.2472852961 1.8615441029 -0.2673576235 0.8089106431 2.9645453772 -95.1476060436 8.7174274892 22.3088819753 -1.208548 3.750732 -1.176126 -1.723997 -2.358022
16 213.3161870263 0.0000000000 6.0000000000 1.9003554800 1.0000000000 2.1180811553 0.9451439411 1.7217855201 -0.2472852961 1.8615441029 -0.2673576235 0.8089106431 2.9645453772 -95.1476060436 8.7174274892 22.3088819753 -1.426620 1.605926 0.686812 -2.649753 1.155929
17 102.2074091778 0.0000000000 6.0000000000 1.7702398034 2.0000000000 2.0510720266 0.9127970521 1.5640465774 -0.3999659605 1.5146234657 -0.3814475836 0.7348034398 2.4462416963 -70.8132287065 5.8549773240 15.8189578148 -2.525355 1.304128 -4.015659 -5.000000 -0.233741
18 161.9690510714 0.0000000000 6.0000000000 1.7702398034 2.0000000000 2.0510720266 0.9127970521 1.5640465774 -0.3999659605 1.5146234657 -0.3814475836 0.7348034398 2.4462416963 -70.8132287065 5.8549773240 15.8189578148 1.281425 0.748865 -3.584754 -4.571210 -2.879856
19 149.7594209519 0.0000000000 6.0000000000 1.7702398034 2.0000000000 2.0510720266 0.9127970521 1.5640465774 -0.3999659605 1.5146234657 -0.3814475836 0.7348034398 2.4462416963 -70.8132287065 5.8549773240 15.8189578148 -1.695470 1.232766 0.228302 -4.300172 -2.032484
20 65.8928734560 0.0000000000 6.0000000000 1.7702398034 2.0000000000 2.0510720266 0.9127970521 1.5640465774 -0.3999659605 1.5146234657 -0.3814475836 0.7348034398 2.4462416963 -70.8132287065 5.8549773240 15.8189578148 0.405785 -0.827126 -0.563156 -5.000000 0.028321
21 344.8408081683 0.0000000000 6.0000000000 1.7702398034 2.0000000000 2.0510720266 0.9127970521 1.5640465774 -0.3999659605 1.5146234657 -0.3814475836 0.7348034398 2.4462416963 -70.8132287065 5.8549773240 15.8189578148 3.022440 2.162593 0.945552 -0.333182 -1.125819
22 301.4963540825 0.0000000000 6.0000000000 1.7702398034 2.0000000000 2.0510720266 0.9127970521 1.5640465774 -0.3999659605 1.5146234657 -0.3814475836 0.7348034398 2.4462416963 -70.8132287065 5.8549773240 15.8189578148 2.702583 3.648867 0.752171 -5.000000 -2.204162
23 291.3261441490 0.0000000000 6.0000000000 1.7702398034 2.0000000000 2.0510720266 0.9127970521 1.5640465774 -0.3999659605 1.5146234657 -0.3814475836 0.7348034398 2.4462416963 -70.8132287065 5.8549773240 15.8189578148 1.545001 1.757301 1.541677 -2.957640 -3.899649
24 161.4294212326 0.0000000000 6.0000000000 1.7702398034 2.0000000000 2.0510720266 0.9127970521 1.5640465774 -0.3999659605 1.5146234657 -0.3814475836 0.7348034398 2.4462416963 -70.8132287065 5.8549773240 15.8189578148 0.112108 1.727535 -0.826952 -4.849083 -2.476297
25 73.2620619303 0.0000000000 6.0000000000 1.7709484846 3.0000000000 2.0342186222 0.9001194908 2.1317092232 -0.6580792154 2.0619599289 -0.6168160962 1.0014965619 4.5441842122 -68.0135157286 5.4593840297 14.6252349790 -0.961246 -2.200674 -1.466579 -3.553730 -1.550002
26 130.9416158273 0.0000000000 6.0000000000 1.7709484846 3.0000000000 2.0342186222 0.9001194908 2.1317092232 -0.6580792154 2.0619599289 -0.6168160962 1.0014965619 4.5441842122 -68.0135157286 5.4593840297 14.6252349790 -0.368552 -1.139116 0.250180 -5.000000 -0.899187
27 114.2856201899 0.0000000000 6.0000000000 1.7709484846 3.0000000000 2.0342186222 0.9001194908 2.1317092232 -0.6580792154 2.0619599289 -0.6168160962 1.0014965619 4.5441842122 -68.0135157286 5.4593840297 14.6252349790 -0.571444 0.600202 -1.842046 -2.872636 0.877151
28 94.0008767421 0.0000000000 6.0000000000 1.7709484846 3.0000000000 2.0342186222 0.9001194908 2.1317092232 -0.6580792154 2.0619599289 -0.6168160962 1.0014965619 4.5441842122 -68.0135157286 5.4593840297 14.6252349790 0.942111 -0.610407 -1.477222 -2.251428 -0.286101
29 181.0249157298 0.0000000000 6.0000000000 1.7709484846 3.0000000000 2.0342186222 0.9001194908 2.1317092232 -0.6580792154 2.0619599289 -0.6168160962 1.0014965619 4.5441842122 -68.0135157286 5.4593840297 14.6252349790 -1.167617 0.803194 -2.991693 -5.000000 1.513112
30 163.2104977099 0.0000000000 6.0000000000 1.7709484846 3.0000000000 2.0342186222 0.9001194908 2.1317092232 -0.6580792154 2.0619599289 -0.6168160962 1.0014965619 4.5441842122 -68.0135157286 5.4593840297 14.6252349790 0.308944 1.361662 0.373147 -4.006738 -2.950778
31 166.2030951378 0.0000000000 6.0000000000 1.7709484846 3.0000000000 2.0342186222 0.9001194908 2.1317092232 -0.6580792154 2.0619599289 -0.6168160962 1.0014965619 4.5441842122 -68.0135157286 5.4593840297 14.6252349790 1.366164 2.141251 -2.144406 -3.572011 1.228696
32 182.4750642132 0.0000000000 6.0000000000 1.7709484846 3.0000000000 2.0342186222 0.9001194908 2.1317092232 -0.6580792154 2.0619599289 -0.6168160962 1.0014965619 4.5441842122 -68.0135157286 5.4593840297 14.6252349790 0.163481 2.631088 -2.050845 -2.761363 1.056231
33 91.0190104906 0.0000000000 6.0000000000 1.6157785032 4.0000000000 1.9732181320 0.8699566685 1.3987252876 -0.3999680711 1.1125695187 -0.3048749764 0.6571339802 1.9564324301 -61.6541088224 5.3407285509 14.0543665171 -1.680807 -0.227518 -2.753642 -5.000000 -2.378266
34 90.4656577046 0.0000000000 6.0000000000 1.6157785032 4.0000000000 1.9732181320 0.8699566685 1.3987252876 -0.3999680711 1.1125695187 -0.3048749764 0.6571339802 1.9564324301 -61.6541088224 5.3407285509 14.0543665171 2.306401 -1.827684 -0.035264 -4.188737 0.328497
35 102.5813404656 0.0000000000 6.0000000000 1.6157785032 4.0000000000 1.9732181320 0.8699566685 1.3987252876 -0.3999680711 1.1125695187 -0.3048749764 0.6571339802 1.9564324301 -61.6541088224 5.3407285509 14.0543665171 0.580420 0.950478 -3.202577 -5.000000 -1.650807
36 122.2363722312 0.0000000000 6.0000000000 1.6157785032 4.0000000000 1.9732181320 0.8699566685 1.3987252876 -0.3999680711 1.1125695187 -0.3048749764 0.6571339802 1.9564324301 -61.6541088224 5.3407285509 14.0543665171 1.598784 0.533759 -0.894398 -4.075618 -0.199589
37 202.5823932717 0.0000000000 6.0000000000 1.6157785032 4.0000000000 1.9732181320 0.8699566685 1.3987252876 -0.3999680711 1.1125695187 -0.3048749764 0.6571339802 1.9564324301 -61.6541088224 5.3407285509 14.0543665171 0.745526 2.960842 -0.066772 -2.794235 0.603642
38 247.7293637571 0.0000000000 6.0000000000 1.6157785032 4.0000000000 1.9732181320 0.8699566685 1.3987252876 -0.3999680711 1.1125695187 -0.3048749764 0.6571339802 1.9564324301 -61.6541088224 5.3407285509 14.0543665171 -0.998040 0.686491 0.018038 -1.462703 1.326429
39 126.6027915141 0.0000000000 6.0000000000 1.6157785032 4.0000000000 1.9732181320 0.8699566685 1.3987252876 -0.3999680711 1.1125695187 -0.3048749764 0.6571339802 1.9564324301 -61.6541088224 5.3407285509 14.0543665171 -1.306705 1.303839 -0.331732 -3.316465 -0.392884
40 93.9558916595 0.0000000000 6.0000000000 1.6157785032 4.0000000000 1.9732181320 0.8699566685 1.3987252876 -0.3999680711 1.1125695187 -0.3048749764 0.6571339802 1.9564324301 -61.6541088224 5.3407285509 14.0543665171 -0.859808 -3.665395 -1.475199 -2.044336 -0.885629
41 56.7206194720 0.0000000000 6.0000000000 1.3952422737 5.0000000000 1.8979396754 0.8347661652 0.9605963195 -0.2480305300 0.6891798288 -0.1657782326 0.4512969690 0.9227452890 -60.1098366588 6.6060061996 17.5617848706 -0.618841 0.375057 -2.640202 -4.805749 -0.624382
42 112.6503370632 0.0000000000 6.0000000000 1.3952422737 5.0000000000 1.8979396754 0.8347661652 0.9605963195 -0.2480305300 0.6891798288 -0.1657782326 0.4512969690 0.9227452890 -60.1098366588 6.6060061996 17.5617848706 -0.831076 0.195278 -0.073535 -4.579596 -0.047727
43 82.8695897259 0.0000000000 6.0000000000 1.3952422737 5.0000000000 1.8979396754 0.8347661652 0.9605963195 -0.2480305300 0.6891798288 -0.1657782326 0.4512969690 0.9227452890 -60.1098366588 6.6060061996 17.5617848706 0.738281 -0.932280 -1.779491 -2.432764 -0.523429
44 106.6751892827 0.0000000000 6.0000000000 1.3952422737 5.0000000000 1.8979396754 0.8347661652 0.9605963195 -0.2480305300 0.6891798288 -0.1657782326 0.4512969690 0.9227452890 -60.1098366588 6.6060061996 17.5617848706 -0.599982 2.285702 -1.754124 -3.853295 -0.744417
45 117.2404830033 0.0000000000 6.0000000000 1.3952422737 5.0000000000 1.8979396754 0.8347661652 0.9605963195 -0.2480305300 0.6891798288 -0.1657782326 0.4512969690 0.9227452890 -60.1098366588 6.6060061996 17.5617848706 -0.748553 0.174278 0.282834 -2.273771 -0.647667
46 44.7781217433 0.0000000000 6.0000000000 1.3952422737 5.0000000000 1.8979396754 0.8347661652 0.9605963195 -0.2480305300 0.6891798288 -0.1657782326 0.4512969690 0.9227452890 -60.1098366588 6.6060061996 17.5617848706 0.321153 -0.944769 -1.363363 -3.828448 -0.339825
47 122.9274020726 0.0000000000 6.0000000000 1.3952422737 5.0000000000 1.8979396754 0.8347661652 0.9605963195 -0.2480305300 0.6891798288 -0.1657782326 0.4512969690 0.9227452890 -60.1098366588 6.6060061996 17.5617848706 -1.095955 0.128593 0.307496 -2.968099 -0.579494
48 143.2406345841 0.0000000000 6.0000000000 1.3952422737 5.0000000000 1.8979396754 0.8347661652 0.9605963195 -0.2480305300 0.6891798288 -0.1657782326 0.4512969690 0.9227452890 -60.1098366588 6.6060061996 17.5617848706 2.325448 0.913458 -0.177052 -5.000000 0.226225
49 79.2683886732 0.0000000000 6.0000000000 1.1851979180 6.0000000000 1.7998555471 0.7897319703 0.8299984509 -0.2791090564 0.6207231917 -0.2018302825 0.3899408915 0.6888974285 -49.9740665381 6.6498421305 17.2312627982 -0.391816 -0.078062 -1.634802 -4.686201 -0.719199
50 133.2064664291 0.0000000000 6.0000000000 1.1851979180 6.0000000000 1.7998555471 0.7897319703 0.8299984509 -0.2791090564 0.6207231917 -0.2018302825 0.3899408915 0.6888974285 -49.9740665381 6.6498421305 17.2312627982 -0.884941 1.031055 -2.618465 -5.000000 0.704772
51 75.6837910521 0.0000000000 6.0000000000 1.1851979180 6.0000000000 1.7998555471 0.7897319703 0.8299984509 -0.2791090564 0.6207231917 -0.2018302825 0.3899408915 0.6888974285 -49.9740665381 6.6498421305 17.2312627982 0.252336 -0.150980 -1.576474 -3.254406 -1.041377
52 107.0279895566 0.0000000000 6.0000000000 1.1851979180 6.0000000000 1.7998555471 0.7897319703 0.8299984509 -0.2791090564 0.6207231917 -0.2018302825 0.3899408915 0.6888974285 -49.9740665381 6.6498421305 17.2312627982 0.839601 0.435440 -0.219557 -3.860055 -1.541489
