fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,1,0,0.0,0.3989647733581633,0.0713559661944994,0.5,0.7576681136619499,0.0001504419152214,2.926124474891285e-09,7.513535773976459e-09,0.0011817183234458,0.883445332948561,0.9999999999999968,2.07936288884402e-12,0.9999999999999992,0.1123595505617977,0.1807909604519773,0.055984555984556,0.4166666666666666,0.1615384615384615,0.1036585365853658,0.2192982456140351,0.0288461538461536,0.3681729518855658,0.0176396699991674,0.0205008682314021,0.0268665948983158,0.0395028252889907,0.0145016054879587,0.0182161804829545,0.0273614687684173,0.0399874967332681,0.3912251249563981,0.3815451883647339,0.3914770958040367,0.3994834493277478,0.4165334141612465,0.4134788499679762,0.4392487830909863,0.4817544385739423,0.4422715564038455,0.0371352785145888,1.7515656147856565e-07,0.0159744408945686,0.4285714285714285,0.8377182126102629,0.8193640408632996,0.9228656348007958,0.203381801817295,0.7905856769510617,0.0292127138681002,0.1367068051117652,0.2269836997232462,0.1121029085772924,0.7444437953401948,0.2892491136634015,0.5397682057229156,0.9998833788558874,0.0031195843366373,0.0046055239622568,1.2561750845071438e-07,0.0193227178050414,1.574460348687726e-07,0.0272215839370427,7.4530174976562e-08,0.0487390076671745
1,1,1,0.0,0.3807973533640767,0.0513170075419586,0.1666666666666666,0.7907807666676611,0.0001504416257454,3.1764135814022616e-10,6.672257585034357e-09,0.0100556262183704,0.879982657919903,0.9999999999999908,1.257347933824877e-12,0.9999999999999988,0.1123595505617977,0.0903954802259887,0.1145092460881934,0.4404761904761904,0.0538461538461538,0.295219512195122,0.2192982456140351,0.0384615384615384,0.3220632856523625,0.006526570450486,0.0104492241562147,0.0134923360785321,0.0276864722605004,0.0055754928802524,0.0091534539830916,0.0120706417289177,0.0250274880325415,0.4153860748139799,0.4057921875292826,0.4153105115825882,0.4299626716600002,0.4174076170105649,0.414946913482081,0.4375188220655671,0.4813334514781096,0.2391362572624422,0.0291777188328912,8.247541149640131e-08,0.0287539936102236,0.2077922077922077,0.7293444135568734,0.8727741783839811,0.8544717396740049,0.130362194092898,0.783965191973004,0.012854163519407,0.0763033083320218,0.1314100429329917,0.0306606541076284,0.7610674417121926,0.0944833862521813,0.5842477970095166,0.999931627103404,0.0032786512356764,0.0046578563176184,5.6583623656513567e-08,0.0091048738989977,6.135609542075027e-08,0.0114544987013458,2.5207088000303417e-08,0.0278026313126587
1,1,2,0.0,0.4058551773180114,0.0714965587032355,0.5,0.7014598242536019,0.0001504392194776,3.28269586273961e-08,5.421045379501684e-09,1.7051263898384343e-05,0.8947352947622608,0.9999999999999952,9.083425912749957e-13,0.999999999999999,0.1123595505617977,0.0847457627118644,0.1216216216216216,0.4642857142857143,0.1076923076923075,0.1708464849354376,0.307017543859649,0.0673076923076923,0.3046163849154746,0.0053132025617019,0.0091188164304875,0.0142703167555735,0.0288682475646002,0.0050047913733951,0.0080068827239095,0.013408176518464,0.027208676900165,0.4160585114726386,0.4063927376232721,0.4172711280904659,0.4324490990343,0.4228176228893454,0.4199245834686532,0.4444276283724581,0.4899142743743746,0.2875087002463199,0.0238726790450928,4.935882738911268e-08,0.0287539936102236,0.3766233766233765,0.8275677235109491,0.8616177299716226,0.9338059119926684,0.0988687006616857,0.7182013093638446,0.0130473126485875,0.0583920656529625,0.0966465930967258,0.034862340165924,0.7345023981639531,0.0872721130343645,0.5341628157830965,0.9999327388703352,0.0035881952470234,0.0050757711137289,3.3852908475882707e-08,0.0073987524173543,8.185070975425974e-08,0.0128702934488211,3.646983937291488e-08,0.0327650512639677
1,1,3,0.0,0.3920581590537175,0.0583901915932527,0.5,0.4929274517844505,0.0001504396916883,1.9222196723921137e-08,5.94464561286321e-09,8.756802584191635e-05,0.7216863019038611,0.9999999999999938,2.71463334125012e-12,0.9999999999999988,0.1123595505617977,0.1073446327683615,0.097051597051597,0.4404761904761904,0.123076923076923,0.1438254172015404,0.5964912280701757,0.0576923076923076,0.605745359971628,0.0124759005081011,0.0143887609944864,0.020198507798562,0.0359476909493276,0.0110492045859505,0.0126488220473908,0.0195187018636325,0.0348482198912351,0.4413299608175385,0.4295178448192727,0.4417462318346677,0.4613770084636546,0.4427544367517951,0.4382987501556796,0.4645254656037149,0.5140295540716507,0.5051521331271096,0.026525198938992,9.879250675434737e-08,0.0255591054313098,0.4415584415584416,0.9146447925963028,1.0,0.9999999999999992,0.0876582902763583,0.6958862341916632,0.0160396983031031,0.0559943151138239,0.0970165885265328,0.0579003766640378,0.7100388262148005,0.1587079315097708,0.5089062034995665,0.9999215550463556,0.0035332513571197,0.004957139447412,4.541182746151057e-08,0.0110333361108255,6.551759855530346e-08,0.0146780387257725,4.6320418336241846e-08,0.0351079182603068
1,1,4,0.0,0.5105856879501931,0.1739914126009749,0.5,0.6773954586846901,0.0001504420376914,2.8432824337773496e-08,5.335385940595707e-09,2.8321547110850224e-05,0.84264665794821,0.999999999999988,1.8626404036848243e-12,0.9999999999999998,0.1123595505617977,0.0451977401129943,0.2076167076167075,0.4880952380952378,0.0692307692307692,0.2624390243902438,0.3947368421052632,0.0865384615384615,0.3185026936652425,0.0083070236144759,0.0109593486594076,0.0158182219296794,0.030720600912233,0.007521411248188,0.0107619555416378,0.0156230597565741,0.0308509573201319,0.4609524492087761,0.4489562507042389,0.4618060820247909,0.4848073618534381,0.4580715914490579,0.4544407481548894,0.4808523193646013,0.53345190072611,0.3160714192059912,0.0159151193633952,3.1994713377813985e-08,0.0287539936102236,0.3636363636363634,0.894533781845932,0.9248384178861846,0.9805459771474868,0.1670366828831578,0.7483839138998262,0.0135547256344525,0.0588422220329152,0.104715278923963,0.029202336962657,0.705064075529331,0.0766871587758827,0.471147287172907,0.9999335329695734,0.0024087602242764,0.0035220236547173,4.410375440093799e-08,0.0094044402762297,4.0830880532253936e-08,0.0110864734008609,1.2367050413870714e-08,0.0255330621615936
1,1,5,0.0,0.4522298252772205,0.1105395867636426,0.3333333333333333,0.6799402386757529,0.000150440711799,3.857440265143601e-09,6.755484916413377e-09,0.0007907006742712,0.888877728087372,0.9999999999999916,1.847454485298325e-12,0.9999999999999988,0.1123595505617977,0.0903954802259887,0.1145092460881934,0.4166666666666666,0.1153846153846153,0.1463414634146341,0.3421052631578948,0.0480769230769228,0.4107932379713915,0.0109252360053313,0.0118631934483823,0.0185196871173118,0.0360631819529233,0.0085947101777383,0.0100157664845589,0.0163768322166734,0.0333637431555675,0.4405063513949941,0.4282168073658864,0.4409308949105867,0.4615588568875874,0.4335219722085403,0.4292490868118006,0.4547827095896165,0.5037545530195509,0.319393433087578,0.0106100795755967,1.3991003534640366e-07,0.0191693290734824,0.2857142857142857,0.8246548357634778,0.905892342865,0.9537077768608836,0.0986778618452149,0.7999669698828613,0.0154742035481927,0.1170583845571677,0.1896966021356528,0.0256568081406762,0.7137787596744481,0.0868602308130806,0.5123636257788217,0.9999207658535664,0.0028464659278832,0.0041187881887586,1.0605583901360752e-07,0.0128209650151136,1.0649599448317498e-07,0.0160165330575397,2.791399597129421e-08,0.0336107329817387
1,1,6,0.0,0.3548801082401306,0.0374223321059507,0.1666666666666666,0.7248451611757732,0.000150440822977,9.516149207985364e-10,6.733362177200361e-09,0.0033786625946439,0.811394424758069,0.9999999999999885,1.8728524226323024e-12,0.9999999999999972,0.1235955056179775,0.0677966101694915,0.1567567567567567,0.4999999999999999,0.0538461538461538,0.3259512195121951,0.2192982456140351,0.0769230769230769,0.2085625687706312,0.007877511931938,0.0132460586271865,0.0178820983415231,0.033684351152018,0.0059020707611651,0.0108607643868603,0.0152170425077502,0.0282816498707094,0.3851097275939957,0.3776547241334673,0.3865236545705265,0.39682326671046,0.3821330834896744,0.3815129163690181,0.4024400876499442,0.4395708103310178,0.3635980873092093,0.0371352785145888,1.4806318891021325e-07,0.0351437699680511,0.3506493506493507,0.8696109820568947,0.8695942478758276,0.9085311612232418,0.1334764888285129,0.7208914510586847,0.0179919785357888,0.1264168223235413,0.2001326080350439,0.0469626475540652,0.6978167923911899,0.1369367838278697,0.4856424349492729,0.999911372685514,0.0031446838182633,0.0045087066796781,4.879197974000576e-08,0.0133412940735626,9.835318132133769e-08,0.0194445565768724,5.3363148921963064e-08,0.0409939810990626
1,1,7,0.0,0.3241194773687015,0.0194704936999543,0.3333333333333333,0.3447914553019035,0.0001504330348173,1.6918807488776083e-08,3.498610280321231e-09,4.170711187879891e-05,0.6554464299346265,0.9999999999999808,1.1780059705615098e-12,0.9999999999999968,0.1348314606741573,0.1016949152542373,0.1138996138996139,0.5238095238095237,0.1307692307692307,0.1569268292682927,0.2631578947368421,0.125,0.1625487646293888,0.0223824749007234,0.0242971565731688,0.0300163340104584,0.051880360102848,0.0185616635860622,0.0221394613360449,0.0282397641682239,0.0455697785131726,0.4247733553662295,0.4132466543088004,0.4242120099442126,0.4437630987721377,0.426960215388857,0.4233119294598546,0.4475214328161663,0.4945483564056585,0.422885265514707,0.0238726790450928,1.111341806629823e-07,0.0543130990415334,0.2467532467532466,0.7767848248844116,0.8029575695992301,0.9184671336418004,0.17334135016902,0.6755325101895587,0.027674607226439,0.1438537996803061,0.2134814852782359,0.0503845486234986,0.6317135921553612,0.101757213791954,0.4106100540642883,0.9998876827568596,0.0036041169503187,0.0052428141192581,1.32545971150163e-07,0.0222539738011678,2.1916049782461653e-07,0.02787974580673,1.8457109476904857e-07,0.0576425012723629
1,1,8,0.0,0.4233839930318405,0.096022505989236,0.5,0.5786802228131166,0.0001504375226169,2.18582066765919e-08,6.181222010407612e-09,7.417552060934441e-05,0.7333789122097311,0.9999999999999948,5.185201523182146e-13,0.9999999999999972,0.1123595505617977,0.0677966101694915,0.1486486486486487,0.4523809523809523,0.0923076923076922,0.1927804878048781,0.5087719298245615,0.0384615384615384,0.6510619852622456,0.0081537373264369,0.010884570996985,0.0161672006542316,0.0326262558547058,0.006830096649313,0.0093265785778552,0.0145419846475652,0.0291988916389894,0.4010026931010952,0.3911416737227546,0.4012512296665922,0.4146920835733081,0.4072850810017948,0.4042072739314641,0.4274502244599852,0.47035267177183,0.2315320308926152,0.039787798408488,9.879250675434737e-08,0.0255591054313098,0.3506493506493507,0.8821523093782204,0.9202551061293204,0.9228700651679356,0.0705336292963575,0.7043363892957271,0.0147788492872393,0.0772959596532544,0.1283184969816259,0.0630203570314598,0.7061930763546366,0.1990330528839046,0.4786054989571593,0.9999227992255268,0.0036948239756983,0.0052799589465886,3.0830953805130884e-08,0.0097185526364037,4.5626063204571173e-08,0.0139049757183697,5.3898606457723256e-08,0.0364939666313767
1,1,9,0.0,0.44322411980421,0.098593392471506,0.8333333333333334,0.7620825557232852,0.0001504425596475,1.5760928074437065e-08,7.336063796511748e-09,0.0001617071863957,0.8450080399542859,0.9999999999999932,1.0409880592352361e-12,0.999999999999999,0.1123595505617977,0.1186440677966101,0.0878378378378378,0.4404761904761904,0.1461538461538461,0.1208869179600887,0.324561403508772,0.0384615384615384,0.4416991764195928,0.0166515689839048,0.0201321047834121,0.0252301722174619,0.0390301909004697,0.01459899542983,0.0183029393833762,0.0234632451575934,0.0358962770296759,0.4401752592624853,0.4291874579968874,0.4407967747135365,0.4587448035364925,0.4368791564040171,0.4334414288587043,0.45807754007639,0.5044483140529449,0.4146021987328767,0.0185676392572943,9.879250675434737e-08,0.0383386581469647,0.3116883116883117,0.7525809146805225,0.8512102418236758,0.917959266779726,0.1056122384278395,0.7539399869529685,0.0188237258783359,0.1054705952190679,0.1602035379560918,0.0719019574924499,0.6543010213566153,0.2047945166429509,0.4199671095495578,0.9999106621289444,0.0034669887649132,0.0049605781236857,4.832271082919147e-08,0.0151702607769967,6.963043471751435e-08,0.0190759711277682,6.374573946789977e-08,0.0373910445490903
