fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,1,20,1,5.375805946412939,34.0164676167183,6,0.4858733125936616,94.7770039130504,0.916035885255598,5.060139840948948,5.5239537253903945,0.7219666223907462,0.999999999999982,1.0000002446743723,0.9999999999999972,0.1066200466200466,0.0769230769230769,1.386060606060606,0.2636130536130536,0.0368997668997669,7.144030322173088,0.3818181818181818,0.05006993006993,7.6256983240223475,2.817555852334805e-05,4.259511515825808e-05,6.615761047287076e-05,0.0002895505784009,0.0001717363474752,0.0002653635175636,0.0004099455901401,0.0015314963297677,-0.8018462978042549,-0.8018347352103687,-0.8018158411783838,-0.8016367093069545,-0.125811872959692,-0.125800091526763,-0.1257818982609707,-0.1256407696248824,0.5676369180452439,0.5655655655655653,4.371602248248502e-05,-2.057057057057057,0.4831804281345566,0.9674457584069712,0.9507173863813074,0.9946361944713646,0.1278835788386313,-0.1418364151340122,0.0002770752,81.0,0.0695847227,0.0304223077,1.4759588809,0.1128364471,0.039237412,0.0043289683,0.6934190313,2.1784546181,430.9465366167,6.6595249868,18.0272172974
1,1,21,1,5.981678718750136,46.65062456407107,5,0.8225214950506433,104.44434100631273,0.7305113001045873,4.338742273674574,5.939322599189632,0.930666404734557,0.999999999999991,1.0000002158360888,0.9999999999999972,0.1141958041958042,0.083076923076923,1.3745791245791248,0.2651282051282051,0.043076923076923,6.154761904761904,0.3757575757575758,0.0455944055944056,8.241308793456033,2.767769847073021e-05,3.6819053332541685e-05,5.556281095469798e-05,0.000178931719408,0.0002124040896975,0.0002779721520156,0.0004039747075987,0.0012673325998184,-1.0604725767417595,-1.0604628823172948,-1.06044300452618,-1.0603121715607873,-0.1405023932151502,-0.1404931787882941,-0.1404754713665547,-0.1403541417455889,0.5914953003124296,0.8258258258258254,0.0001483496482204,-2.317317317317317,0.5198776758409785,0.9585622510611824,0.9483697546497094,0.9906299912321072,0.1233443708196845,-0.1173936603283153,0.0003728885,81.0,0.0723764504,0.0317598656,2.0082756375,0.3135520308,0.0531455832,0.0089111195,0.9435063302,4.033171036,417.425642277,4.7747568731,12.8824231401
1,1,22,1,5.662730757378983,41.00681319062576,6,0.5071071973021428,93.7315026547672,0.490502071349788,4.525612114467199,9.22648930312036,0.7330303849408013,0.9999999999999866,1.0000002180195713,0.999999999999997,0.1066200466200466,0.0753846153846153,1.4143475572047002,0.2636130536130536,0.0307226107226107,8.580424886191198,0.3515151515151515,0.0379020979020979,9.274292742927427,2.258304529812696e-05,2.8681245951004797e-05,4.871309179884543e-05,0.0002268939914522,0.0001240596573072,0.0001658350047665,0.0002715428910525,0.0010802481689478,-0.8904469899360647,-0.8904415596890178,-0.8904237219893502,-0.8902650577604683,-0.1556574662940371,-0.1556509628424821,-0.1556345065791771,-0.1555086099459481,0.5683974013867091,0.6856856856856854,3.806979871402284e-05,-2.037037037037037,0.5259938837920489,0.9631167252534584,0.9511658479039432,0.994181574266464,0.1302401344966957,-0.1275886395616781,0.0002321648,81.0,0.0783738317,0.0342192586,0.8786993963,0.0791683831,0.0276746995,0.0046891796,0.4128210427,0.772112629,433.4504756041,5.7808366209,15.7971607125
1,1,23,1,6.009187913924424,42.99282797905543,7,0.8039887031855569,104.82226867974263,1.7529771490428008,5.305659649328684,3.0266564810760923,0.8630083343661342,0.999999999999986,1.0000001576172306,0.999999999999998,0.1111655011655012,0.1153846153846153,0.9634343434343438,0.2545221445221445,0.0707692307692307,3.5965085638998677,0.3878787878787879,0.0456177156177156,8.502810424118548,1.7471327693487118e-05,2.145979303868796e-05,3.490671478787534e-05,9.748562315594672e-05,0.0002135170601245,0.0002509992303658,0.0004011706754432,0.0010297922836625,-0.7777764285110569,-0.777773326322526,-0.777762867441023,-0.777714194190786,-0.0660543187631737,-0.0660518423752015,-0.0660419207842703,-0.0660003887443805,0.578709483588771,0.6656656656656653,3.165924111983521e-05,-2.7577577577577577,0.4740061162079511,0.9781805735334198,0.967896146434781,0.995467125408615,0.1435952249807681,-0.1070335867939437,0.0001716347,81.0,0.0691812096,0.02988642,1.8929175507,-0.0414082501,0.0502459532,-0.0004492173,0.889310042,3.5831368537,451.4149968626,5.3839087359,14.3077383757
1,1,24,1,5.088959221343894,29.169262170950496,6,0.6768917013301703,105.66424651705648,0.5018078325410704,5.941913385272322,11.841013631021806,0.8800209423751434,0.9999999999999906,1.0000001677638282,0.9999999999999976,0.1126806526806527,0.0892307692307692,1.262800417972832,0.2651282051282051,0.0399766899766899,6.632069970845481,0.3727272727272727,0.0394405594405594,9.450354609929075,1.9803162249666125e-05,2.35629644731106e-05,3.5412761911154745e-05,0.0001321454551369,0.0001116081072492,0.0001288376338948,0.0001956576927393,0.0006178267624522,-1.053320584500747,-1.053316624145244,-1.0533041422624994,-1.0532022497077356,-0.1886698597254964,-0.1886666086702769,-0.1886540003319551,-0.1885743408621493,0.6082541700189661,0.8258258258258254,1.8207916800994626e-05,-2.1771771771771773,0.4969418960244648,0.9210067293193628,0.931042675932663,0.9797112225619626,0.1271008787449384,-0.1136204424840994,0.0001918506,81.0,0.0809502351,0.0347229677,1.0231094181,0.263275695,0.0364054052,0.0089848973,0.4806661966,1.0467528814,441.1878543945,5.5779127373,13.9812070794
1,1,25,1,6.360720478697146,47.74719706292769,7,0.6231247734382503,104.4980214703726,1.83809077917325,6.533988541540356,3.5547692287968826,0.8796464956437904,0.999999999999993,1.0000001831277228,0.999999999999998,0.1066200466200466,0.0984615384615384,1.0828598484848484,0.2651282051282051,0.0307459207459207,8.62319939347991,0.3727272727272727,0.0456643356643356,8.162327718223583,3.7978550617853214e-05,4.91896682374263e-05,7.77924969011301e-05,0.0002375697083677,0.0002181048438498,0.0002768467139739,0.000436580737073,0.0011782774868029,-0.9611586784332328,-0.9611479023609782,-0.96112040945984,-0.9609668323737875,-0.1666693281101221,-0.1666595355062823,-0.1666329069361559,-0.166509261869629,0.5725155115990325,0.7257257257257255,5.2567911220184194e-05,-2.197197197197197,0.4724770642201835,0.9437374051256312,0.9408969857282194,0.9858948277107074,0.1310260795695536,-0.1206791587128684,0.0004832562,81.0,0.0758799906,0.0327956057,1.2968062379,-0.0938310409,0.025448177,-0.0015875944,0.6092514751,1.6817064187,406.7919095519,4.7336030654,12.0011619594
1,1,26,1,6.921573853294012,65.51806497728103,7,0.7197818187092948,98.38197782100822,1.9977387470370245,5.045004410648226,2.525357441322494,0.916652980034054,0.9999999999999912,1.000000294712669,0.9999999999999972,0.1005594405594405,0.0692307692307692,1.4525252525252528,0.253006993006993,0.0461538461538461,5.481818181818182,0.3636363636363636,0.0471561771561771,7.711319822046465,2.3416941044661355e-05,2.9044772226711608e-05,5.092742820231956e-05,0.0002325355507287,0.0001726352715036,0.0002060978895055,0.0003561608609842,0.0015241514387248,-0.9388645515307912,-0.9388592676358598,-0.9388387223047622,-0.9386682128834428,-0.1314313901231331,-0.1314269913253443,-0.1314072649349261,-0.1312537278037186,0.5785124041659135,0.6856856856856854,6.619433458774387e-05,-2.1371371371371373,0.5107033639143731,0.9718158195809276,0.9538216987467908,0.9937622750399996,0.1458857978156291,-0.1288471451947811,0.00024253,81.0,0.0719754709,0.0314356784,1.1970039121,0.0182690608,0.0353605086,0.0016466855,0.5623634262,1.4328183655,435.1154401777,5.0635115661,13.6132508417
1,1,27,1,6.470682686249651,52.80494728134938,7,0.6677717824623755,99.97864945812832,0.034481247872582,3.5214856444098155,102.12755806932232,0.8838244414091364,0.9999999999999848,1.0000003227834515,0.9999999999999966,0.1051048951048951,0.0861538461538461,1.2199675324675323,0.2605827505827506,0.0507692307692307,5.132690541781451,0.3772727272727272,0.0379487179487179,9.941646191646193,4.766468767205275e-05,6.033092182402765e-05,7.49901565032778e-05,0.0002446009236381,0.0002995991807498,0.0003699553797617,0.0004492763691685,0.0012469890698327,-0.8260972478114502,-0.8260867837715119,-0.8260746732408437,-0.8259345515740589,-0.1347998230130462,-0.1347903361676204,-0.1347796405078763,-0.1346720767509981,0.6221132258730349,0.6656656656656653,5.504789807854968e-05,-2.077077077077077,0.4908256880733945,0.9651364580796746,0.9515624684481376,0.9945505299434988,0.1484452258131157,-0.10906423802018,0.0004984792,81.0,0.0854653772,0.0375904809,2.1652615174,0.2173911302,0.0595453466,0.0028931035,1.0172597377,4.6883574386,398.9204903297,4.8252554877,12.6890806901
1,1,28,1,5.506929407287368,37.41126387233266,7,0.4934537997712432,91.94443197584204,1.143259912093464,4.4817246472516965,3.920127522922632,0.7241287395202269,0.9999999999999856,1.000000162364449,0.999999999999996,0.1232867132867133,0.0661538461538461,1.8636363636363635,0.2802797202797203,0.0337995337995338,8.29241379310345,0.3984848484848485,0.0516083916083916,7.721318879855465,1.4529182378937135e-05,1.4529182378937135e-05,2.0526518732380854e-05,0.0001002519520321,0.0001069338691197,0.0001069338691197,0.0001469389002253,0.0006274985054833,-0.8429288184355711,-0.8429288184355711,-0.8429237630344741,-0.8428565591927667,-0.1152809960172239,-0.1152809960172239,-0.1152763837041799,-0.1152209783895354,0.5772042990645795,0.6056056056056053,1e-05,-2.457457457457457,0.481651376146789,0.9585404085732554,0.9521354516057547,0.992896698182845,0.1391350627378399,-0.1339974266353547,0.0001262054,81.0,0.0689364827,0.0303702975,1.334844063,-0.3758433599,0.0486459898,-0.0108445916,0.6271219945,1.7818086726,462.3413105066,5.2719416425,14.5506278095
1,1,29,1,6.37007944805212,50.15896935251112,6,0.6938128977928785,103.8139686430558,1.576987276061385,4.749424734546215,3.011707707882192,0.7948707010408769,0.9999999999999928,1.0000002534013102,0.9999999999999988,0.1005594405594405,0.0646153846153846,1.556277056277057,0.2681585081585081,0.0384615384615384,6.972121212121212,0.403030303030303,0.0378787878787878,10.64,1.027167559821967e-05,1.4279410637607758e-05,2.521850071799348e-05,0.0001240915079532,6.683975091652728e-05,8.882055229097639e-05,0.0001610395931741,0.0007402611869037,-0.9827477485935028,-0.9827438099604592,-0.9827330594838858,-0.9826358912605482,-0.1514595942391132,-0.1514562648133179,-0.1514453258155295,-0.1513575912838145,0.5860720160591456,0.7257257257257255,2.400934876860652e-05,-2.1371371371371373,0.4938837920489297,0.9629516664855402,0.9560765748713012,0.993350220345362,0.1283563080534682,-0.1065013379165875,0.0001139577,81.0,0.0649240974,0.0284367055,0.5761500825,-0.0223074393,0.0159005872,0.0015637803,0.2706805978,0.3319489176,469.215497019,6.2152644615,16.7738875825
