fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,6.0,0.0,1,0.9699729030544398,-0.05287513437818747,1,0.7559385798963144,-168.51036541040523,0.05538854660498194,4.809364888538878,86.82959173560076,0.8389350374836593,0.9999999999999803,1.000000187844151,0.999999999999993,0.19047619047619047,0.13095238095238096,1.4545454545454544,0.14285714285714285,0.12142857142857141,1.1764705882352942,0.15025872435383117,0.1887139091487928,0.2824980353025606,0.4280231822395001,0.1527500420736439,0.19150364175288442,0.2703019823883092,0.4287311398361866,-4.645716458055575,-4.435473775936044,-3.9227359922552365,-3.127119032643862,-4.556547485178109,-4.348128924034444,-3.9243479872524296,-3.0723090202457652,0.838216518542831,0.9059059059059055,0.9224970052592174,0.2052052052052051,0.532258064516129,1.0144031075011075,0.927690164935022,0.9481543288406604,0.13881928581523081,-0.3491781497628689
1,6.0,1.0,1,1.9698076897367158,4.172078363762091,2,0.4698771581021368,-173.36994794573917,0.12947902279637874,3.35204559475562,25.888715580029615,0.6859065487742344,0.9999999999999625,1.0000004401156308,0.999999999999986,0.3547619047619048,0.11904761904761904,2.9800000000000004,0.38095238095238093,0.14285714285714285,2.6666666666666665,0.17538175894622254,0.24760812519350092,0.3094550102218603,0.4699521924005139,0.1890568691503013,0.2500379829533305,0.3597817639164778,0.48200156415043804,-3.508904204376578,-3.2015675635231657,-2.938397548479256,-2.255452145018863,-3.2011124736240513,-2.9603959589581854,-2.5271939589909307,-2.044744188878404,0.8739389632879757,0.7457457457457454,1.05931476351837,0.1451451451451451,0.5,0.9765609931610308,0.8923890981670404,0.9327926260119783,0.18200923213132714,-0.4477651263305482
1,6.0,2.0,1,1.2550418125363225,0.746569290519524,1,0.6841385924661716,-167.48351498152226,2.162304202488367,5.885508108258548,2.721868690578106,0.847326371580094,0.9999999999999785,1.0000002479263082,0.9999999999999948,0.21904761904761907,0.14047619047619048,1.5593220338983054,0.1595238095238095,0.07619047619047618,2.09375,0.4679836568604205,0.39384599515693336,0.44481909711076884,0.5722854097960481,0.4848108856248787,0.4087865016003881,0.42603703813205324,0.5634773690476913,-2.88381982301598,-3.2856865348370428,-3.009384417899031,-2.3184472239036182,-2.6956788501439406,-3.0934693282261705,-3.0032075094405624,-2.2840638341021435,0.7161467690582453,1.0460460460460457,1.161622632608502,0.3053053053053052,0.41935483870967744,1.0234247556541316,0.8884763288522394,0.8763500632966321,0.18702735814269517,-0.3222694861414803
1,6.0,3.0,1,2.2603704906003297,6.732739160646101,2,0.4257633918813978,-169.23000967098815,1.0039106887770295,3.021293648559245,3.009524335516145,0.7084099522703371,0.9999999999999799,1.0000003718512855,0.9999999999999903,0.3095238095238095,0.23809523809523808,1.2999999999999998,0.4095238095238095,0.15714285714285714,2.606060606060606,0.1932918318653542,0.39153333528088796,0.4650093525462982,0.5658665887827122,0.2011970706515238,0.43651084491256853,0.4734114437306024,0.5985768315947125,-4.331500979349412,-3.2670723543391804,-2.8725536754472385,-2.3310155644068327,-4.120533602886466,-2.90669439619312,-2.716346875158918,-2.0706955290465032,0.9320831949552866,1.0060060060060056,1.60400310705682,0.24524524524524513,0.6935483870967742,1.0126702570491348,0.922056421662756,0.8877048552350929,0.15052253289172932,-0.4642712010653915
1,6.0,4.0,1,1.638606852941713,2.874097272469747,2,0.642059471732505,-165.11312004563493,0.2739062308142112,3.9835889777497124,14.543623070961662,0.8315831009877644,0.9999999999999686,1.0000002152856455,0.9999999999999869,0.2833333333333333,0.15476190476190477,1.8307692307692307,0.15714285714285714,0.10476190476190475,1.5000000000000002,0.48444060423953783,0.37832683901165365,0.4624121765492817,0.5469709725003697,0.5118309929099006,0.43096449364943235,0.5084545342406028,0.5591564885219394,-2.8277216868412407,-3.409730661315796,-2.948542417137256,-2.4847573652299313,-2.5342071797274737,-2.954005364472704,-2.55173521956104,-2.288528717919565,0.8205781431714964,1.1261261261261257,1.8004066355637218,0.5255255255255253,0.45161290322580644,0.9869669430983582,0.9167832565441426,0.842033406771153,0.17560796345301138,-0.3945311762670548
1,6.0,5.0,1,1.7417787751599667,3.1032036487996244,3,0.62995551121408,-169.60356289743183,0.3039507770572861,3.8086459520466263,12.530469534969487,0.8288385750382159,0.9999999999999841,1.0000002536823418,0.999999999999986,0.3142857142857143,0.19047619047619047,1.6500000000000001,0.2690476190476191,0.13571428571428573,1.9824561403508774,0.3134978525283759,0.3733593645324036,0.4217797075645459,0.523260657863859,0.3314242945241975,0.39936816039282697,0.4585055860986955,0.5417622189900577,-3.4621990455356024,-3.160302728840935,-2.9161070390709787,-2.404313666595257,-3.1894144183705824,-2.8652908469239877,-2.583178056006187,-2.1860055246176566,0.8461004050074399,0.9059059059059055,0.9017170978533082,0.1851851851851851,0.5161290322580645,1.0641619139206477,0.9315844971487043,0.9304037434261464,0.15654723169544288,-0.39428908692341325
1,6.0,6.0,1,2.610890295917488,7.0957552062651175,3,0.6257806940435523,-169.54586160742852,0.4720322501089535,4.971655188099501,10.532448126059085,0.847043788730611,0.9999999999999779,1.0000002806431594,0.9999999999999964,0.3261904761904762,0.1738095238095238,1.8767123287671235,0.28809523809523807,0.10952380952380951,2.630434782608696,0.39896889043568246,0.34323389845593133,0.4003244223180748,0.504281730186348,0.4312576412345564,0.4094139945654902,0.44176588783006115,0.5545572298500269,-2.605486182028338,-2.8470988858432342,-2.599609914506292,-2.148952161752037,-2.280917761232864,-2.3685208048424853,-2.238774871874088,-1.7864298489271846,0.7751247086977279,0.8658658658658656,0.9888042960880472,0.32532532532532515,0.46774193548387094,1.0353231277443227,0.9572095295246544,0.9726094840761115,0.1287143553135664,-0.3877023827039455
1,6.0,7.0,1,1.8086453847058481,3.4736878034185095,1,0.5983316737692694,-174.20116428437356,0.6288862017605483,4.23687974777424,6.737116724636699,0.7951038328484046,0.9999999999999799,1.0000002566488706,0.9999999999999948,0.3119047619047619,0.1619047619047619,1.926470588235294,0.31190476190476185,0.1,3.119047619047618,0.13157183969020095,0.31076231200980176,0.4098210391983986,0.5060963510810373,0.1357506138682876,0.32258505379276053,0.38258949985239893,0.5227619534922807,-3.9562168351530245,-3.1398955829300066,-2.688623017065084,-2.250030595621924,-3.815982845727162,-2.991039225073927,-2.7260972528779006,-2.1071836764073284,0.8192877638391525,0.8058058058058054,0.8412497049736118,0.2852852852852852,0.45161290322580644,1.0077172582648988,0.9316115400629639,0.9522606845965501,0.1525411500575469,-0.4683214213721064
1,6.0,8.0,1,1.9955388401649703,3.960763828474829,2,0.6475245691299955,-162.9271488094662,0.7611609936614258,4.49777789936018,5.909101933514015,0.8858162753378211,0.9999999999999862,1.0000002046996999,0.9999999999999957,0.23809523809523808,0.20714285714285716,1.1494252873563218,0.1738095238095238,0.2,0.869047619047619,0.32999964836362955,0.4503143846120524,0.4939286746141392,0.5503342154129843,0.34861476029761873,0.4740753204842739,0.49133919670656784,0.5913868837571525,-3.837271977168972,-3.148197165911086,-2.8984064121892734,-2.5753567294005393,-3.531450886837577,-2.851273045017372,-2.757677846232503,-2.215274562236898,0.8473757643105816,1.0460460460460457,1.6418389895747365,0.32532532532532515,0.6290322580645161,1.006930728750221,0.9189166957723859,0.8847289834868381,0.14745804943663363,-0.3611891770462864
1,6.0,9.0,1,2.2880557094256035,7.6944478812101575,2,0.32762458013614293,-173.35904381395468,0.2737849658282744,4.32969163640558,15.814205222361569,0.7059756080687559,0.9999999999999732,1.0000004353963052,0.9999999999999912,0.34285714285714286,0.2333333333333333,1.469387755102041,0.42142857142857143,0.2166666666666667,1.9450549450549448,0.4909059279259012,0.4353482463561215,0.5181302241955044,0.6409202676124498,0.5038280481090376,0.4472422041713356,0.5038280481090376,0.6657856126536581,-3.0450069960786896,-3.377310077858177,-2.8821723115840827,-2.147737240026258,-2.891601227957384,-3.2213733869673344,-2.891601227957384,-1.947741562513965,0.8360666412462773,0.8658658658658656,2.214855233726359,0.5055055055055053,0.5483870967741935,1.0172525862686537,0.8768715914404958,0.898576304769003,0.20121086606458993,-0.4483888477322852
1,6.0,10.0,1,1.2931802800666834,0.7459332714927762,1,0.430813180336752,-174.2257608228911,0.24108512590418812,3.774746687219168,15.657318853919364,0.6106060879018693,0.9999999999999769,1.0000004108134959,0.9999999999999912,0.2976190476190476,0.1380952380952381,2.155172413793103,0.44523809523809527,0.1619047619047619,2.75,0.26725933427843984,0.2304768275970345,0.3180644193745683,0.429659686725711,0.27567029349428934,0.22339226173954602,0.351976467085688,0.4444200660457151,-3.5357564171485,-3.7132462032647338,-3.290602280008427,-2.752112059499576,-3.3885293699129573,-3.633094302720657,-3.0315569746104147,-2.5990911412709714,0.8275324712810451,0.8858858858858855,1.1890234632329348,0.1851851851851851,0.4838709677419355,1.0446246112225348,0.9568357602399783,0.9756650058806435,0.14386782702452033,-0.3865027903392666
1,6.0,11.0,1,1.959290423243816,4.541203790616803,2,0.715919233737355,-169.8967462020507,1.8518023713233285,4.817563294646939,2.6015536912852255,0.7952997034588566,0.9999999999999831,1.0000002094644043,0.9999999999999957,0.3142857142857143,0.12857142857142856,2.4444444444444446,0.1476190476190476,0.10714285714285714,1.3777777777777775,0.19296930056310052,0.26464695916585207,0.3767611554894723,0.4693686841276539,0.20354688147349378,0.30469438865427734,0.40554915655511625,0.5083654979987174,-3.6936545142373243,-3.3655969726187163,-2.8524676608716253,-2.4286173458272877,-3.455812749401545,-3.016933376900346,-2.579324201115502,-2.1332037511573487,0.7794050242763666,0.9059059059059055,1.2451178085219232,0.3053053053053052,0.41935483870967744,1.0162795772758202,0.9322661869784045,0.9541263730835667,0.15781221376231935,-0.415896280677261
1,6.0,12.0,1,1.3648081757995747,1.8075292861895402,1,0.37790869852916487,-173.9799147613393,0.1572911607529561,3.928215299969554,24.97416435332478,0.7144191815888026,0.9999999999999728,1.0000003725488809,0.9999999999999729,0.36428571428571427,0.09047619047619046,4.026315789473685,0.2666666666666667,0.21904761904761902,1.2173913043478264,0.22087198196325963,0.3661060163368614,0.4035461437039209,0.5618314313947237,0.22813366509982524,0.3865872641036609,0.4269915099098374,0.5875035007326245,-4.324976645877342,-3.5187756207426584,-3.310943694881189,-2.4322945424945055,-4.148282215053662,-3.29669662705951,-3.079549944127555,-2.216901831719416,0.8205781431714964,0.8458458458458454,1.216424293857368,0.2652652652652651,0.5483870967741935,1.060194683651198,0.9231232937187005,0.910854808552717,0.15080508390565175,-0.43969554066316785
1,6.0,13.0,1,1.940982994592161,3.3638349668707264,2,0.579502461582914,-169.48669288812707,1.146563050861733,3.6544793289569917,3.187333942263673,0.7820013749310445,0.9999999999999832,1.0000003233757502,0.9999999999999964,0.3238095238095238,0.09285714285714285,3.4871794871794877,0.3095238095238096,0.17142857142857143,1.805555555555556,0.40587278428269846,0.3798545403568551,0.4199400160088591,0.47610438492469015,0.43456651552969866,0.4490478978822115,0.4688645414744277,0.5052399201268793,-2.681200684017538,-2.7986168392877246,-2.617717526995555,-2.364256752314948,-2.3832251264603412,-2.3221880721714196,-2.2386636184059663,-2.08534635161862,0.8599040960988111,1.0260260260260257,0.9224970052592174,0.22522522522522506,0.4838709677419355,1.0336755132772237,0.9411939839659225,0.9494526916634102,0.1443920280583931,-0.3866616674273897
1,6.0,14.0,1,1.4527980110800551,1.807951285434541,2,0.752986050930639,-168.13355408196867,1.5476165026827233,3.886403519993647,2.5112187116490046,0.863804978049926,0.9999999999999818,1.0000004475148916,0.9999999999999903,0.21904761904761902,0.10952380952380951,2.0,0.15476190476190474,0.18095238095238095,0.8552631578947367,0.26007515877607357,0.32648703027527043,0.39880108349195686,0.496021291466456,0.2708483879295804,0.3208596093741277,0.4016854878610267,0.5023749233312258,-3.4692060721325433,-3.1578278685225714,-2.818776739890546,-2.3629508004867223,-3.282713245070572,-3.0575577406179293,-2.6936715783148513,-2.2403577023184016,0.862322647205866,0.9459459459459456,1.3339056900390587,0.3853853853853852,0.5,0.9282784356797603,0.9121803051133175,0.8811355729582631,0.1549965433077387,-0.32131143897975534
1,6.0,15.0,1,0.979795579815384,0.3965598708622857,1,0.7180870237868262,-181.3648461401832,2.3859221411665152,4.656218712397187,1.9515384144600327,0.760360012371135,0.9999999999999742,1.0000002645719042,0.9999999999999912,0.2357142857142857,0.09761904761904762,2.4146341463414633,0.17142857142857143,0.1261904761904762,1.358490566037736,0.2961128302319266,0.3495991081262036,0.3641910303251318,0.49755726694587005,0.30227709048733,0.3645215525086279,0.36356623650483955,0.5011153380556016,-3.7541276628529854,-3.4688627453348726,-3.39103785928212,-2.679739373257038,-3.6453645268912256,-3.320158416049387,-3.3251496167462564,-2.6065024164570683,0.8284242618247367,1.0260260260260257,1.8004066355637218,0.34534534534534517,0.5645161290322581,1.0195719127953358,0.93868671470511,0.9571067925313871,0.11896974471018028,-0.41400954728978834
1,6.0,16.0,1,1.6648669725669178,3.221818895756753,2,0.4694259229225447,-171.87838052779833,0.4733271486877599,2.8088811612445723,5.934333513367748,0.7352479342705024,0.999999999999972,1.0000001935440097,0.9999999999999921,0.2642857142857143,0.07857142857142856,3.363636363636364,0.28809523809523807,0.11666666666666665,2.4693877551020407,0.16432067887271795,0.31208984253413913,0.3574732530936032,0.4053074718104716,0.17309980684540646,0.3266466923608903,0.39524803303040384,0.39792004107332385,-3.886381535334617,-3.199171340434848,-2.988112810745626,-2.7656566368539184,-3.6505181243543903,-2.9726543468964874,-2.669799855456975,-2.6580037355989203,0.8051763432565909,0.9059059059059055,1.216424293857368,0.32532532532532515,0.532258064516129,0.954283388701041,0.927301387320314,0.9613417941664457,0.12916182617827884,-0.39518467029975307
1,6.0,17.0,1,1.7410472366928893,2.5142085964088023,2,0.5600350994971764,-165.11072123451584,1.4596093217764845,5.1328251760336085,3.5165746747811037,0.7872900591057908,0.9999999999999866,1.000000158785536,0.9999999999999921,0.34285714285714286,0.1595238095238095,2.1492537313432836,0.2523809523809524,0.10714285714285714,2.3555555555555556,0.29848691222794443,0.36483941400738085,0.3958820723604633,0.4773747862732919,0.32658121559670644,0.3861126399762813,0.44154325557762647,0.5212277524541367,-3.551635129685292,-3.2157042962196076,-3.0585408763954995,-2.6459578603531226,-3.116103568880881,-2.840634442883557,-2.5841409456704265,-2.2154177219465883,0.8715699799767656,1.0460460460460457,0.944257242605741,0.2652652652652651,0.6935483870967742,1.0198320799017822,0.9456966400852155,0.9664914155142343,0.13520461964070368,-0.3777867727949358
