fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,6.0,0.0,1,4.099028645948132,17.887512669926423,5,0.8299693168757294,-174.11903936651063,1.2489322832460161,5.218586990977639,4.178438703989907,0.9116344420105382,0.9999999999999916,1.000000168918989,0.9999999999999984,0.10512077294685991,0.1,1.051207729468599,0.25647342995169076,0.07328502415458937,3.4996704021094254,0.35434782608695653,0.041449275362318835,8.54895104895105,0.00048113622497793695,0.0006498802207319875,0.0009301366707352647,0.0023072161708516657,0.0018083986754396848,0.0025521793182027522,0.003581409277822734,0.008376489732819986,-1.4547646201499214,-1.454519019187516,-1.454111115762368,-1.4521068248895208,-0.3656019455039333,-0.3653295252094112,-0.36495255502141455,-0.3631962882477124,0.6194386219099564,0.7457457457457454,0.0005031548945038057,-1.6366366366366363,0.5374449339207048,0.9474367002984851,0.9391390591050077,0.9897015289221619,0.12236429936718729,-0.11896595393972725
1,6.0,1.0,1,5.288695755222276,34.613817721057664,6,0.6086595268386774,-174.02718238916515,1.1895815346029155,4.584145717243839,3.853578408792328,0.8197227049255373,0.9999999999999816,1.000000372422628,0.9999999999999966,0.10729468599033816,0.10444444444444442,1.027289546716004,0.26516908212560386,0.06,4.419484702093398,0.34560386473429955,0.03927536231884058,8.799507995079951,0.0005862148985764927,0.0007470096433473591,0.0010097258026446796,0.002291897656151774,0.002006709783548016,0.0024507214256531988,0.003298566548224469,0.00691446178408897,-1.0920466986678685,-1.091871000300678,-1.0915839337035145,-1.0901829208691705,-0.32941449811339674,-0.32926794014184074,-0.32898808608042807,-0.3277945627110529,0.5921002694504935,0.7057057057057055,0.0006050367879391225,-1.8168168168168168,0.4955947136563877,0.9351614291645812,0.9296276463753814,0.9855091405917165,0.11755060943160373,-0.15059191681320633
1,6.0,2.0,1,4.358266104657548,21.087944811278142,6,0.789967977900393,-170.50333193762486,1.6461086613699338,5.750594106296489,3.493447450492544,0.9259379247307912,0.9999999999999905,1.0000001845557744,0.9999999999999973,0.10077294685990339,0.08222222222222222,1.2256169212690953,0.2521256038647343,0.026618357487922704,9.471869328493648,0.3303381642512077,0.041497584541062796,7.960419091967404,0.00047516580252675056,0.0006592446020733174,0.000917753061443819,0.0028012727468224945,0.001402296393256549,0.001990401325468475,0.0027585299483311476,0.007443865181497537,-1.6187036652533477,-1.6184055545738258,-1.61798690705616,-1.6149365974350418,-0.5253360411299285,-0.5250266545614021,-0.5246225622544042,-0.5221577303667799,0.6242428489920874,0.8458458458458454,0.0011536181017364785,-1.2362362362362362,0.5,0.9346701117457854,0.9303400502914178,0.9837678396109708,0.13436592298838035,-0.11893632051584652
1,6.0,3.0,1,5.212514538958689,36.74161310435196,3,0.544746767840476,-173.90651134179785,0.16280475513967546,5.805265229593067,35.65783582065857,0.7949059779988523,0.9999999999999907,1.0000003750965696,0.9999999999999971,0.10294685990338164,0.07333333333333333,1.403820816864295,0.2673429951690821,0.06888888888888889,3.88078541374474,0.2803381642512077,0.043623188405797104,6.426356589147286,0.0007936074882467493,0.0010380237756078645,0.0016563856338985576,0.004454108808057323,0.0020302713511592438,0.0025448485562514166,0.003998063403231491,0.010470339357434808,-1.4579998053396035,-1.4576431634065004,-1.4567408758753417,-1.4526585562726182,-0.5876319209670919,-0.5873289238091285,-0.5864732310886038,-0.5826621776640205,0.6155801147388716,0.7657657657657654,0.005281079711934331,-1.196196196196196,0.5330396475770925,0.9525975916740217,0.9427439221621411,0.988315552755199,0.131293439092625,-0.1687694338855365
1,6.0,4.0,1,4.46069930741156,24.354142582603625,6,0.7270556833745102,-169.814367504508,1.3063592677961895,4.25401850909514,3.256392490154421,0.9071372526034331,0.9999999999999868,1.0000001673782473,0.9999999999999967,0.10077294685990339,0.09333333333333334,1.0797101449275361,0.25647342995169076,0.07328502415458937,3.4996704021094254,0.3347342995169082,0.05260869565217391,6.362718089990818,0.0014758346214579325,0.0018312060954808545,0.0024211606202936995,0.005571791869110238,0.003045627026986798,0.003977460785733071,0.005004855257034293,0.01133396846167071,-1.6219754764559753,-1.6213982207060569,-1.620439914633306,-1.6153221149864652,-0.7665860444243737,-0.7658695314378784,-0.7650795391522038,-0.7602129073506021,0.62309124893924,0.8858858858858855,0.007996554525892346,-1.2362362362362362,0.5,0.9413941820893795,0.9336896079312306,0.9771118514143413,0.14977717858905082,-0.14356150688548083
1,6.0,5.0,1,4.916192089346698,29.404481394433944,5,0.6131743574406991,-174.0274230559122,0.17430994618132212,4.639443809148136,26.616058984506,0.8640773396012453,0.9999999999999917,1.0000002191440127,0.9999999999999969,0.11164251207729467,0.08888888888888889,1.255978260869565,0.26516908212560386,0.042222222222222223,6.280320366132723,0.33869565217391306,0.0348792270531401,9.710526315789473,0.0005156374859778899,0.000719226115984508,0.0011055616253310037,0.003163553744885447,0.0012759232166101725,0.0017401256099290675,0.002724102337299641,0.0070011438243287255,-1.4028826814041766,-1.4025969230933124,-1.4020546600869055,-1.399166049107813,-0.5643073697523135,-0.5640450822620087,-0.5634891075620612,-0.5610724580710023,0.6316403036268545,0.7857857857857854,0.0014526539259467812,-1.296296296296296,0.5066079295154186,0.9653182060385938,0.9462178965766643,0.9889785702368512,0.1259977600131526,-0.14824738436331908
1,6.0,6.0,1,6.573382522201548,53.32505591963083,5,0.7404178627096434,-171.21590981579402,0.38548268602388686,5.658527992790874,14.679071714365499,0.895927017089691,0.9999999999999876,1.000000208771666,0.9999999999999976,0.10512077294685991,0.10222222222222221,1.0283553875236295,0.2629951690821256,0.07111111111111111,3.6983695652173916,0.32821256038647345,0.03942028985507247,8.325980392156863,0.0008672867614863571,0.001234396609502627,0.0016404021410303523,0.004083480873322799,0.002518059629302173,0.0036419180404662025,0.004639907503473589,0.011099012919603891,-1.2297902215769678,-1.2293383615834423,-1.2288386265372735,-1.225831544199055,-0.428666839894923,-0.42818386289643817,-0.42775497794921113,-0.42497918402731644,0.6224892573668563,0.7257257257257255,0.007636298261282242,-1.5565565565565564,0.4955947136563877,0.9863491756461371,0.9739992773146815,0.9974428761128832,0.11775084451960628,-0.15257333838812331
1,6.0,7.0,1,4.891980479127445,29.394544275554807,5,0.7713231820878759,-174.39668607025,0.3612498863385231,5.520329639965316,15.28119412276376,0.8924395871450648,0.9999999999999906,1.0000002566731487,0.9999999999999982,0.10077294685990339,0.08444444444444443,1.193363844393593,0.2521256038647343,0.042222222222222223,5.971395881006865,0.3152173913043478,0.03048309178743961,10.340729001584785,0.00027055689052943305,0.000359694045366534,0.0005052256077355878,0.0014749365743073031,0.0010029301588741731,0.0013257941189706221,0.001837753346776268,0.005346463855077833,-1.2390973898280266,-1.2389869103211393,-1.2388065337399434,-1.2376046422323477,-0.3301665605580358,-0.33005985465623555,-0.329890653141543,-0.32873103124124653,0.6197046340450071,0.6856856856856854,0.00043816899315141946,-1.7567567567567566,0.566079295154185,0.964225263021105,0.9470776663652901,0.9935275095853572,0.11747857001269951,-0.1359101893876571
1,6.0,8.0,1,5.247264925823315,33.73274666803729,6,0.736336098966397,-167.7115192532643,0.24239325392871267,4.6893688229275,19.346119361501017,0.9079223564947886,0.9999999999999928,1.00000015296788,0.9999999999999981,0.10077294685990339,0.07555555555555556,1.333759590792839,0.2586473429951691,0.053285024154589376,4.85403445149592,0.34347826086956523,0.034927536231884056,9.83402489626556,0.00035875769462257964,0.00048635291293030786,0.0007945204456125167,0.0027296548705194926,0.000984570201682239,0.001292357432708441,0.002048515062390975,0.0069646981853225265,-1.6588279643623094,-1.6586162298846885,-1.6581048495021198,-1.6548936423580118,-0.6106494038141987,-0.6104612684926395,-0.6099990662162958,-0.6069940432671852,0.5911612049533232,0.9259259259259255,0.0009593608287093146,-1.3163163163163163,0.4911894273127753,0.9491703627703962,0.9419816228505237,0.9823820676206368,0.12144791059371433,-0.13819231495311024
1,6.0,9.0,1,4.329397670943638,26.272832079353023,6,0.6208995763012769,-182.4823705179356,0.6463927204526058,6.543675563486932,10.123374469478918,0.8578039436187735,0.9999999999999906,1.0000003696581041,0.9999999999999971,0.10077294685990339,0.09555555555555556,1.0546006066734075,0.25429951690821256,0.06888888888888889,3.691444600280505,0.33468599033816426,0.052560386473429956,6.367647058823529,0.000790091033966158,0.0009416694390691707,0.0013081914419386445,0.0030760915111122315,0.002173178937163546,0.0025431571833565247,0.0034605505983504184,0.008041854053096485,-1.6830982653938966,-1.6828429423147209,-1.6822255619807962,-1.6792476596270307,-0.6216412893349321,-0.6214107946748023,-0.6208392630088999,-0.6179851330874276,0.6336970499595218,0.8458458458458454,0.005281079711934331,-1.3963963963963961,0.5550660792951542,0.929773972994005,0.9226260807842044,0.9857764453269174,0.13848882080208916,-0.1517438379619535
