fid,iid,rep,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,1e-10,0.0,0.0,1e-10,0.0
1,1,8,0.0,0.0,0.0,0.0,0.0,0.0
1,1,9,0.0,0.0,0.0,0.0,0.0,0.0
1,1,10,0.0,0.0,0.0,0.0,0.0,0.0
1,1,11,0.0,0.0,0.0,0.0,0.0,0.0
1,1,12,0.0,0.0,0.0,0.0,0.0,0.0
1,1,13,0.0,0.0,0.0,0.0,0.0,0.0
1,1,14,0.0,0.0,0.0,0.0,0.0,0.0
1,1,15,0.0,0.0,0.0,0.0,0.0,0.0
1,1,16,0.0,0.0,0.0,0.0,0.0,0.0
1,1,17,0.0,0.0,0.0,0.0,0.0,0.0
1,1,18,0.0,0.0,0.0,0.0,0.0,0.0
1,1,19,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,0.0,8e-10,0.0,0.0,8e-10,0.0
1,2,3,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,0.0,1e-10,0.0,0.0,1e-10,0.0
1,2,5,0.0,3e-10,0.0,0.0,3e-10,0.0
1,2,6,0.0,0.0,0.0,0.0,0.0,0.0
1,2,7,0.0,2e-10,0.0,0.0,2e-10,0.0
1,2,8,0.0,0.0,0.0,0.0,0.0,0.0
1,2,9,0.0,0.0,0.0,0.0,0.0,0.0
1,2,10,0.0,0.0,0.0,0.0,0.0,0.0
1,2,11,0.0,0.0,0.0,0.0,0.0,0.0
1,2,12,0.0,1e-10,0.0,0.0,1e-10,0.0
1,2,13,0.0,0.0,0.0,0.0,0.0,0.0
1,2,14,0.0,0.0,0.0,0.0,0.0,0.0
1,2,15,0.0,0.0,0.0,0.0,0.0,0.0
1,2,16,0.0,0.0,0.0,0.0,0.0,0.0
1,2,17,0.0,0.0,0.0,0.0,0.0,0.0
1,2,18,0.0,0.0,0.0,0.0,0.0,0.0
1,2,19,0.0,2e-09,0.0,0.0,2e-09,0.0
1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,1,0.0,0.0,0.0,0.0,0.0,0.0
1,3,2,0.0,0.0,0.0,0.0,0.0,0.0
1,3,3,0.0,0.0,0.0,0.0,0.0,0.0
1,3,4,0.0,0.0,0.0,0.0,0.0,0.0
1,3,5,0.0,0.0,0.0,0.0,0.0,0.0
1,3,6,0.0,0.0,0.0,0.0,0.0,0.0
1,3,7,0.0,0.0,0.0,0.0,0.0,0.0
1,3,8,0.0,0.0,0.0,0.0,0.0,0.0
1,3,9,0.0,0.0,0.0,0.0,0.0,0.0
1,3,10,0.0,0.0,0.0,0.0,0.0,0.0
1,3,11,0.0,2e-10,0.0,0.0,2e-10,0.0
1,3,12,0.0,0.0,0.0,0.0,0.0,0.0
1,3,13,0.0,0.0,0.0,0.0,0.0,0.0
1,3,14,0.0,0.0,0.0,0.0,0.0,0.0
1,3,15,0.0,0.0,0.0,0.0,0.0,0.0
1,3,16,0.0,0.0,0.0,0.0,0.0,0.0
1,3,17,0.0,3e-10,0.0,0.0,3e-10,0.0
1,3,18,0.0,0.0,0.0,0.0,0.0,0.0
1,3,19,0.0,5e-10,0.0,0.0,5e-10,0.0
1,4,0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,0.0,1e-10,0.0,0.0,1e-10,0.0
1,4,6,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,0.0,1e-10,0.0,0.0,1e-10,0.0
1,4,8,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,0.0,0.0,0.0,0.0,0.0,0.0
1,4,10,0.0,0.0,0.0,0.0,0.0,0.0
1,4,11,0.0,2e-10,0.0,0.0,2e-10,0.0
1,4,12,0.0,0.0,0.0,0.0,0.0,0.0
1,4,13,0.0,0.0,0.0,0.0,0.0,0.0
1,4,14,0.0,0.0,0.0,0.0,0.0,0.0
1,4,15,0.0,0.0,0.0,0.0,0.0,0.0
1,4,16,0.0,0.0,0.0,0.0,0.0,0.0
1,4,17,0.0,0.0,0.0,0.0,0.0,0.0
1,4,18,0.0,0.0,0.0,0.0,0.0,0.0
1,4,19,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,1,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2,0.0,0.0,0.0,0.0,0.0,0.0
1,5,3,0.0,0.0,0.0,0.0,0.0,0.0
1,5,4,0.0,0.0,0.0,0.0,0.0,0.0
1,5,5,0.0,0.0,0.0,0.0,0.0,0.0
1,5,6,0.0,0.0,0.0,0.0,0.0,0.0
1,5,7,0.0,1e-10,0.0,0.0,1e-10,0.0
1,5,8,0.0,0.0,0.0,0.0,0.0,0.0
1,5,9,0.0,0.0,0.0,0.0,0.0,0.0
1,5,10,0.0,0.0,0.0,0.0,0.0,0.0
1,5,11,0.0,0.0,0.0,0.0,0.0,0.0
1,5,12,0.0,0.0,0.0,0.0,0.0,0.0
1,5,13,0.0,1e-10,0.0,0.0,1e-10,0.0
1,5,14,0.0,1e-10,0.0,0.0,1e-10,0.0
1,5,15,0.0,0.0,0.0,0.0,0.0,0.0
1,5,16,0.0,0.0,0.0,0.0,0.0,0.0
1,5,17,0.0,0.0,0.0,0.0,0.0,0.0
1,5,18,0.0,1e-10,0.0,0.0,1e-10,0.0
1,5,19,0.0,1e-10,0.0,0.0,1e-10,0.0
2,1,0,34.3818473568,294.9341624409,0.0242364446,296.2625191313,303.452384916,292.2371396839
2,1,1,0.0003707098,126.2367563783,0.0413877634,13.2702443658,89.7796853645,1.6746175421
2,1,2,2.5e-09,588.0344711064,5.1485607936,15.5420264752,539.3151166298,10.8981948598
2,1,3,1e-10,31.8823329004,0.1722529332,19.2216856357,31.288771072,11.2191288791
2,1,4,5e-10,46.0136784633,0.2239244011,13.3512282104,38.4768439577,12.4398507113
2,1,5,1.04e-08,17.602485337,0.0184088202,15.0435397003,16.1912261358,12.4604307624
2,1,6,0.0030522574,19.0051516702,0.0174741446,17.1384022351,21.7682849258,20.4826541046
2,1,7,0.0259631428,492.5279184749,1.5853587656,8.0616872867,445.3693443582,91.5712044879
2,1,8,1.4781826866,192.5652046701,0.0948230766,7.9157913916,203.8977473891,73.9555095637
2,1,9,0.0068822299,245.9514156818,67.2584782933,4.6489455235,244.4844899159,4.1057817323
2,1,10,1e-10,19.5585028257,2.02245e-05,19.2066956837,19.5585028257,18.7069680922
2,1,11,0.0,10.3855975236,0.0369345535,2.7635612545,5.519859205,6.0522283732
2,1,12,0.0001743717,21.1414251893,0.0127727186,20.6596980466,20.0810675336,20.8044717607
2,1,13,0.0358872592,15.1498747466,0.000707024,4.0435125397,9.1870948982,7.2507129622
2,1,14,0.0,5.4282689128,0.0021432945,3.862470189,5.4282689128,4.4385440497
2,1,15,14.1034352483,797.7114365552,0.4118875945,745.7618187151,282.6615096023,585.862966548
2,1,16,9.919e-07,530.3996396551,2.2153433565,12.1242980047,381.1502452783,10.2453470298
2,1,17,9.326e-07,648.1887161057,0.6287793807,343.7980450386,579.2919861857,48.8439055229
2,1,18,2.2e-09,35.4602749376,0.0006037817,31.3062739957,35.4602749376,32.9811002418
