fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,0,1,3.990230905566864,19.716499219552468,6,0.7715414457360841,103.00260816348852,0.2257478834892317,5.533112944252308,24.510143168258057,0.8892894918689356,0.9999999999999932,1.000000389704769,0.9999999999999982,0.1019354838709677,0.1,1.0193548387096774,0.2531182795698924,0.07,3.615975422427035,0.2889247311827957,0.0631182795698924,4.5775127768313455,0.0097795405924318,0.0123882697009639,0.0171843343055819,0.0348246606199495,0.0186405287752221,0.0254609762701226,0.0340316822658594,0.0687442579907367,-1.937116540972192,-1.932013220535775,-1.9226309299671325,-1.8881220813899653,-0.9606616816142308,-0.9539850837396155,-0.94559514195385,-0.9116146869352588,0.6937932042796506,0.861861861861862,0.0304427221206429,-0.7897897897897898,0.4966887417218543,0.964290288379442,0.9417599368992188,0.9902571505857174,0.1491174585018972,-0.1593603458190099,0.049549337,0.5004974377,0.2191692621,1.3500468256,-0.1554133767,0.2473857065,-0.0360709196,0.6342643919,142.4557309741,4.8185895235,13.117369727,0.0006378802723387,0.0102905925269458,0.0006061708016203,0.0102993326424825,0.0012161524500399,0.0145994655088599,0.0,0.0001040933,0.0,0.0,1.0061e-06,0.0,True
1,1,1,1,3.616007108062348,14.219352547112049,5,0.8043037338054939,102.6136432443886,0.029009850543305,4.967417501843378,171.23209560932298,0.8871710425686286,0.9999999999999876,1.0000002680741695,0.9999999999999978,0.1019354838709677,0.12,0.8494623655913977,0.2531182795698924,0.0699999999999999,3.615975422427036,0.2390322580645161,0.0294623655913978,8.11313868613139,0.0062021379411547,0.0088771660855495,0.0104605746798951,0.0198345327756341,0.0102304838040305,0.0153609164468336,0.0171282888553668,0.0332122823635713,-1.6969693316949237,-1.6924015610287095,-1.6896977960813993,-1.6736912015692045,-0.980481380612389,-0.975399092667123,-0.973648305528482,-0.9577152464651004,0.6824244608387231,0.7957957957957954,0.0304427221206429,-1.032032032032032,0.5331125827814569,0.943606925206626,0.95146169165056,0.9837369921121426,0.1314380011357777,-0.1574340961076233,0.0250675388,0.4608141996,0.2025926805,2.1561518204,-0.0629776516,0.342029228,-0.0027544871,1.0129799184,171.6337045263,6.1376319265,15.4835420574,0.0002056914429266,0.0057385800821099,0.0002345151009468,0.0057964434807621,0.0003393538273877,0.0074834034491072,0.0,6.47888e-05,0.0,0.0,1.4836e-06,0.0,True
1,1,2,1,4.138017051344812,19.95692421199056,5,0.7083119719345862,99.21467314319798,2.5741795903554325,4.20465281396612,1.6333952882384395,0.8928576233081489,0.999999999999992,1.0000002192498674,0.999999999999998,0.1083870967741935,0.0866666666666666,1.2506203473945412,0.2627956989247312,0.06,4.379928315412186,0.337741935483871,0.0453763440860215,7.443127962085309,0.0015947340953569,0.0025400032375677,0.0037288388144834,0.0094209192462684,0.0033207086345607,0.0043345837793505,0.0069358849833171,0.017148515407876,-1.6553720224706647,-1.6538047509976894,-1.6518336424503397,-1.6423960813534515,-0.8774248786824493,-0.876532315464147,-0.8742422644787594,-0.8652515930672755,0.6306151008710092,0.8178178178178177,0.0099769776423632,-0.8778778778778776,0.5364238410596026,0.9634108502285414,0.9498036532722746,0.9914892401440812,0.1096832234010035,-0.1900071490460626,0.0098443984,0.3978968939,0.1707078449,0.9229946394,0.3251056267,0.1293641751,0.0385310162,0.4336313546,217.9726271343,6.121159102,15.4093544162,8.577634893491826e-06,0.0015003181963688,1.1015536066493951e-05,0.0017554066471765,5.537586746671335e-05,0.003091407543258,0.0,2.2831e-06,0.0,0.0,2.717e-07,0.0,True
1,1,3,1,3.864995435888532,16.391303573400595,5,0.4935117588251928,99.98674168751909,1.3911867604601766,4.541963968397412,3.264812530917863,0.7208675924305058,0.9999999999999905,1.000000483678951,0.9999999999999976,0.1019354838709677,0.0699999999999999,1.4562211981566822,0.2531182795698924,0.0766666666666666,3.301542776998598,0.3129032258064516,0.0456989247311828,6.8470588235294105,0.0049076887447706,0.0084441355550771,0.0114888301082176,0.0232435968980112,0.0105276332818505,0.01784926839871,0.0226621806028066,0.0472624684422443,-1.4941496574915167,-1.488839616673604,-1.4842679510378771,-1.4666179495513745,-0.7144671623435929,-0.7091804377804724,-0.70570518385653,-0.6879420825950219,0.6866654838350017,0.7957957957957954,0.0104959323055822,-0.8558558558558554,0.5033112582781457,0.9863658879030448,0.9769290120217624,0.9981529394515304,0.1179906507786197,-0.2039275233358845,0.0239741272,0.4244820519,0.187040345,0.6700953787,-0.0216332317,0.1091074649,0.0077967472,0.3148169603,177.9491913693,4.9122021268,12.6700782185,9.480740248175297e-05,0.0050169890420349,0.0001764010354272,0.0057066957405562,0.0003501834717531,0.0079098749026412,0.0,3.53893e-05,0.0,0.0,1.9807e-06,0.0,True
1,1,4,1,6.347349696599105,49.38407492005045,5,0.6824462328284469,102.99439303368916,2.3000721878478005,3.998063136067838,1.738233763788459,0.839802265128026,0.9999999999999846,1.0000003600003144,0.9999999999999988,0.1309677419354839,0.0466666666666666,2.8064516129032264,0.2918279569892473,0.0466666666666666,6.253456221198156,0.2766666666666666,0.0584946236559139,4.729779411764706,0.0023240978820593,0.0034326244050219,0.0045952145847996,0.0125797920006845,0.0048584038317916,0.0071475561963346,0.009187377282092,0.0252489106665913,-1.3369424835451205,-1.3354569949214712,-1.333899057921091,-1.3231992698057422,-0.647505579951299,-0.6460161045488962,-0.6446888607272975,-0.6342381544870174,0.6567276011545741,0.7077077077077075,0.003108082173869,-1.2522522522522523,0.5198675496688742,0.9802860009486796,0.9618169218844598,0.9960486551899216,0.1369613661214577,-0.1842179251825686,0.0109571094,0.3891445179,0.1715217001,0.9625958814,0.2093022462,0.1688006796,0.0309285535,0.4522363816,212.7973117472,5.019233062,13.4303264631,1.4434827086869568e-05,0.0017074425882991,1.4567001937489607e-05,0.0017866998566319,4.359125247785143e-05,0.002759471001766,0.0,3.7835e-06,0.0,0.0,2.1935e-06,0.0,True
1,1,5,1,5.113410192782196,31.216559606312792,6,0.683351500935262,101.29705335631829,0.3282372347043013,5.2248225990629615,15.917824203490628,0.8852476622206557,0.9999999999999885,1.000000355272977,0.9999999999999976,0.1019354838709677,0.0766666666666666,1.329593267882188,0.2498924731182795,0.0699999999999999,3.56989247311828,0.3112903225806452,0.0455913978494623,6.827830188679246,0.0046476640063143,0.0066006818115968,0.0093558322691256,0.0207469482144722,0.0087763182282659,0.0114859444265386,0.0168358079670062,0.0366636134038801,-1.4995135642043145,-1.4965713129187632,-1.4924206364868204,-1.4752597455602736,-0.8104357247803768,-0.8082203036678022,-0.8038461945583979,-0.7876347559441441,0.6686702173913298,0.7077077077077075,0.0289375301905095,-0.7017017017017019,0.5,0.964256818208114,0.9590285157344608,0.9934526949427158,0.1052412298463295,-0.152024066629567,0.0190119449,0.4568116166,0.1998272456,0.8811967009,-0.1452130693,0.2073345957,-0.0318043117,0.4139942994,184.1438336479,5.6026733074,14.4065990017,5.323472305208724e-05,0.0030472354773617,4.480065893818944e-05,0.0035809185147244,0.0001912691830552,0.0062421988365033,0.0,8.5053e-06,0.0,0.0,4.084e-06,0.0,True
1,1,6,1,3.072001032860848,10.066682752575916,4,0.7407760561669992,101.26173640461748,0.2045507261803227,5.123704206506828,25.04857500231996,0.8223769526665581,0.999999999999986,1.0000003599561833,0.9999999999999964,0.1051612903225806,0.0866666666666666,1.2133995037220844,0.2692473118279569,0.0633333333333333,4.251273344651953,0.2683870967741935,0.0391397849462365,6.857142857142857,0.0045355130840506,0.0052401033548542,0.0070381492397092,0.0145103664109638,0.0073046560486857,0.0081550169759323,0.0107899389480041,0.0214851221265771,-1.9253854935301764,-1.9240227046973064,-1.920545000059016,-1.9060925522468264,-1.2386202400386217,-1.2375592153624777,-1.234271532282853,-1.2209267831242927,0.6722706266959347,0.8178178178178177,0.0165660595894991,-1.0760760760760757,0.4735099337748344,0.971366581670196,0.9516033013052868,0.989384977649202,0.1291393856506331,-0.1774062176907518,0.0187538325,0.452143042,0.197676413,0.7092727349,0.2036013463,0.1059646947,0.0296238455,0.3332228419,184.7219171975,6.0403978461,16.0636374231,2.5824243014705925e-05,0.0033823797158157,7.996666861486882e-05,0.0040531274771283,0.0001451129548243,0.0056963420300216,0.0,1.22695e-05,0.0,0.0,5.6521e-06,0.0,True
1,1,7,1,2.4776190333680463,5.1637627222910325,3,0.3791358545661399,91.67064960161964,1.2486746417640204,3.111710069462488,2.4920103006709025,0.682321336433309,0.9999999999999792,1.0000002575924154,0.9999999999999962,0.1083870967741935,0.1433333333333333,0.7561890472618155,0.266021505376344,0.0566666666666666,4.69449715370019,0.1784946236559139,0.0358064516129032,4.984984984984985,0.016070605901978,0.0196895947025514,0.022942160208136,0.0334216299967533,0.0277472183333327,0.0340832061452165,0.0395431268892467,0.0566010523028488,-1.698440039841529,-1.692193010817392,-1.686578494653906,-1.6684890349913928,-0.9616259332454368,-0.9553591985983116,-0.949958955492888,-0.933087475406231,0.6919583843288903,0.7517517517517519,0.0434147833005509,-0.9439439439439444,0.4966887417218543,0.9505061661555608,0.9384138640424524,0.9902465988866788,0.1422271591425375,-0.1999974988533789,0.0618835709,0.5178138748,0.2205915679,2.0152407424,0.1270428227,0.3907490734,0.0656332292,0.9467786004,135.0299822182,4.5812046412,12.2941954624,0.0009093959336342,0.015585888109385,0.0008815413881157,0.0151477704956596,0.0007615129532107,0.0153908290501052,0.0,8.81889e-05,0.0,0.0,3.5748e-06,0.0,True
1,1,8,1,4.477754907854588,26.42946274792134,4,0.5620472762515515,96.55245439253083,1.652178130821951,4.65190174401817,2.815617551906386,0.7212552406759314,0.9999999999999912,1.0000001592888628,0.9999999999999964,0.124516129032258,0.0533333333333333,2.3346774193548394,0.301505376344086,0.0733333333333333,4.111436950146627,0.3664516129032257,0.0388172043010752,9.440443213296398,0.0026619506433174,0.0033198842100218,0.0047553061866357,0.0122527460890877,0.0040918520012539,0.0055523491681543,0.0077355774446104,0.0198677171335023,-1.7800679577941645,-1.7788936654253904,-1.7763316969252092,-1.762950123300849,-1.056967054024565,-1.0554170141026986,-1.0530999325884387,-1.0402239741260535,0.6382550529814817,0.7957957957957954,0.0073598144752657,-0.921921921921922,0.4536423841059602,0.976868763521284,0.9608113895023994,0.9904129073016368,0.1204722421299882,-0.207784932559433,0.0129375084,0.4169070933,0.1805566749,1.5622877168,0.4965092864,0.3049330133,0.0843932858,0.733977111,204.3170479894,5.2821866258,13.9181109653,4.7388357583856725e-05,0.0024335838270393,4.145500066799743e-05,0.002466264621477,8.866481381007355e-05,0.003698545613941,0.0,1.43386e-05,0.0,0.0,8.3102e-06,0.0,True
1,1,9,1,4.934387685043655,27.972458128681907,6,0.7669268093072247,103.62039594769004,1.2191008629307938,5.534829001974735,4.540091119834552,0.8428797889108741,0.99999999999999,1.0000002376099837,0.999999999999998,0.1116129032258064,0.0998924731182795,1.1173304628632938,0.2627956989247312,0.0733333333333333,3.583577712609971,0.3247311827956989,0.0424731182795698,7.645569620253165,0.0066774740387006,0.0091378268776715,0.0116000053014146,0.0254519513875625,0.0137203494623821,0.0176461954430282,0.0224095010634134,0.0478469947151082,-1.5298092721842071,-1.526020099496051,-1.5222281152371937,-1.5008948271997788,-0.7735947738957646,-0.7705155114045512,-0.7667793820700468,-0.7468273206651186,0.6338911237302656,0.6636636636636631,0.0192879150802077,-0.8118118118118121,0.4602649006622517,0.9474179524816873,0.94805922855396,0.989790027559973,0.1305938576395982,-0.1730390729694518,0.0243249172,0.4432672284,0.1913651407,1.4222275213,-0.3554064267,0.2986419596,-0.0809106083,0.6681755454,176.0956840987,5.8341895159,15.3116044689,9.62587377051552e-05,0.0051248314269929,0.0001878173184521,0.0059418138924303,0.0003530046034466,0.0078790368873115,0.0,6.40054e-05,0.0,0.0,2.71331e-05,0.0,True
