fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.41103046982347274,0.07213939807942728,0.75,0.7869002649213835,0.00018149341735717426,2.960532149622248e-09,7.505376415239548e-09,0.00019871959022736986,0.8978306637731728,0.9999999999999969,2.6768819108504045e-11,0.9999999999999994,0.10457982593807967,0.08306920232435287,0.09899514356511643,0.403258232235702,0.07137865628431675,0.12515030113818726,0.5341931826234851,0.04535953177257529,0.32720430609180384,8.917517716172438e-05,0.00012476438812583627,0.00019257169632425344,0.0008059794842679124,2.502671412542982e-05,3.2414568511396236e-05,4.719504812567381e-05,0.0002013465316067687,0.49787560686313176,0.5134976896494757,0.484643440513586,0.5867469909691403,0.6051291427496068,0.6601092022519822,0.6477828866824222,0.6565735058402599,0.41761213007149267,0.03672316384180786,1.1276537428737492e-07,0.19714285714285718,0.6603053435114503,0.9443359091590803,0.9549285230903715,0.9917154731153517,0.0500994367743417,0.7982689328925148,9.995738383705966e-06,0.027330997949263205,0.02916023259280802,0.15529466310781756,0.5399518862760767,0.024433573326238404,0.4237739044858742,0.1552946630837233,0.9999999999995198,3.7346560210484586e-08,6.000408628235731e-08,5.129769065071842e-12,5.7613312904323016e-05,1.1604443188442217e-11,5.6072572789190876e-05,1.3347969292112177e-11,7.994698681763711e-05,1e-12,1.0,1e-12,1e-12,1.0,1e-12
1,1,1,0.0,0.3952578063799297,0.054794858795905406,0.5,0.8183031358597377,0.00018149312998623737,4.0576641264058496e-10,6.684489656441032e-09,0.0013335911685877083,0.8966190855172155,0.9999999999999919,1.6324093959170158e-11,0.9999999999999989,0.08674561278356395,0.07184363444268356,0.10312848506192404,0.37899480069324093,0.045822102425876,0.17574994183800724,0.44865707603996896,0.021181716833890776,0.4498836388246722,3.2732654409136856e-05,5.0872862440181625e-05,8.367970442849612e-05,0.0004739400187885353,1.0399090477593657e-05,1.3574635726380732e-05,2.1252389473853148e-05,0.00011107707243908592,0.5102667768848925,0.5273355773691484,0.5015063059859735,0.6070505470403652,0.6078937492418405,0.6631287654510607,0.651483455172583,0.6617221539020365,0.3931589094036979,0.03672316384180786,4.8826103549045816e-08,0.13999999999999993,0.6412213740458015,0.919051859496801,0.9673560901474791,0.9851022610112989,0.02522290109738673,0.7844838929317957,4.146648144155777e-06,0.01457004024856097,0.015851732230127175,0.20809610607299794,0.5298819193062466,0.01843458058779556,0.4220123840688561,0.20809610605892812,0.9999999999995794,4.424634345197872e-08,7.605937442315822e-08,9.189599165198988e-13,1.7286976574646145e-05,1.9884104953837085e-12,2.0502168150474526e-05,1.3514909300906988e-12,2.8534813664927022e-05,1e-12,0.07062834875884463,1e-12,1e-12,0.07062834875884463,1e-12
1,1,2,0.0,0.4174417125753196,0.07334779680860187,0.5,0.7209217782594342,0.00018149028081846665,3.493897415367876e-08,5.703388138797239e-09,3.6670315128271554e-06,0.8965806975983841,0.9999999999999958,1.2225255692759757e-11,0.9999999999999993,0.13311456698530483,0.17960908610670892,0.05117101980699816,0.403258232235702,0.12229210342417898,0.07418488052476566,0.5801148040535753,0.04884336677814943,0.3330376986987196,2.826485952390233e-05,4.158828390311103e-05,6.415571533964163e-05,0.00017319259131680557,9.65789438912226e-06,1.265667097053321e-05,1.865832471457992e-05,5.00265232207479e-05,0.5140934909328172,0.5316087322953149,0.5067140478915972,0.6132273801563224,0.609988853655292,0.6654218535165165,0.654300723935066,0.6656385662089337,0.6139828214437061,0.039548022598870025,1.520773785999126e-08,0.10285714285714292,0.7290076335877862,0.9447884494833777,0.9650932704750868,0.9930049802241665,0.011544307701855494,0.766754584097013,3.590969349108797e-06,0.011074757604252708,0.012629383632225114,0.32294497857797305,0.649943113160727,0.036136891135094766,0.439836726997919,0.32294497858759447,0.9999999999995907,3.2144610147152317e-08,5.711998109539924e-08,3.5844504656748896e-13,1.8211610234724005e-05,1.043442197026297e-12,1.6478371922366867e-05,1.120577523604081e-12,2.2230279000251496e-05,1e-12,0.05601558694687677,1e-12,1e-12,0.05601558694687677,1e-12
1,1,3,0.0,0.40621139110583027,0.062160914182366515,0.75,0.5082539189300553,0.00018149096658798562,1.8024847598454653e-08,6.181944933960432e-09,1.860689254283874e-05,0.7327344000566314,0.9999999999999943,3.4796241680113554e-11,0.9999999999999989,0.0974461406762734,0.06286318013734812,0.12447480927284121,0.39632582322357024,0.04846760507137875,0.1742804667753599,0.5504216568634399,0.04884336677814943,0.3184488042425113,2.67322823488944e-05,3.665056344765797e-05,5.929206371620574e-05,0.0003281595343484696,7.942946656273718e-06,9.378552877801855e-06,1.3829516143113656e-05,7.854077542924674e-05,0.5217633112529592,0.5401762906838636,0.517166478847038,0.6259462446205242,0.6089220986836,0.6642521982921895,0.6528602032678624,0.6636422237509044,0.42639132374522426,0.02259887005649712,7.669929691378799e-09,0.13428571428571429,0.7251908396946565,0.9800870820347983,1.0,1.0,0.021462670935470884,0.7487674683096106,3.3447683167680463e-06,0.009978277639159094,0.011139516960064946,0.38889360748231383,0.48989607385192696,0.04094259044204447,0.41941642665186446,0.38889360748672214,0.9999999999995954,4.056933033380716e-08,7.098618677691969e-08,3.116740757572839e-13,1.2286557583330845e-05,8.205530264036914e-13,1.2833476323940137e-05,1.0149551951283927e-12,1.8556241111753176e-05,1e-12,0.03555772041012178,1e-12,1e-12,0.03555772041012178,1e-12
1,1,4,0.0,0.5122711694286102,0.16912572081347554,0.625,0.69487383280091,0.00018149335281191108,3.1823607370569316e-08,5.3497963072060306e-09,4.148203771638865e-06,0.8454560026802723,0.9999999999999887,2.430929479794227e-11,0.9999999999999997,0.11528035383078912,0.10776545166402533,0.08066658665560374,0.4379202772963606,0.07137865628431675,0.1349310874974208,0.4903266954857912,0.0417363433667782,0.3225789585632642,2.2422962568495193e-05,3.267311156578238e-05,4.7317009740819724e-05,0.00017384798652593988,7.341956749804649e-06,9.486142521122356e-06,1.2908869973165499e-05,4.402492621519155e-05,0.5296162246516788,0.5489503857683085,0.5278671622768273,0.6388433828519663,0.611614198760322,0.6672001392981651,0.6564846650245763,0.6687453764320999,0.4604909779609315,0.019774011299435082,5.951329422591649e-09,0.11142857142857143,0.7633587786259541,0.9697643499444525,0.980514674231455,0.997696941405509,0.027612600349203376,0.7716402201797794,2.4607957856551504e-06,0.01183515574257106,0.013529710236251435,0.22589625168767893,0.541181561508223,0.02534180162060372,0.4224586664596016,0.22589625170174127,0.999999999999612,3.342439583329521e-08,5.631558520856333e-08,1.9331119797116082e-13,1.1856426869307884e-05,5.324426258515111e-13,1.1421949574255355e-05,2.4249365455488776e-13,1.2666891921886708e-05,1e-12,0.02191914271895178,1e-12,1e-12,0.02191914271895178,1e-12
1,1,5,0.0,0.45919455628486294,0.11009291054882461,1.0,0.6941579164911572,0.0001814920035192721,4.714747524369277e-09,7.254902846599521e-09,0.0001170515221043437,0.8878381051596903,0.9999999999999922,2.3763944805021975e-11,0.9999999999999989,0.08674561278356395,0.05388272583201267,0.13515961059542672,0.3928596187175044,0.04083058800039942,0.1999615798426929,0.5655871306073276,0.05922519509476026,0.2826701372048043,1.0365112981768143e-05,1.6877079290352707e-05,2.660119391534216e-05,0.00018843636410181036,2.950251157590103e-06,4.0117147017406735e-06,6.093595332783781e-06,4.063467172355852e-05,0.5213613797976985,0.5397267379646224,0.5166125749628769,0.6252390097221108,0.6083921215524367,0.6636716426816038,0.6521428238941266,0.6625863209864061,0.4197387815360202,0.014124293785310743,2.4471427421122538e-09,0.14571428571428577,0.7366412213740456,0.9476270371606389,0.9769275412945178,0.9950604003847592,0.010134826335274433,0.8104152584799633,1.4312154065659992e-06,0.009812913273370846,0.010485338859919258,0.22645423052889307,0.38902366647510783,0.022432089244045963,0.4055061643449749,0.22645423055410094,0.9999999999996467,3.0394895702268576e-08,4.911847001669883e-08,7.985052794386538e-14,6.571557889539469e-06,1.3757421162713086e-13,5.79208088117077e-06,2.177947379430166e-13,8.613013421797784e-06,1e-12,0.0029225523633935706,1e-12,1e-12,0.0029225523633935706,1e-12
1,1,6,0.0,0.3721104675862601,0.04097140174228084,0.5,0.7584852612637598,0.00018149191947945982,2.009684387056005e-09,7.01755549974896e-09,0.00027833166402823793,0.8375437910363281,0.9999999999999907,2.4205734571141994e-11,0.999999999999998,0.10101298330717652,0.07184363444268356,0.11181910051675044,0.3997920277296362,0.0433762603573924,0.1930699446236306,0.509248104315782,0.04528985507246382,0.31464349756794946,1.2329967722955492e-05,1.926899852633977e-05,2.8333147453216905e-05,0.00015682348181662176,3.446427582910196e-06,5.116068175118571e-06,7.156536574898382e-06,3.5848421757464476e-05,0.4993667970742366,0.5151531032056519,0.4866314269865629,0.5889362338582707,0.6059462207763101,0.6609948589239842,0.6488498316016942,0.6578979658284224,0.4243338214362652,0.02542372881355931,5.240571429583566e-09,0.14571428571428577,0.7175572519083968,0.9548921891166052,0.9674646554154291,0.9910749742923479,0.019254633996432707,0.7672539459674237,1.8529221370827668e-06,0.01653077033021648,0.017439929759815176,0.3021209357512262,0.49175631442923734,0.031981526768957824,0.4176941476380957,0.30212093573609955,0.9999999999996264,3.637118261165467e-08,5.868509435273407e-08,4.588789788469581e-13,9.637916299787901e-06,4.843329991731909e-13,8.303723059126685e-06,2.3001276814327365e-13,1.0811134815121659e-05,1e-12,0.008280565027781784,1e-12,1e-12,0.008280565027781784,1e-12
1,1,7,0.0,0.3480584414746199,0.025534321046957825,0.375,0.4156650361580428,0.00018148447867024356,1.6155321670282984e-08,4.332212795145619e-09,1.3035675996248807e-05,0.7112457199117951,0.9999999999999846,1.5441647960301452e-11,0.9999999999999978,0.10457982593807967,0.07408874801901742,0.11066818117273285,0.3997920277296362,0.08660277528202065,0.10346119278492436,0.3794203103961448,0.06020066889632113,0.200506393540632,0.00010105358532072378,0.00015981732687499802,0.0002625185502561011,0.0012443638068268404,2.0002667728310774e-05,2.8935251363969454e-05,4.367664147914778e-05,0.00021650671003461012,0.5090552580729027,0.5259984765675274,0.4999095538122087,0.6053589370123527,0.6003255092663411,0.6548566439550028,0.6413282419995757,0.6475056756114155,0.44688573396512365,0.02542372881355931,2.3516017113047077e-07,0.14571428571428577,0.6526717557251909,0.9252621029514517,0.9505680334601327,0.9919423027348826,0.039986435726881736,0.7532798453245522,1.1968112118681033e-05,0.030177337389281772,0.03199544107531613,0.1423549698664397,0.5171876782648335,0.01706775802549044,0.4165466264938534,0.1423549698547325,0.9999999999995083,3.6457905701948936e-08,6.345718655627004e-08,1.0958238869677399e-11,6.030656115831808e-05,1.7022421176585378e-11,6.241563295405774e-05,1.6557293287937975e-11,8.779812135486274e-05,1e-12,0.6926449098882762,1e-12,1e-12,0.6926449098882762,1e-12
1,1,8,0.0,0.431208988457782,0.09321619043413654,0.375,0.5621905995779714,0.00018148785959351928,2.1744511558160725e-08,6.261037862956986e-09,1.3986618461016777e-05,0.7259966185990399,0.9999999999999953,6.960021805852562e-12,0.999999999999998,0.16521615066343293,0.047147385103011086,0.2212860927857427,0.46564991334488726,0.05101327742837186,0.19279421959864645,0.6466586351073631,0.04194537346711259,0.4067108117569602,9.761484450655497e-06,1.6456347285133356e-05,2.8369853388548096e-05,0.00022738954688304575,2.8483372424672057e-06,3.943619174661563e-06,6.4546990072575765e-06,5.649990320571759e-05,0.5077881267218761,0.5245619961660772,0.4981124740448646,0.6028667757462307,0.6058289945384291,0.6608656266700348,0.6486918499281693,0.6577116124857674,0.3612242905019497,0.02824858757062146,4.641177101638417e-08,0.12285714285714289,0.6564885496183206,0.964524536938863,0.9792219891025684,0.9918944709059525,0.012816742020754168,0.7344235155882264,1.4615070765611023e-06,0.008518900124220824,0.008924084770951857,0.15275219523381248,0.5074539111900127,0.01630971686862576,0.4212329137516222,0.1527521952430086,0.9999999999996462,4.1297817324495895e-08,6.761474147133438e-08,1.2311839069384632e-13,6.645693346556659e-06,1.997004886603877e-13,7.038528292759037e-06,1.9810777751118466e-13,9.617171199205953e-06,1e-12,0.008767657088180713,1e-12,1e-12,0.008767657088180713,1e-12
1,1,9,0.0,0.4518135440195724,0.09993876385769841,0.625,0.7767295679797488,0.00018149382224122917,1.6394844611161326e-08,7.609908125126775e-09,2.8216708683190116e-05,0.8485368490838717,0.9999999999999939,1.3785134166978408e-11,0.9999999999999991,0.13311456698530483,0.11001056524035921,0.08635395749534422,0.44138648180242646,0.045822102425876,0.2014035472030827,0.5979023456877613,0.06291806020066898,0.283086360071582,4.100597848810681e-05,6.097309398545873e-05,8.665996797199172e-05,0.00033334818902390695,9.827357369162014e-06,1.3506267217798772e-05,1.798841856578443e-05,6.362135966231892e-05,0.5194517136366306,0.5375973904521142,0.5140205845642749,0.622125161217042,0.6063300443104827,0.6614179533001247,0.6493740291046998,0.6586618909344876,0.459842276980695,0.02259887005649712,1.0662532262908104e-08,0.1571428571428571,0.633587786259542,0.923344766376014,0.9629260739642931,0.9912028175755911,0.020648877793910198,0.781964292696076,5.166459795136072e-06,0.021196324256196608,0.02189856400560143,0.4097262190389371,0.6759754932327795,0.03842872431182986,0.4394058545496707,0.4097262190419015,0.9999999999995642,3.036632582718177e-08,5.261103420744236e-08,1.7032797018030328e-12,2.7131726056621894e-05,2.058205516248726e-12,2.1136178093609673e-05,1.4779113653891134e-12,2.808606839788089e-05,1e-12,0.08183146614801999,1e-12,1e-12,0.08183146614801999,1e-12
