fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,900,950,1000
1,1,0,0.0,0.4149384993892898,0.0732819001761771,0.6363636363636364,0.7942446222354521,0.0002021301950511,2.93374781890673e-09,7.614679533869977e-09,0.0022020636197379,0.9014287799311572,0.9999999999999972,3.7096867786835797e-11,0.9999999999999992,0.4077064312482709,0.0281004372669474,0.2198865543974506,0.4872424579272548,0.0208809284474092,0.4036835805016828,0.6664123967482509,0.0432877371459995,0.283320151462976,6.427347501077981e-07,6.938132217334982e-07,8.683936710982141e-07,3.3200647668980494e-06,9.17510540239272e-08,7.290801267696449e-08,8.595149742860922e-08,7.81440333769723e-07,0.44984091154841,0.485289638708539,0.5524438637345614,0.6228367129356152,0.5488432192074504,0.5954520815044351,0.6666569094380046,0.7241174078909454,0.4592581429603506,0.0474777448071216,1.1456687286348728e-09,0.2833723653395784,0.5999075443786981,0.933450165070527,0.9453318684014722,0.9903533785551036,0.1079640036515032,0.8704974747754466,2.544730445772747e-07,0.0019688370955695,0.0033001313958758,0.1245565029352495,0.5259844410135758,0.0018448763906883,0.3975034167644302,1.0,1.8281771456013985e-15,3.890777231521369e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,1,0.0,0.3997984312094006,0.0566021518771834,0.7272727272727273,0.8250615866015517,0.0002021299179336,4.138181347583455e-10,6.7889100375530435e-09,0.0140873924899131,0.9006737943199111,0.9999999999999925,2.2667896368549347e-11,0.999999999999999,0.4603737518549259,0.0085575555972852,0.4261563683108794,0.4453635964118604,0.0167077888452283,0.4252513265834944,0.6291436915633241,0.0416895793236183,0.2760826502456873,5.500378411889106e-07,5.937496402779081e-07,7.431516345939973e-07,2.4598339533694643e-06,1.1373575302488437e-07,9.03776835217597e-08,1.0654655020213634e-07,7.792084446707578e-07,0.4584634040816905,0.4945916078687906,0.5630330364127678,0.634775370791081,0.5505541897599282,0.597308351093293,0.6687351538268145,0.7263746509736467,0.4794351724647742,0.0445103857566765,1.4032890847858735e-09,0.2693208430913348,0.6068841664172402,0.9068828555595188,0.9603989646791906,0.9827890879439184,0.1283181641637732,0.8431776326090227,1.424522872972696e-07,0.001329147531278,0.002177157837446,0.2012255378070424,0.548562198757743,0.0028313014324254,0.3981197080028364,1.0,1.8992150480978373e-15,4.05524196679341e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,2,0.0,0.4211982172884226,0.0747139724305325,0.4545454545454545,0.7262469468150508,0.0002021269540375,3.544612879492498e-08,5.879956138308481e-09,3.387947034489989e-05,0.8974587149388161,0.999999999999996,1.7079943619917153e-11,0.9999999999999992,0.5534092909781433,0.0219438259516592,0.3356179863773081,0.5409869968720109,0.0319077644765299,0.3345701513713106,0.7232962099252447,0.0511754193016222,0.2699841517650083,6.577585619364472e-07,7.100309838597947e-07,8.886922205473941e-07,1.7772846072606749e-06,3.001459400194363e-07,2.385045516116876e-07,2.8117380520838896e-07,1.5186874323101622e-06,0.4617996927189879,0.4981908054203171,0.5671302897705784,0.6393946076352465,0.551832141026793,0.5986948285339995,0.6702874277953454,0.7280606495316791,0.5448347062347823,0.0385756676557864,1.553070573933458e-09,0.2318501170960186,0.6513823709447051,0.9351363642931364,0.9576562246826668,0.9918414803718788,0.138418830415104,0.8217150735118051,1.1820602760871741e-07,0.0010119922474161,0.0017281791553008,0.283950879325761,0.5244742808078647,0.0036844491446097,0.3979059258696813,1.0,1.5149419094181642e-15,3.216532852055121e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,3,0.0,0.4105737383901611,0.0639969754813318,0.6363636363636364,0.5130543706979196,0.0002021276868666,1.7747328260968057e-08,6.3580459065884286e-09,0.0002075589694135,0.7361192884946748,0.9999999999999948,4.8158189906049615e-11,0.999999999999999,0.5740084006136976,0.0097244949969149,0.4997813059961906,0.5621590879714603,0.0180328368211032,0.4989923823837442,0.6663688076193796,0.0370325817981852,0.3163855609797999,6.654610024281469e-07,7.183455413842796e-07,8.990989249832143e-07,1.7980968470648015e-06,1.217601458050713e-07,9.67540956160583e-08,1.1406372352237445e-07,6.160856388010456e-07,0.4668937875809092,0.5036863292635787,0.5733862824459964,0.6464479910659182,0.550533894063274,0.5972863318455454,0.6687105014927182,0.7263477788037249,0.5429845111180048,0.0385756676557864,1.808244934877952e-09,0.2740046838407494,0.6633879781420764,0.9780894146121152,1.0,1.0000000000000002,0.1018608347807858,0.8046253333403566,4.28902567070984e-08,0.0005415356312636,0.0008380466190693,0.2529500879186757,0.4554601327129326,0.0033040539175022,0.3970969961210133,1.0,1.608067397587252e-15,3.421454934928417e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,4,0.0,0.5133015217666547,0.1685997684724684,0.6363636363636364,0.6998908752287815,0.0002021300944597,3.2650399645168495e-08,5.5141502885848775e-09,3.7239294641682526e-05,0.8468011310305426,0.9999999999999892,3.3777012952004506e-11,0.9999999999999994,0.5946829648633013,0.0096708426107251,0.5174233517625988,0.5834087325181603,0.017971915075086,0.5166622524330988,0.6428742671577707,0.0510894968380533,0.2423830864574643,7.269337945115737e-07,7.847036088719991e-07,9.821543122654967e-07,1.964198291360052e-06,2.248001174985859e-07,1.7863260526790057e-07,2.1059056952187082e-07,1.1374503789884429e-06,0.4727181423950395,0.5099696595941403,0.5805390980185143,0.6545125067166623,0.5516767321764283,0.5985262220536871,0.6700986591629607,0.7278556074417418,0.5064351960775627,0.0356083086053412,1.4762814719093915e-09,0.2435597189695549,0.6176420241788809,0.9648325839030006,0.9763629091930272,0.9972510268193476,0.1268865540036647,0.8269746104675201,4.507531062124152e-08,0.0017391060790283,0.0027773035774091,0.3325174837380586,0.5477059875476441,0.0051228978250771,0.3978862135283104,1.0,2.1822747348685977e-15,4.622032013452949e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,5,0.0,0.4616736047792484,0.1107889650739915,0.7272727272727273,0.6981784933592408,0.0002021287319154,4.940892417372418e-09,7.488257228568224e-09,0.001241548435479,0.8878771774552804,0.9999999999999926,3.2906997222623136e-11,0.9999999999999988,0.7585703865791393,0.0047348230812565,0.7895058318016398,0.7518548199467466,0.0123671144414998,0.7891738493676275,0.6899287317742954,0.0417239483090459,0.3004041102461272,6.419551709818521e-07,6.92971689040769e-07,8.673403881086478e-07,1.7345833410035911e-06,1.0256792270634632e-07,8.150340602053531e-08,9.608463508717057e-08,5.189762525596758e-07,0.4649028494597181,0.5015384996271008,0.5709412368312228,0.64369129918323,0.5503067999509884,0.5970399524477037,0.6684346597700739,0.7260481571844529,0.454286022376639,0.0385756676557864,1.0351779556301762e-09,0.2950819672131146,0.5973781473781472,0.939568587295402,0.9720098590166156,0.9942366364400104,0.1301014025889012,0.8542846499435266,4.080808649743288e-08,0.0008709326039039,0.0011267302117752,0.2960206328075346,0.7574733260155126,0.0039840170806413,0.4003156217976551,1.0,2.0573877637717547e-15,4.285073092826206e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,6,0.0,0.3774777779933201,0.0428851910479571,0.7272727272727273,0.7670581723227394,0.0002021286205391,1.585674884958638e-09,7.186831760015926e-09,0.0039229731070852,0.844170483917305,0.9999999999999912,3.354993674097983e-11,0.999999999999998,0.653914836892276,0.0231778308340263,0.3802129076820031,0.6442881886099837,0.0333089646349264,0.3792354058859279,0.6566048427522175,0.0494741545229585,0.2532237194479788,5.066247948089791e-07,5.468865360672298e-07,6.844966222220931e-07,1.3689163495185257e-06,1.3641314138107488e-07,1.0839778514721253e-07,1.2779050764459114e-07,6.902273054367226e-07,0.4492984569820177,0.4847044371988893,0.5517776822271332,0.6220851520008043,0.5509319022842385,0.597718139719516,0.669193945436696,0.7268728997170275,0.5093807462066947,0.0623145400593472,1.6338538778098603e-09,0.2950819672131146,0.5621536321814484,0.9461944627441043,0.9605302549125132,0.9897654687777392,0.1640863412486423,0.8290184580942257,7.65601738033956e-08,0.002391387278337,0.0038609161131554,0.325107138552209,0.7817642532850412,0.0052628757163538,0.4013688698232618,1.0,1.778669571635656e-15,3.600654443017372e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,7,0.0,0.3549545631747294,0.0280593922359675,0.3636363636363636,0.4330314399814352,0.0002021212243019,1.5832494531965054e-08,4.620169656224819e-09,0.0001529914644626,0.7239822923219849,0.9999999999999852,2.1457425070157788e-11,0.999999999999998,0.4051409743705828,0.0158945194087507,0.2976639458048481,0.4965488715973424,0.0167077888452283,0.4671562675275985,0.5820674323823637,0.0416895793236183,0.2571090132341465,6.873880565852851e-07,7.420151501697659e-07,9.287243887576452e-07,5.627982900212565e-06,8.807435990626215e-08,6.998640633476225e-08,8.250720604294452e-08,1.0664963011697398e-06,0.4581065267057504,0.4942066075533745,0.562594759876814,0.6342819656369978,0.5488535821830434,0.5954633245246117,0.6666694969111473,0.7241313263750764,0.4733997805030957,0.0385756676557864,1.676346510313503e-09,0.2997658079625293,0.5804487179487179,0.911649392833018,0.940038077150842,0.9907704199445052,0.0942168639626717,0.8619120519198408,3.244143667259453e-07,0.0023037566587474,0.0040313281130686,0.0886505021191229,0.6207904123938154,0.001100414113472,0.3985408117323794,1.0,1.665270394476188e-15,3.358682782527533e-15,0.0,0.0,0.0,0.0,0.0,2.0544643494042976e-08,1e-12,1e-12,1e-12
1,1,8,0.0,0.434101479195621,0.0934847701077122,0.5454545454545454,0.5585739012819936,0.0002021243099788,2.1637978897157463e-08,6.3860815611167404e-09,0.0001502970281737,0.7253282091862663,0.9999999999999952,9.707608428590787e-12,0.999999999999998,0.7105812520435625,0.0218767604689218,0.4244342305053631,0.7025308274952822,0.0318316122940083,0.4235264726956027,0.7331037639212781,0.0432533681605718,0.3096660417812769,5.943523297639677e-07,6.415858247732633e-07,8.030245781528752e-07,1.605958946196254e-06,1.901377188408976e-07,1.5108887154589126e-07,1.7811917068302168e-07,9.62064534316524e-07,0.4550170647281277,0.4908736872954914,0.558800631179395,0.6300032481918341,0.5511617622556835,0.5979675198588008,0.6694731467328117,0.7271761705335055,0.4916090161926574,0.0445103857566765,1.593462225871659e-09,0.2903981264637001,0.581074481074481,0.958533032916264,0.9747930360166772,0.990560710367676,0.1113212593769032,0.7976198479922166,3.86793736595513e-08,0.0015773627538137,0.0025687677046316,0.2057565734867376,0.4190091054056871,0.0028166403472456,0.3966596153747642,1.0,1.8434200045257497e-15,3.709716836158538e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,9,0.0,0.4546820737409298,0.1010795113702758,0.6363636363636364,0.7807943053057737,0.0002021305497388,1.653722180397965e-08,7.785238256281501e-09,0.00030507213664,0.8498883508768217,0.999999999999994,1.922331526816104e-11,0.9999999999999992,0.6262229935360546,0.0024009442819969,0.7346030949290444,0.6158260734689656,0.0097170184897499,0.7341845222375587,0.738988296318898,0.0526876546604343,0.2693967909589316,6.994070858848775e-07,7.54989338105086e-07,9.44963201074483e-07,1.8898202469500365e-06,1.206190133237424e-07,9.584731909670488e-08,1.1299472168279812e-07,6.103117024356798e-07,0.4649798668209193,0.5016215861726596,0.5710358208663878,0.6437979389286794,0.5503524457569623,0.5970894745866823,0.6684901038219896,0.7261083809840099,0.4394149156196786,0.029673590504451,2.40093487685975e-08,0.3091334894613583,0.613203214695752,0.9110893316599272,0.9550262513418132,0.9897337942278744,0.104618695777037,0.8382317235016138,6.351598984284393e-08,0.0014842143891676,0.002374124668649,0.2514667593520958,0.5921207984076647,0.0038987586389994,0.3980387629508428,1.0,2.1336381788198574e-15,4.598547732320586e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
