fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,500,550,600,650,700,750,800,850,900,950,1000
1,1,0,0.0,0.4110304698234727,0.0721393980794272,0.75,0.7869002649213835,0.0001814934173571,2.960532149622248e-09,7.505376415239548e-09,0.0001987195902273,0.8978306637731728,0.9999999999999968,2.676881910850404e-11,0.9999999999999994,0.1045798259380796,0.0830692023243528,0.0989951435651164,0.403258232235702,0.0713786562843167,0.1251503011381872,0.5341931826234851,0.0453595317725752,0.3272043060918038,8.917517716172438e-05,0.0001247643881258,0.0001925716963242,0.0008059794842679,2.502671412542982e-05,3.241456851139624e-05,4.719504812567381e-05,0.0002013465316067,0.4978756068631317,0.5134976896494757,0.484643440513586,0.5867469909691403,0.6051291427496068,0.6601092022519822,0.6477828866824222,0.6565735058402599,0.4176121300714926,0.0367231638418078,1.1276537428737493e-07,0.1971428571428571,0.6603053435114503,0.9443359091590804,0.9549285230903716,0.9917154731153516,0.0500994367743417,0.7982689328925148,9.995738383705966e-06,0.0273309979492632,0.029160232592808,0.1552946631078175,0.5399518862760767,0.0244335733262384,0.4237739044858742,0.9999999999995198,3.7346560210484586e-08,6.000408628235731e-08,5.1297690650718416e-12,5.7613312904323016e-05,1.1604443188442216e-11,5.607257278919088e-05,1.3347969292112175e-11,7.994698681763711e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,1,0.0,0.3952578063799297,0.0547948587959054,0.5,0.8183031358597377,0.0001814931299862,4.0576641264058496e-10,6.684489656441032e-09,0.0013335911685877,0.8966190855172155,0.999999999999992,1.6324093959170158e-11,0.9999999999999988,0.0867456127835639,0.0718436344426835,0.103128485061924,0.3789948006932409,0.045822102425876,0.1757499418380072,0.4486570760399689,0.0211817168338907,0.4498836388246722,3.2732654409136856e-05,5.0872862440181625e-05,8.367970442849612e-05,0.0004739400187885,1.0399090477593657e-05,1.3574635726380732e-05,2.1252389473853148e-05,0.000111077072439,0.5102667768848925,0.5273355773691484,0.5015063059859735,0.6070505470403652,0.6078937492418405,0.6631287654510607,0.651483455172583,0.6617221539020365,0.3931589094036979,0.0367231638418078,4.8826103549045816e-08,0.1399999999999999,0.6412213740458015,0.919051859496801,0.9673560901474793,0.9851022610112988,0.0252229010973867,0.7844838929317957,4.146648144155777e-06,0.0145700402485609,0.0158517322301271,0.2080961060729979,0.5298819193062466,0.0184345805877955,0.4220123840688561,0.9999999999995794,4.4246343451978724e-08,7.605937442315823e-08,9.189599165198988e-13,1.7286976574646145e-05,1.9884104953837085e-12,2.0502168150474526e-05,1.3514909300906988e-12,2.8534813664927025e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,2,0.0,0.4174417125753196,0.0733477968086018,0.5,0.7209217782594342,0.0001814902808184,3.493897415367876e-08,5.703388138797239e-09,3.6670315128271554e-06,0.8965806975983841,0.9999999999999958,1.2225255692759755e-11,0.9999999999999992,0.1331145669853048,0.1796090861067089,0.0511710198069981,0.403258232235702,0.1222921034241789,0.0741848805247656,0.5801148040535753,0.0488433667781494,0.3330376986987196,2.826485952390233e-05,4.158828390311103e-05,6.415571533964163e-05,0.0001731925913168,9.65789438912226e-06,1.265667097053321e-05,1.865832471457992e-05,5.00265232207479e-05,0.5140934909328172,0.5316087322953149,0.5067140478915972,0.6132273801563224,0.609988853655292,0.6654218535165165,0.654300723935066,0.6656385662089337,0.6139828214437061,0.03954802259887,1.5207737859991263e-08,0.1028571428571429,0.7290076335877862,0.9447884494833776,0.9650932704750868,0.9930049802241664,0.0115443077018554,0.766754584097013,3.590969349108797e-06,0.0110747576042527,0.0126293836322251,0.322944978577973,0.649943113160727,0.0361368911350947,0.439836726997919,0.9999999999995908,3.214461014715232e-08,5.711998109539926e-08,3.58445046567489e-13,1.8211610234724005e-05,1.043442197026297e-12,1.6478371922366867e-05,1.120577523604081e-12,2.2230279000251496e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,3,0.0,0.4062113911058302,0.0621609141823665,0.75,0.5082539189300553,0.0001814909665879,1.8024847598454653e-08,6.181944933960432e-09,1.860689254283874e-05,0.7327344000566314,0.9999999999999944,3.4796241680113554e-11,0.9999999999999988,0.0974461406762734,0.0628631801373481,0.1244748092728412,0.3963258232235702,0.0484676050713787,0.1742804667753599,0.5504216568634399,0.0488433667781494,0.3184488042425113,2.67322823488944e-05,3.665056344765797e-05,5.929206371620574e-05,0.0003281595343484,7.942946656273718e-06,9.378552877801857e-06,1.3829516143113656e-05,7.854077542924674e-05,0.5217633112529592,0.5401762906838636,0.517166478847038,0.6259462446205242,0.6089220986836,0.6642521982921895,0.6528602032678624,0.6636422237509044,0.4263913237452242,0.0225988700564971,7.669929691378799e-09,0.1342857142857142,0.7251908396946565,0.9800870820347984,1.0,1.0,0.0214626709354708,0.7487674683096106,3.3447683167680463e-06,0.009978277639159,0.0111395169600649,0.3888936074823138,0.4898960738519269,0.0409425904420444,0.4194164266518644,0.9999999999995954,4.056933033380717e-08,7.09861867769197e-08,3.116740757572839e-13,1.2286557583330845e-05,8.205530264036917e-13,1.2833476323940135e-05,1.0149551951283929e-12,1.8556241111753176e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,4,0.0,0.5122711694286102,0.1691257208134755,0.625,0.69487383280091,0.0001814933528119,3.182360737056932e-08,5.3497963072060306e-09,4.148203771638865e-06,0.8454560026802723,0.9999999999999888,2.430929479794227e-11,0.9999999999999996,0.1152803538307891,0.1077654516640253,0.0806665866556037,0.4379202772963606,0.0713786562843167,0.1349310874974208,0.4903266954857912,0.0417363433667782,0.3225789585632642,2.24229625684952e-05,3.267311156578238e-05,4.731700974081973e-05,0.0001738479865259,7.341956749804649e-06,9.486142521122356e-06,1.29088699731655e-05,4.402492621519155e-05,0.5296162246516788,0.5489503857683085,0.5278671622768273,0.6388433828519663,0.611614198760322,0.6672001392981651,0.6564846650245763,0.6687453764320999,0.4604909779609315,0.019774011299435,5.951329422591649e-09,0.1114285714285714,0.7633587786259541,0.9697643499444524,0.980514674231455,0.997696941405509,0.0276126003492033,0.7716402201797794,2.4607957856551504e-06,0.011835155742571,0.0135297102362514,0.2258962516876789,0.541181561508223,0.0253418016206037,0.4224586664596016,0.999999999999612,3.342439583329521e-08,5.6315585208563344e-08,1.9331119797116082e-13,1.1856426869307884e-05,5.324426258515114e-13,1.1421949574255355e-05,2.4249365455488776e-13,1.2666891921886708e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,5,0.0,0.4591945562848629,0.1100929105488246,1.0,0.6941579164911572,0.0001814920035192,4.714747524369277e-09,7.254902846599521e-09,0.0001170515221043,0.8878381051596903,0.9999999999999922,2.3763944805021968e-11,0.9999999999999988,0.0867456127835639,0.0538827258320126,0.1351596105954267,0.3928596187175044,0.0408305880003994,0.1999615798426929,0.5655871306073276,0.0592251950947602,0.2826701372048043,1.0365112981768143e-05,1.6877079290352707e-05,2.660119391534216e-05,0.0001884363641018,2.950251157590103e-06,4.0117147017406735e-06,6.093595332783781e-06,4.063467172355852e-05,0.5213613797976985,0.5397267379646224,0.5166125749628769,0.6252390097221108,0.6083921215524367,0.6636716426816038,0.6521428238941266,0.6625863209864061,0.4197387815360202,0.0141242937853107,2.447142742112253e-09,0.1457142857142857,0.7366412213740456,0.9476270371606388,0.9769275412945178,0.9950604003847592,0.0101348263352744,0.8104152584799633,1.4312154065659992e-06,0.0098129132733708,0.0104853388599192,0.226454230528893,0.3890236664751078,0.0224320892440459,0.4055061643449749,0.9999999999996468,3.0394895702268576e-08,4.911847001669883e-08,7.985052794386539e-14,6.571557889539469e-06,1.3757421162713088e-13,5.79208088117077e-06,2.177947379430167e-13,8.613013421797784e-06,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,6,0.0,0.3721104675862601,0.0409714017422808,0.5,0.7584852612637598,0.0001814919194794,2.009684387056005e-09,7.017555499748961e-09,0.0002783316640282,0.8375437910363281,0.9999999999999908,2.4205734571141994e-11,0.999999999999998,0.1010129833071765,0.0718436344426835,0.1118191005167504,0.3997920277296362,0.0433762603573924,0.1930699446236306,0.509248104315782,0.0452898550724638,0.3146434975679494,1.2329967722955492e-05,1.926899852633977e-05,2.8333147453216905e-05,0.0001568234818166,3.446427582910196e-06,5.116068175118571e-06,7.156536574898382e-06,3.584842175746448e-05,0.4993667970742366,0.5151531032056519,0.4866314269865629,0.5889362338582707,0.6059462207763101,0.6609948589239842,0.6488498316016942,0.6578979658284224,0.4243338214362652,0.0254237288135593,5.2405714295835665e-09,0.1457142857142857,0.7175572519083968,0.9548921891166052,0.9674646554154293,0.991074974292348,0.0192546339964327,0.7672539459674237,1.8529221370827668e-06,0.0165307703302164,0.0174399297598151,0.3021209357512262,0.4917563144292373,0.0319815267689578,0.4176941476380957,0.9999999999996264,3.6371182611654674e-08,5.868509435273408e-08,4.588789788469581e-13,9.6379162997879e-06,4.843329991731909e-13,8.303723059126685e-06,2.3001276814327365e-13,1.081113481512166e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,7,0.0,0.3480584414746199,0.0255343210469578,0.375,0.4156650361580428,0.0001814844786702,1.6155321670282984e-08,4.332212795145619e-09,1.3035675996248808e-05,0.7112457199117951,0.9999999999999846,1.5441647960301452e-11,0.9999999999999978,0.1045798259380796,0.0740887480190174,0.1106681811727328,0.3997920277296362,0.0866027752820206,0.1034611927849243,0.3794203103961448,0.0602006688963211,0.200506393540632,0.0001010535853207,0.0001598173268749,0.0002625185502561,0.0012443638068268,2.0002667728310774e-05,2.893525136396945e-05,4.367664147914778e-05,0.0002165067100346,0.5090552580729027,0.5259984765675274,0.4999095538122087,0.6053589370123527,0.6003255092663411,0.6548566439550028,0.6413282419995757,0.6475056756114155,0.4468857339651236,0.0254237288135593,2.3516017113047082e-07,0.1457142857142857,0.6526717557251909,0.9252621029514516,0.9505680334601329,0.9919423027348826,0.0399864357268817,0.7532798453245522,1.1968112118681031e-05,0.0301773373892817,0.0319954410753161,0.1423549698664397,0.5171876782648335,0.0170677580254904,0.4165466264938534,0.9999999999995084,3.6457905701948936e-08,6.345718655627005e-08,1.09582388696774e-11,6.030656115831808e-05,1.7022421176585378e-11,6.241563295405774e-05,1.6557293287937975e-11,8.779812135486274e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,8,0.0,0.431208988457782,0.0932161904341365,0.375,0.5621905995779714,0.0001814878595935,2.1744511558160725e-08,6.261037862956986e-09,1.3986618461016775e-05,0.7259966185990399,0.9999999999999952,6.960021805852562e-12,0.999999999999998,0.1652161506634329,0.047147385103011,0.2212860927857427,0.4656499133448872,0.0510132774283718,0.1927942195986464,0.6466586351073631,0.0419453734671125,0.4067108117569602,9.761484450655497e-06,1.6456347285133356e-05,2.8369853388548096e-05,0.000227389546883,2.8483372424672057e-06,3.943619174661563e-06,6.4546990072575765e-06,5.649990320571759e-05,0.5077881267218761,0.5245619961660772,0.4981124740448646,0.6028667757462307,0.6058289945384291,0.6608656266700348,0.6486918499281693,0.6577116124857674,0.3612242905019497,0.0282485875706214,4.6411771016384174e-08,0.1228571428571428,0.6564885496183206,0.964524536938863,0.9792219891025684,0.9918944709059524,0.0128167420207541,0.7344235155882264,1.4615070765611023e-06,0.0085189001242208,0.0089240847709518,0.1527521952338124,0.5074539111900127,0.0163097168686257,0.4212329137516222,0.9999999999996462,4.1297817324495895e-08,6.761474147133438e-08,1.2311839069384634e-13,6.645693346556659e-06,1.997004886603877e-13,7.038528292759037e-06,1.9810777751118466e-13,9.617171199205951e-06,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,9,0.0,0.4518135440195724,0.0999387638576984,0.625,0.7767295679797488,0.0001814938222412,1.6394844611161326e-08,7.609908125126775e-09,2.821670868319012e-05,0.8485368490838717,0.999999999999994,1.3785134166978408e-11,0.9999999999999992,0.1331145669853048,0.1100105652403592,0.0863539574953442,0.4413864818024264,0.045822102425876,0.2014035472030827,0.5979023456877613,0.0629180602006689,0.283086360071582,4.100597848810681e-05,6.097309398545873e-05,8.665996797199172e-05,0.0003333481890239,9.827357369162014e-06,1.3506267217798772e-05,1.798841856578443e-05,6.362135966231892e-05,0.5194517136366306,0.5375973904521142,0.5140205845642749,0.622125161217042,0.6063300443104827,0.6614179533001247,0.6493740291046998,0.6586618909344876,0.459842276980695,0.0225988700564971,1.0662532262908104e-08,0.1571428571428571,0.633587786259542,0.923344766376014,0.9629260739642932,0.9912028175755913,0.0206488777939101,0.781964292696076,5.166459795136072e-06,0.0211963242561966,0.0218985640056014,0.4097262190389371,0.6759754932327795,0.0384287243118298,0.4394058545496707,0.9999999999995642,3.0366325827181774e-08,5.261103420744238e-08,1.7032797018030328e-12,2.7131726056621894e-05,2.0582055162487258e-12,2.113617809360968e-05,1.4779113653891134e-12,2.808606839788089e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,10,0.0,0.4306303957234475,0.0829803408446442,0.875,0.547710872394838,0.0001814878235094,2.445378719717825e-09,8.243384340125191e-09,0.0002659187505132,0.8224514841948284,0.9999999999999928,1.9332500268069528e-11,0.9999999999999994,0.0867456127835639,0.0740887480190174,0.1000985137276738,0.403258232235702,0.0510132774283718,0.1693203323364859,0.6085323506484303,0.0139353400222966,0.7020427188583718,3.834778368393978e-05,5.628053552853665e-05,8.480577841847836e-05,0.0003843072488685,9.427656777817024e-06,1.1847225680574143e-05,1.7336179145879973e-05,7.903940978121673e-05,0.5246864885414019,0.5434449949158999,0.5211560269539575,0.6307801688532262,0.6076576309337982,0.6628692662704906,0.6511608570110805,0.6612246338698161,0.4935138272072034,0.0169491525423729,1.4455611898045558e-08,0.1485714285714285,0.6946564885496183,0.941887592617202,0.9687529712253018,0.991804814240928,0.0228243159740127,0.7621982326960788,3.287346769302723e-06,0.0243973566680415,0.025434882966849,0.4311778510245267,0.4183928283054314,0.0594736432245313,0.4167452372369933,0.9999999999995868,4.193792536948718e-08,7.008733407328299e-08,1.26418848364184e-12,2.418011193058834e-05,1.831038281872893e-12,1.993295045081457e-05,1.8188538827400668e-12,2.441819277982236e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
