fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,950,1000
1,1,0,0.0,0.4151911522423299,0.0732848292702295,0.6666666666666666,0.7946934017610009,0.0002622310466697,2.946073766674795e-09,7.604151144764098e-09,0.0004297999840079,0.9016449008192096,0.9999999999999972,2.158905020900604e-11,0.9999999999999992,0.5717438147407773,0.0335007206955875,0.2542881494488241,0.568630527444366,0.0366347293963719,0.2397983443882423,0.66644351784553,0.0389994661786013,0.3561285145248398,5.987573954526732e-07,6.876593785449189e-07,8.661484502163005e-07,2.480426781041664e-06,9.299755495597369e-08,7.193499758235776e-08,8.864226974103866e-08,7.257080044763275e-07,0.4415221053639916,0.4935292725164245,0.5622613539380862,0.6363906292089813,0.5389512017112774,0.608657259838173,0.6789848495892584,0.7484675654742268,0.4695673006853321,0.0530973451327434,1.1456687286348728e-09,0.285377358490566,0.5972552447552447,0.9392731660806766,0.9453225879615234,0.9902488036615114,0.1029190502091968,0.8477273225720171,5.2706598896269825e-11,0.0014651826981478,0.0030449604458432,0.3057176886235064,0.3124900062321528,0.0058168207917012,0.3220063523475922,1.0,2.4231444927330747e-16,5.210061716398477e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,1,0.0,0.4000901951655631,0.0566442750212695,0.6666666666666666,0.8254733716483584,0.0002622307701846,4.286183603315049e-10,6.778086943674329e-09,0.0027430752565225,0.9009164516755728,0.9999999999999925,1.3193424244816246e-11,0.9999999999999992,0.6219008800851529,0.0245036499744269,0.3605697922539528,0.6191522188227296,0.0260858899050058,0.3405968245031872,0.6190275811942925,0.0389994661786013,0.3327133985557325,5.21673029709243e-07,5.991297212158742e-07,7.546400088481539e-07,1.5310250156089585e-06,1.1631779017814697e-07,8.997354779070698e-08,1.108703657589068e-07,6.585059830687445e-07,0.4492816301323493,0.5022027965993097,0.5721428091340296,0.6475747314386165,0.5401273059043529,0.6099854772225457,0.6804665364768673,0.7501007524824278,0.4893596583229957,0.0501474926253687,1.4032890847858735e-09,0.2712264150943396,0.6042023346303502,0.9128632379942356,0.960392241141758,0.9826104679314472,0.1223863061608626,0.851444527364611,3.965073166979738e-11,0.0012747910260369,0.0027735748799323,0.2786065684066425,0.3749780273430804,0.0059659011143766,0.3226111297624274,1.0,2.7742220798620725e-16,5.9894456044937165e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,2,0.0,0.4214410946402004,0.0747301147234007,0.4166666666666667,0.7265787108957428,0.0002622277993823,3.5486590016842946e-08,5.87362299858016e-09,6.312984965671775e-06,0.8975132928579104,0.999999999999996,9.944670466884714e-12,0.9999999999999992,0.7233053817596512,0.0267471055935277,0.3847181314607928,0.7212938992181168,0.0287162852820519,0.3634993298192995,0.7209173329252898,0.0361015785861358,0.4023506841064765,6.249877204165983e-07,7.177843157911424e-07,9.04092625083648e-07,1.834236734338264e-06,3.6527492242438373e-07,2.825456075047716e-07,3.481682740853537e-07,2.067918600525636e-06,0.4523948586535964,0.5056827342708375,0.5761073854535596,0.6520620291381488,0.5413825390484827,0.6114030578189674,0.6820479120909493,0.751843960088818,0.5535123603562,0.0442477876106195,1.553070573933458e-09,0.2334905660377358,0.6485121774776947,0.9410298720384211,0.957649030278826,0.9917522287831324,0.1322511594552758,0.8144887788865699,2.2082447806231104e-11,0.0009343038285685,0.0021543547387418,0.1665620662436723,0.3889092798216265,0.0031783762827996,0.3225842706279915,1.0,3.204217804087397e-16,6.624260474382617e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,3,0.0,0.4108533644058337,0.0640409016540385,0.5833333333333333,0.5133566423081563,0.0002622285349973,1.7741667741431905e-08,6.351739287053413e-09,4.033030820886033e-05,0.7363227665424562,0.9999999999999948,2.802419108132847e-11,0.9999999999999992,0.7458397154650952,0.0244571534849119,0.4273671536981147,0.7439920504170917,0.0260313739386422,0.4039480517852633,0.6768103745074787,0.0434225577671013,0.3365378805706052,6.341385991678507e-07,7.282938938656958e-07,9.173300723514554e-07,1.861093066724817e-06,1.3030491374294237e-07,1.0079279675154288e-07,1.2420244078516738e-07,7.376908140325469e-07,0.4570178244990765,0.5108502421778474,0.5819945539642873,0.6587254089259996,0.5401958532320822,0.6100628902212225,0.6805528941969359,0.750195947724566,0.551697438915822,0.0442477876106195,1.808244934877952e-09,0.2759433962264151,0.6604669647292599,0.9841194631678184,1.0,1.0,0.0968667925538929,0.8099973282303972,1.5480253706227603e-11,0.0013144411237296,0.0023848545004559,0.1882409768356808,0.4406005128641245,0.0031202556964442,0.3239644656932329,1.0,3.697895182718839e-16,7.890041738854845e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,4,0.0,0.5133738999794164,0.1685050946459976,0.5833333333333333,0.7002043532670531,0.0002622309438642,3.2710926205713244e-08,5.507052002622073e-09,6.946121403195725e-06,0.8468840775939668,0.9999999999999896,1.966012419594813e-11,0.9999999999999996,0.7659336950595812,0.026584367880225,0.4079570927414279,0.7642321069009704,0.0285254793997791,0.385539372809913,0.6294900730652997,0.0419888660108288,0.3218982312331044,6.934875799238332e-07,7.964548611186825e-07,1.0031829204233323e-06,2.035272617925591e-06,2.354716318924153e-07,1.8214082379814965e-07,2.2444396436499298e-07,1.3330676090616453e-06,0.462467755588284,0.5169421240860111,0.5889348307836346,0.6665807472258729,0.5410954809552541,0.6110788726387802,0.6816862687814338,0.7514453075724054,0.5158449307687001,0.0412979351032449,1.4762814719093915e-09,0.2452830188679244,0.6149146541914275,0.9707789344289952,0.9763588937680528,0.997217185360706,0.1209516306037636,0.8243558204479225,1.4995376410276572e-11,0.0020535534346427,0.0036145591708533,0.3187419636672264,0.261797734081769,0.0061846673885593,0.319487233603552,1.0,2.9286890333661353e-16,6.423633894364827e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,5,0.0,0.461836608011458,0.1107658557636707,0.6666666666666666,0.6984306492064373,0.0002622295805329,4.968646509446233e-09,7.485489027047459e-09,0.0002415861557601,0.8878796459654823,0.9999999999999928,1.914977779213928e-11,0.9999999999999988,0.9670032970741714,0.0320593295206212,0.4315779537162879,0.966763421458644,0.0349447344390988,0.4079416129562933,0.6898932711066906,0.040448409974834,0.3590775045987528,6.128330213502242e-07,7.038249177613873e-07,8.865099215727772e-07,1.7985646806417372e-06,1.045843162709636e-07,8.089753049599985e-08,9.968639689464605e-08,5.920796629140407e-07,0.4548983841277277,0.5084811515889371,0.579295528483325,0.655670522386916,0.5399126491879755,0.6097430575593531,0.6801961063195172,0.7498026475267853,0.4646899727918069,0.0442477876106195,1.0351779556301762e-09,0.2971698113207546,0.5947365547365548,0.9455326843078916,0.972005107882612,0.9941734571686948,0.1240003513767989,0.8577309726534674,8.602858978792439e-12,0.000739245212434,0.001476543301312,0.3429334405251428,0.2071693782750932,0.0075153637305815,0.3176219244364298,1.0,3.8287074944880303e-16,7.824653321414269e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,6,0.0,0.3778216193179304,0.0429337857633526,0.6666666666666666,0.7675831597108704,0.0002622294676607,1.5742042629229843e-09,7.179935586798647e-09,0.0007785251949652,0.8445683138662051,0.9999999999999912,1.9525020407982e-11,0.999999999999998,0.840494301513539,0.0367554749616404,0.3347917570540553,0.8393347454302975,0.0404508470418273,0.3161487006323185,0.6518113308595691,0.0375505223823686,0.3574962173202077,4.827119467666647e-07,5.543837952578739e-07,6.982798171148223e-07,1.4166806097776866e-06,1.443277099175025e-07,1.1163963900876597e-07,1.3756851779243305e-07,8.170775971390593e-07,0.440446338962027,0.4923267909117458,0.5608914069607065,0.6348398546145398,0.5404986243938661,0.6104048207431405,0.68093433324205,0.7506164217972,0.5187343244518814,0.0678466076696165,1.6338538778098603e-09,0.2971698113207546,0.5596611455304084,0.9520540977771556,0.9605235569268624,0.9896637017883284,0.1565492734540624,0.8238672176004204,2.6929473460170408e-11,0.0027663852497045,0.0047794637321853,0.4286090610636314,0.3241766089116579,0.0092435543586552,0.3199726908470638,1.0,2.972431170524903e-16,6.220309756286393e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,7,0.0,0.355390417754078,0.0281440439751122,0.3333333333333333,0.4341101376600972,0.0002622220745213,1.5782668039349544e-08,4.620475189197236e-09,2.989896438414505e-05,0.7247458218503405,0.9999999999999856,1.2489393335724312e-11,0.999999999999998,0.5614631740180173,0.0178779002185335,0.4262689644852535,0.6058941973274757,0.0287299142736428,0.3095952892760893,0.5911403542328143,0.0317242431175169,0.3627134625869266,6.365518421408623e-07,7.310654490493182e-07,9.208210132182302e-07,3.2282528882122426e-06,8.631069291671234e-08,6.676260993350458e-08,8.22685685304431e-08,6.555630063519478e-07,0.4492554501936548,0.502173532909131,0.572109469992914,0.6475373348762176,0.5387118474421875,0.6083869483274233,0.678683304807689,0.7481351491011404,0.4834393301516547,0.0442477876106195,1.676346510313503e-09,0.3018867924528302,0.577878787878788,0.9174854978878936,0.9400279084704378,0.9906792824066384,0.0895599443341274,0.8227843871079414,3.8604095632771545e-11,0.0015432077980712,0.0032204144753509,0.0482014579496377,0.4115782707749787,0.0012294279470751,0.3236428701330732,1.0,3.322284740758178e-16,6.834627181651925e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,8,0.0,0.4342923108210036,0.0934360748424399,0.5833333333333333,0.5583598955317282,0.0002622251413402,2.1642426672376894e-08,6.3765798140980725e-09,2.9072707217792408e-05,0.7252919645545853,0.9999999999999952,5.651543049192166e-12,0.999999999999998,0.8972974376281836,0.0366508578602316,0.3569898904321724,0.8965508224157319,0.0403281861175091,0.3372016129400971,0.7261963964653226,0.0389842141386409,0.3857334360741694,5.677598321775834e-07,6.520593755052239e-07,8.213080998588695e-07,1.6662822427417946e-06,1.9945074524438209e-07,1.542781300405841e-07,1.9011001706844376e-07,1.1291437781769408e-06,0.4456560297055602,0.4981501344124565,0.5675257469755577,0.6423489189601813,0.5406740577521442,0.610602944036668,0.6811553487848395,0.7508600552337412,0.5013014096513797,0.0501474926253687,1.593462225871659e-09,0.2924528301886791,0.5785019021382659,0.9644652999280504,0.9747887615716276,0.9904582970696216,0.1059243275322657,0.8042105656762206,1.2252106663814882e-11,0.0024388083222949,0.004138010983581,0.5846840771793652,0.4365989123662921,0.0127938039665548,0.3238789743930209,1.0,2.9847509888846197e-16,6.2993635769316285e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,9,0.0,0.4548687631314394,0.1010827900062825,0.7499999999999999,0.7810471527899681,0.0002622313982362,1.655797087268151e-08,7.778829312551102e-09,5.9261981189932215e-05,0.8499709086544723,0.999999999999994,1.1191416012228812e-11,0.9999999999999992,0.807705288299281,0.0177732831171246,0.5994231415893062,0.8063073664391623,0.0181947037738677,0.5671275211307498,0.7264641750506866,0.0506977808281857,0.3230129616285921,6.659722160761353e-07,7.648540856666474e-07,9.63379838348992e-07,1.954519525537649e-06,1.1676320990939118e-07,9.031808660471512e-08,1.112949254796825e-07,6.610276227727999e-07,0.4552162288661986,0.5088364354595406,0.5797002914857287,0.6561286525736385,0.5399819041330829,0.6098212696961577,0.6802833555145049,0.7498988254740103,0.4501023813261202,0.0353982300884956,2.40093487685975e-08,0.3113207547169812,0.6104946342666833,0.9170247351634836,0.9550186240573952,0.9896211471758845,0.0995254840198235,0.84035927434543,2.082176683675841e-11,0.0019165718472852,0.0035076579697994,0.2690460261270272,0.3597734860700319,0.0066018212532135,0.3236272353419868,1.0,3.585494529683207e-16,7.64433866853968e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
