fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000
1,1,0,0.0,0.3873193120219321,0.0741215559366173,0.25,0.7015540973724851,5.3362893880675454e-05,2.1984758604725007e-09,7.836978788143968e-09,0.0018812468650812,0.8542657000004413,0.9999999999999948,4.451981140443889e-12,0.9999999999999984,0.3730569948186526,0.102803738317757,0.1404978144180463,0.5706666666666664,0.2009273570324575,0.0471042253066754,0.128698224852071,0.0141843971631205,0.1997058649347572,0.0890563850012573,0.1243183892912437,0.1253671165511638,0.131430037178154,0.0855250665035261,0.092954956599924,0.1047072581687271,0.1411903592035694,0.3945956448859778,0.430622696227093,0.3723451300211615,0.3951264883243292,0.4064491116369268,0.4595349891401279,0.3653918546507702,0.4305907595379906,0.5602438654620094,0.0352644836272039,2.708131348414966e-07,0.0626959247648902,0.2619047619047617,0.8081084621599972,0.8166132154561287,0.9380374344766976,0.2334931203397863,0.7249142388167626,0.1816754891305377,0.1726738770243026,0.2241461278210545,0.237821846279971,0.3780949670603789,0.1945670652854831,0.4005133984718276,0.9722065695305742,0.0808451088419203,0.1103491853880744,6.434777152814768e-08,0.1966790536356303,2.6506986093171767e-08,0.213607529223802,3.997131304158388e-08,0.2570416249485824,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,1,0.0,0.364665179226761,0.047869108000871,0.0,0.7389547831244978,5.336295819589216e-05,1.2318907169762542e-11,6.6705632422114224e-09,0.1886353689215317,0.8498093293544914,0.9999999999999872,2.4653978504703398e-12,0.999999999999998,0.3730569948186526,0.0674974039460021,0.2001175616079182,0.8240000000000001,0.1993817619783616,0.0686678117563533,0.1272189349112426,0.0581560283687943,0.0696030628134547,0.1042710970531458,0.1215663564024742,0.1342680049970498,0.1434868705917027,0.0824338795034039,0.0929487107765851,0.1276156206976946,0.1569074877046036,0.4450357231291312,0.4742340461109303,0.4249891739717019,0.4541412103011853,0.4432353444110554,0.5065402550258546,0.4246060449209392,0.4894836030954072,0.7042181481416327,0.0277078085642317,1.957069029894036e-07,0.0658307210031347,0.380952380952381,0.6517830688624175,0.8568540102289415,0.8689872953175475,0.122602025122207,0.7146168266745053,0.1472619837385263,0.1785652369496655,0.2305870123800244,0.1262890471924951,0.5168431380794555,0.1129868103233061,0.4982277771106528,0.9703944756515837,0.1224206236412135,0.157943854910605,4.0537000879180846e-08,0.1398076607645452,2.462903526942176e-08,0.1732097188357927,3.385689975932811e-08,0.2537515856539318,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,2,0.0,0.3940877863560621,0.0709822276305527,0.25,0.666641476325428,5.336128263053908e-05,2.736891882658372e-08,5.311975391550594e-09,3.720908731237992e-05,0.8922908907300933,0.9999999999999932,1.627993812824166e-12,0.999999999999998,0.4248704663212435,0.1131879543094497,0.1408978220836985,0.7919999999999998,0.1020092735703245,0.1321750751009517,0.25,0.0709219858156029,0.0961992748616512,0.0993481663806291,0.1266419378857655,0.1345128503502566,0.1341634367400878,0.1002291853851621,0.1022514296284891,0.1229904873419573,0.1510500982227864,0.425808454460747,0.4591095102112985,0.4066204363768477,0.4277400478301251,0.4407904954787842,0.4971351325490007,0.4065787723914654,0.4687687461273248,0.5298574404415488,0.0201511335012593,1.4792664695779797e-07,0.0658307210031347,0.4285714285714285,0.7840635881951132,0.8559012848682546,0.9411068900015644,0.1442401520432628,0.6007963417600766,0.1790993189608455,0.1516503431096472,0.1986508073051267,0.2673003544506955,0.5204916191026027,0.2423513287883535,0.4979485980994399,0.9718093598234402,0.0932465277188516,0.1210115649264716,1.5065160341713745e-08,0.1978682913017385,2.2936624741698423e-08,0.2085536477391991,2.64989006344226e-08,0.2520116377559434,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,3,0.0,0.3745029807675831,0.0537684438172728,0.0,0.4905332253357059,5.336176269350987e-05,1.7664039679633195e-08,5.645518962474714e-09,0.0001068614390477,0.7214415411852345,0.9999999999999916,5.402687827077792e-12,0.999999999999998,0.3730569948186526,0.0550363447559709,0.2342401514145223,0.5946666666666665,0.115919629057187,0.0898060912390699,0.3609467455621301,0.1021276595744681,0.0926075273347241,0.0834237384917517,0.1050789309599006,0.1134787882349686,0.1025098286753455,0.0725952444107966,0.0883487448495203,0.1071676911323181,0.1242469380049585,0.4381594472084946,0.4703380023811386,0.4176388768282134,0.4355042593513385,0.4469706227058297,0.5146456218336699,0.4220691869977186,0.4824355801257908,0.5924987941677355,0.0151133501259446,1.1794143425374277e-07,0.0595611285266458,0.4047619047619047,0.8257617788740439,1.0,0.9980847943606248,0.0504102742043451,0.6326950037297507,0.1406265446521394,0.1178209802073595,0.1496067873968758,0.3767885562755995,0.310638510033394,0.3204583728686854,0.3298455608148096,0.9789667497411948,0.0940616675503814,0.1241538495883032,5.091840229877008e-09,0.1285274944637026,4.001905011158501e-09,0.1278783681193298,1.1051687465978614e-08,0.1787133822755053,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,4,0.0,0.5147410231613899,0.184758803207597,0.5,0.6567522481702075,5.336364037670132e-05,2.322457099456263e-08,5.362437741875761e-09,5.774680946820706e-05,0.8473324716742803,0.9999999999999856,3.480453386161663e-12,0.9999999999999992,0.3730569948186526,0.0581516095534788,0.2247124152996913,0.5920000000000001,0.115919629057187,0.0894424500449985,0.4112426035502959,0.0879432624113475,0.1206644688789308,0.0399240170779046,0.0921986548483009,0.0981074865410249,0.0918170391629703,0.0327324264228116,0.0643625292287259,0.0804588946236096,0.1095682258649603,0.4466621256700618,0.4976731047270626,0.4438455475463869,0.4689763858221724,0.445123716947176,0.5219594587026758,0.4281251127057282,0.4993444004453601,0.7539223251864939,0.0075566750629722,1.0891804511298956e-07,0.0501567398119122,0.3571428571428571,0.8149092215801459,0.9425035367093813,0.9880073551685538,0.1074925719066887,0.6873875532853404,0.0904082767677987,0.0713888177100412,0.09880694324638,0.3136581847914408,0.3506705717261324,0.2566342693456908,0.374506700938323,0.986430838742862,0.1206524753704709,0.1437736389103345,7.169542002011862e-09,0.0765966494067089,5.799191602832596e-09,0.0934098951123782,0.0,0.1057078825283711,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,5,0.0,0.4473694741582792,0.113310680009356,0.5,0.6594500056768745,5.336248116816747e-05,8.49992716977283e-10,6.024622709317954e-09,0.003838405623668,0.8887278360131621,0.9999999999999892,3.602367029689421e-12,0.9999999999999984,0.3730569948186526,0.0664589823468328,0.202593122044868,0.5920000000000001,0.0834621329211746,0.1233292638175351,0.3727810650887575,0.1390070921985816,0.0691725541203402,0.0753800413691082,0.1110079910878218,0.1377610530671898,0.1432533847514178,0.0702935645211016,0.0816469570719722,0.1294748715898016,0.1703072947639794,0.4380414657063026,0.4785854929209255,0.4376241584114413,0.4654671215654696,0.4545555097843078,0.5206427646858283,0.4450673730655333,0.5189774521089372,0.6079362393152006,0.0,2.1708806441459585e-07,0.0564263322884013,0.3095238095238094,0.7599672368575003,0.8940755722110065,0.9617512605564436,0.1647765016845566,0.7400957455213169,0.1747252241160987,0.1869655455161334,0.2452257875098271,0.2191380037435854,0.4994601946395466,0.1587501285261086,0.5110327606322049,0.9715349573721428,0.0907834348688241,0.1177448064727098,2.7370619628612543e-08,0.1859057860081499,1.3227226711371916e-08,0.1820539057282231,2.3028239981553164e-08,0.2319545852150295,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,6,0.0,0.3360578136887695,0.0351006564246673,0.0,0.6477857572322839,5.336262977691931e-05,3.097115575712763e-09,6.402554593005792e-09,0.0010723671173661,0.7544253908939875,0.999999999999983,3.594043907766847e-12,0.9999999999999958,0.4248704663212435,0.0332294911734164,0.3605699563567339,0.5920000000000001,0.1174652241112828,0.0882415884273671,0.1405325443786984,0.1035460992907802,0.0406537613826607,0.1123136841864068,0.1311736546151011,0.1368834483478557,0.1772089652260353,0.0956991947108515,0.097146210625726,0.1131705253191178,0.1824808583349946,0.4161106876740692,0.4420054915211329,0.3877550561238876,0.4349165589485586,0.4136205150188593,0.4631187500142136,0.3717676999049798,0.4594474739081669,0.6116053692785393,0.0352644836272039,1.5897907701241096e-07,0.0783699059561128,0.238095238095238,0.8618075730603176,0.8511174589358683,0.9093307897656188,0.1839842907335529,0.6004078640522464,0.2077932213294833,0.2176822555149127,0.2952568640377013,0.3205094228906098,0.2864014474362524,0.3012612058506035,0.3090484065191761,0.9664715895779552,0.0825126394587673,0.1127025332204888,5.6455369192234624e-08,0.2158312406174626,4.750546288269608e-08,0.2366273010680357,5.3141160231247086e-08,0.3546544536776332,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,7,0.0,0.2879707746048788,0.0115943324896785,0.25,0.2226216833880332,5.335472720931758e-05,1.6085608297176143e-08,2.264174815477349e-09,1.3581234916575265e-05,0.5406354781785904,0.999999999999971,2.225304808112683e-12,0.9999999999999948,0.4766839378238341,0.0674974039460021,0.2363973266321812,0.7333333333333332,0.1669242658423493,0.0744437916420669,0.1997041420118344,0.0439716312056737,0.1235906529663634,0.0988358062972369,0.1068121865480957,0.1193948213033724,0.122873496743015,0.0934359022991275,0.0772197481154551,0.0951285724788473,0.1193610550587222,0.4324749511226924,0.4547462462883295,0.4045003411262344,0.4292975965388274,0.4205194834679747,0.4568580092035448,0.3683045098763767,0.4269047478123977,0.571339779353822,0.0201511335012593,7.707076876352309e-08,0.0595611285266458,0.3571428571428571,0.7550639709703884,0.7918537345465024,0.9190517333676588,0.2019450160907226,0.5499346972250995,0.1540777572914357,0.1441673533101535,0.1824723009767566,0.357199895912474,0.4727967447042047,0.2805976047137586,0.4858424520282785,0.9748654501982448,0.1000896231338451,0.1275038601804075,3.5881015659677336e-08,0.150833473913066,2.821536037271453e-08,0.1730397344879923,1.727399862394431e-08,0.2304115404262691,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,8,0.0,0.4203839596967869,0.1061994541304928,0.25,0.6078781166617109,5.336057168705824e-05,1.6484129346061758e-08,6.402512355948386e-09,0.0001438227594763,0.7464534705062018,0.999999999999992,9.926335876311518e-13,0.999999999999996,0.3730569948186526,0.1588785046728972,0.0936969175367472,0.6746666666666665,0.1684698608964452,0.0679876195947808,0.3210059171597633,0.1063829787234043,0.0798983707030791,0.0798729405278193,0.1250169439897767,0.154997706683578,0.1479493863186124,0.0877633572944877,0.0920632434711225,0.1437991924118261,0.1685504000242881,0.390557780422737,0.433332470626571,0.3963845105669599,0.4093889165369247,0.4166744611872248,0.4693589129551913,0.4040627682614013,0.4602409723921882,0.6866028324347195,0.0277078085642317,2.163655826923913e-07,0.0721003134796238,0.3095238095238094,0.8352151762014546,0.8936057326944775,0.9309418001253604,0.1816030590061451,0.5859623438351471,0.1899793968008314,0.1976972149746461,0.2617157101978362,0.2015593561346021,0.5088179030434367,0.1826571288558571,0.5045794262307075,0.9653638464085011,0.1082639202995052,0.1362743226392563,4.4525471684384335e-08,0.2091876600628226,1.74118018198126e-08,0.2311110923340131,3.0563696549776056e-08,0.2797771295736081,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,9,0.0,0.4347391822023311,0.0975864439671121,0.5,0.7308749744421031,5.336394733708849e-05,1.527757033395001e-08,7.2214350250427875e-09,0.0001890664662694,0.8286649792119354,0.9999999999999916,1.9540681786290584e-12,0.9999999999999984,0.4248704663212435,0.1121495327102803,0.1420699375690977,0.7386666666666665,0.1715610510046369,0.0727660452028276,0.2988165680473373,0.1191489361702128,0.0664586482555392,0.0496807355907766,0.1052127266356939,0.1321708376601758,0.126288858511439,0.0637003280576526,0.0922388806191207,0.1251996661800845,0.1608962897214156,0.4218566077630806,0.4734067991062693,0.4323121569755088,0.4532474379041755,0.4507882946247273,0.5276866716880961,0.4424131637032332,0.5136973685163966,0.5658101759274992,0.0075566750629722,1.957069029894036e-07,0.0595611285266458,0.4285714285714285,0.6858663864669183,0.8448647651580394,0.9344151111240242,0.0800352413563469,0.7102592710152245,0.1362486935824431,0.1324449892500854,0.1796010390331655,0.1965776970167891,0.3905544283377094,0.1467468448405097,0.4101705487022615,0.9746756310365918,0.1178458236037987,0.1478505901889508,2.625082635957433e-08,0.1410678116241966,1.9777375156230925e-08,0.1714202676682125,2.207511926946513e-08,0.1996030533105592,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
