fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,400,450,500,550,600,650,700,750,800,850,900,950,1000
1,1,0,0.0,0.4088029078166055,0.0714680919870976,0.7142857142857142,0.7823236675924561,0.0001725004137878,2.976382596489025e-09,7.581710119417337e-09,0.001124032172211,0.8955263325272246,0.999999999999997,4.4414334287868884e-13,0.9999999999999994,0.125,0.0816901408450703,0.0659615815830779,0.427807486631016,0.0550161812297734,0.0558410414525522,0.4479638009049774,0.052173913043478,0.3159654217599784,0.000524010825287,0.0006113658759329,0.0008252862979972,0.0026899911242458,0.0002264002652881,0.0002996429297485,0.0004048612712904,0.0012489845163145,0.4546613787300019,0.4391444352482478,0.4739488147975909,0.5479305396898722,0.5166186585011134,0.4932289542119704,0.5453649656497377,0.633446489673348,0.4650202884894743,0.0480225988700565,1.567280674465153e-07,0.2061281337047353,0.5960591133004924,0.9523797735813792,0.9514022763112614,0.990912968718201,0.1052038178368546,0.805193253518537,1.4561234656299573e-06,0.0323843222324389,0.0602203323192827,0.0803013086227627,0.8030270705171162,0.0635503322682526,0.4176114394299221,0.999999999602416,1.955577172509853e-06,3.344946485281164e-06,2.483253761150525e-10,0.0003125631836948,3.5196139446189177e-10,0.0003544596794668,1.8412351027107244e-10,0.0003837732883035,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,1,0.0,0.3926435165422842,0.0537064078601758,0.5714285714285714,0.8140730732056253,0.0001725001199959,3.996901759573615e-10,6.7637178205201114e-09,0.0078149219595697,0.894008085795644,0.9999999999999916,2.7047089009996626e-13,0.999999999999999,0.109375,0.1014084507042253,0.0494313075278148,0.411764705882353,0.1229773462783171,0.0238951695786228,0.3755656108597285,0.0565217391304347,0.2570374622613429,0.0004335905405051,0.0005272076546911,0.0008148642756058,0.0023868269642983,0.0001513547147288,0.0002203043164904,0.0003266433803791,0.0009692432172137,0.4733067253283712,0.4571400370528289,0.4934351792209415,0.5707309764551572,0.5144058650705254,0.4911254648812543,0.5430511584820809,0.6305723961863364,0.4827789423863855,0.0282485875706214,1.734584623496395e-07,0.1615598885793871,0.6009852216748768,0.9235667231939232,0.9648225765948942,0.983568711919216,0.0685943477998888,0.8071373173226131,9.359217873737158e-07,0.0217405426424905,0.0412729451048074,0.0282550686800883,0.7721456368150563,0.0302801239950554,0.3945583933460611,0.999999999633929,2.704593191675065e-06,4.638043556129604e-06,7.903676724422516e-11,0.0002251384105231,1.1252091179961604e-10,0.0002450735118696,2.1677359827181808e-10,0.0003580977977736,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,2,0.0,0.4153003915044784,0.0725284072923385,0.5714285714285714,0.7176976509300038,0.0001724973412328,3.462753378300542e-08,5.738680233596706e-09,1.811073878759129e-05,0.8960454683816672,0.9999999999999956,2.0175804090093117e-13,0.9999999999999992,0.1354166666666666,0.1154929577464787,0.0495828959725982,0.4331550802139037,0.0388349514563106,0.0788797533401849,0.497737556561086,0.0304347826086956,0.499362163541268,8.403723918618707e-05,0.0001227156967126,0.0001651847300461,0.0004451318761564,2.8208436512638283e-05,5.073541271408185e-05,6.629572932803448e-05,0.0001738991418721,0.4781045801064767,0.4617269714005942,0.4982718716947147,0.575910824942994,0.5163045476467369,0.4928970984158179,0.5449081635130287,0.6322391713955846,0.4095140733305511,0.0338983050847458,2.2240566386463842e-08,0.1448467966573815,0.6600985221674877,0.9521781583923296,0.9623901532311762,0.9923334231725988,0.0391915461809432,0.769429754698972,3.038125513335371e-07,0.0082086444354711,0.0108405707459231,0.1022796837989863,0.8776542208929896,0.0688504943866276,0.4591663890150453,0.9999999997193666,2.051286766576302e-06,3.4434618012780805e-06,9.23529100289925e-12,4.961800105004354e-05,2.0440721778041443e-11,6.547456721424387e-05,6.509256081781324e-12,6.652307321879046e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,3,0.0,0.4036884012559366,0.0610467748257672,0.7142857142857142,0.5053948771245595,0.0001724979969118,1.8191687258280265e-08,6.218447482610802e-09,0.0001005161667593,0.7305623919659159,0.9999999999999944,5.778390743070425e-13,0.999999999999999,0.109375,0.0845070422535211,0.0589943728444363,0.4224598930481284,0.058252427184466,0.0522664575106831,0.4615384615384614,0.0695652173913043,0.2573943469465857,0.0002937588196216,0.0003198063854622,0.0004801628201629,0.0016033502957693,0.0001156339674399,0.0001468501530185,0.0002109442798569,0.0007015480969164,0.48986126836257,0.4730784385047721,0.5105912364230021,0.590805626229088,0.5240469750031747,0.5002820822032941,0.5531208808502905,0.6421503428680854,0.4504517287939389,0.0112994350282486,1.156105395459724e-07,0.1643454038997213,0.6305418719211823,0.9889584391845494,1.0,1.0000000000000002,0.0321763251958833,0.7550568108516038,5.28798259509862e-07,0.0123983254709329,0.0201094383775438,0.0217443251536682,0.7747816754150942,0.0215731270866485,0.3959020232532675,0.9999999996783708,2.6242883064163067e-06,4.445855859225149e-06,3.472859018282315e-11,0.0001187482016018,5.306186925461512e-11,0.0001395363962549,4.721074634875329e-11,0.0001798604805337,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,4,0.0,0.511767819776972,0.1694514145220028,0.7142857142857142,0.6918488021928103,0.0001725003715032,3.131539250028476e-08,5.392522896324592e-09,2.1498184430931136e-05,0.8446241695961632,0.9999999999999888,4.026639666569244e-13,0.9999999999999998,0.1510416666666666,0.1126760563380281,0.0546378653113087,0.5080213903743316,0.058252427184466,0.0607048196029642,0.4072398190045249,0.052173913043478,0.2921591139325994,0.0001281171044698,0.0001647631475905,0.0002354240388677,0.000664035107223,5.215928803623403e-05,7.76989264421923e-05,0.0001048322576198,0.000284070373118,0.5017358669476216,0.4845431665529244,0.5229430093673139,0.6051396039680597,0.5275512381756153,0.5036274214328404,0.5567880266256128,0.646193013119623,0.4693306301030551,0.0169491525423728,2.6554537476922586e-08,0.1532033426183842,0.6600985221674877,0.978588305822353,0.979007470827012,0.997514259784694,0.0650838010088743,0.7797230218210023,3.3365467241898965e-07,0.0081536014151922,0.0146175556266505,0.0861479556896585,0.8395983333627886,0.0578681966828113,0.4301233901199057,0.9999999997112936,1.7250614305096551e-06,3.051850985815648e-06,8.510455518671082e-12,6.983050715561652e-05,9.7537465124918e-12,6.553639632590373e-05,9.952764458773732e-12,7.877953227804786e-05,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,5,0.0,0.4578208339569232,0.1096757513529023,0.8571428571428572,0.6917526230521793,0.0001724990296998,4.5772232346129205e-09,7.256513005256489e-09,0.0006786276599576,0.8878126001831353,0.9999999999999925,3.944783757799304e-13,0.999999999999999,0.109375,0.0845070422535211,0.0589943728444363,0.411764705882353,0.058252427184466,0.051211662249148,0.5113122171945701,0.0608695652173913,0.3131810582713961,0.0001382442126717,0.0002087986383159,0.0003348129789126,0.0012338544107438,5.030133236954658e-05,9.100847685230738e-05,0.0001383956672623,0.0004904221454049,0.4892691503721073,0.4725243729337002,0.5099803021857227,0.5900075755642327,0.5213677873947564,0.4977443306211767,0.5503025251993103,0.6387643545682475,0.3967737519043155,0.019774011299435,3.09204021410554e-08,0.1782729805013926,0.6650246305418718,0.9545641890241454,0.9751406289650578,0.9945874231682784,0.0268443445039141,0.8193216752096353,4.161277827988469e-07,0.0184227125082082,0.0316446004163371,0.0613250073220913,0.7785295321948691,0.0572528819454117,0.397949215681021,0.9999999996928868,1.5726949266135765e-06,2.637765126000344e-06,3.841489416504938e-11,0.0001081012152836,3.866155620748272e-11,9.97235128211384e-05,3.094370789632963e-11,0.0001272584148559,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,6,0.0,0.3690069895172218,0.0398320369775604,0.4285714285714285,0.7531673094624377,0.0001724989654312,2.278140580864086e-09,7.055807256238837e-09,0.0013845384205029,0.8333021523862528,0.9999999999999905,4.015744684109362e-13,0.9999999999999978,0.1145833333333333,0.0901408450704225,0.0570074521789896,0.4331550802139037,0.0485436893203883,0.0637043936279547,0.4343891402714932,0.0434782608695652,0.3524684270952928,0.0001120950341958,0.0001725414614752,0.0002881180701007,0.0010252846280371,3.6018024663324e-05,6.438344718198476e-05,0.0001059239320325,0.0003697779216532,0.4564579664416223,0.4408429168920393,0.475744948439702,0.5495047716572696,0.5031560876367358,0.4803601586413371,0.5310793174315488,0.616253063748951,0.4901417211781365,0.0225988700564972,1.098934965180847e-07,0.1615598885793871,0.6453201970443349,0.9634691410970682,0.9649475785918384,0.9901057754926914,0.0489786082636449,0.7741549981272636,4.2057329790779693e-07,0.0212758316347261,0.0376385796088145,0.0334446041708787,0.8076036172735698,0.0303325330044304,0.4208246908495534,0.9999999996888328,2.0468020961723115e-06,3.612649375968352e-06,1.6310669402951857e-11,6.187305919739065e-05,1.6888133687356575e-11,8.130539191349978e-05,4.0871137167870335e-11,0.0001522078241035,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,7,0.0,0.3439805626992095,0.0240109742658899,0.2857142857142857,0.4051511590625588,0.0001724914960093,1.6288913222278998e-08,4.295463945420351e-09,6.702983431113713e-05,0.7030829766423738,0.999999999999984,2.557386933819928e-13,0.9999999999999978,0.1354166666666666,0.1070422535211267,0.0534854170976034,0.4331550802139037,0.0873786407766989,0.0355215827338129,0.2895927601809954,0.0608695652173913,0.1972123189719418,0.0009944480738672,0.0010661872222522,0.00147620420234,0.004003511130168,0.0002821869693323,0.0003662625146394,0.0004876328389908,0.0012826603012007,0.4719555073480815,0.4558445721549025,0.4920798444191068,0.5695074742634295,0.5035375799289609,0.4807650202480154,0.5316226509892075,0.617458070884819,0.478692870215373,0.0225988700564972,3.711497083772765e-07,0.1866295264623955,0.5960591133004924,0.931714636032211,0.946665937846618,0.9910647834758696,0.1022521877627627,0.7487769494696014,1.8743845099318968e-06,0.0392369636896598,0.0684012481862026,0.0976780048474488,0.7771160371645025,0.1104181131309939,0.3961669688418393,0.999999999585497,2.159088730375935e-06,3.810167331262695e-06,6.794433668617832e-10,0.0005178963739855,6.357885319351418e-10,0.0004945145811278,7.774485106587516e-10,0.0007110568429492,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,8,0.0,0.429617704025842,0.0930935890441359,0.4285714285714285,0.5645433654127987,0.000172495051057,2.180643302276068e-08,6.3281785460419485e-09,7.610746209989547e-05,0.7264791512618808,0.9999999999999952,1.149632971031287e-13,0.9999999999999978,0.2135416666666666,0.1014084507042253,0.077323581367961,0.5026737967914439,0.0970873786407767,0.0360872592248781,0.5746606334841627,0.0782608695652172,0.2816935389939932,0.0002182672126016,0.0002523855107818,0.0003602033960216,0.0010370120329446,7.585070751202267e-05,0.0001029599563381,0.0001417453909697,0.0004059333830674,0.4686713626053224,0.4526217698613367,0.4884629920941968,0.5644821448412707,0.511576761110896,0.4883848080853193,0.5399432742770659,0.6265847976638063,0.4966478894530002,0.0254237288135593,4.639841476015397e-08,0.1699164345403899,0.6305418719211823,0.9731089674567464,0.9776095940930848,0.9911071996117928,0.0638122602317292,0.7413432310856687,5.265970955264325e-07,0.0191445685654574,0.0328182865156787,0.0586831670269597,0.7956490341786215,0.0630240621315678,0.4076270127282632,0.9999999996762232,1.962299128675129e-06,3.484032442869485e-06,2.6806293596951347e-11,0.0001085041431423,3.3560722205380165e-11,0.0001149080454405,3.8147489035782176e-11,0.0001650323739693,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,9,0.0,0.4501954482871605,0.0992436576544647,0.7142857142857142,0.774263414687681,0.0001725008495026,1.6307744830894025e-08,7.646359548934503e-09,0.0001578366971321,0.8476910763916107,0.999999999999994,2.277876958304876e-13,0.9999999999999992,0.1458333333333333,0.0704225352112676,0.0832274459974587,0.4759358288770053,0.0744336569579287,0.045124614594039,0.5113122171945701,0.0347826086956521,0.4693838499808649,0.0002046342940661,0.0003177881085235,0.0005407654354551,0.0019729982537839,7.83141528738468e-05,0.0001244882109519,0.0002137354150317,0.0007972247825814,0.486545280588063,0.4699195144167959,0.5072111133520645,0.5869482512369449,0.518814737978288,0.4953120110725922,0.547660247897166,0.6358960293251207,0.447416993841387,0.0225988700564972,1.6488122087320352e-07,0.2005571030640668,0.6206896551724137,0.928641786143516,0.9600438955247124,0.9903621948978464,0.0682610168138806,0.7908930118819101,5.041391022907448e-07,0.0150986371433596,0.02232486986682,0.0307353446616084,0.7666404875929552,0.0249524211525033,0.3888338364929178,0.9999999996827846,2.289562952688528e-06,3.435593888779408e-06,2.864639998537914e-11,0.0001045452626645,7.976437750110443e-11,0.0001379782797998,6.816665424585366e-11,0.000215224435102,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
