fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.7653035809431503,0.458760701201308,0.0,0.9088985184295982,0.4222488177163149,9.288232936864723e-10,6.31048812563753e-09,0.00309328095624556,0.0,0.00027883311437342466,0.0,0.0,0.0,0.2447817127055384,0.0,0.0,0.0,0.2307051710584087,0.35300332780123433,0.35300332780123433,0.35300332780123433,0.21713491687345407,0.6216962783906861,0.6216962783906861,0.6216962783906861,0.20651960972540603,0.7499999999999999,0.11374407582938381,5.105522485490743e-09,0.22453222453222452,0.4,0.9447432236625786,0.8036504664370021,0.9563741176615255,0.368992554702424,0.43124927871025887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860448107913733e-09,0.637275428019846,1e-12,0.005521281121635533,1e-12,1e-12,7.281035808278444e-06,1e-12
1,1,1,0.0,0.48567775968111065,0.020476488628889844,1.0,0.49729760656301597,0.4222488194415442,2.652207317355287e-10,2.937465521854056e-09,0.005478941204023013,0.0,0.0001076382533606038,0.0,0.0,0.0,0.5106080514850906,0.0,0.0,0.0,0.49023132008938997,0.7097866584251369,0.7097866584251369,0.7097866584251369,0.48823229470412993,0.8935281485293443,0.8935281485293443,0.8935281485293443,0.47779976479454617,0.5565735963827293,0.06635071090047388,6.2557119796302935e-09,0.2349272349272349,0.6,0.6986751903268384,0.49376140816477987,0.8747624212316106,0.6368906300180724,0.3783815524656504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2360712885240383e-09,0.26987525421194203,1e-12,0.0038301624167653508,1e-12,1e-12,1.5648668398226246e-06,1e-12
1,1,2,0.0,0.6948755574651233,0.22060971400828622,1.0,0.9295528784927232,0.4222488163236854,1.8947627438458972e-09,2.6828330146888215e-09,0.0006153442794788285,0.0,0.00034843721351119597,0.0,0.0,0.0,0.6154251880455607,0.0,0.0,0.0,0.5902414536643561,0.5390848715935501,0.5390848715935501,0.5390848715935501,0.5943827371748099,0.7798991717851345,0.7798991717851345,0.7798991717851345,0.5818043748588928,0.5565735963827291,0.08767772511848333,2.636321722765889e-09,0.2224532224532224,0.6,0.625362300933272,0.44344219370784765,0.4227399625458474,0.6647664721558806,0.5586239967585185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1056269042568183e-09,0.5005962731941942,1e-12,0.01512254803173595,1e-12,1e-12,2.542681376701785e-06,1e-12
1,1,3,0.0,0.485597003269222,0.18287105016213412,0.0,0.5012012360912385,0.4222488192928912,1.9306735229751353e-09,3.4731260099875673e-09,0.0007819010439781135,0.0,0.0016688662049919954,0.0,0.0,0.0,0.18678787323389678,0.0,0.0,0.0,0.19272676109381298,0.463536945169551,0.463536945169551,0.463536945169551,0.16375942086805828,0.8702695254918162,0.8702695254918162,0.8702695254918162,0.18596376488600053,0.6131471927654583,0.08293838862559241,2.569254266375918e-09,0.16632016632016627,0.4,0.8832485135109682,0.8986459149312886,0.9742601258148722,0.20650112499852785,0.1740548961395545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.605891086957545e-09,0.4728754574263423,1e-12,0.0040316419014151915,1e-12,1e-12,6.869268367962822e-07,1e-12
1,1,4,0.0,0.6124644147018657,0.13463021775779704,0.0,0.9400842166060939,0.4222488161737716,5.598382885951738e-09,3.385251388146481e-09,0.00018312329736712153,0.0,5.310524264516242e-05,0.0,0.0,0.0,0.21201353948944218,0.0,0.0,0.0,0.18943979589386273,0.1638282284680228,0.1638282284680228,0.1638282284680228,0.1728664705381136,0.38313531502546905,0.38313531502546905,0.38313531502546905,0.1428916050047932,0.4999999999999999,0.06872037914691939,2.3811521151454603e-09,0.2099792099792099,0.4,0.7806034269050033,0.9984824671360566,0.9999903701710219,0.00411826397886577,0.6728572956517682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.795497464213106e-09,0.8555241319910412,1e-12,0.000972560000213216,1e-12,1e-12,1.211927377370792e-06,1e-12
1,1,5,0.0,0.6232628840886056,0.1854763588158943,0.0,0.9466971465306308,0.42224881544340254,1.8066604422100981e-09,2.9327646275003444e-09,0.0007121199845528236,0.0,0.0008547905442426631,0.0,0.0,0.0,0.40754122578531193,0.0,0.0,0.0,0.37193301618037483,0.8660412982766514,0.8660412982766514,0.8660412982766514,0.3914559584441924,0.8837074470761137,0.8837074470761137,0.8837074470761137,0.3623208305111801,0.5565735963827291,0.08056872037914689,4.6122178095401025e-09,0.24948024948024947,0.20000000000000004,0.8066017159366645,0.5409477668402922,0.6331597772853417,0.6449485445537446,0.7043539574904198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.307230080650061e-09,0.11175732584096654,1e-12,0.002052324846116608,1e-12,1e-12,3.0227713389348873e-06,1e-12
1,1,6,0.0,0.6419244688203944,0.17084936935576267,0.0,0.8084372507325704,0.42224881831889716,1.772593356916609e-09,1.901198543191568e-09,0.00047192099236086115,0.0,6.974877126337915e-05,0.0,0.0,0.0,0.25104356092894764,0.0,0.0,0.0,0.20148229357269015,0.0,0.0,0.0,0.20736661338801984,0.0,0.0,0.0,0.12703140121614093,0.4999999999999999,0.047393364928909956,3.231275341121806e-09,0.2411642411642411,0.20000000000000004,0.5529882010368097,0.8903200054499725,0.9752707764287415,0.128042962473343,0.42950919060206605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0636148574765427e-09,1.0,1e-12,0.015663050303073488,1e-12,1e-12,3.7205746002101893e-06,1e-12
1,1,7,0.0,0.39956025526557964,0.20505403564415547,0.0,0.9571854209467822,0.422248812029877,4.519794611863558e-12,7.242956557255969e-10,0.055992709935683976,0.0,7.491341052737573e-05,0.0,0.0,0.0,0.3581544904409104,0.0,0.0,0.0,0.3174404390463187,0.44437332875060687,0.44437332875060687,0.44437332875060687,0.3365413571136644,0.5313590948200662,0.5313590948200662,0.5313590948200662,0.29587671777348856,0.6131471927654583,0.03791469194312787,2.0437888996449915e-09,0.20790020790020783,0.20000000000000004,0.4909526285545288,0.7660308044698803,0.41882000553126586,0.2966314329660471,0.14495321842737519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.668833203406044e-10,0.44952638900035513,1e-12,0.00682865739323811,1e-12,1e-12,5.493512385559519e-06,1e-12
1,1,8,0.0,0.757541799070022,0.442664731713202,0.0,0.991427403528081,0.4222488093534514,7.233471968982114e-10,6.750782023479878e-09,0.004267247641276922,0.0,0.000286535872017405,0.0,0.0,0.0,0.19370370188378755,0.0,0.0,0.0,0.19666953656278546,0.34445019887673833,0.34445019887673833,0.34445019887673833,0.16375400259405437,0.7666379991456789,0.7666379991456789,0.7666379991456789,0.1816228766409752,0.6131471927654585,0.0971563981042654,2.70338917915586e-09,0.2702702702702703,0.4,0.8219276953751764,0.5913318258815203,0.7618533771603264,0.5519811237066541,0.3049812518727796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916982634656246e-09,0.7845911264380261,1e-12,0.005504127340827388,1e-12,1e-12,6.692098196524242e-07,1e-12
1,1,9,0.0,0.5300279953723804,0.06211390170188685,1.0,0.9580296467794154,0.4222488170451635,5.74652291636583e-09,6.538462832237848e-09,0.0004172900468195789,0.0,0.0004657125997214841,0.0,0.0,0.0,0.1661884775332259,0.0,0.0,0.0,0.155138020848622,0.36292599421330607,0.36292599421330607,0.36292599421330607,0.13641473492532247,0.6150084151252999,0.6150084151252999,0.6150084151252999,0.1251047205431119,0.3065735963827292,0.08767772511848333,1.5435619527058232e-09,0.2536382536382536,0.4,0.7105329160208396,0.6067993401691281,0.7744146707982369,0.4103088130853971,0.8347299799634555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.585998703960653e-09,0.5258141313715949,1e-12,0.005101222264221716,1e-12,1e-12,2.2128976436333207e-06,1e-12
