fid,iid,rep,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,0.0008461656,0.0,0.0,2.2044e-06,0.0
1,1,1,0.0,7.99063e-05,0.0,0.0,4.1469e-06,0.0
1,1,2,0.0,0.0002127892,0.0,0.0,9.181e-07,0.0
1,1,3,0.0,0.0001130027,0.0,0.0,1.4882e-06,0.0
1,1,4,0.0,0.000304119,0.0,0.0,5.694e-07,0.0
1,1,5,0.0,5.66756e-05,0.0,0.0,2.1809e-06,0.0
1,1,6,0.0,0.0014570034,0.0,0.0,6.524e-07,0.0
1,1,7,0.0,0.0010902629,0.0,0.0,2.4182e-06,0.0
1,1,8,0.0,0.000252763,0.0,0.0,1.817e-07,0.0
1,1,9,0.0,0.000474033,0.0,0.0,7.106e-07,0.0
1,1,10,0.0,0.000290502,0.0,0.0,2.014e-06,0.0
1,1,11,0.0,0.0003715492,0.0,0.0,3.2015e-06,0.0
1,1,12,0.0,0.0003585538,0.0,0.0,8.301e-07,0.0
1,1,13,0.0,0.0010148003,0.0,0.0,2.4664e-06,0.0
1,1,14,0.0,0.0012195558,0.0,0.0,1.0389e-06,0.0
1,1,15,0.0,0.0007860205,0.0,0.0,8.7919e-06,0.0
1,1,16,0.0,0.0003728494,0.0,0.0,2.2049e-06,0.0
1,1,17,0.0,0.0010860824,0.0,0.0,3.3376e-06,0.0
1,1,18,0.0,0.0002792082,0.0,0.0,9.692e-07,0.0
1,1,19,0.0,0.0004710345,0.0,0.0,2.5625e-06,0.0
1,2,0,0.0,0.0021283522,0.0,0.0,4.478e-07,0.0
1,2,1,0.0,0.001885299,0.0,0.0,1.9295e-06,0.0
1,2,2,0.0,0.0014997794,0.0,0.0,2.0924e-06,0.0
1,2,3,0.0,0.0011111717,0.0,0.0,3.1823e-06,0.0
1,2,4,0.0,0.0011221541,0.0,0.0,5.19e-07,0.0
1,2,5,0.0,0.0007012145,0.0,0.0,4.301e-07,0.0
1,2,6,0.0,0.0002175716,0.0,0.0,1.339e-06,0.0
1,2,7,0.0,0.0012515261,0.0,0.0,4.6394e-06,0.0
1,2,8,0.0,0.001091153,0.0,0.0,9.461e-07,0.0
1,2,9,0.0,0.001551055,0.0,0.0,2.0911e-06,0.0
1,2,10,0.0,0.0002300283,0.0,0.0,7.19e-07,0.0
1,2,11,0.0,0.0008648841,0.0,0.0,2.5817e-06,0.0
1,2,12,0.0,0.000580197,0.0,0.0,1.4186e-06,0.0
1,2,13,0.0,0.0015756129,0.0,0.0,1.30095e-05,0.0
1,2,14,0.0,0.006678271,0.0,0.0,6.444e-07,0.0
1,2,15,0.0,0.0021085414,0.0,0.0,1.195e-06,0.0
1,2,16,0.0,0.001054123,0.0,0.0,7.915e-07,0.0
1,2,17,0.0,0.0034861117,0.0,0.0,3.0571e-06,0.0
1,2,18,0.0,0.002580337,0.0,0.0,2.3784e-06,0.0
1,2,19,0.0,0.0040432164,0.0,0.0,1.4935e-06,0.0
1,3,0,0.0,0.0005435673,0.0,0.0,2.557e-07,0.0
1,3,1,0.0,0.001788786,0.0,0.0,4.448e-07,0.0
1,3,2,0.0,0.0003667947,0.0,0.0,2.3278e-06,0.0
1,3,3,0.0,0.0008682083,0.0,0.0,1.9222e-06,0.0
1,3,4,0.0,0.0002773095,0.0,0.0,1.3054e-06,0.0
1,3,5,0.0,0.0006256279,0.0,0.0,4.593e-07,0.0
1,3,6,0.0,0.0015092778,0.0,0.0,1.7767e-06,0.0
1,3,7,0.0,0.0015472343,0.0,0.0,3.308e-07,0.0
1,3,8,0.0,0.0007125219,0.0,0.0,6.146e-07,0.0
1,3,9,0.0,0.0032777004,0.0,0.0,5.627e-07,0.0
1,3,10,0.0,0.0005546594,0.0,0.0,1.7067e-06,0.0
1,3,11,0.0,0.0014132059,0.0,0.0,5.1826e-06,0.0
1,3,12,0.0,0.0008419211,0.0,0.0,2.9043e-06,0.0
1,3,13,0.0,0.0065253478,0.0,0.0,6.2632e-06,0.0
1,3,14,0.0,0.0006762882,0.0,0.0,2.2738e-06,0.0
1,3,15,0.0,0.0004276793,0.0,0.0,2.684e-07,0.0
1,3,16,0.0,0.0010497707,0.0,0.0,6.3099e-06,0.0
1,3,17,0.0,0.003009394,0.0,0.0,1.7062e-06,0.0
1,3,18,0.0,0.0014167894,0.0,0.0,3.55869e-05,0.0
1,3,19,0.0,0.0010551723,0.0,0.0,3.377e-07,0.0
1,4,0,0.0,0.0014616918,0.0,0.0,1.3558e-06,0.0
1,4,1,0.0,0.0070497526,0.0,0.0,1.9829e-06,0.0
1,4,2,0.0,0.0009835239,0.0,0.0,4.7146e-06,0.0
1,4,3,0.0,0.001789228,0.0,0.0,6.87e-07,0.0
1,4,4,0.0,0.0002936151,0.0,0.0,5.468e-07,0.0
1,4,5,0.0,0.0012038217,0.0,0.0,5.493e-07,0.0
1,4,6,0.0,0.0002221266,0.0,0.0,1.0816e-06,0.0
1,4,7,0.0,0.000620537,0.0,0.0,8.5565e-06,0.0
1,4,8,0.0,0.0007167739,0.0,0.0,3.9919e-06,0.0
1,4,9,0.0,0.0005247764,0.0,0.0,5.819e-07,0.0
1,4,10,0.0,0.0002081847,0.0,0.0,3.7612e-06,0.0
1,4,11,0.0,0.0033971971,0.0,0.0,7.799e-07,0.0
1,4,12,0.0,0.0004197234,0.0,0.0,2.4063e-06,0.0
1,4,13,0.0,0.00070914,0.0,0.0,9.013e-07,0.0
1,4,14,0.0,0.0009141464,0.0,0.0,5.488e-07,0.0
1,4,15,0.0,0.0018125781,0.0,0.0,5.03e-07,0.0
1,4,16,0.0,0.0018873313,0.0,0.0,2.7667e-06,0.0
1,4,17,0.0,0.0012835373,0.0,0.0,1.0822e-06,0.0
1,4,18,0.0,0.000447052,0.0,0.0,1.1546e-06,0.0
1,4,19,0.0,0.0013168449,0.0,0.0,2.2134e-06,0.0
1,5,0,0.0,0.0009533867,0.0,0.0,1.5595e-06,0.0
1,5,1,0.0,0.0024027821,0.0,0.0,5.0185e-06,0.0
1,5,2,0.0,0.0006603708,0.0,0.0,2.6651e-06,0.0
1,5,3,0.0,0.0007511766,0.0,0.0,4.2424e-06,0.0
1,5,4,0.0,0.0053441411,0.0,0.0,9.936e-07,0.0
1,5,5,0.0,0.0021640322,0.0,0.0,2.0713e-06,0.0
1,5,6,0.0,0.0012480545,0.0,0.0,1.0116e-06,0.0
1,5,7,0.0,0.0008860573,0.0,0.0,7.894e-07,0.0
1,5,8,0.0,0.0005724755,0.0,0.0,1.2358e-06,0.0
1,5,9,0.0,0.0002704815,0.0,0.0,2.3412e-06,0.0
1,5,10,0.0,0.0005345615,0.0,0.0,4.1191e-06,0.0
1,5,11,0.0,0.0011082377,0.0,0.0,9.565e-07,0.0
1,5,12,0.0,0.0002132291,0.0,0.0,1.617e-06,0.0
1,5,13,0.0,0.000319398,0.0,0.0,2.8061e-06,0.0
1,5,14,0.0,0.002862968,0.0,0.0,4.0495e-06,0.0
1,5,15,0.0,0.0004705351,0.0,0.0,8.008e-07,0.0
1,5,16,0.0,0.0006165101,0.0,0.0,2.0626e-06,0.0
1,5,17,0.0,0.0004626339,0.0,0.0,8.36e-08,0.0
1,5,18,0.0,0.0036775123,0.0,0.0,1.5268e-06,0.0
1,5,19,0.0,0.0012376232,0.0,0.0,3.5214e-06,0.0
2,1,0,1e-10,25.6777066476,2.0397e-06,15.3791495571,34.4038508025,292.2371396839
2,1,1,0.0,5.2459650019,2.8416e-06,2.5472460253,0.4191560419,1.6746175421
2,1,2,0.0,14.8658723464,3.1112e-06,8.2393317417,0.0440208295,10.8981948598
2,1,3,1e-10,3.5863803127,3.252e-06,0.3123069727,0.3262694815,11.2191288791
2,1,4,1e-10,13.2916278328,3.1068e-06,0.2791773744,0.6957726433,12.4398507113
2,1,5,0.0,22.4296724623,3.894e-07,2.8790093235,5.6715181085,12.4604307624
2,1,6,1e-10,4.3104540448,1.6356e-06,0.1423467634,2.0505072771,20.4826541046
2,1,7,0.0,17.9056366075,2.9999e-06,2.0118625728,0.5749641019,91.5712044879
2,1,8,1e-10,8.4005172939,3.0236e-06,23.9689885825,13.5257797914,73.9555095637
2,1,9,1e-10,12.9927817805,3.2512e-06,4.8148515356,6.6348148741,4.1057817323
2,1,10,1e-10,1.4889975618,1.983e-06,0.4778779029,1.6741548242,18.7069680922
2,1,11,0.0,3.9959710889,2.9709e-06,0.0492937867,0.2170646248,6.0522283732
2,1,12,0.0,295.989589221,2.488e-06,1.059714918,123.1241047791,20.8044717607
2,1,13,0.0,3.8800301257,3.1977e-06,0.0050741318,0.2185456631,7.2507129622
2,1,14,0.0,24.0715965536,1.2432e-06,0.0362975843,0.0812170982,4.4385440497
