fid,iid,rep,static_B8,static_B16,static_B24,static_B32,static_B40
1,4,14,0.0,0.0,0.0,0.0,0.0
1,4,15,0.0,0.0,0.0,0.0,0.0
1,4,16,0.0,0.0,0.0,0.0,0.0
1,4,17,0.0,0.0,0.0,0.0,0.0
1,4,18,0.0,0.0,0.0,0.0,0.0
1,4,19,0.0,0.0,0.0,0.0,0.0
1,5,0,0.0,0.0,0.0,0.0,0.0
1,5,1,0.0,0.0,0.0,0.0,0.0
1,5,2,0.0,0.0,0.0,0.0,0.0
1,5,3,0.0,0.0,0.0,0.0,0.0
1,5,4,0.0,0.0,0.0,0.0,0.0
1,5,5,0.0,0.0,0.0,0.0,0.0
1,5,6,0.0,0.0,0.0,0.0,0.0
1,5,7,0.0,0.0,0.0,0.0,0.0
1,5,8,0.0,0.0,0.0,0.0,0.0
1,5,9,0.0,0.0,0.0,0.0,0.0
1,5,10,0.0,0.0,0.0,0.0,0.0
1,5,11,0.0,0.0,0.0,0.0,0.0
1,5,12,0.0,0.0,0.0,0.0,0.0
1,5,13,0.0,0.0,0.0,0.0,0.0
1,5,14,0.0,0.0,0.0,0.0,0.0
1,5,15,0.0,0.0,0.0,0.0,0.0
1,5,16,0.0,0.0,0.0,0.0,0.0
1,5,17,0.0,0.0,0.0,0.0,0.0
1,5,18,0.0,0.0,0.0,0.0,0.0
1,5,19,0.0,0.0,0.0,0.0,0.0
2,1,0,0.0,1e-10,0.0,1e-10,1e-10
2,1,1,0.0,0.0,0.0,1e-10,1e-10
2,1,2,1e-10,0.0,0.0,0.0,1e-10
2,1,3,0.0,0.0,0.0,0.0,1e-10
2,1,4,0.0,0.0,0.0,0.0,1e-10
2,1,5,0.0,2e-10,0.0,1e-10,0.0
2,1,6,0.0,1e-10,0.0,0.0,0.0
2,1,7,0.0,1e-10,1e-10,0.0,1e-10
2,1,8,0.0,1e-10,0.0,0.0,1e-10
2,1,9,0.0,0.0,1e-10,0.0,1e-10
2,1,10,0.0,0.0,1e-10,0.0,0.0
2,1,11,0.0,1e-10,1e-10,0.0,0.0
2,1,12,1e-10,0.0,1e-10,0.0,0.0
2,1,13,0.0,0.0,0.0,1e-10,1e-10
2,1,14,1e-10,1e-10,0.0,0.0,0.0
2,1,15,0.0,0.0,0.0,0.0,1e-10
2,1,16,0.0,1e-10,0.0,1e-10,0.0
2,1,17,1e-10,1e-10,0.0,1e-10,0.0
2,1,18,1e-10,1e-10,0.0,1e-10,0.0
2,1,19,0.0,0.0,0.0,0.0,0.0
2,2,0,1e-10,0.0,0.0,0.0,1e-10
2,2,1,0.0,1e-10,0.0,0.0,1e-10
2,2,2,0.0,1e-10,0.0,1e-10,0.0
2,2,3,1e-10,0.0,0.0,0.0,0.0
2,2,4,1e-10,0.0,0.0,0.0,0.0
2,2,5,0.0,0.0,0.0,1e-10,0.0
2,2,6,1e-10,0.0,0.0,0.0,0.0
2,2,7,1e-10,1e-10,1e-10,1e-10,1e-10
2,2,8,0.0,0.0,1e-10,0.0,0.0
2,2,9,1e-10,1e-10,0.0,1e-10,0.0
2,2,10,0.0,1e-10,1e-10,0.0,0.0
2,2,11,1e-10,0.0,0.0,0.0,0.0
2,2,12,1e-10,0.0,1e-10,1e-10,1e-10
2,2,13,0.0,1e-10,1e-10,0.0,1e-10
2,2,14,0.0,0.0,1e-10,0.0,0.0
2,2,15,0.0,0.0,1e-10,0.0,0.0
2,2,16,0.0,0.0,0.0,0.0,0.0
2,2,17,0.0,0.0,0.0,0.0,1e-10
2,2,18,0.0,0.0,0.0,0.0,1e-10
2,2,19,0.0,0.0,1e-10,1e-10,0.0
2,3,0,0.0,1e-10,0.0,0.0,1e-10
2,3,1,1e-10,0.0,1e-10,0.0,0.0
2,3,2,0.0,0.0,1e-10,0.0,1e-10
2,3,3,1e-10,0.0,0.0,0.0,0.0
2,3,4,0.0,1e-10,1e-10,0.0,0.0
2,3,5,1e-10,1e-10,1e-10,0.0,0.0
2,3,6,0.0,1e-10,1e-10,0.0,1e-10
2,3,7,0.0,0.0,0.0,1e-10,0.0
2,3,8,0.0,0.0,0.0,0.0,0.0
2,3,9,0.0,1e-10,0.0,0.0,1e-10
2,3,10,1e-10,1e-10,0.0,1e-10,0.0
2,3,11,0.0,0.0,1e-10,0.0,1e-10
2,3,12,1e-10,1e-10,1e-10,0.0,1e-10
2,3,13,0.0,1e-10,0.0,0.0,1e-10
2,3,14,0.0,0.0,0.0,1e-10,1e-10
2,3,15,0.0,1e-10,0.0,1e-10,0.0
2,3,16,0.0,0.0,0.0,1e-10,0.0
2,3,17,0.0,0.0,1e-10,0.0,0.0
2,3,18,0.0,0.0,1e-10,0.0,1e-10
2,3,19,0.0,0.0,0.0,0.0,0.0
2,4,0,0.0,0.0,1e-10,1e-10,1e-10
2,4,1,0.0,0.0,0.0,0.0,0.0
2,4,2,1e-10,1e-10,0.0,1e-10,1e-10
2,4,3,1e-10,0.0,0.0,0.0,1e-10
2,4,4,0.0,0.0,0.0,1e-10,1e-10
2,4,5,1e-10,0.0,0.0,1e-10,1e-10
2,4,6,0.0,1e-10,0.0,0.0,1e-10
2,4,7,0.0,0.0,1e-10,1e-10,1e-10
2,4,8,1e-10,1e-10,1e-10,0.0,0.0
2,4,9,0.0,0.0,0.0,1e-10,1e-10
2,4,10,1e-10,0.0,0.0,0.0,1e-10
2,4,11,0.0,0.0,0.0,0.0,1e-10
2,4,12,0.0,0.0,1e-10,0.0,1e-10
2,4,13,1e-10,1e-10,0.0,1e-10,0.0
2,4,14,1e-10,0.0,0.0,0.0,1e-10
2,4,15,1e-10,0.0,0.0,0.0,1e-10
2,4,16,0.0,0.0,0.0,1e-10,2e-10
2,4,17,0.0,0.0,1e-10,0.0,0.0
2,4,18,0.0,0.0,0.0,1e-10,1e-10
2,4,19,1e-10,0.0,0.0,0.0,0.0
2,5,0,1e-10,1e-10,1e-10,1e-10,1e-10
2,5,1,0.0,0.0,0.0,0.0,1e-10
2,5,2,0.0,0.0,0.0,0.0,0.0
2,5,3,1e-10,0.0,0.0,1e-10,0.0
2,5,4,0.0,1e-10,0.0,1e-10,0.0
2,5,5,0.0,0.0,1e-10,0.0,0.0
2,5,6,0.0,0.0,1e-10,1e-10,0.0
2,5,7,0.0,0.0,1e-10,0.0,1e-10
2,5,8,1e-10,1e-10,0.0,1e-10,1e-10
2,5,9,1e-10,0.0,0.0,1e-10,0.0
2,5,10,0.0,1e-10,1e-10,1e-10,0.0
2,5,11,0.0,0.0,0.0,0.0,0.0
2,5,12,1e-10,1e-10,0.0,0.0,0.0
2,5,13,0.0,0.0,0.0,1e-10,0.0
2,5,14,1e-10,1e-10,0.0,1e-10,1e-10
2,5,15,1e-10,0.0,0.0,1e-10,1e-10
2,5,16,0.0,0.0,0.0,0.0,0.0
2,5,17,1e-10,1e-10,1e-10,0.0,0.0
2,5,18,0.0,1e-10,0.0,0.0,0.0
2,5,19,1e-10,0.0,1e-10,1e-10,1e-10
3,1,0,7.959669454,1.9899181339,4.9747902541,16.9142636227,3.9798362295
3,1,1,0.9949590584,10.9445193559,5.9697493049,14.9243505468,4.9747902487
3,1,2,3.979836234,3.9798362339,7.9596679255,3.9798362956,5.9697493058
3,1,3,4.9747902478,7.9596674271,7.6172837972,9.9495804986,3.9798794277
3,1,4,12.934452638,3.9798362296,1.9899181207,10.9445193557,11.9394997785
3,1,5,3.9798362752,10.9445193667,5.969749305,10.9445193676,6.9647083629
3,1,6,8.9546327303,7.9596687616,4.9747903434,3.9798362284,5.969749305
3,1,7,6.9647285285,5.9697572399,0.9949590616,13.9294029518,18.1259188375
3,1,8,6.9647084975,6.9647083654,3.9798362285,2.9848775273,5.9697493048
3,1,9,14.9243505886,15.9193205507,5.9697493069,2.9848771734,13.9293914897
3,1,10,8.9546214433,10.9445193557,2.9848771717,12.9344374699,10.9445193558
3,1,11,8.9546214411,2.9848772877,10.9445193742,21.8760374155,14.9243505466
3,1,12,9.9495804988,6.9647083705,4.9747903211,4.9747952857,5.9697494253
3,1,13,2.9848771713,3.9798362292,1.9899182751,9.8205158641,2.9848771713
3,1,14,9.949580501,7.9596674469,0.9949590627,4.9747902484,13.7345001562
3,1,15,9.9495602997,1.9899201051,3.9798362608,2.9848774677,3.9798362352
3,1,16,4.9747952911,5.9697493282,9.9495805611,20.1888705449,3.9798373451
3,1,17,13.9293919258,4.9747928542,19.8991205973,8.9546214401,17.9091619256
3,1,18,2.9848771743,4.9747902498,3.9798314391,11.9394784143,9.9495804966
3,1,19,7.9596674648,3.9798362286,3.9798370477,2.9848771716,2.984877512
3,2,0,5.9697493055,18.5165135911,18.9041209658,5.9697493279,8.9546214435
3,2,1,7.9596674297,8.9546228748,6.9647083776,21.8889930972,13.9293914909
3,2,2,8.9546214385,3.9798362287,1.9899184876,0.9949602629,10.9445395529
3,2,3,3.9798364942,5.969749305,12.9344526299,2.9848838907,1.44e-08
3,2,4,8.9690784019,2.9848771776,12.9344529225,9.8734772516,2.9848771717
3,2,5,5.9697493049,10.9445193653,5.9697561616,3.9798362298,6.9647083619
3,2,6,6.9647083638,2.9848771714,4.974790248,3.9798362778,21.932768458
3,2,7,6.9647083627,3.9798311906,4.9747902485,2.9848771764,1.5683e-06
3,2,8,2.9848771718,6.9647083627,7.9596674245,10.9445395534,8.9546214389
3,2,9,5.969749305,2.9848772081,2.9848771713,3.9798317006,9.949580501
3,2,10,16.9142838193,16.960254565,7.959667419,6.9647083619,6.9647083618
3,2,11,6.9647083653,9.9495806926,7.9596675832,2.9848771745,5.9697649791
3,2,12,96.5090409521,5.9697493049,3.9798362358,2.9848771723,0.9949591729
3,2,13,5.9697493059,9.949581325,10.9445395551,1.9899181155,5.9697493072
3,2,14,17.909222722,12.9344526319,5.9697507985,7.9596625278,7.9596674194
3,2,15,9.9495814516,6.9647099464,6.9647083661,1.9899182579,6.9647084196
3,2,16,7.9596674239,5.9697493049,2.9848778377,5.9697564478,0.9949592855
3,2,17,9.9495808999,6.9647083649,6.964708506,5.9697493713,5.9697494115
3,2,18,3.9798362289,3.9798311906,2.9848771715,3.9798313501,3.9798362285
3,2,19,6.9647084174,8.9546214397,16.9142838226,4.9747902496,0.994959103
3,3,0,130.3375369456,21.8889930972,3.9798362343,3.9798362321,15.9193096035
3,3,1,229.8249089585,69.6465208521,13.9294116878,37.8081755633,1.9899181291
3,3,2,6.9647083736,8.9546214416,8.9546214455,6.9647083632,4.9747902477
3,3,3,6.9647162093,8.954621465,6.9647083926,6.964708362,5.9697493068
3,3,4,10.9445193565,7.9596680192,14.9243505983,11.939478431,8.954621449
3,3,5,30.8434722393,35.8182422902,1.9899181154,0.9949591718,5.9697493048
3,3,6,243.3823035445,5.9697493047,6.9647083619,6.9647083644,13.9293916448
3,3,7,10.6176953599,6.9647083843,5.9697541044,13.9294117246,7.9596624014
3,3,8,0.9949590571,13.9293915179,6.964708363,9.9495603008,5.9706700546
3,3,9,109.4412048985,108.4462458414,14.9243505533,1.9899188695,5.969749332
3,3,10,37.8081553666,10.9445193557,10.9445395581,9.9495602997,6.9647083786
3,3,11,10.9445564846,3.979836235,4.9747902502,3.9798362307,4.9747952867
3,3,12,66.6617094917,18.9041615401,2.9848771715,2.9848771853,5.9698234567
3,3,13,20.8940796543,6.9647083625,3.979831218,2.9848774519,6.9647083619
3,3,14,6.9647084159,4.8635165851,6.9666505463,6.964708445,5.9697505016
3,3,15,48.7524445616,11.9394789195,3.979836241,5.9697493448,4.9747909287
3,3,16,13.1470385556,9.9495865713,19.8991206155,8.9546214723,13.9293921137
3,3,17,152.2577444239,4.9747905592,5.9697496029,9.9495804969,6.9647083819
3,3,18,105.4627633404,158.1937936132,6.9647085216,9.9498052698,13.9293914895
3,3,19,63.6763433277,9.9495907956,9.949584791,1.9899181959,3.9798362288
3,4,0,2.9848771719,2.9848772093,6.9647083806,6.9647083776,3.9798362575
3,4,1,3.9798362291,6.964708402,5.9697493429,21.8890538703,3.9798362312
3,4,2,6.964708436,7.959667419,5.0449478258,13.9294116864,1.9899181468
3,4,3,11.9394784157,4.9747905962,9.9495805196,14.4571302406,12.9344526289
3,4,4,13.9293914911,9.9495809263,4.9747902952,9.9495604961,2.984877383
3,4,5,5.9772771732,9.9495807547,2.9848775522,12.9344532952,2.9848772419
3,4,6,4.9747902484,9.9495806096,4.9747906497,7.614679132,9.9495806624
3,4,7,5.9697493661,6.9647083665,1.9899181167,5.969749306,2.9848771722
3,4,8,1.9899182218,8.9546214404,10.9445193782,5.9697493047,4.9747902478
3,4,9,8.9546214406,2.9848771715,0.9949590634,9.5676092532,6.9081192423
3,4,10,2.9848771718,10.9445395524,1.9899181143,6.9647084618,7.959667419
3,4,11,2.9849173218,4.9750164804,17.3822845684,6.964708362,0.9949594504
3,4,12,10.459026524,10.9445193557,6.9647083677,4.9747902749,8.9546215035
3,4,13,13.9294116985,17.9092226805,9.9495805501,6.9647083619,9.9495804954
3,4,14,10.9445395569,4.9747905439,3.9798362319,2.9863847988,5.9697493073
3,4,15,9.9542595625,6.9647083632,3.9798362402,4.9747902509,12.9344530157
3,4,16,7.9596675495,5.9697496436,13.9293914923,0.9949590613,6.9647164639
3,4,17,9.9495804961,4.9747953844,3.9798396712,2.9848798133,5.9697493048
3,4,18,6.9647083652,6.9647083932,23.8789517883,8.9546223085,1.9899181316
3,4,19,13.9293914923,8.957353791,4.9747902478,8.9546214461,9.9495805185
3,5,0,7.9596623818,4.9747902534,12.9344526288,33.8284664722,5.9697493199
3,5,1,9.9495805074,14.9243505467,12.9344374737,17.9091619098,11.9394784141
3,5,2,1.9899181142,24.8738652423,1e-10,6.9647083727,1.9899181199
3,5,3,6.9647091731,9.9495804961,2.9848771724,1.9899181142,6.7310123077
3,5,4,14.9243505467,6.9647083629,8.9546225111,6.9647084254,9.9495603282
3,5,5,14.9243505638,9.9495805177,21.8889990762,16.9142636393,3.9798363511
3,5,6,3.9798362296,2.9848772094,5.974799978,4.9747906149,1.9899181143
3,5,7,2.9848771818,5.9697493097,13.9293915445,9.9495804991,5.9697493048
3,5,8,0.9949590571,24.874941329,6.9647084205,4.9747902481,20.8940796543
3,5,9,11.9394784149,6.9647083619,11.9394784161,6.9647083624,5.9697493766
3,5,10,2.9848771713,6.5863174936,10.9445395524,9.9495804963,9.9495804958
3,5,11,0.9949591472,11.939482524,10.9445202135,0.9949594771,12.9344374722
3,5,12,34.9538624152,4.9747902478,6.9647083775,3.9798362307,11.9394793245
3,5,13,5.969749306,10.9445395524,5.969749307,5.9697493057,8.9546314006
3,5,14,5.9697493048,2.9848771732,6.9647083643,12.9344324357,9.949580498
3,5,15,22.8839927307,1.989918116,22.8839927358,2.9848773063,5.9697494234
3,5,16,6.9647083738,0.9949591668,1.9900758926,10.9445193666,8.9546214532
3,5,17,3.9798377645,10.944539554,2.9848877583,8.954621516,6.9739789289
3,5,18,19.8991205977,13.4113206628,13.9293915043,1.989918138,2.9848771731
3,5,19,6.9647086118,4.9747952917,1.9899181142,4.9747911335,3.9798362299
4,1,0,13.9294116863,10.9445395524,6.9647083898,10.9445395525,10.9445395577
4,1,1,12.934437472,14.9243505484,3.9798362369,6.9647083693,7.9596674306
4,1,2,6.9647083619,10.9445421606,12.9344526298,24.8738654534,6.9647083738
4,1,3,4.9747952972,13.9294116887,23.4617729334,13.9294116894,16.9142636784
4,1,4,4.8263978828,8.954621794,10.9445352923,6.9647145836,13.9293914981
4,1,5,26.8638239212,15.9193096138,7.9596674598,10.9445195655,9.9495806368
4,1,6,7.9596674206,9.9541443254,15.9193096038,7.9596674192,17.9092228861
4,1,7,4.9747903885,5.9697497888,7.9596674193,10.944519366,43.7778438983
4,1,8,7.9598964577,12.9344349175,2.9848772344,10.9445395538,5.9697503634
4,1,9,10.9445395648,10.9445395525,4.9747957579,7.9596674191,11.8373279967
4,1,10,20.3800468891,10.9445395524,4.9747902756,20.8940340401,6.9647083618
4,1,11,11.939478415,4.9469834332,1.9899249603,5.9701786755,12.9344374719
4,1,12,38.8031144255,6.9647569221,5.9697493304,15.9193096043,18.9041209641
4,1,13,15.9193096039,30.8434722395,20.8940948134,8.9546216842,11.939479207
4,1,14,9.9495806372,10.9445776187,11.9394784171,10.9445395568,8.95462145
4,1,15,41.9062745987,14.9297241269,62.6813842706,10.9445396341,18.9041817378
4,1,16,4.0093647018,3.9798370295,18.9041209652,2.9848813476,5.9697493049
4,1,17,25.8688243281,9.9768114987,9.9495804954,12.9344526288,2.9848773695
4,1,18,6.964708367,2.9848800187,13.9293915033,9.9495804958,2.9848771715
4,1,19,10.9445396688,15.9244142241,14.924350551,9.9495805076,21.8890538735
4,2,0,13.9293936454,9.9495804957,10.9445395538,3.9798318867,4.9747906917
4,2,1,10.9445395535,7.0153118467,6.9647083664,4.9747928728,10.9445395525
4,2,2,12.9344375029,11.9394937958,9.9495805322,17.9092229831,11.9394784128
4,2,3,10.9445395539,20.8940342093,9.9495804953,18.9041817369,49.7475882507
4,2,4,10.9445397833,13.9294116888,10.9445395536,9.9495804956,5.9697494297
4,2,5,11.9394785943,9.9495804953,36.813202051,3.9798397023,4.9748152702
4,2,6,14.9243505477,33.828344391,18.904181737,21.8890538753,15.9193096154
4,2,7,6.9647083728,15.9193096034,11.9394784659,8.9546221872,14.9243505964
4,2,8,14.9243506008,7.9596674645,7.959667419,14.9243505782,3.9798362284
4,2,9,12.9344529494,5.9697493206,13.929411686,13.9293914898,9.9495805515
4,2,10,21.8889930972,18.4623185208,10.9445193558,10.9445193557,5.9697493184
4,2,11,6.9647083961,2.9848774166,35.8183643896,5.9697494927,26.8637631608
4,2,12,15.9193100389,142.2727173539,6.9647086893,7.959663877,17.9092277577
4,2,13,7.9596674302,21.8889931137,10.9445395558,38.8032365348,8.9546214498
4,2,14,9.9495805166,15.3715384137,14.9243505489,15.9193124302,12.9344527036
4,2,15,11.9394784997,11.9394784341,45.7678790741,6.9647083676,6.9647085148
4,2,16,26.8636410543,6.0080194221,9.9495805121,5.9697493055,12.9344374701
4,2,17,6.9649987703,7.9596693406,24.8738652307,24.8738652307,12.9344374701
4,2,18,6.9647085405,1.9901578115,7.9596674721,7.9596678607,4.9752920241
4,2,19,7.9596678016,3.9798362285,6.9647148493,26.8637631805,31.8408163668
4,3,0,33.8283443727,19.8991559588,29.8497845579,14.926166729,8.9546214409
4,3,1,10.9445395592,5.96974994,13.9294116869,9.9495805022,1.9899181729
4,3,2,16.9142838243,161.1800727828,17.9092226848,9.9495805015,74.6211063565
4,3,3,14.9243508809,17.1216767051,5.9697493051,27.8586001059,10.9445395525
4,3,4,5.9697493163,140.2828448539,7.9596674304,7.9596674194,19.8990800237
4,3,5,5.9697917214,14.9243505588,36.8132013482,13.9294117013,14.9243505638
4,3,6,5.9697821886,4.9747953009,3.9798362814,9.9495806074,3.9798362285
4,3,7,8.9546214398,20.8940973886,9.9495804954,12.9344526311,3.9798362291
4,3,8,6.9647083639,7.9596900783,96.5100336428,66.6616268478,9.9495806891
4,3,9,6.964709825,77.6056690059,50.742649125,50.7425270256,57.7071695766
4,3,10,9.9495811575,1.989918121,6.9647089553,8.9546214541,13.9773485228
4,3,11,89.5447749619,74.6206747731,45.7678177477,16.9142838193,6.9647105509
4,3,12,15.9193096034,11.9394787778,13.9294116865,9.9495805004,8.9546286828
4,3,13,8.9546214516,62.6820004005,20.3369871839,9.9495804983,9.9495804989
4,3,14,7.3498092685,93.524790699,14.9243505506,23.8789517957,16.9142719877
4,3,15,9.9495806392,3.979836229,24.8738652329,2.9848771831,10.9445396116
4,3,16,5.9697505646,6.964708374,9.9495804954,21.8889931001,4.9751046174
4,3,17,21.88903372,38.8028691276,2.9848772599,28.8536762245,4.974795298
4,3,18,17.909282894,6.9647083619,10.944540303,6.9647083633,14.9243512523
4,3,19,10.9445413054,7.9596674213,45.7677573125,26.8637631481,30.8435943387
4,4,0,7.95966742,13.9294116861,30.8434722409,33.8283444153,11.9394804153
4,4,1,17.9092226797,10.9590708579,18.9041817369,4.9747952859,15.9193096033
4,4,2,21.8889931252,13.9294492984,4.9747952855,15.9193096128,7.9596674192
4,4,3,13.9294116861,22.8839927308,10.9445395606,15.9193096422,7.959667435
4,4,4,9.949580533,6.9647083877,17.9092226812,61.6867960238,39.7980734808
4,4,5,38.8145344426,11.9394785918,4.9747952867,4.9747954549,7.9596674461
4,4,6,20.8940434324,5.9697615943,6.9647085287,13.9293918259,13.9294207446
4,4,7,3.97983639,13.9293914903,18.9041817413,16.9142838346,9.9495804995
4,4,8,19.8990800211,6.9647083632,7.959667437,11.939478709,3.9798363039
4,4,9,6.9647083621,6.9647091187,9.9495804979,5.9697494128,17.9092226797
4,4,10,31.8384312964,24.8738652312,14.9243505506,39.7980734808,22.8839521556
4,4,11,6.9647084859,13.9293942529,50.742342479,12.9344526298,7.9596877387
4,4,12,11.9464498948,5.9697495813,5.9697541113,7.9602581209,12.9344530035
4,4,13,8.3806736245,19.8990800209,25.8688242882,15.9193096037,18.904181737
4,4,14,10.9445238072,9.9495804962,7.9596674234,1.9899279888,13.9293914948
4,4,15,5.9697536199,16.9142636262,8.9546214623,22.88400078,15.9193099422
4,4,16,4.9748118377,6.9647089277,3.9798453175,10.9445395627,7.9596674195
4,4,17,8.9546215227,5.9697572084,6.9647083627,10.9445396041,9.9495804955
4,4,18,6.9647083724,30.8435944461,17.9092226804,9.9495804955,9.949580498
4,4,19,13.9293914896,9.949580876,4.9748551657,20.894079655,10.9445440912
4,5,0,10.9445395611,10.9828439287,3.9798362287,12.9344526293,12.9344583281
4,5,1,9.9495804962,15.0201851833,6.9647083619,14.9243506784,7.9596674199
4,5,2,9.9495804954,17.478185852,13.9294127211,28.8536964216,21.8889930974
4,5,3,6.9647154779,9.9495805064,8.9546214382,5.9697493057,11.9394784232
4,5,4,13.9293966151,6.4865206352,5.9697493195,14.9243506392,6.9647083621
4,5,5,16.9143340096,10.9445395619,10.9445397004,33.8283443729,17.909223451
4,5,6,19.8991206992,11.9540854736,21.8889930978,9.9495805017,9.9495805721
4,5,7,20.8940796547,12.9568779326,17.90922268,40.3169982841,14.9243505465
4,5,8,9.9495813209,4.9748004434,13.929411686,2.9848782065,10.9445395898
4,5,9,14.9243505553,10.944539571,7.9596674189,2.9848771893,3.9798362284
4,5,10,10.9445395524,9.3493251248,10.9445395537,25.4722331713,5.9697493487
4,5,11,2.9848771716,10.9445395642,22.8839521543,39.7980734829,9.9495804955
4,5,12,35.8183644987,25.8688051233,9.9496122431,14.9243505466,1.989920934
4,5,13,16.9142028497,22.8839521548,9.9495804955,21.8889930991,31.8384313095
4,5,14,13.9294117148,21.8890538765,25.8688243428,70.6413972653,15.91931163
4,5,15,14.9243509918,18.9041817397,6.9647084262,6.9647083758,19.4635981726
4,5,16,8.954686261,25.7276345941,17.9092227094,15.91930965,9.9495807001
4,5,17,15.9193096062,13.9293933054,9.9495819638,15.919328057,12.9344392947
4,5,18,14.9243508039,53.727399159,9.9495804957,21.8889931625,12.9344374701
4,5,19,8.9546215643,22.2041242987,9.9495805443,10.9445395546,10.9445193562
5,1,0,0.0,0.0,0.0,0.0,0.0
5,1,1,0.0,0.0,0.0,0.0,0.0
5,1,2,0.0,0.0,0.0,0.0,0.0
5,1,3,0.0,0.0,0.0,0.0,0.0
5,1,4,0.0,0.0,0.0,0.0,0.0
5,1,5,0.0,0.0,0.0,0.0,0.0
5,1,6,0.0,0.0,0.0,0.0,0.0
5,1,7,0.0,0.0,0.0,0.0,0.0
5,1,8,0.0,0.0,0.0,0.0,0.0
5,1,9,0.0,0.0,0.0,0.0,0.0
5,1,10,0.0,0.0,0.0,0.0,0.0
5,1,11,0.0,0.0,0.0,0.0,0.0
5,1,12,0.0,0.0,0.0,0.0,0.0
5,1,13,0.0,0.0,0.0,0.0,0.0
5,1,14,0.0,0.0,0.0,0.0,0.0
5,1,15,0.0,0.0,0.0,0.0,0.0
