fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,6,0,0.0,0.3156637995602791,0.022750619129265404,0.0,0.7649865164203404,4.5687822245783245e-05,8.030547818796113e-09,9.443590050121173e-09,0.0002576298462945151,0.8415756783282724,0.9999999999999926,2.0673617084600781e-13,0.9999999999999987,0.44881889763779503,0.060991105463786485,0.2665137068016065,0.8611111111111114,0.016742770167427666,0.7872551806924439,0.17039586919104988,0.0,0.5090274707982921,0.060656118499858476,0.07776366149364984,0.1199004328820757,0.11342812905742776,0.05648130283000072,0.05792556247729593,0.09741600999967384,0.11792681528714134,0.28233530119955713,0.33162090064505,0.3171677794275734,0.3181373655954256,0.2947376319193619,0.3324375901938674,0.2954525123540626,0.33433532524310156,0.563212604756949,0.033078880407124756,1.0635641543622869e-07,0.07507507507507505,0.3299298021697512,0.7894612757855088,0.8402679359193987,0.8804567804348769,0.16253089053402459,0.6172986649877988,0.19676419503026565,0.19169021120523766,0.2423141094692185,0.1237832077334155,0.5321316389154701,0.11045548525722045,0.5491640625780895,0.12378320774168462,0.9473601556893284,0.14235309677492974,0.16811912340997118,3.712147473960056e-08,0.21435579624327442,1.568006460811483e-08,0.2453854005111722,2.8021571443087643e-08,0.32574398657419806
1,6,1,0.0,0.426642244600682,0.10202735619211133,0.5,0.4416963191363586,4.5685869043739735e-05,7.938592165663132e-09,3.831427771239306e-09,9.419798353462108e-05,0.7862610897040146,0.999999999999974,1.6150600855877138e-12,0.9999999999999963,0.5196850393700786,0.08513341804320199,0.22585870210642942,0.75,0.1445966514459664,0.1791840409401062,0.4836488812392427,0.11721611721611719,0.2543519208829509,0.07125008789243276,0.13132495447671208,0.15202901708776834,0.1602075970109738,0.07093916204246306,0.10798985834492958,0.1360924464035341,0.17309619108961394,0.36236284077465925,0.4717501219690398,0.4341134280477348,0.45404763903020207,0.3904284107555552,0.48340955592612467,0.4278921654574272,0.4882378408563638,0.530441979485206,0.0050890585241730735,1.6068252017268018e-07,0.048048048048048055,0.41033822590938107,0.8392017682609358,0.9313100511730488,0.9786406686129108,0.06564598080129408,0.5451327788075625,0.17238674531673803,0.1702572255178727,0.22190583447711565,0.06540657676982833,0.5001401266216035,0.04674650268127881,0.5215947533543368,0.06540657681140162,0.9512413336935748,0.15057472854661014,0.17900014347250748,7.666358318055122e-09,0.15621139540137746,1.7398172122123553e-08,0.25203600525956926,1.98579620142784e-08,0.2562870547396243
1,6,2,0.0,0.35991084231149245,0.05397177273820222,0.25,0.7303751901489018,4.56875427265493e-05,1.3265825016034215e-08,6.414424657382625e-09,8.954216588609337e-05,0.8664724804615871,0.9999999999999873,5.827643369024746e-13,0.9999999999999934,0.44881889763779503,0.07242693773824647,0.23361457077809014,0.46180555555555564,0.1491628614916286,0.12039055260719399,0.14629948364888118,0.1739926739926739,0.03988277476710489,0.09887684283960409,0.15942440110488224,0.23302757161427223,0.2637742776396714,0.09603960198288529,0.12089478229268362,0.20897259329912357,0.26461823573942034,0.33902794720910834,0.44000197181545797,0.44012352104432995,0.47092011879408274,0.36381729917559313,0.4429648543626919,0.4327075150473706,0.5001055849471889,0.6013537023482716,0.025445292620865145,1.6068252017268018e-07,0.07507507507507505,0.41033822590938107,0.8155717786108592,0.7605819543298011,0.8142013953103437,0.24442780027390426,0.6610441972463474,0.3770223237774042,0.25148014459690815,0.3254970264941033,0.485381991969674,0.2831806746879899,0.4356899172957084,0.35753565011649824,0.48538199195566906,0.9177862948265731,0.13461815506358032,0.16526369142047667,8.689592587542248e-08,0.40876702409884835,3.8654541650312345e-08,0.38406477571490605,5.024052169637578e-08,0.39161975822128126
1,6,3,0.0,0.4006609699646476,0.08514664178203925,0.25,0.6744331699195478,4.568860548989169e-05,1.0089288213226239e-08,7.388091527871782e-09,0.00015051017447953235,0.8615955476300468,0.9999999999999871,9.013111759622596e-13,0.9999999999999977,0.5196850393700786,0.08513341804320199,0.22585870210642944,0.5416666666666665,0.0410958904109589,0.35814455120809574,0.26333907056798617,0.1355311355311355,0.11482990311193549,0.06766490509144277,0.132200116819868,0.17638699130466584,0.17600573350792553,0.0662408577784111,0.09804022630178301,0.15185473658578608,0.18011030942501238,0.3177165460678565,0.4193744576992515,0.3994418848965891,0.4082077809574794,0.3451155792793585,0.4256736990325345,0.39144581958103114,0.4403637090484428,0.6273262194020521,0.033078880407124756,1.8278737988087965e-07,0.07807807807807807,0.24952137843012134,0.8529347403617629,0.9180746728542095,0.9592120851391033,0.11061684246619924,0.5204738813839624,0.2327826200165823,0.20588863853638673,0.2643896740086995,0.2478608645185362,0.6880469482092111,0.2298376770672243,0.6969955639455139,0.24786086453538142,0.9382867371884285,0.15224997022547662,0.18870737703163298,2.1416251566998722e-08,0.23199405717461521,1.5253647179970125e-08,0.26110770051991306,4.005610161347787e-08,0.34217064939249336
1,6,4,0.0,0.376691269053428,0.0638564336086273,0.25,0.7376872714805798,4.569160435145735e-05,4.377199025035469e-09,6.364201043757321e-09,0.00033319825545018666,0.912068459357504,0.9999999999999817,9.015420873080765e-13,0.9999999999999977,0.52755905511811,0.07242693773824647,0.2596694420969507,0.7881944444444444,0.08675799086757986,0.28428852350265355,0.19965576592082596,0.1355311355311355,0.08367210818206212,0.09923849692773397,0.11430655808302866,0.1515302897969242,0.1393692467390365,0.09527343610605526,0.08780734826368466,0.1381955269250696,0.14717765754731288,0.3366819511406329,0.397933739520685,0.37457640843922196,0.37425579708637946,0.35792973921984234,0.4042306262292639,0.36956916509433296,0.4026648843913382,0.6453864957869033,0.033078880407124756,1.7145478907128944e-07,0.099099099099099,0.3299298021697512,0.7617062244048363,0.734342919265325,0.8666519206124916,0.25896724416695033,0.6366464172041796,0.2241980607160835,0.2082338960444572,0.26372006855774943,0.3925418732754799,0.5532010217896661,0.3345423338165946,0.5601992148680192,0.3925418733179273,0.9466684060347866,0.11933410890001596,0.14770992022341264,4.4748751427763877e-08,0.24221174325673198,2.2306922069712536e-08,0.22948658131521354,4.499984238915289e-08,0.3268651318680755
1,6,5,0.0,0.3941717725286994,0.07036552362701161,0.5,0.6729100533003233,4.5687458980474956e-05,8.293931439110512e-09,6.6740972366554206e-09,0.00016966068774234335,0.8903719301862508,0.9999999999999918,3.162045651087641e-13,0.9999999999999976,0.44881889763779503,0.060991105463786485,0.26651370680160663,0.7152777777777781,0.05783866057838656,0.3540245135203438,0.24956970740103263,0.04945054945054945,0.2602516595083598,0.04729474932581341,0.09525444794207781,0.13180848227260938,0.12718659283560285,0.047116178248106884,0.08020923992722256,0.1117651899581723,0.14346389045934294,0.32537817298273425,0.4175930664373718,0.3940275714434337,0.40331586540070297,0.3560513620813158,0.4385363143870964,0.3892557635015224,0.44483867815857786,0.5206141780881386,0.017811704834605632,9.162272344162e-08,0.05405405405405399,0.3031269942565411,0.7838175551983029,0.8465255647113521,0.9123621949310978,0.21596234485029348,0.6292053458644834,0.1559083703885269,0.21197629176999122,0.2601001011510342,0.2625849377475421,0.5177615170998264,0.28113189188517085,0.5475450593954589,0.2625849377567936,0.9583226109531471,0.13002912554751725,0.1608116112345319,6.997138858553139e-09,0.14821114552352752,8.436900217250366e-09,0.17764548209082925,3.004676126802339e-08,0.282776712879184
1,6,6,0.0,0.45664820876721945,0.12043752876242504,0.5,0.7329807875070554,4.5691408746034734e-05,2.4884217088293473e-08,6.005810833378573e-09,2.9017020848322848e-05,0.9236770999791947,0.9999999999999941,2.7247782057314733e-12,1.0000000000000004,0.44881889763779503,0.09911054637865302,0.18059156460960513,0.5833333333333335,0.1445966514459664,0.14715219863532983,0.3648881239242685,0.13736263736263732,0.16234078657518636,0.06904075728516096,0.1054255406564805,0.13194849603632633,0.12252898888290699,0.07275009723860527,0.08631144100996069,0.11968535977837856,0.1545247908798716,0.3711806748534626,0.4667099820668516,0.43454547435286106,0.44516569886107454,0.41205614665296847,0.4916645983226965,0.44215191952047983,0.5038017712810926,0.5822862346358053,0.012722646310432587,9.880283198473547e-08,0.04504504504504504,0.43714103382259095,0.7822335610578119,0.9314431668514791,0.945681981085134,0.09147073944636686,0.6856301151291305,0.14350041295124077,0.12945299557993017,0.17729045108431762,0.2696390098295398,0.6370064956915236,0.24455035810729506,0.6346562749838051,0.2696390098283338,0.9617911465246404,0.14346858918741565,0.17335012650544027,1.7328417817403525e-08,0.1369421806118697,1.2327627534232754e-08,0.15931166098984856,5.977523656708549e-09,0.17262874148544038
1,6,7,0.0,0.36445901354065846,0.05745397659199972,0.25,0.7175876701417905,4.5686075558771685e-05,4.887784569120468e-11,7.679363490243438e-09,0.038540571148031035,0.784453869906909,0.9999999999999889,1.0295360408041853e-12,0.9999999999999966,0.44881889763779503,0.09656925031766195,0.1846314126986326,0.7881944444444444,0.08675799086757986,0.28428852350265355,0.2805507745266781,0.12271062271062264,0.1364967067722323,0.08687823866488865,0.14885826927054152,0.19218527336656177,0.2022935013215405,0.08313430034043941,0.1131516408108449,0.17840223041811828,0.2134291436541239,0.34386927792727945,0.4484800391639751,0.42572963491952276,0.4432871652138127,0.36306704510217913,0.44621121684794623,0.4180597304831996,0.4718139863267301,0.501092735038529,0.04834605597964374,2.2044619527861807e-07,0.06606606606606596,0.3567326100829611,0.8036625033036637,0.8380803721694043,0.9058609822867667,0.1540697190086906,0.5591909047092672,0.28028903550241047,0.25193816186204376,0.32937500469206515,0.38511013621139395,0.563419528514845,0.3993647395750482,0.596480509570199,0.3851101362221807,0.931970609936295,0.1286053224991047,0.16341140871083404,5.073473511247526e-08,0.33692061808122964,2.5570698594096846e-08,0.3290903614241803,2.9504369121240695e-08,0.35092024934670346
1,6,8,0.0,0.41151997929816087,0.08626149643117473,0.25,0.6702196422205937,4.56946296978918e-05,1.4731433728952839e-08,5.483992862954706e-09,6.256970275989776e-05,0.9095039154533308,0.9999999999999929,1.0895283639387175e-12,0.9999999999999982,0.44881889763779503,0.07115628970775092,0.23688011465005404,0.6597222222222221,0.10197869101978684,0.21745464322866165,0.30981067125645434,0.12087912087912081,0.15424832320983206,0.07638622243292455,0.11480078805869423,0.19639448135849344,0.22398234899600156,0.07498965113608241,0.09925835256460536,0.17147837049581074,0.2230168997702488,0.27138106971321047,0.3343757752717081,0.35315810724199986,0.3791646561025929,0.3045485427818613,0.3701868448922158,0.3562776690760859,0.4189420001618058,0.5220021105551953,0.035623409669211153,2.9745624543267714e-07,0.111111111111111,0.19591576260370136,0.8347411344696445,0.7561997752482501,0.8372327015075989,0.20764098338013298,0.6618548276202729,0.35024150932563,0.26063473381853175,0.32373232403373464,0.1441265344745552,0.4861312321030735,0.12265283514757258,0.500966139339458,0.1441265344751324,0.9187843257416556,0.14967906407496878,0.1824438217411314,8.339145931572914e-08,0.40149492556396127,3.576072255652006e-08,0.45686346222691954,5.103003834873821e-08,0.5096622579080339
1,6,9,0.0,0.42287770188386165,0.11295430748830756,0.25,0.480988794385608,4.568935785122069e-05,2.1412347603456996e-09,6.3680577152891785e-09,0.0007146590688842183,0.7808972707130044,0.9999999999999889,3.12895536879658e-13,0.999999999999997,0.44881889763779503,0.08767471410419306,0.20021696299664185,0.5798611111111112,0.11872146118721451,0.17373532549651016,0.6884681583476763,0.23443223443223443,0.1895232471219061,0.06729571618554232,0.1195149189136249,0.1501013068885397,0.1705240322613344,0.0655605386990416,0.09704304691894415,0.1328492000837287,0.1761784474257183,0.28775576610907944,0.37046714537003567,0.34229788496068275,0.3646735076364785,0.31612734192664105,0.39118346090206096,0.3434446916835199,0.401986178791596,0.5520369022298062,0.030534351145038205,2.0098053108124347e-07,0.09309309309309308,0.27632418634333145,0.7245035298868809,0.804711374116688,0.8915887973166563,0.16000755360559432,0.517387655967461,0.2567298764854398,0.29343316721229784,0.37845732701118795,0.3849032812353749,0.3128353979594777,0.4182686439046843,0.35966643576729584,0.38490328123254924,0.9377782020512143,0.1087118790175279,0.13435410081118018,2.9767416152955418e-08,0.35514665770761356,2.7540991100205197e-08,0.3081919267082459,4.056912277645933e-08,0.3708250270289265
