fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,6,0,0.0,0.3107873143654774,0.021522903651836324,0.0,0.7552525848990422,3.15461770386681e-05,8.340679941932633e-09,9.208719189253903e-09,0.00021819642511118923,0.8348578260534301,0.9999999999999917,5.097201415289743e-13,0.9999999999999984,0.6748971193415638,0.1314432989690721,0.23011734028683176,0.11252653927813161,0.0969976905311778,0.1074109078779118,0.06045598267444032,0.10573609181792526,0.1390420703542155,0.1514474494189036,0.05696508551398171,0.08994648548059408,0.1019468723332681,0.13569770102957313,0.25599152326532193,0.3441881102411282,0.330019204877672,0.3103956480229772,0.25773560242384536,0.329771541758521,0.29972299060275803,0.3086220404471174,0.5262884586869987,0.03274559193954667,6.338198573337346e-08,0.08206686930091188,0.41025641025641046,0.7857004409527302,0.8566910276511086,0.876752327526416,0.17382353137008105,0.6437893833880669,0.22036937973600762,0.2367434556011958,0.2878032168391882,0.04509213710708928,0.46662055777413386,0.048005824213691074,0.4987537374223027,0.04509213709183993,0.940335780797324,0.12409224570766625,0.15736709895690235,8.728498327239708e-09,0.2462580840086387,9.334776133279073e-09,0.2835537209696032,6.197007515562082e-08,0.408680315036572
1,6,1,0.0,0.4287692121679274,0.10458558160897685,0.5,0.4349823735929956,3.154383049309726e-05,6.946982605326183e-09,3.730084820418376e-09,9.965233731399214e-05,0.7849818247108755,0.9999999999999726,3.0225002917025822e-12,0.999999999999996,0.7448559670781892,0.24226804123711326,0.12971342383107087,0.5711252653927812,0.0969976905311778,0.5165339718532349,0.0719533807207169,0.1270381099381009,0.16780456962821397,0.20536428509569715,0.07253687783157658,0.10782371941345133,0.1386459440383625,0.19733296065766834,0.34213227225080606,0.4556563034043063,0.4522432751972577,0.45070991294104296,0.3626379888693062,0.45588035399513194,0.4491187032928016,0.4681339192237138,0.671606637493364,0.015113350125944613,1.3931567398067323e-07,0.06079027355623099,0.46153846153846156,0.8225513617853926,0.9439729517487851,0.977958755040139,0.06340084843752963,0.49487428600995176,0.20191161955456838,0.21319261381738963,0.2662606260193483,0.19485572459875056,0.45536972448384055,0.16935278678117155,0.4880782252033792,0.19485572458975892,0.9400290812161327,0.153055818166121,0.18725837169129192,1.4803732885423733e-08,0.27303530516153907,1.7394872743954024e-08,0.30178792830127565,3.31330367117856e-08,0.3028259930071189
1,6,2,0.0,0.35853239569140305,0.05470361067944654,0.25,0.7193264798587465,3.154571542898552e-05,1.2591525838428678e-08,6.552351961426873e-09,9.040381436979527e-05,0.862636972656387,0.9999999999999862,1.291481327873119e-12,0.9999999999999942,0.374485596707819,0.20103092783505142,0.08050089445438283,0.20594479830148618,0.13163972286374123,0.13976608677043004,0.16377355560332715,0.1986638821699772,0.2569156739781392,0.2565194796795618,0.15940394476654798,0.16826916110983817,0.19657420502696762,0.24234253065452158,0.3711404850594592,0.46773825181705514,0.4677834899959834,0.4416141540066717,0.38367954990757736,0.4602294783991984,0.4440612208135802,0.45316888809970374,0.6807061782501185,0.02518891687657432,2.058866408287478e-07,0.06079027355623099,0.5128205128205129,0.8225944965210119,0.7443262726272888,0.8279809593113372,0.29285079337662234,0.6473729582367609,0.33496328082040305,0.24632627544341767,0.30272524818430435,0.2611718784696311,0.390323477343846,0.21198216929827632,0.4302637807675082,0.2611718784455794,0.9129734915805359,0.14306321680314601,0.1843348497562425,2.62623493178657e-08,0.2888531525225993,5.6773329751550533e-08,0.38142267287607945,5.077306189618333e-08,0.37381024341332136
1,6,3,0.0,0.40297925758601016,0.08816565232792686,0.25,0.6618255433210061,3.15467663220635e-05,9.603796359686315e-09,7.314211487122977e-09,0.0001439288270993535,0.8582489693576458,0.9999999999999859,1.702436445194023e-12,0.9999999999999971,0.5967078189300411,0.19587628865979367,0.13278388278388276,0.256900212314225,0.11316397228637406,0.20459220548173687,0.1024064165174115,0.1516649736530423,0.2139097497751882,0.2230000334786707,0.10112176962514291,0.12788212410833782,0.16664411615208183,0.20631289007540035,0.32085465582860534,0.42327086094952515,0.4301277368533869,0.4101087295890408,0.33858212524172115,0.4212838069490032,0.417274073687275,0.42377844088155736,0.6882457214797824,0.03274559193954667,3.0325131159614646e-07,0.07598784194528874,0.33333333333333337,0.8101464766237791,0.951062350232597,0.9605959462809182,0.0002818229416247653,0.560727256729434,0.23893430766184143,0.23914365962641781,0.29829132061480834,0.2631859180398653,0.5056865673214079,0.299836025397303,0.5424264294188814,0.263185918015652,0.9205005151598308,0.18715824313734816,0.2315496245692238,1.3960024403720056e-08,0.2251279805632025,2.5632239293866415e-08,0.2820561613123841,5.711354012904288e-08,0.3931073653079885
1,6,4,0.0,0.3763579063270327,0.06495309192970994,0.25,0.7268562392742012,3.154985858808585e-05,5.162728379651094e-09,6.169913977741019e-09,0.00024404217136060364,0.9089652858753708,0.9999999999999801,1.6428437488158736e-12,0.9999999999999976,0.7777777777777778,0.1469072164948452,0.23491124260355026,0.21443736730360938,0.13394919168591216,0.1430402437796667,0.11917869902857453,0.12754255546457297,0.1386402326923508,0.14625484977465647,0.1150372059195591,0.11936312654857159,0.1117325724910106,0.13362779205248165,0.330209901606385,0.3983841583677731,0.3680792666845533,0.34485553431777516,0.3402049692371503,0.40155410850589907,0.35527861633834057,0.35179407617612396,0.6290644364313578,0.03274559193954667,2.5087325535903236e-07,0.07294832826747716,0.3589743589743589,0.7523094125628518,0.7393424454537181,0.8706525004651757,0.2514861269836012,0.6438007969693951,0.2074304737964902,0.21240815185502826,0.24906879727372155,0.11159778350565003,0.44578859977626223,0.1101192311062888,0.48144344769423986,0.11159778345170927,0.9380910089702524,0.15769331576800952,0.19184174635373114,1.6798254847130777e-08,0.16232238591512382,1.7061845123571815e-08,0.22839797355127203,3.9427756559488736e-08,0.3144163927131741
1,6,5,0.0,0.39328193207010376,0.07055331008208729,0.25,0.6603282334131226,3.154558227772932e-05,8.1625202220204e-09,6.515341611523711e-09,0.00015334343865949513,0.889808566414567,0.999999999999991,6.955180585654398e-13,0.9999999999999969,0.7448559670781892,0.170103092783505,0.19334719334719333,0.21231422505307854,0.13394919168591216,0.1415556881170936,0.06255420466782137,0.12186709272769324,0.15216305199037564,0.15354035609232625,0.0621770034126659,0.09901752174373789,0.12436036047046971,0.14071231185800884,0.3140646624710338,0.4259098270868872,0.4137309354913995,0.3868259904974418,0.33214908677539606,0.4210880810935515,0.4090415676017621,0.4001079029073216,0.7570353682754538,0.022670025188916865,1.100717467311119e-07,0.057750759878419405,0.3846153846153847,0.7765621015373783,0.8515147414221715,0.9065777386924294,0.24079040257711404,0.6981825510079318,0.15715151754134887,0.21966668623380703,0.2609779949078135,0.0749862418423578,0.5438538539624193,0.08729048099196045,0.5603261423414473,0.07498624183563064,0.9465957981701305,0.17369364887906946,0.2129798839416031,7.540678023382849e-09,0.157204898605095,8.469348222198045e-09,0.2231810911114037,2.8477946687405924e-08,0.2933212608759329
1,6,6,0.0,0.45586438595653,0.12048906751110197,0.5,0.7317588685183073,3.154959229812791e-05,2.4678558295639807e-08,5.845615025265846e-09,2.6594755960856227e-05,0.9239230304515351,0.9999999999999938,4.984937699645665e-12,1.0,0.6049382716049384,0.19845360824742256,0.13257918552036196,0.26539278131634814,0.041570438799076216,0.4563688153862757,0.09315081048782203,0.13008348351042995,0.16778300632980275,0.133581146241871,0.09832772352520618,0.12548467015216816,0.15605476031776774,0.14975730971520762,0.36540955462034397,0.4697429710831372,0.4650534826919896,0.416538516105165,0.39755997076547955,0.4918064686454491,0.48507380081129936,0.460360250974537,0.5691641498685911,0.04785894206549114,9.698281008676726e-08,0.03647416413373864,0.46153846153846156,0.7760073663073874,0.9273222539903863,0.9442722199647617,0.12758609029294332,0.6843564781536995,0.14350593390876248,0.14692106987697118,0.194004082926178,0.29118466479300464,0.5675163806993604,0.3034866348648538,0.5839709229920634,0.2911846647976404,0.9577621637644657,0.1554273287699236,0.19261695006215307,1.0899916422908692e-08,0.1524674512642319,8.598594135508342e-09,0.16991324386466292,9.670569518650222e-09,0.18908453832382405
1,6,7,0.0,0.3630977026351549,0.05828628168748809,0.25,0.711203080492984,3.1544273299681905e-05,4.626574810083345e-10,7.591267883457285e-09,0.003611253105437059,0.7788167257857644,0.9999999999999883,1.9973069947482004e-12,0.9999999999999964,0.7160493827160495,0.10567010309278338,0.3006279434850863,0.17834394904458603,0.08314087759815242,0.191916384055151,0.16490868741990183,0.16352545349902323,0.210452740068172,0.20707231399140624,0.15694745695566728,0.14587545354440026,0.16598044056120165,0.19313253015791734,0.38083197153359,0.4511100151030783,0.4466721261478699,0.4174652726603393,0.38517872816865106,0.44337308054820346,0.42203892428961054,0.41842688971824776,0.43782472348826174,0.04785894206549114,2.42992244333224e-07,0.05471124620060783,0.3846153846153847,0.8125225025875591,0.82330698935617,0.897482473460427,0.21563809935204625,0.603745999773704,0.26302156101916163,0.24361299403919823,0.30825150204447693,0.39382800613556784,0.45703770278815864,0.39300113963902245,0.481067346638873,0.39382800612206936,0.9190372632973145,0.17134484465469293,0.20431771381262914,2.0256025757504643e-08,0.23783423891685163,1.7450737028559417e-08,0.2938563534186083,4.3585083111772416e-08,0.35090171695907635
1,6,8,0.0,0.4120757789632623,0.08745475725666374,0.25,0.6595919077777357,3.155289678229717e-05,1.5120306093717175e-08,5.38202188051893e-09,5.422478912700666e-05,0.9131105654070633,0.9999999999999923,1.9547527455748316e-12,0.999999999999998,0.609053497942387,0.170103092783505,0.15904365904365902,0.33333333333333337,0.11316397228637406,0.26543614832934903,0.11832655473521479,0.18856198648663855,0.2468183502727951,0.2552756969771119,0.11688567824078495,0.16162297630805308,0.19850678187633813,0.23706839832695223,0.2841577052250975,0.39767385254360527,0.3949451571554089,0.37485618172872304,0.30609144672810007,0.4034879255697194,0.392529521271709,0.3975324625070695,0.4262699806308148,0.03778337531486156,2.5087325535903236e-07,0.08510638297872333,0.15384615384615385,0.8679322370039206,0.7322895463976877,0.8094489140968903,0.28990058301024046,0.6926925286466238,0.3852176386653623,0.2984722250394183,0.36181841598652786,0.19339176759427262,0.4684702925151632,0.18634462294610968,0.483411652837723,0.19339176754333331,0.9029745061215884,0.1438668314923956,0.1810664990601002,1.917893954451991e-08,0.43576414516526296,5.700030769716037e-08,0.4965418714364557,6.405676593030921e-08,0.5506109585398714
1,6,9,0.0,0.4256887790105999,0.11753096329311818,0.25,0.5039166959404784,3.154855883174536e-05,4.154992869882569e-09,6.1644105749493745e-09,0.00030951136811545023,0.784223697572272,0.9999999999999881,7.98938997573803e-13,0.9999999999999967,0.6008230452674899,0.15463917525773185,0.17420814479638008,0.503184713375796,0.20785219399538105,0.22348635440061002,0.06811433743686085,0.11451818108747465,0.14783781346083041,0.16695183597070268,0.06614093979453856,0.09877862514117616,0.11989917001950838,0.15031550753140965,0.26126416755288445,0.3509724216481279,0.3358574759092542,0.32228642244854466,0.27490392950929055,0.35014642186093126,0.32945766617916816,0.33334251813111676,0.5489796489286225,0.0302267002518892,3.867136822702319e-07,0.07294832826747716,0.33333333333333337,0.7261189962312393,0.782887132540683,0.8912957900974643,0.1988548175231995,0.5572900683395806,0.24017753450072876,0.2910246125509892,0.3636696273813027,0.09316695668246511,0.47435801064747174,0.10877520208115946,0.4942140813500903,0.09316695665465898,0.9325553082957174,0.12393478073349434,0.15636417139474865,2.8058316464858355e-08,0.2197109682234914,3.294296069108632e-08,0.26753223058234066,7.7816358380005e-08,0.45355213423920737
