evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_ratio ps_squared loglikelihood mhl_norm mhl_sum x0 x1 x2 x3 x4
1 63.9255466698 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 3.528105 0.800314 1.957476 4.481786 3.735116
2 28.7172249549 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.954556 1.900177 -0.302714 -0.206438 0.821197
3 75.2526199496 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.288087 2.908547 1.522075 0.243350 0.887726
4 63.5070519699 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.667349 2.988158 -0.410317 0.626135 -1.708191
5 64.3861561971 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -5.000000 1.307237 1.728872 -1.484330 4.539509
6 49.7556269853 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -2.908731 0.091517 -0.374368 3.065558 2.938718
7 45.2330475641 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.309895 0.756325 -1.775571 -3.961593 -0.695824
8 72.5214581277 0.0000000000 6.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.312698 2.460581 2.404760 -0.774654 -0.604606
9 66.3448558874 0.0000000000 6.0000000000 1.8273573786 1.0000000000 2.1430765788 0.9576645499 1.4100431050 -0.1127743455 1.5244973292 -0.1219283211 0.6624511947 1.9882215578 -88.3244641714 7.8207324801 20.2719696515 2.798075 1.462282 -3.884344 -2.649078 1.126659
10 41.0147232051 0.0000000000 6.0000000000 1.8273573786 1.0000000000 2.1430765788 0.9576645499 1.4100431050 -0.1127743455 1.5244973292 -0.1219283211 0.6624511947 1.9882215578 -88.3244641714 7.8207324801 20.2719696515 -2.184037 2.933860 -1.487585 2.097611 -1.263955
11 33.7518201726 0.0000000000 6.0000000000 1.8273573786 1.0000000000 2.1430765788 0.9576645499 1.4100431050 -0.1127743455 1.5244973292 -0.1219283211 0.6624511947 1.9882215578 -88.3244641714 7.8207324801 20.2719696515 -2.574008 0.449408 -2.156768 1.008329 1.201152
12 41.1023535691 0.0000000000 6.0000000000 1.8273573786 1.0000000000 2.1430765788 0.9576645499 1.4100431050 -0.1127743455 1.5244973292 -0.1219283211 0.6624511947 1.9882215578 -88.3244641714 7.8207324801 20.2719696515 -2.450773 2.327987 -0.415698 -0.271088 0.674783
