fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,6.0,0.0,1,0.6213709608313668,-0.6831369809217955,1,0.6678188270552243,-169.0715505445809,0.8432567632297049,6.3948376801468365,7.583500019204553,0.7515647777152218,0.9999999999999792,1.00000012020273,0.16666666666666666,0.13999999999999999,1.1904761904761905,0.28,0.19,1.473684210526316,0.29460085557606536,0.2719050975401745,0.3327039044187042,0.6108983066258045,0.30259800754840355,0.30259800754840355,0.3436158116858472,0.6060466046623305,-4.004357039347595,-4.133194618997012,-3.788056505019291,-2.2088233551196836,-3.8543308252996438,-3.8543308252996438,-3.6276377722481428,-2.17726179709305,0.8273556740944557,0.9499499499499499,1.473356144568958,0.4654654654654652,0.6111111111111112,1.0615711325566084,0.9274638412836429,0.9147707604528363,0.16175165701370373,-0.4440487233980487
1,6.0,1.0,1,2.069499096345795,4.4698138484841285,2,0.4267946619929446,-171.50406444506817,0.7189744660206713,3.327619685318694,4.628286319730055,0.7410151176802122,0.9999999999999554,1.0000003386704037,0.2966666666666667,0.12999999999999998,2.282051282051283,0.4166666666666667,0.2033333333333333,2.0491803278688527,0.33893059261472314,0.38947496681239097,0.38749610377475757,0.5584424421244003,0.3564641741774374,0.3564641741774374,0.39245865653262185,0.5907488608370902,-3.069863197823719,-2.83514606756024,-2.844335479057577,-2.0504976958542134,-2.8414470976138286,-2.8414470976138286,-2.6825182341157916,-1.8069941328957677,0.8383808290287351,0.7517517517517519,0.6379766808606282,0.1351351351351351,0.5740740740740741,1.0356680578655415,0.9378162085023077,0.9560047142978035,0.13254916390044463,-0.4749970576526633
1,6.0,2.0,1,1.2479135741195218,1.5461077034245783,2,0.6594238808198749,-171.61987058765604,0.6032042418918796,5.083223853611284,8.427035986465127,0.807189876966738,0.9999999999999774,1.0000003032123759,0.29666666666666663,0.08666666666666667,3.4230769230769225,0.21666666666666665,0.13999999999999999,1.5476190476190477,0.36418337327936,0.4162294150930278,0.45369197774359477,0.545708466455819,0.3780689052131724,0.3859231357519213,0.4720629393192251,0.5660321963812867,-3.2257904878809622,-2.961736954898802,-2.771672126186891,-2.3048301130312394,-3.039454886993977,-3.0010702820197555,-2.5800943103856575,-2.120854822283887,0.8137432226683207,0.9059059059059056,2.4464027646856312,0.42142142142142086,0.5740740740740741,1.0122549090427417,0.9119580302076932,0.9104436813361925,0.17257746577516284,-0.3858091634037556
1,6.0,3.0,1,1.8101698812158666,3.7174142870453384,2,0.5713217194668899,-170.09516108739405,0.4969534236076018,5.4341191949389405,10.934866200317723,0.8043996669461856,0.9999999999999755,1.0000002418638394,0.29333333333333333,0.14333333333333334,2.046511627906977,0.29666666666666675,0.18666666666666668,1.5892857142857146,0.3400445813386816,0.44948225506196365,0.5071335953131072,0.5754111676185918,0.35800653168763563,0.4131187176845852,0.5065549210144761,0.6170381754500923,-3.5023119717631657,-2.921538083095908,-2.6155886606950123,-2.253246974989205,-3.236053907112005,-2.95825356547654,-2.4872758908185033,-1.9303702759893064,0.8839067701854968,0.9939939939939944,1.3312624876018004,0.5095095095095097,0.4444444444444444,1.0244507563119458,0.9456872288055036,0.9421878569738658,0.11128790409694224,-0.45788239380424267
1,6.0,4.0,1,1.4225700855201242,2.0037607805388564,2,0.7109954955799946,-165.8969671451927,0.42997565130037363,4.8757508960163936,11.339597675521114,0.8762540435076472,0.9999999999999666,1.0000002197413076,0.2566666666666667,0.08666666666666667,2.961538461538462,0.2733333333333333,0.15333333333333332,1.7826086956521738,0.24218935474443995,0.23190755741299166,0.3808113430998994,0.5110574531534966,0.25358806944056045,0.25358806944056045,0.389565020581734,0.536137779423366,-3.880751942021969,-3.933405075375669,-3.1708680760649557,-2.503877122987425,-3.6505641707530447,-3.6505641707530447,-2.985525784359413,-2.268665241368563,0.7776675684622472,1.1261261261261257,0.9334897216723712,0.06906906906906941,0.5555555555555556,0.9913720988404203,0.9221538326358965,0.9091077754130966,0.13862723198022203,-0.37235386762707756
1,6.0,5.0,1,1.548498675645272,1.9759592255910077,2,0.6544482276508214,-170.87567173290654,0.7761179459848366,5.189085813047507,6.685950041347051,0.8670549378153979,0.9999999999999858,1.0000001572238497,0.36333333333333334,0.2033333333333333,1.7868852459016396,0.2333333333333333,0.08666666666666667,2.692307692307692,0.2694554073415353,0.30031265303858584,0.3683189743485289,0.4888444932675464,0.28137941128715355,0.28137941128715355,0.3881165095832251,0.4869038646078183,-3.6378193644900714,-3.4841626444764886,-3.145518412412884,-2.5453496190976272,-3.426799084816224,-3.426799084816224,-2.9178147939374197,-2.446739482282297,0.7842066307429498,0.861861861861862,1.2028726506001872,0.5095095095095097,0.4074074074074074,1.0172241209764772,0.9289024867737896,0.9392349379335874,0.17245635874734414,-0.4297880576060915
1,6.0,6.0,1,2.1585272382094134,4.5878048093122645,3,0.6986495404369644,-166.7152453116205,1.6117384937670314,4.23660502182298,2.628593309775078,0.9040685814807862,0.9999999999999871,1.000000516667295,0.32333333333333336,0.16333333333333333,1.979591836734694,0.18,0.19666666666666668,0.9152542372881355,0.32465263673041667,0.3228799747788264,0.3603174082495219,0.44400668261812126,0.3474398817585881,0.3474398817585881,0.3905995694969653,0.46634889153475206,-3.0954988861050445,-3.103623998299194,-2.9320270692075945,-2.5484317970905286,-2.7948804596768193,-2.7948804596768193,-2.6100298006588893,-2.2855994622439146,0.7809944556570833,0.9279279279279278,0.8017583181542541,0.17917917917917947,0.5740740740740741,1.0050371929481594,0.9561633290672888,0.9653823083732462,0.11202907466463029,-0.40470885899094744
1,6.0,7.0,1,1.30642358019504,1.8304202784326904,2,0.6428039277884073,-173.54302669281034,0.11455150431935628,5.598348045651109,48.87188587278231,0.713982223442965,0.9999999999999778,1.000000273972737,0.21666666666666665,0.16333333333333333,1.3265306122448979,0.30000000000000004,0.10333333333333332,2.903225806451614,0.16139499752072498,0.2128933345111003,0.44095366255885815,0.5021728962233915,0.16324614681968244,0.1802696145754505,0.4625358024371252,0.512686455070155,-4.164868018494387,-3.909105441234825,-2.776461152487073,-2.4724204805946455,-4.108550656633515,-4.024963614446249,-2.6390065291257105,-2.3927614762670997,0.8077541926076873,1.1261261261261257,0.6379766808606282,0.2892892892892895,0.4444444444444444,0.9963606382442615,0.9359278636656325,0.9396523790499702,0.13232066704642015,-0.48198146219567695
1,6.0,8.0,1,1.803222996392646,3.1162042624422135,2,0.6185363730891458,-161.7125515761279,0.9810616749002152,4.599916078712703,4.688712439185402,0.8935201514271494,0.9999999999999858,1.0000004305564538,0.31,0.17666666666666667,1.7547169811320755,0.2033333333333333,0.23666666666666666,0.8591549295774648,0.3753782571966235,0.4643277764810104,0.4483386853367366,0.5598999664636968,0.394326909547934,0.44585385499974217,0.464614497474548,0.584016691880684,-3.681934299955566,-3.1576069133553877,-3.2518572076935235,-2.5942411188190078,-3.398677170417119,-3.109538597267569,-3.004265029254353,-2.3342509265592004,0.7954877355097343,1.0160160160160154,2.4464027646856312,0.5095095095095097,0.46296296296296297,1.0142882073501502,0.9107452583108253,0.902653563987719,0.15269717945312575,-0.39821706668269224
1,6.0,9.0,1,2.142813742745514,6.0939697087113025,2,0.5239588723383675,-166.2171141977014,0.03186037830814335,4.85956556275164,152.52692594392576,0.7405674198303159,0.9999999999999791,1.0000001402578929,0.2966666666666667,0.24666666666666667,1.2027027027027029,0.2833333333333333,0.13999999999999999,2.023809523809524,0.4496916956867721,0.41509686784045574,0.42593722379915877,0.5729565557984819,0.4670435236754448,0.4670435236754448,0.5010467469399815,0.5930824008326888,-3.342465120445782,-3.552587345601815,-3.4867451415115096,-2.5937784437760634,-3.116808179201695,-3.116808179201695,-2.9179523080412335,-2.3797142124856063,0.8640308638974133,0.9499499499499499,1.0069386314760271,0.3773773773773774,0.5,0.9843958606160164,0.8954950340053582,0.8849305256929285,0.16812958537158773,-0.40024142751646224
