fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_4,mean_std_x_last_4,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,0,0.0,0.5338567656593549,0.1363856495194707,0.0,0.518472992327428,0.2611428105179683,7.310487256908161e-09,5.546474197961461e-09,8.837858647704156e-05,0.9200912714352774,0.9999999999999916,2.4961459244554325e-12,0.4134615384615384,0.3406593406593406,0.2344388914129941,0.0,0.2570207433007196,0.2397592528449161,0.3074764748555325,0.0,0.2491793577171779,0.2620353435834294,0.2591469381055787,0.4736656094313893,0.3069886995120614,0.3275845997140358,0.4071391185337277,0.504951175408437,0.3176940498723155,0.3691751581832896,0.3654280802442683,0.4720449535612447,0.0597014925373133,1.7239043519527118e-07,0.1032608695652174,0.2105263157894737,0.9312900806079032,0.6582982551089516,0.876237695286306,0.5524873432388575,0.5372443581065457,0.3633921699646811,0.347672976435859,0.3781459322512277,0.4944799745797628,0.4922602538013628,0.5095377273095716,0.499827137666409,0.4944799745689452,0.496130969282164,0.4233356859892353,0.3907631378299571,3.9016951001151924e-08,0.4444352543889093,1.6857823577757184e-08,0.4935471324144578,6.821993643748816e-09,0.5371522070041179,1e-12,0.0040312228954134,1e-12,1e-12,6.6996242531402585e-06,1e-12,True
1,1,1,0.0,0.4570584680036244,0.0348628412463813,0.0,0.7470842374808091,0.2611428088481758,7.177237818372483e-09,6.612791604015636e-09,0.000110673144272,0.9518445636784632,0.999999999999982,1.237758535091091e-12,0.2980769230769231,0.3626373626373627,0.1587708066581306,0.0,0.0590921419941797,0.2925199215640944,0.3059649758477143,0.0,0.0564857933008224,0.3180901306562517,0.2713570589416057,0.8188356712124729,0.194791844657719,0.4511133663067445,0.4891339428829858,0.8046800771219755,0.1972664208978997,0.4795684082579716,0.4499206525578447,0.7488819445273931,0.0398009950248756,8.759215059827264e-08,0.078804347826087,0.4736842105263158,0.6916411471450093,0.6279385457394806,0.8580279624864393,0.5499387583088504,0.5613487337592348,0.1921329119709359,0.2996939905584814,0.3436870343347276,0.288782968118548,0.5388230689898575,0.3126721854408844,0.5719178931548474,0.2887829681233284,0.7779361087794934,0.2776428731544472,0.2928850211098907,2.8822163553249036e-08,0.2615362622173483,1.1100225229819572e-08,0.1122262052377047,4.381371483042571e-09,0.1925080129823992,1e-12,0.0209907380532919,1e-12,1e-12,1.7263482117903035e-05,1e-12,True
1,1,2,0.0,0.5137627025744661,0.0893380926629468,0.5,0.618050893766565,0.2611428079989765,8.147171504693674e-09,4.3657819485089275e-09,5.713027761569868e-05,0.9634154095121674,0.9999999999999944,1.0549347506322109e-12,0.3846153846153846,0.5604395604395604,0.1325600662800331,0.0,0.1656859031243952,0.2002657932131802,0.2779801377816301,0.0,0.1605449826920695,0.1967637477240528,0.3091200978936637,0.5047989319366366,0.2161765424998808,0.2961234639686137,0.3890671918529308,0.5313933877748738,0.2277326647335274,0.3127322254691622,0.4155911562789339,0.8589905445439938,0.0398009950248756,1.0836805420259354e-07,0.1032608695652174,0.5789473684210525,0.909388719527869,0.7589254764101363,0.8886764443881585,0.3675846635440518,0.4597608314476403,0.2800478751775643,0.3286516561805404,0.3621884836645601,0.1708147434649142,0.5015036824731176,0.1384293522361991,0.5428600169787378,0.1708147434943828,0.5130329172890926,0.5067232417695626,0.4902003586381054,1.8201596513968032e-08,0.3977467289608203,1.1994172987196194e-08,0.5335934879122914,4.665207618720357e-09,0.4897341494840252,1e-12,0.0013371351626804,1e-12,1e-12,2.6686775889544604e-05,1e-12,True
1,1,3,0.0,0.4537505170828333,0.0425498702481223,0.0,0.4299026889655695,0.2611428070687794,1.265811187280096e-08,3.709825591188411e-09,2.1180671083880845e-05,0.7562442572157217,0.9999999999999876,1.3313216064034868e-12,0.4615384615384616,0.2087912087912087,0.4269829503335806,0.0,0.1503159249996755,0.1219385479566766,0.1821144775622243,0.0,0.1444034435182918,0.145926070058154,0.1820389866140322,0.5839783685442297,0.2182656111437234,0.2434031374132713,0.3302512708152655,0.593347695797467,0.2249481450734297,0.2824412295643988,0.3234110159104254,0.6492688549603938,0.027363184079602,9.903358845126576e-08,0.1086956521739131,0.368421052631579,0.840863889179024,0.9404891717405168,0.9773448416987516,0.1489499386994162,0.4435488936972565,0.2897789384294489,0.3240561162759539,0.3575865193833327,0.279985163637286,0.5479930185434433,0.2785278824421473,0.5897481983541233,0.2799851636253753,0.6557256670799305,0.2864506345861953,0.2649217729747247,6.668837811790556e-09,0.2448168115293316,1.4708398171445533e-08,0.3195104361918655,3.7243738885366606e-09,0.4204258577138757,1e-12,0.0011401111594054,1e-12,1e-12,1.9399116934635703e-05,1e-12,True
1,1,4,0.0,0.6306034188895129,0.2071309654772063,0.5,0.7014003938319218,0.2611428083400144,2.0854685972634512e-08,4.3684967602413564e-09,7.72878991998598e-06,0.9518381280147128,0.9999999999999816,1.4398586201781012e-12,0.4711538461538462,0.3956043956043956,0.2300469483568075,0.0,0.2188284072176656,0.1759079802717452,0.2683964621898994,0.0,0.2191362902289877,0.2173120836438541,0.2241100922033007,0.7459911345757089,0.3169442859841317,0.3383388264257555,0.4437493298154704,0.7937693810060038,0.3371623198174522,0.3978681622285361,0.413197989941704,0.677586610881967,0.0124378109452736,1.0204079664271161e-07,0.0869565217391304,0.3157894736842106,0.8392665101513833,0.8628215606707754,0.9671650312504374,0.274868359695972,0.5841578505266757,0.1997933367883638,0.27720723857486,0.3305182504826915,0.1971760912340431,0.5207075877362067,0.1844410309851314,0.5353719527260062,0.1971760912586037,0.7471796737326524,0.3113064980360764,0.3128655266484334,7.526593557199584e-09,0.2396226535236627,5.975625783934962e-09,0.2313151406728413,5.1752408452088275e-09,0.2584799482576809,1e-12,0.0066231959335495,1e-12,1e-12,1.953681601649316e-05,1e-12,True
1,1,5,0.0,0.5499708198438149,0.1170976675192749,0.0,0.7145111243870222,0.2611428089994875,7.062912920403446e-10,3.6742096400570005e-09,0.0007738822213523,0.9245319576012592,0.9999999999999852,8.727918430200694e-13,0.2596153846153846,0.3076923076923076,0.1629778672032193,0.0,0.0185017974164933,0.1153543848195399,0.2355078413171812,0.0,0.0184029399898596,0.1676727480812073,0.2006213176326552,0.5584487340341757,0.0785406929040991,0.2293190557826689,0.3671959105068116,0.5819800059251954,0.092888389065531,0.2991657583686702,0.3356691080146465,0.6346090331581142,0.0174129353233831,3.4440530138958064e-08,0.0896739130434783,0.368421052631579,0.7342953627426615,0.839930984549762,0.9472632647320504,0.2001949388772266,0.6302594702041417,0.2703314672072699,0.3422955448781817,0.3891772736991954,0.4965524690173792,0.4791502343897482,0.5163964387948873,0.4936364199121648,0.4965524690409427,0.660449383078366,0.296038755117361,0.2606624427755991,1.1779803179180984e-08,0.3642141109364364,8.280461129285696e-09,0.4019649559091567,5.15784741819875e-09,0.4496596117741682,1e-12,0.0120270638981554,1e-12,1e-12,1.1054032954896878e-05,1e-12,True
1,1,6,0.0,0.4648568206224408,0.0391785303437956,0.0,0.4424106909363456,0.2611428099335243,9.247193865544972e-09,2.9444119309395633e-09,2.6573394974642685e-05,0.7663082435186435,0.999999999999958,1.5438685914036993e-12,0.3942307692307692,0.1868131868131867,0.407622203811102,0.0,0.1354399817898283,0.0915345366809824,0.2773803883182706,0.0,0.1280679795585827,0.0789432328965279,0.1852864366306338,0.4836481553235412,0.1793636035022069,0.182392272352698,0.3831236627273637,0.4782449754950051,0.1803030387438621,0.1823922729786737,0.2921777518894645,0.8185960663379728,0.0472636815920397,7.725414978695296e-08,0.1005434782608695,0.5789473684210525,0.8624858758969732,0.7702103635789697,0.7818893662350836,0.5135585045340798,0.325292253142811,0.3195772500033181,0.4480724480149431,0.5097187425640999,0.3493938394043214,0.5241270982571253,0.3456469073558607,0.5148756626488992,0.3493938393980182,0.473398995364773,0.423743740699484,0.4425648547525991,1.4600945007847441e-08,0.3119676645407661,1.591031890361039e-08,0.4673421704738587,3.392713604717738e-09,0.5131806675985358,1e-12,0.0527957618345194,1e-12,1e-12,1.8974770273565543e-06,1e-12,True
1,1,7,0.0,0.3379043895961928,0.018328389519999,0.0,0.0374993473803007,0.2611428053311884,1.0366659660679334e-09,1.9881648245144854e-10,6.637665744467535e-05,0.6053825990890527,0.9999999999998888,7.677487994952974e-13,0.6250000000000001,0.5824175824175823,0.2072814243954293,0.0,0.178074297513281,0.3494946818987839,0.3894407578073708,0.0,0.1668074658935744,0.3737656746903163,0.3570387534104486,0.5499380136952776,0.2387695144310386,0.4505059431024807,0.4945833535008673,0.5283335940959721,0.2337241233425794,0.4812288814341875,0.4566793750679677,0.6896633331664148,0.0323383084577113,6.791316815964007e-08,0.0679347826086957,0.4210526315789473,0.6591795749615029,0.6025310284027925,0.5755610969019966,0.4878457495656788,0.0500013826419085,0.3503994803721355,0.4161173159605433,0.449983681194205,0.4130533598045945,0.4630210496238104,0.4210051228798809,0.4788058999657738,0.4130533597979253,0.5426603068690496,0.3306060707000864,0.3262385406443377,1.2074848682596205e-08,0.3954369023656335,5.837837637043361e-09,0.394692019056158,7.63665943104221e-10,0.4393439397254737,1e-12,0.0315786759367405,1e-12,1e-12,1.5290661309907498e-05,1e-12,True
1,1,8,0.0,0.558567838569835,0.1767717681550393,0.5,0.5255637364562792,0.2611428075274761,7.326852478915478e-09,5.748065289524538e-09,9.187049362104387e-05,0.7439117753561726,0.9999999999999902,1.2190772797670885e-12,0.5961538461538461,0.3626373626373627,0.3175416133162612,0.0,0.1929813689830092,0.1819216328709523,0.2789905539138122,0.0,0.1837287296817434,0.2286963669907928,0.2408451665224512,0.3766764788057541,0.2188191538977583,0.2434108269574376,0.3571964719319125,0.387426302195796,0.2229248742306592,0.3082875366604063,0.3182926892130394,0.5966672805663502,0.0223880597014925,1.1502442544136603e-07,0.078804347826087,0.368421052631579,0.8610241843732452,0.8071690980721375,0.8959233046831769,0.4042396688778703,0.4270265266421297,0.3503421534696795,0.4284053019524814,0.4535373541672123,0.3151594427558751,0.3834973290022452,0.2894337080557672,0.4189873220233578,0.3151594427714607,0.5878673583501275,0.2882684626740288,0.295982166587535,1.745693476178553e-08,0.4489958251468907,1.5175689241146958e-08,0.6148540172480295,5.489547706145667e-09,0.6209264437446622,1e-12,0.0466042672461363,1e-12,1e-12,2.407655555798246e-05,1e-12,True
1,1,9,0.0,0.5272177970428182,0.0835909676066957,0.0,0.7600325655218839,0.2611428086108825,8.260664692940795e-09,5.9551940850055515e-09,8.219142021903498e-05,0.8724934407343626,0.9999999999999892,9.897995204217244e-13,0.2788461538461539,0.1538461538461537,0.3501006036217306,0.0,0.2687691836530597,0.2018051202248433,0.2286803788023601,0.0,0.2565396704067961,0.2399381979282487,0.230092150093192,0.6521112294420661,0.3471685713724741,0.3357690937040127,0.3878856943372447,0.6498538558747569,0.3479345344243699,0.3818513190317039,0.3787426218055471,0.7376767360223555,0.0373134328358208,2.155626579316237e-07,0.1141304347826087,0.368421052631579,0.828578495537058,0.6919763963166639,0.8748786560581803,0.4602632304207733,0.6374679870254824,0.2329501961951445,0.2429279862603865,0.2737859560747897,0.3372217588982019,0.5642546991405769,0.3589226611017004,0.5852107176059197,0.337221758890107,0.807750348619747,0.1870830703352025,0.2051862617031429,9.45045349804711e-09,0.3267863287076233,5.504421465377975e-09,0.2647760322996663,5.727719106545093e-09,0.349947638658729,1e-12,0.0011771539444889,1e-12,1e-12,0.0001963225183863,1e-12,True
