fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum
1,1,0,1,5.198031860023173,33.918135413247086,7,0.7371086664477317,98.84498550220944,0.2953954193343951,6.324724543596703,21.411044754343173,0.8963617670775339,0.999999999999994,1.0000002318399914,0.9999999999999988,0.1067857142857142,0.0945454545454545,1.1294642857142856,0.2607142857142857,0.0545454545454545,4.779761904761904,0.3449350649350649,0.034025974025974,10.137404580152667,0.0001905510747742,0.0002657510479269,0.0003903274438051,0.0010071450887043,0.0008083129643006,0.0010431409002965,0.0015601657690735,0.003972417965884,-1.266082088450175,-1.2659868609654148,-1.2658291069617549,-1.2650480163520528,-0.3110601211218134,-0.3109870164241249,-0.3108260605030625,-0.3100750980298434,0.611255551075618,0.8458458458458454,0.0003030271082866,-1.8168168168168168,0.5436363636363636,0.946810113223367,0.9345554376947935,0.9858501010823386,0.1392701885805171,-0.1306703153215407,0.0016579673,68.0,0.12915169,0.0569437284,1.3596344589,-0.3638619193,0.0933427287,-0.0232409415,0.6387687501,1.848605862,333.7728193388,5.2737113142,14.4545332596
1,1,1,1,4.541298775647354,22.943470171253637,6,0.737825280023479,101.18525539495435,1.4271838480137529,5.437424096529057,3.809897445305631,0.8503671871361727,0.9999999999999882,1.000000136105285,0.9999999999999958,0.1085714285714285,0.0818181818181818,1.3269841269841272,0.2607142857142857,0.029090909090909,8.96205357142857,0.3667207792207791,0.0483766233766233,7.580536912751677,0.000131920479542,0.0001558321733398,0.0002211068142917,0.0006967076111814,0.0005542061983428,0.0006531194409721,0.0008925197618855,0.0026872517511828,-1.1701724941136853,-1.170144509615587,-1.1700681169484246,-1.1695115085496788,-0.2788937574836148,-0.2788661559007447,-0.2787993516223572,-0.2782985345182427,0.5802012909009132,0.6856856856856854,0.0002406475150015,-1.7967967967967966,0.4690909090909091,0.9423999534533628,0.942923933960502,0.9855443282806616,0.1143937175946615,-0.1185785569297443,0.0010229998,68.0,0.130958631,0.0560118532,1.6607367506,-0.4433546641,0.1042193966,-0.0240401904,0.7802293708,2.7580465548,354.9072479641,5.903751391,15.8987711427
1,1,2,1,5.77319375900317,39.46233569259847,6,0.6592017687111337,97.1517620008513,2.513481572191264,4.360537811319888,1.7348596701738903,0.865670553842643,0.9999999999999936,1.0000002278293592,0.9999999999999988,0.105,0.08,1.3125,0.2624999999999999,0.0872727272727272,3.0078125,0.3556493506493506,0.034090909090909,10.43238095238095,0.0001805058702333,0.0002505899713013,0.0003538214659821,0.0010276873738756,0.0007436993704496,0.0009955339676404,0.0014029242582074,0.0041364007302512,-1.029232869147545,-1.0291607232643656,-1.0290544548348337,-1.0283607646778865,-0.2522661387359667,-0.2522025621126386,-0.2520997148496339,-0.2514096380850504,0.5981938321836096,0.6456456456456453,0.0004381689931514,-2.057057057057057,0.4636363636363636,0.9723710930921656,0.9602666385992876,0.9946470681533668,0.1204385807031213,-0.1427129490754408,0.0013035134,68.0,0.1318132047,0.0579566052,1.3792953652,0.200834303,0.0799068372,0.0050971347,0.6480056243,1.9024557043,342.6936269678,5.4237406438,14.3651289828
1,1,3,1,5.467764757644153,33.87580865944103,7,0.5077596352741602,96.68868049534564,1.8796632601349812,4.281706963417332,2.2779117165432368,0.7595675821339043,0.9999999999999892,1.0000004150789334,0.9999999999999978,0.1085714285714285,0.0654545454545454,1.6587301587301588,0.2767857142857142,0.029090909090909,9.514508928571429,0.3897077922077921,0.0357792207792207,10.89201451905626,8.785842110602143e-05,0.0001032227806201,0.0001737012418961,0.0008585307053332,0.0003278670962202,0.0003833945555368,0.0006182503614896,0.0028074958960285,-0.911719728548906,-0.9117057193283926,-0.9116414570788296,-0.9110170296851176,-0.2424974103868961,-0.2424839407055411,-0.2424269701019968,-0.2418959096119093,0.5652024154517127,0.7257257257257255,0.0001742774678408,-1.5965965965965965,0.5054545454545455,0.976520001998964,0.9648884526324828,0.9969598509696268,0.1254693702604815,-0.1466407322933663,0.000522904,68.0,0.1166233305,0.0500598865,0.7858328476,-0.0180813379,0.0419972127,-0.0014762104,0.3691914857,0.6175332644,385.677160251,7.7287638292,19.768729567
1,1,4,1,8.55767081520406,90.51728829589658,7,0.6952899919624136,102.12495407863572,2.2185385864097813,3.901031553861399,1.7583789516928638,0.891639337330817,0.9999999999999856,1.0000004258565522,0.9999999999999988,0.1138961038961039,0.1036363636363636,1.098997493734336,0.2660714285714285,0.0527272727272727,5.046182266009853,0.4010714285714285,0.0358441558441558,11.189311594202897,3.607260553037858e-05,5.05645987796548e-05,7.645368064865501e-05,0.0001976960071153,0.0002772673106347,0.0003898680941421,0.0006000954837268,0.0014308942871645,-0.7507796365406387,-0.7507687558547196,-0.7507493181580752,-0.750658288604604,-0.0953959456904447,-0.0953852010530798,-0.0953651406503464,-0.0952858638319437,0.5916198164316148,0.5455455455455454,5.2567911220184194e-05,-2.6176176176176176,0.5127272727272727,0.9821106344493536,0.9707871858231424,0.9983608502822364,0.1157039809715876,-0.1390141019121709,0.0002372274,68.0,0.1119944604,0.0491415284,1.0659040792,-0.2628745484,0.0475904403,-0.0110561527,0.5007715212,1.136151506,417.6896865759,5.2657739338,13.905571297
1,1,5,1,7.321263571816437,65.45575121325396,7,0.5978999902518496,100.85850514690804,0.9224969850588458,3.759280825439419,4.07511448419489,0.8121212372822173,0.99999999999999,1.0000002358186428,0.9999999999999984,0.1139285714285714,0.1109090909090909,1.0272248243559718,0.2785714285714286,0.0618181818181818,4.506302521008404,0.351525974025974,0.0376298701298701,9.34167385677308,0.0004268382446251,0.0005122158970666,0.0007088945910027,0.0014834912130418,0.0019128353270252,0.0021933046884452,0.0028988602187832,0.0062217661522193,-0.886416272709219,-0.8863405602517966,-0.886166146610584,-0.8854792383613116,-0.2053766912093957,-0.2053189789459052,-0.2051737965756532,-0.2044900412384801,0.6400890609594687,0.5655655655655653,0.0007978144572076,-1.8568568568568569,0.5163636363636364,0.9493841061386752,0.9465094219317586,0.992446616964118,0.1305909760372056,-0.1133056574284539,0.0020741267,68.0,0.1322765827,0.0581126624,1.1148672769,0.0583381486,0.0549713894,0.0057180649,0.523774881,1.2429290452,323.6014005146,6.7856437045,16.6973868998
1,1,6,1,4.4641506361864405,21.82808101421103,5,0.7744871177949578,102.04363652575913,0.1559050463195296,6.01375607583475,38.57319706964117,0.827813744618664,0.999999999999987,1.0000003740813264,0.9999999999999968,0.1014285714285714,0.0745454545454545,1.3606271777003482,0.2571428571428571,0.06,4.285714285714286,0.3633766233766233,0.0359415584415584,10.110207768744354,8.789988521970352e-05,0.0001105204403395,0.0001465604529662,0.0004732944570081,0.0006595131231057,0.0008354347178768,0.0010966472353019,0.0034561653596157,-1.0988455517801494,-1.098820693098702,-1.0987810872097878,-1.0984220254413428,-0.1429937349060482,-0.1429685626187074,-0.1429311862150079,-0.1425935672416902,0.6096597731582345,0.7457457457457454,0.000120526093687,-2.157157157157157,0.5072727272727273,0.9555666894336258,0.945670162569559,0.98710316370469,0.1304518605852773,-0.1376661035634742,0.0008188968,68.0,0.1287618626,0.056281133,2.3068234816,0.6438581449,0.1166665424,0.0288500677,1.083766848,5.3214345752,363.0464384661,4.2967776782,11.4444141759
1,1,7,1,4.660014459183942,24.41182762901611,6,0.3777039613023757,96.21101636048566,0.231297127564063,3.1916119620528134,13.798753126187544,0.562698292291308,0.9999999999999832,1.0000004188184144,0.9999999999999984,0.1103571428571428,0.0872727272727272,1.2645089285714286,0.2607142857142857,0.0618181818181818,4.217436974789916,0.3700974025974026,0.0448376623376623,8.254163649529326,7.707188547849352e-05,9.790907141770182e-05,0.0001532234871221,0.0004365736935595,0.0006006034778049,0.0007965240392978,0.0012137564798093,0.0034584101830691,-0.7870652385542629,-0.7870488370654471,-0.7870052976559909,-0.7867822653686479,-0.0964038892491995,-0.0963849903943698,-0.0963447433918939,-0.0961282200001799,0.6007673059184664,0.6856856856856854,8.728526623848371e-05,-2.077077077077077,0.4781818181818182,0.9773116012728006,0.9689323044308512,0.9944623851883568,0.1253049189506214,-0.1435305945657375,0.0004773761,68.0,0.1185657319,0.0520749142,0.8460462993,-0.1628382653,0.0479290221,-0.0127251526,0.397480318,0.7157943405,387.1955827775,5.8626295661,15.7137190112
1,1,8,1,6.905342135648615,62.96718738099395,5,0.6381419496033343,96.27841320552844,1.746522662959942,4.968339580214868,2.8447037565459987,0.8708226042020883,0.999999999999993,1.0000003076943869,0.9999999999999992,0.13,0.0654545454545454,1.9861111111111116,0.2839285714285714,0.0399025974025974,7.115541090317332,0.4171753246753246,0.046590909090909,8.954006968641114,6.358459027670185e-05,8.328162211666971e-05,0.0001203827788294,0.0005318845919753,0.0003728947777097,0.0004848868845711,0.0006997431094544,0.0025772995346955,-0.9176170801259098,-0.9175990046437436,-0.9175649578237984,-0.9171873327204154,-0.1554673420248762,-0.1554499244147589,-0.155416508828061,-0.1551245012330198,0.5764803707528767,0.7657657657657654,4.371602248248502e-05,-2.097097097097097,0.5363636363636364,0.9578859871295584,0.953257130384954,0.9916519761152462,0.1155861235719933,-0.1248409117265526,0.000506151,68.0,0.1120020499,0.0488464467,1.5536658971,0.1018401426,0.0838474622,0.0054746873,0.7299265009,2.4138777198,387.9638172353,5.224306132,13.5676449264
1,1,9,1,6.037404651288481,44.993610458458654,6,0.7246449621907575,98.70956859768935,0.138267846056776,5.171174629562966,37.39969036213638,0.9066029357912014,0.99999999999999,1.000000167160993,0.9999999999999982,0.1175,0.0781818181818181,1.502906976744186,0.2732142857142857,0.0436363636363636,6.2611607142857135,0.3521753246753246,0.046525974025974,7.569434752267968,0.0001136717000887,0.0001603425069751,0.0002499012651618,0.0007753972082323,0.0004410879542926,0.000658365542559,0.0010231431355039,0.0029770729312481,-1.0647644675827568,-1.0647147685165337,-1.0646193986922057,-1.0640598056742754,-0.25687262841159,-0.2568167911172391,-0.2567230483893657,-0.2562209158223744,0.590181792704698,0.6256256256256253,0.0003030271082866,-1.7567567567567566,0.5018181818181818,0.9533212954413725,0.9413592215707148,0.992668163168101,0.1302372481619155,-0.1322423691641474,0.0008496768,68.0,0.1253459716,0.0543927268,0.6355927971,-0.1548936759,0.0298100792,-0.004884993,0.2986073307,0.4039782037,362.4221428472,7.4075480594,19.4690546933
