fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,0.0,1,1.1478564532099549,0.5876323813144029,1,0.7910799201885131,114.75728701384351,0.5594134084365843,10.275032097947445,18.36751129484633,,0.9999999999999853,1.000002758752539,0.0,0.0,0.5726094914489304,0.5338596659089877,0.0,0.0,0.5903285178537714,0.6067913601366407,-5.344697731682231,-5.344697731682231,-2.284273081595417,-2.4913791862618306,-5.184273768804955,-5.184273768804955,-2.1238491187181405,-2.0385012373110882,0.7892840171978274,1.0260260260260257,3.2781654228302894,0.40540540540540526,0.5714285714285714,1.1054173201928592,0.8390429539444151,0.9004377725669982,0.2670061008600224,-0.513723361500861
1,1.0,1.0,1,0.04871723688527168,-1.2265025015257243,1,0.533207855186179,110.04001791302608,0.1376971910898107,7.099963561058288,51.56215246560443,,0.9999999999999287,1.0000009422774403,0.0,0.0,0.4796876803960589,0.6704152276222967,0.0,0.0,0.46587480119646313,0.6280487583740219,-5.20767896866832,-5.20767896866832,-2.7096195239404732,-1.7163716875047013,-5.362083199847496,-5.362083199847496,-2.864023755119649,-1.994433503885074,0.8310026385347145,0.8858858858858855,1.6418389895747365,0.1651651651651651,0.5714285714285714,0.9689077994293436,0.9004262423140753,0.850164798174377,0.19102187833752454,-0.5390177269980176
1,1.0,2.0,1,0.7025801421885852,-0.5128910380131266,2,0.7140464651833489,100.90310663630939,1.881574918899311,6.449482587923605,3.4277043784663337,,0.999999999999989,1.0000004899686665,0.0,0.0,0.5939376944853537,0.6418250691269284,0.0,0.0,0.6027441579244416,0.6247424381052601,-6.014456795180882,-6.014456795180882,-2.4422441926693796,-2.154227646852988,-5.926581876483829,-5.926581876483829,-2.3543692739723268,-2.223994665338874,0.8101433278662709,0.9459459459459456,1.5317404637020797,0.4654654654654652,0.6428571428571429,1.088714879310997,0.9424363410484885,0.9011221268220541,0.11905610738626338,-0.6544832237507217
1,1.0,3.0,1,0.46703884003575136,-0.3282223341576489,1,0.07276511656181217,109.75292478554391,0.27044736204205533,2.5926929592662113,9.58668237578535,,0.9999999999999774,1.0000004124568946,0.0,0.0,0.49046490913530144,0.6775828657865799,0.0,0.0,0.4979635996259191,0.7244439435451892,-6.45291199841199,-6.45291199841199,-3.287985101452757,-2.080529393859387,-6.355739454323155,-6.355739454323155,-3.190812557363922,-1.7513624998875397,0.9182490619437732,0.8458458458458454,1.3968351179887397,0.32532532532532515,0.7142857142857143,1.0837971871805898,0.9447583404406972,0.8887560126303402,0.12182074567834227,-0.7549065963743613
1,1.0,4.0,1,1.3042975127176264,0.3275927743658502,1,0.8223380217823145,109.2576073285491,1.7821649343984864,5.998916348097788,3.3660837065692424,,0.9999999999999853,1.0000009049900154,0.0,0.0,0.9005202088823719,0.786514862865077,0.0,0.0,0.8993081386993308,0.8093661665580628,-5.656063041757147,-5.656063041757147,-0.562663969942137,-1.2074853941132941,-5.663686174553687,-5.663686174553687,-0.5702871027386776,-1.0796902068672702,0.8891669208074203,0.8058058058058054,1.3968351179887397,0.24524524524524513,0.6428571428571429,1.0358823932074064,0.8999859739601218,0.9000621690059276,0.20025084704082818,-0.3784206911444355
1,1.0,5.0,1,0.8217479253298721,-0.4772982883371921,1,0.7824971738270027,109.0427526738869,0.1368928600179451,6.330650504896324,46.24529361185417,,0.9999999999999714,1.0000003378174347,0.0,0.0,0.45336777169276254,0.6195752318602905,0.0,0.0,0.46984918057771546,0.5920966165300907,-5.702199548355511,-5.702199548355511,-3.1170060453700956,-2.1692579410695014,-5.502177315296628,-5.502177315296628,-2.9169838123112126,-2.244356743360876,0.8285789991166335,0.8258258258258254,2.8547679022815924,0.5255255255255253,0.42857142857142855,0.9804540645166131,0.9112350177668703,0.8588710884603605,0.1592439983483001,-0.5651509184704591
1,1.0,6.0,1,0.7500624535082031,-0.9287927561308531,1,0.4223360779346591,111.76629806626715,0.3772398340455674,3.3788727667953684,8.956829215408968,,0.9999999999998951,1.0000013352479702,0.0,0.0,0.6483326713106121,0.708478134772167,0.0,0.0,0.6518159909431209,0.6267743476572679,-6.010529399380749,-6.010529399380749,-2.1137068178892586,-1.7522007415142022,-5.978408992165301,-5.978408992165301,-2.0815864106738107,-2.2312955960725502,0.8891669208074202,0.9059059059059056,1.2738113231864785,0.4454454454454452,0.5,1.1477786225985311,0.9071393189016552,0.8669593888590307,0.21493358318171493,-0.5705390897275123
1,1.0,7.0,1,0.15130340286136043,-0.06525627521321509,1,0.0006706475222379993,103.68758708144819,0.07828932085378515,1.8764345549731782,23.967950347629767,,0.9999999999998811,1.0000003343698922,0.0,0.0,0.6302082527508568,0.7115522464926322,0.0,0.0,0.6323417072826025,0.7330723632880859,-5.785640103864722,-5.785640103864722,-2.13948196296285,-1.6688548905619136,-5.766119961580127,-5.766119961580127,-2.119961820678255,-1.5391367743419764,0.8150329337057288,0.7657657657657654,1.1092898648952227,0.1451451451451451,0.35714285714285715,1.1384178455601046,0.9057534426198125,0.5431354820033789,0.1892891833722524,-0.5322220022994921
1,1.0,8.0,1,1.3577184818490133,1.2895153867497955,2,0.4678008487433878,102.20911913370858,3.9092267912123546,9.05419040379573,2.3161077336697025,,0.9999999999999867,1.0000005898710802,0.0,0.0,0.5383361667223658,0.587497270297474,0.0,0.0,0.5485972782760811,0.5130448455157143,-6.3839839529975055,-6.3839839529975055,-2.947254503323732,-2.6334108069885933,-6.264576194168143,-6.264576194168143,-2.8278467444943693,-3.0505676684097267,0.9182490619437732,0.9859859859859856,1.05931476351837,0.6456456456456453,0.6428571428571429,1.0357072022586389,0.9096790026491453,0.8756498840259805,0.17799143962159802,-0.556539905624925
1,1.0,9.0,1,0.8918367049384264,-0.5968677071436495,1,0.5454311563499437,103.71720495901373,0.11002303053667582,5.647420643523638,51.329440899567736,,0.9999999999999697,1.0000018663910404,0.0,0.0,0.3265578737031293,0.4050786486208483,0.0,0.0,0.336566231655518,0.4471750664744079,-6.2401149703881265,-6.2401149703881265,-4.2023562939951145,-3.7123776309445793,-6.054554749505283,-6.054554749505283,-4.016796073112271,-3.347108826922316,0.8756208553965157,0.8858858858858855,1.4972369099516047,0.34534534534534517,0.6428571428571429,0.9456262870681295,0.9391069291245283,0.9353189744362,0.11243491072566915,-0.6015110671239856
