fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,0.0,1,1.8500310235441468,4.272336423438733,2,0.6049418334743875,104.5831981248919,0.27222811782301726,4.846168832972513,17.801867315275405,0.8171344801502723,0.9999999999999895,1.0000002325619597,0.999999999999997,0.3402777777777778,0.14027777777777778,2.4257425742574257,0.21805555555555553,0.09305555555555556,2.343283582089552,0.11840909999676674,0.22353594042084474,0.25257527485599,0.3576043604301419,0.12300973089973027,0.19071752254158988,0.26049226479849236,0.3654894102584988,-4.26609278889741,-3.7573751332919776,-3.6168513424637156,-3.1086067308295267,-4.085108397164923,-3.7697187310134166,-3.444701002143838,-2.9556137959231057,0.8293916359426861,1.1061061061061057,1.0843023142067962,0.3653653653653652,0.5232558139534884,0.9888004493509465,0.9259787270692921,0.9535316984588647,0.15401791445087826,-0.3649810835310109
1,1.0,1.0,1,1.52256823584033,1.4985642315618648,1,0.6140063566482419,103.30370612807849,0.5888136984144977,4.453059847977284,7.562765370384666,0.7412280834721766,0.9999999999999768,1.0000001459949668,0.9999999999999877,0.3680555555555555,0.12916666666666665,2.849462365591398,0.22916666666666666,0.15972222222222224,1.4347826086956519,0.2867849411329825,0.3678300841743861,0.4391171372615782,0.5088174477670538,0.3005500947798348,0.37222279064264013,0.46527293161583216,0.5140356694685327,-3.0474937927472947,-2.701196322888283,-2.3965941568437614,-2.0987719768754594,-2.8517957331702366,-2.559571963146251,-2.1801881173300006,-1.9813727815808906,0.8005397594766288,0.7657657657657654,0.8412497049736118,0.24524524524524513,0.5232558139534884,0.9785182520901299,0.9192237802709985,0.9248654046271518,0.16044768524810119,-0.30607002752774864
1,1.0,2.0,1,2.1019290586562644,4.457825723827015,2,0.5738448674078979,100.49391305756069,1.9288696613711118,3.813412261729641,1.977019151734144,0.8384496495171966,0.9999999999999902,1.0000002488775805,0.9999999999999973,0.27222222222222225,0.15277777777777776,1.7818181818181822,0.3013888888888889,0.12638888888888888,2.3846153846153846,0.13719832588728315,0.22508501644330262,0.30426694195331805,0.38312081004984316,0.1480198472338723,0.22393846202961104,0.3372050847373179,0.42492015556126245,-3.5671834151417237,-3.20382303422275,-2.8764517970855645,-2.5504368866683302,-3.2649219174657107,-2.973989847527827,-2.539934338376518,-2.2037963939709435,0.8038595694616637,0.8858858858858855,0.6530255362150948,0.10510510510510505,0.46511627906976744,1.0067359989183522,0.9519909993050977,0.9813458279692768,0.1270867586206966,-0.37991018299227114
1,1.0,3.0,1,1.8130931862815207,2.8202178735344257,1,0.5080897472229526,100.47709343688155,1.5486261547528548,3.8936218359125023,2.5142425910621955,0.724379963238598,0.9999999999999828,1.0000004213439273,0.9999999999999951,0.2611111111111111,0.0125,20.88888888888889,0.3,0.04722222222222222,6.352941176470588,0.17012171953403374,0.1931787562953664,0.2322201462848626,0.3059447458428129,0.18712516897765546,0.21594320583186852,0.24465903521009263,0.33539273493265565,-3.0703074502051395,-2.9850031430382806,-2.8405613937207668,-2.567801890774059,-2.7341271219061225,-2.637196852747588,-2.540610361279662,-2.2354250365349646,0.8197530109144578,0.9859859859859856,0.6530255362150948,0.1651651651651651,0.46511627906976744,0.9975838968072895,0.9593332654370607,0.9884674812174595,0.11527152186148429,-0.381318775402246
1,1.0,4.0,1,3.4410998897125196,13.69453598179319,3,0.6128714808194862,102.58432388080922,1.8205257702836763,3.6445767150279873,2.0019363496623757,0.8827610669933204,0.999999999999979,1.0000004469664923,0.9999999999999967,0.27222222222222225,0.07916666666666668,3.43859649122807,0.2513888888888889,0.05555555555555556,4.5249999999999995,0.09972514681675061,0.18873239403452768,0.19400359797632208,0.27944808465699644,0.10847423822142399,0.18998850928464203,0.191560678035723,0.30545864391518157,-2.9442683208291376,-2.6531780861292615,-2.6359390854800946,-2.3565005402026227,-2.6804902962148645,-2.4354068427069313,-2.430679909103939,-2.0882305875168337,0.7916923515063992,0.7057057057057055,0.45161671174712514,-0.07507507507507503,0.5581395348837209,0.9989393256492881,0.969212502557183,0.9962090133066114,0.0836883519412591,-0.32244529708992414
1,1.0,5.0,1,2.904785914232267,9.384066017248305,3,0.6439928701626523,104.46417340687405,1.3780967359517715,3.83559454818457,2.783254940035503,0.835913076062409,0.9999999999999851,1.000000246045838,0.9999999999999958,0.27222222222222225,0.09305555555555556,2.9253731343283587,0.3763888888888889,0.12777777777777777,2.9456521739130435,0.11856442520413071,0.21758449773940747,0.2657180591496136,0.348590832240024,0.1320421168943065,0.22704106009552974,0.3033650266396964,0.3882724674407295,-3.2488460413547164,-2.883872151180845,-2.7064586964538018,-2.4010014531910473,-2.872626286932329,-2.55821418608919,-2.3056094953717046,-2.024596613123941,0.8365520020544313,0.8058058058058054,0.6092349152400711,0.06506506506506508,0.5348837209302325,0.9580066922537137,0.940138245735337,0.9785362230110962,0.12112379590091449,-0.2635976939373785
1,1.0,6.0,1,1.3627401247381246,1.0419053797486946,1,0.6579425552955973,104.78373481123484,0.5817169507888416,5.3133275155443584,9.133870877132223,0.7027531586593485,0.9999999999999741,1.0000003765930603,0.9999999999999882,0.275,0.04583333333333333,6.000000000000001,0.21944444444444447,0.09305555555555556,2.3582089552238807,0.17248884764484032,0.27452106131619325,0.3220716093990396,0.42301320381562985,0.18028335937781692,0.2732486801255145,0.34598816051589165,0.4306454487675131,-3.5974608329575157,-3.1538935271417903,-2.9471757882607497,-2.508349759999425,-3.409505136813562,-3.022827932854141,-2.7202774907258727,-2.3681564712678247,0.8290606641793891,0.9459459459459456,1.161622632608502,0.1851851851851851,0.5697674418604651,1.0028034875622422,0.9353625861830618,0.9519257813414898,0.1499058010451612,-0.38167772342932355
1,1.0,7.0,1,1.3503779098450555,1.3394017672526646,2,0.20641595556750603,96.25494510690969,0.0914655383996879,2.1856513811625247,23.895900241811535,0.3438913258272408,0.99999999999997,1.0000004100709659,0.9999999999999949,0.3166666666666667,0.034722222222222224,9.120000000000001,0.2833333333333333,0.12361111111111112,2.292134831460674,0.13481507005630275,0.15252636607920542,0.2034749533097915,0.28445481546571844,0.13956725542049653,0.15942882073907985,0.21448233290626112,0.29348116444465117,-2.9756945164070774,-2.9147787461136168,-2.7395475020250166,-2.4610274730498536,-2.858585796792062,-2.7926004087655905,-2.6096980390730784,-2.3472429672252817,0.7369107332880201,0.7257257257257255,0.9888042960880472,0.1651651651651651,0.46511627906976744,1.0024252471967194,0.9617269865998744,0.9819786778678743,0.1311031369110755,-0.43907847159149066
1,1.0,8.0,1,2.67888651866097,9.519196389182712,3,0.5827096067310054,97.80013796032576,1.3316400627150182,5.072756198832818,3.809404914185455,0.8569735503127296,0.9999999999999892,1.0000003124795345,0.9999999999999979,0.25,0.09305555555555556,2.6865671641791042,0.23888888888888887,0.06805555555555556,3.5102040816326525,0.06459556808115478,0.1823166499877638,0.22579931062824118,0.29870577160953843,0.06852195736534171,0.20492219196596742,0.22812938468118196,0.30862756855126366,-3.6795407330398815,-3.2164688240001427,-3.0454238561252547,-2.7586363621509475,-3.454138721640229,-2.9483347086522125,-2.8622770032537503,-2.5637708858782915,0.8376996758013135,0.9859859859859856,0.5305480525369575,0.1651651651651651,0.5116279069767442,0.9705363471928995,0.9482509446934936,0.9774468043679266,0.10714015603877607,-0.3336308735525593
1,1.0,9.0,1,2.3177235508442076,6.051595524681542,3,0.6527784022414488,100.63460953275973,0.7583345039914038,5.250342255220666,6.923517560635988,0.8608796144372012,0.9999999999999843,1.000000185053578,0.9999999999999967,0.29444444444444445,0.14027777777777778,2.099009900990099,0.2513888888888889,0.06805555555555556,3.6938775510204076,0.13693400425237653,0.22766303144596664,0.25620464574913887,0.3566095508559137,0.1475676878450625,0.23679061977192403,0.25668935474278365,0.3766640024663442,-3.4811721535436315,-3.115217099653654,-3.0000946485097906,-2.5951119919585715,-3.1905197251079187,-2.8565723603899187,-2.782094533207691,-2.333048345473175,0.7796107834016784,0.8858858858858855,0.6995920165435374,0.3053053053053052,0.4186046511627907,0.9808408360721048,0.9294400681783334,0.9764954860699603,0.14556167021991992,-0.34495447464515594
