fid,iid,rep,budget,algorithm,precision
1,6,0,50,BFGS,0.0
1,6,0,50,DE,1.75e-08
1,6,0,50,MLSL,0.0
1,6,0,50,Non-elitist,0.0
1,6,0,50,PSO,1.1981e-06
1,6,0,50,Same,0.0
1,6,0,100,BFGS,0.0
1,6,0,100,DE,5.77e-08
1,6,0,100,MLSL,0.0
1,6,0,100,Non-elitist,0.0
1,6,0,100,PSO,8.345e-07
1,6,0,100,Same,0.0
1,6,0,150,BFGS,0.0
1,6,0,150,DE,2.447e-07
1,6,0,150,MLSL,0.0
1,6,0,150,Non-elitist,0.0
1,6,0,150,PSO,2.8105e-06
1,6,0,150,Same,0.0
1,6,0,200,BFGS,0.0
1,6,0,200,DE,7.91e-08
1,6,0,200,MLSL,0.0
1,6,0,200,Non-elitist,0.0
1,6,0,200,PSO,1.9371e-06
1,6,0,200,Same,0.0
1,6,0,250,BFGS,0.0
1,6,0,250,DE,6.93e-08
1,6,0,250,MLSL,0.0
1,6,0,250,Non-elitist,0.0
1,6,0,250,PSO,2.1833e-06
1,6,0,250,Same,0.0
1,6,0,300,BFGS,0.0
1,6,0,300,DE,1.3602e-06
1,6,0,300,MLSL,0.0
1,6,0,300,Non-elitist,0.0
1,6,0,300,PSO,3.8617e-06
1,6,0,300,Same,0.0
1,6,0,350,BFGS,0.0
1,6,0,350,DE,2.034e-07
1,6,0,350,MLSL,0.0
1,6,0,350,Non-elitist,0.0
1,6,0,350,PSO,7.832e-07
1,6,0,350,Same,0.0
1,6,0,400,BFGS,0.0
1,6,0,400,DE,1.6581e-06
1,6,0,400,MLSL,0.0
1,6,0,400,Non-elitist,0.0
1,6,0,400,PSO,1.6581e-06
1,6,0,400,Same,0.0
1,6,0,450,BFGS,0.0
1,6,0,450,DE,1.291e-07
1,6,0,450,MLSL,0.0
1,6,0,450,Non-elitist,0.0
1,6,0,450,PSO,1.291e-07
1,6,0,450,Same,0.0
1,6,0,500,BFGS,0.0
1,6,0,500,DE,1.23e-08
1,6,0,500,MLSL,0.0
1,6,0,500,Non-elitist,0.0
1,6,0,500,PSO,1.23e-08
1,6,0,500,Same,0.0
1,6,0,550,BFGS,0.0
1,6,0,550,DE,2.1e-09
1,6,0,550,MLSL,0.0
1,6,0,550,Non-elitist,0.0
1,6,0,550,PSO,2.1e-09
1,6,0,550,Same,0.0
1,6,0,600,BFGS,0.0
1,6,0,600,DE,1e-10
1,6,0,600,MLSL,0.0
1,6,0,600,Non-elitist,0.0
1,6,0,600,PSO,1e-10
1,6,0,600,Same,0.0
1,6,0,650,BFGS,0.0
1,6,0,650,DE,0.0
1,6,0,650,MLSL,0.0
1,6,0,650,Non-elitist,0.0
1,6,0,650,PSO,0.0
1,6,0,650,Same,0.0
1,6,0,700,BFGS,0.0
1,6,0,700,DE,0.0
1,6,0,700,MLSL,0.0
1,6,0,700,Non-elitist,0.0
1,6,0,700,PSO,0.0
1,6,0,700,Same,0.0
1,6,0,750,BFGS,0.0
1,6,0,750,DE,0.0
1,6,0,750,MLSL,0.0
1,6,0,750,Non-elitist,0.0
1,6,0,750,PSO,0.0
1,6,0,750,Same,0.0
1,6,0,800,BFGS,0.0
1,6,0,800,DE,0.0
1,6,0,800,MLSL,0.0
1,6,0,800,Non-elitist,0.0
1,6,0,800,PSO,0.0
1,6,0,800,Same,0.0
1,6,0,850,BFGS,0.0
1,6,0,850,DE,0.0
1,6,0,850,MLSL,0.0
1,6,0,850,Non-elitist,0.0
1,6,0,850,PSO,0.0
1,6,0,850,Same,0.0
1,6,0,900,BFGS,0.0
1,6,0,900,DE,0.0
1,6,0,900,MLSL,0.0
1,6,0,900,Non-elitist,0.0
1,6,0,900,PSO,0.0
1,6,0,900,Same,0.0
1,6,0,950,BFGS,0.0
1,6,0,950,DE,0.0
1,6,0,950,MLSL,0.0
1,6,0,950,Non-elitist,0.0
1,6,0,950,PSO,0.0
1,6,0,950,Same,0.0
1,6,0,1000,BFGS,0.0
1,6,0,1000,DE,0.0
1,6,0,1000,MLSL,0.0
1,6,0,1000,Non-elitist,0.0
1,6,0,1000,PSO,0.0
1,6,0,1000,Same,0.0
1,6,1,50,BFGS,0.0
1,6,1,50,DE,3.104e-07
1,6,1,50,MLSL,0.0
1,6,1,50,Non-elitist,0.0
1,6,1,50,PSO,2.1653e-06
1,6,1,50,Same,0.0
1,6,1,100,BFGS,0.0
1,6,1,100,DE,8.61e-08
1,6,1,100,MLSL,0.0
1,6,1,100,Non-elitist,0.0
1,6,1,100,PSO,8.726e-07
1,6,1,100,Same,0.0
1,6,1,150,BFGS,0.0
1,6,1,150,DE,1.288e-07
1,6,1,150,MLSL,0.0
1,6,1,150,Non-elitist,0.0
1,6,1,150,PSO,5.167e-07
1,6,1,150,Same,0.0
1,6,1,200,BFGS,0.0
1,6,1,200,DE,8.74e-08
