fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,20.0,1,4.892576240118788,28.047055761474613,6,0.48222669596788703,94.81817038061605,0.9166472153300791,5.026067926272543,5.483099541695206,0.718606730822275,0.9999999999999818,1.0000002453087289,0.9999999999999971,0.10500000000000001,0.07818181818181819,1.3430232558139537,0.2553571428571428,0.03269480519480519,7.810327706057595,0.3629545454545454,0.05207792207792208,6.969451371571072,0.00017252481420179734,0.0002504661913872588,0.0004014825690300139,0.0013086772201657316,0.0007267546557603462,0.0010390354179422362,0.0016841036341440413,0.004946694198127499,-0.9403457905342888,-0.9402724860415,-0.9401304539224169,-0.939277230048736,-0.2196972752489424,-0.2196286181194899,-0.2194867953196606,-0.21876949175879806,0.5765616444466243,0.6256256256256253,0.0009161402457138521,-1.6766766766766763,0.5072727272727273,0.9679242194483423,0.9507173341256042,0.9944885692004289,0.12463211020079612,-0.1546071985252986
1,1.0,21.0,1,5.462255109404703,38.891203782490315,4,0.8201487935864669,104.47544595737902,0.7430149267393595,4.328123440424906,5.825082760340235,0.9295979128629981,0.9999999999999909,1.0000002158620862,0.9999999999999973,0.10142857142857142,0.07272727272727272,1.394642857142857,0.2589285714285714,0.04363636363636363,5.933779761904762,0.3577922077922077,0.04301948051948053,8.316981132075469,0.00013493968749683736,0.000172710705404779,0.00021941789952946577,0.0007088791700823673,0.0006351900385833524,0.0007624664346619764,0.0009580372715789268,0.0028245510584284715,-1.2422408659769548,-1.2421939389426406,-1.2421359095268927,-1.2415277986760107,-0.2800110628314317,-0.2799754013806941,-0.27992060457640594,-0.27939762787757116,0.6001792191648302,0.8658658658658656,0.00026388908144575103,-1.836836836836837,0.5127272727272727,0.9589159481635874,0.9483695079114105,0.990308704134316,0.11916136126922534,-0.13259131711864416
1,1.0,22.0,1,5.166028330224924,34.09652150962313,5,0.5034163774898033,93.82261780319584,0.4976101641383184,4.4863216309596,9.015735518040099,0.729548138618509,0.9999999999999863,1.0000002181687282,0.9999999999999969,0.10857142857142858,0.07454545454545455,1.456445993031359,0.2678571428571428,0.04909090909090909,5.456349206349206,0.33759740259740256,0.05025974025974026,6.717054263565891,0.00016113841880608892,0.00021310481626459914,0.00032131139513216436,0.001147228697624058,0.0006672007405651736,0.0008420530287585643,0.001235063771555028,0.00431193717062541,-1.043379122870607,-1.0433248934779695,-1.043211974797084,-1.0423500910438612,-0.26160084024341007,-0.2615550681987581,-0.26145218761621697,-0.2606467375528188,0.5944095199604558,0.7057057057057055,0.0006335804992658254,-1.5365365365365364,0.49818181818181817,0.9635004050795082,0.9511642698589854,0.9939986866911252,0.13021717261278373,-0.14401155944819832
1,1.0,23.0,1,5.477726442729099,35.60466727639258,7,0.8019053341957251,104.81964941091302,1.7515414606186512,5.2963149913867404,3.023802239609025,0.8610372781388707,0.9999999999999858,1.0000001574816113,0.9999999999999979,0.10500000000000001,0.10909090909090909,0.9625000000000001,0.25357142857142856,0.07090909090909091,3.5760073260073257,0.3830844155844155,0.03574675324675325,10.716621253405993,4.9610167990505954e-05,7.73222847827433e-05,0.00011746389269948676,0.00030792587776063167,0.0003474302190157945,0.0005427864619325958,0.00085857499680564,0.0020827444657276913,-0.9141194448526919,-0.9140941114110778,-0.9140574153662365,-0.9138833017243798,-0.12493766553651318,-0.12491324970077601,-0.12487378210619075,-0.12472078407438285,0.6300262096475788,0.7257257257257255,6.9317172761554e-05,-2.3373373373373374,0.5163636363636364,0.978439935224847,0.9678963591459248,0.9953548451558926,0.12333903320078371,-0.129461382135602
1,1.0,24.0,1,4.626836079201846,23.93592349646302,6,0.6744907543516179,105.6919130013689,0.5109438827356564,5.913037758689248,11.57277336804605,0.8791095577518471,0.9999999999999903,1.0000001677597807,0.9999999999999977,0.10678571428571429,0.06545454545454546,1.6314484126984126,0.26428571428571423,0.04727272727272727,5.5906593406593394,0.3629870129870129,0.0375,9.679653679653677,8.534340610460455e-05,0.00011595629834005772,0.00017105550652974277,0.0006204469572306016,0.0003194592938963593,0.00042453446546102526,0.0006299095961944104,0.0020690868777106007,-1.2348206365161818,-1.2347828318587277,-1.23471478841234,-1.2341598232125202,-0.3281204375865909,-0.32808594925770035,-0.3280185399454034,-0.32754616556164057,0.6133507440544896,0.7257257257257255,0.00013840160965731315,-1.5765765765765765,0.49636363636363634,0.9206457202648676,0.9310425213074957,0.9789793896889998,0.11334446182338548,-0.12332780045820503
1,1.0,25.0,1,5.80776842621529,39.66521076999565,6,0.6191900935273258,104.50928904341822,1.830339605238923,6.5206452663510275,3.562533011735741,0.8785049592731797,0.9999999999999929,1.0000001831273566,0.999999999999998,0.10321428571428573,0.06909090909090909,1.4938909774436093,0.26607142857142857,0.03272727272727273,8.129960317460316,0.3596103896103896,0.032175324675324676,11.176589303733602,0.00011786447656817287,0.0001671452685411208,0.0002623499601666442,0.0010306062112173575,0.00045176048901798496,0.0006037768424650643,0.0009509379415512697,0.0034723652862711095,-1.1260248718784176,-1.1259693739397147,-1.1258621584521276,-1.124996980831761,-0.3027923077898262,-0.3027462576036895,-0.3026410923838312,-0.3018772785182737,0.5680863206584836,0.8058058058058054,0.00041842885079015847,-1.7367367367367363,0.4636363636363636,0.9438235865191046,0.9408965754864725,0.9854680550454472,0.13179908308337768,-0.13399552326497915
1,1.0,26.0,1,6.338289261901171,54.98123057214285,6,0.7158885024671384,98.3984358019236,1.9933794226407464,5.036473170980378,2.5266003620666795,0.9152189901069786,0.9999999999999911,1.0000002942150046,0.9999999999999971,0.10142857142857142,0.08363636363636365,1.212732919254658,0.2517857142857142,0.05454545454545454,4.616071428571428,0.34532467532467526,0.048474025974025975,7.123911587407902,0.0001669755593361879,0.00021531434874521888,0.00030915725757930094,0.0009698534385644763,0.0006888768350875154,0.0008617205030233728,0.001215256617144577,0.0035733849316335544,-1.0999418418577382,-1.099888663121133,-1.0997854241407583,-1.0990585754005622,-0.26816332648712493,-0.2681169442024876,-0.26802207342781253,-0.26738927397383055,0.60326499881117,0.7057057057057055,0.0006791210334776295,-1.8168168168168168,0.5290909090909091,0.9724226375379903,0.9538205890352361,0.9935600243997883,0.14644524932178687,-0.14221066643164834
1,1.0,27.0,1,5.9108084729227155,44.00627937009746,7,0.6655383988372208,100.03445598312413,0.01490534192381121,3.513874498659818,235.7459839982886,0.8825264790608288,0.9999999999999848,1.0000003228087468,0.9999999999999964,0.10678571428571429,0.09818181818181818,1.0876322751322753,0.26249999999999996,0.07090909090909091,3.701923076923076,0.35042207792207786,0.03402597402597403,10.298664122137401,0.00014352943342584408,0.00021486294266851968,0.00033576262661737005,0.0008784508033304386,0.00045403413856226856,0.0007440025038763643,0.0011645481049654505,0.0030070402888522163,-0.9682393577521482,-0.9681702799262716,-0.9680532032899892,-0.9675276758096474,-0.2726253069189025,-0.2725462182953769,-0.2724315148425232,-0.2719289766759118,0.628196759813571,0.7457457457457454,0.0002298059988758851,-1.896896896896897,0.5145454545454545,0.9655715818608337,0.9515629212587067,0.9943803578652849,0.13766575331316042,-0.12083732302974357
1,1.0,28.0,1,5.018364601514421,30.992366149955224,7,0.48986807104691044,92.0768224592147,1.1418827613809834,4.445563741080033,3.893187542041186,0.7210857787632827,0.9999999999999853,1.0000001624088886,0.9999999999999958,0.13000000000000003,0.05818181818181818,2.2343750000000004,0.2803571428571428,0.04178571428571429,6.709401709401708,0.3864610389610389,0.05201298701298701,7.430087390761547,6.715511925129808e-05,8.91440851177323e-05,0.00013537628179304865,0.0005643957740433484,0.0002802816802783499,0.0003657672569582956,0.0005466098454721492,0.0020010032204946654,-0.9886167071154927,-0.9885949669965046,-0.988549258004872,-0.9881250936823495,-0.2346972615007054,-0.23467719264502823,-0.23463473748533784,-0.2342932996443035,0.5531761923116766,0.6856856856856854,4.577840538376616e-05,-2.037037037037037,0.48,0.958743455827539,0.9521354144754751,0.9926730264146632,0.12842062824567202,-0.15666816363223343
1,1.0,29.0,1,5.817893746767906,41.75705650881725,6,0.6917483618973179,103.88789818358228,1.5605156277086571,4.716764250763527,3.0225677763248457,0.7923715401479455,0.9999999999999927,1.0000002532804873,0.9999999999999987,0.10142857142857142,0.08,1.2678571428571428,0.2589285714285714,0.045454545454545456,5.69642857142857,0.3811363636363636,0.04113636363636364,9.265193370165745,8.504389422072952e-05,0.0001261439106944314,0.00017821605515030381,0.0006681160104013849,0.0003409367173976957,0.0005302143772090753,0.0007603918514632211,0.0024898928007869,-1.153164898881992,-1.1531174997546447,-1.1530574468783181,-1.1524924633975635,-0.2691384284715914,-0.2690874692058002,-0.269025498474012,-0.268559864554771,0.60221736295606,0.7257257257257255,0.00014493095741262166,-1.8168168168168168,0.5054545454545455,0.9631727917704058,0.9560760859176329,0.9931380720437549,0.12407269200905573,-0.1229267486450496
