fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,20.0,1,1.382159603466453,1.791954001153453,2,0.3755101028287774,99.02204459858496,0.53526396824767,3.4775081112718444,6.496809644513153,0.5694615473323781,0.9999999999999613,1.0000002863092323,0.9999999999999891,0.3017857142857142,0.12321428571428572,2.44927536231884,0.34464285714285714,0.10535714285714284,3.2711864406779667,0.1080516093178917,0.22301827777226005,0.30150254185302755,0.4247899480313162,0.11258747083551482,0.2202136205990049,0.2741850191812596,0.44515999194084344,-3.8283032359106417,-3.3348584654916476,-2.99799865915387,-2.468840715768346,-3.6553867791455805,-3.212058347321194,-2.9897419720776317,-2.285470131811202,0.8162359987129146,0.7657657657657654,1.2738113231864785,0.1651651651651651,0.5857142857142857,1.0233436439686356,0.9395416338227878,0.9711108539303466,0.13972647978433325,-0.4953236703097645
1,1.0,21.0,1,2.0653209083069592,5.486554843013987,3,0.6771532425207325,106.64401718733252,0.7105482116016084,4.211656596349182,5.927334032487273,0.86470929071876,0.999999999999981,1.0000002635641245,0.9999999999999917,0.2607142857142857,0.09642857142857142,2.7037037037037037,0.1392857142857143,0.1392857142857143,1.0,0.4458609562413523,0.3540080390567363,0.3691489735865248,0.5231031506342956,0.47388972466861773,0.3599701963766147,0.3994867723939125,0.5462716592082436,-2.6640662716826977,-3.1056562686037203,-3.0328650558983874,-2.2927184535660876,-2.3797164261232018,-2.8950003607734622,-2.716257900377155,-2.052316474715624,0.8268697163385446,1.0060060060060056,1.05931476351837,0.4654654654654652,0.4714285714285714,1.0488024146651136,0.9288237609103233,0.9406741376128195,0.16419629962968388,-0.3836845209075057
1,1.0,22.0,1,1.9358031147273682,4.592533776370755,2,0.4171075843996197,98.82960624330832,1.1405605806552637,2.565908303509592,2.249690500469034,0.6325156093940889,0.9999999999999696,1.0000002490370221,0.9999999999999838,0.33392857142857135,0.16607142857142856,2.0107526881720426,0.30178571428571427,0.19464285714285712,1.5504587155963303,0.1892729081626514,0.3561683042809207,0.3957243559138107,0.5249752530368282,0.20003006537587198,0.3563508924106903,0.44401205785572756,0.5535107599147178,-3.6493229248022043,-2.8980772821802896,-2.7200237701021144,-2.1382271745876906,-3.4072535501449988,-2.741447661919656,-2.368078858612329,-1.901699029597801,0.8108718375963693,1.0060060060060056,1.5317404637020797,0.2852852852852852,0.4857142857142857,1.0059676882940298,0.9336992696767876,0.9551141452131006,0.14362562281861452,-0.43838052131083827
1,1.0,23.0,1,1.618314832582506,2.6147916683346146,2,0.6953109128183248,105.64968685491684,1.5748499043736728,5.070758841802594,3.2198362699328262,0.7511448315595849,0.9999999999999726,1.0000001526375986,0.9999999999999907,0.2928571428571428,0.1107142857142857,2.6451612903225805,0.19464285714285715,0.09464285714285714,2.056603773584906,0.16282602849266103,0.1730454770955181,0.25227978807902224,0.39184619546046184,0.16938043386435664,0.1763767285952731,0.24635889727801438,0.40181251212105396,-3.5645425967398876,-3.5210299445315423,-3.1836638937028114,-2.5894141665052994,-3.3997801819268,-3.371143890244256,-3.0847022990802593,-2.4484204915000842,0.7625216002158541,0.9259259259259256,1.0115911122238297,0.10510510510510505,0.5571428571428572,1.008409932998139,0.9614786792063377,0.9819282640844974,0.09585052815827559,-0.36654444452520074
1,1.0,24.0,1,1.1789666285368428,0.7603951304899987,2,0.5686110345264292,107.62839495121116,0.7372164944491136,4.5728314708955,6.202833910156279,0.8513675415693445,0.9999999999999797,1.0000001686036828,0.9999999999999901,0.3625,0.13571428571428573,2.671052631578947,0.24107142857142852,0.08392857142857142,2.8723404255319145,0.3732142905324266,0.3888815230686071,0.3948296882791765,0.47273384812150143,0.38287896604939514,0.4186069641544448,0.39610853327684886,0.48242405385174825,-3.2467131847195594,-3.1655578397987347,-3.1347466931463157,-2.731207717888837,-3.1159605021974173,-2.9355631007262013,-3.0491619218962134,-2.6133385776225153,0.802365538177919,0.9659659659659654,1.46273335620113,0.3053053053053052,0.5428571428571428,0.921109339856498,0.9134013936539574,0.8539815269872154,0.16992292013573487,-0.3437400548733004
1,1.0,25.0,1,1.885470468804963,3.2866998767807125,2,0.506390501958053,107.73261674450067,0.9428412372927015,6.071874136987054,6.439975148331429,0.8579388458188022,0.9999999999999875,1.0000001938683465,0.9999999999999936,0.30535714285714277,0.13571428571428573,2.249999999999999,0.2446428571428571,0.11071428571428572,2.209677419354838,0.14540263367306358,0.21019336591555032,0.3119333766939845,0.4659994748602972,0.15915748502409172,0.22218962333343217,0.30639673788918137,0.4964064568661623,-4.083399708177476,-3.773819468925531,-3.287689805189008,-2.5515379223482078,-3.6704575941855224,-3.3953088158891496,-3.027726732917934,-2.1982936303254714,0.8537081885857924,1.1261261261261257,0.8412497049736118,0.06506506506506508,0.5571428571428572,0.9587373605781766,0.9302949310550143,0.9401150332405461,0.1358124180095314,-0.34359263162581855
1,1.0,26.0,1,2.624510262071635,9.105042236751613,3,0.5129021805106588,99.7041208163235,1.9526871758971307,4.8221951888700065,2.4695175184189586,0.8410288182751036,0.9999999999999835,1.0000003018574388,0.9999999999999897,0.2607142857142857,0.06785714285714287,3.842105263157894,0.32857142857142857,0.175,1.8775510204081634,0.3720261198076219,0.339393154165999,0.3932874533048624,0.5264692353741728,0.3959662060757123,0.4072435931823317,0.41639206696641046,0.5671292884499732,-2.7691636403305675,-2.9130645648455413,-2.6754079706720395,-2.0881189765059407,-2.5025547489146427,-2.455831736157915,-2.417928961935754,-1.793413987349462,0.836711071986016,0.9459459459459456,0.7671581176779302,0.38538538538538525,0.45714285714285713,1.052031118250994,0.9303726813213204,0.9598505576712848,0.15847140109917016,-0.3991920143754287
1,1.0,27.0,1,1.9573975468120217,4.653824942816317,2,0.5981734117028195,103.29038703539369,0.7258784963582309,4.1063683957471335,5.657101589796352,0.8268636232875779,0.9999999999999721,1.0000003208717776,0.9999999999999877,0.3339285714285714,0.05535714285714286,6.032258064516128,0.2089285714285714,0.11071428571428572,1.887096774193548,0.34203986828998667,0.26207226390758215,0.2951541098431638,0.4035366921274314,0.3571939969290653,0.2698509158614045,0.3045411874242232,0.4273462571064868,-2.638861931852575,-2.9595857216629584,-2.8269053058330007,-2.3922183746924883,-2.468707248454108,-2.80414981791352,-2.6709212474757273,-2.199286315282879,0.8511725365374047,0.8858858858858855,1.3038585066127686,0.1451451451451451,0.6142857142857143,1.0163628041415527,0.9447932445544921,0.9770276234625123,0.13753316059406429,-0.3113166585525522
1,1.0,28.0,1,1.6328161675318105,3.088303129929602,3,0.31322480262933305,97.66849354594575,0.37476167981182407,2.5720322719524553,6.863114375098138,0.570544849654037,0.9999999999999691,1.0000001961817986,0.9999999999999852,0.2928571428571428,0.12321428571428572,2.376811594202898,0.45,0.11785714285714284,3.818181818181819,0.23724026018103844,0.29962313127538365,0.3169600245899286,0.41302745068433094,0.2501572763711625,0.2759843079902998,0.34826767079495513,0.40523463180245956,-3.2089689919767412,-2.9465210827311,-2.8735838914252394,-2.469423347308002,-2.9917354803413456,-2.888690342458381,-2.6002929301390005,-2.3730051628741764,0.850716748108721,0.8658658658658656,1.3339056900390587,0.2052052052052051,0.5714285714285714,0.9934993923924451,0.9459368521080567,0.9688087960857017,0.11939327121210844,-0.46544849701254415
1,1.0,29.0,1,2.0176948199430425,4.476930073899607,2,0.6314632852712956,109.25233382169083,1.2601708636692615,4.190781530078454,3.3255661203561577,0.6866282420143819,0.999999999999986,1.0000002327480975,0.9999999999999956,0.3464285714285714,0.14107142857142857,2.4556962025316453,0.2607142857142857,0.0982142857142857,2.6545454545454548,0.26306356085866145,0.27809077364988294,0.3474932074697729,0.44615916022197405,0.27769605142401876,0.2856488599998503,0.35955083446900027,0.47029985922967854,-3.7709911305646377,-3.6940951010796104,-3.3389546188429744,-2.8340692407352153,-3.501357519741248,-3.462806399863047,-3.104567690879907,-2.5677134601723206,0.8410759952449598,1.1261261261261257,0.7498773302497266,0.12512512512512505,0.4857142857142857,0.9905744190572335,0.9531588181677502,0.9588323571258236,0.1135200500356406,-0.36372160216995064
