fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,20.0,1,0.8212161462286329,0.7185420263373739,1,0.3021152194382979,104.9780874303101,0.04795545820513181,3.011559829880387,62.79910447311948,0.4424910019000854,0.9999999999999261,1.0000004004145566,0.4666666666666666,0.4,1.1666666666666665,0.0,0.32672283744939606,0.5118274117943612,0.579925238347264,0.0,0.32624957799854665,0.516989294157183,0.567884510680649,-5.714626299667257,-3.847527380077028,-2.7897239113365777,-2.40057028076718,-5.722915968334361,-3.8558170487441314,-2.7642296813443084,-2.472960633990329,0.8373047716890634,0.9459459459459456,2.214855233726359,0.3653653653653652,0.5666666666666667,0.8428069855082883,0.9399148384946412,0.8065503384306634,0.11142933522702524,-0.6098016648287341
1,1.0,21.0,1,1.6960699959637435,3.040572568907101,2,0.6380150800416189,108.8930447575405,0.3742098250429964,4.707348737657551,12.57943651564114,0.8569318341917385,0.9999999999999698,1.0000004149731987,0.3083333333333333,0.3416666666666667,0.9024390243902438,0.0,0.38514619006436185,0.42021252020768285,0.6662314098278799,0.0,0.3896262424089777,0.3941623878559506,0.6674599838592384,-5.56911757298692,-3.424193157730522,-3.228904642309192,-1.8587965208386237,-5.505082003703801,-3.360157588447403,-3.3351857357810895,-1.8306600583678776,0.7720698641853473,1.0260260260260257,3.5947683160258794,0.6056056056056053,0.5666666666666667,0.9795129607927413,0.9307873125033417,0.908547205678434,0.11354719767942294,-0.5472467734638613
1,1.0,22.0,1,1.1731074012350902,1.1596302539217485,2,0.5382807929553719,105.4309226984147,1.037746824034871,2.9016493143648097,2.796105222546368,0.6760059801450233,0.999999999999971,1.0000002481281416,0.375,0.25,1.5,0.0,0.2841719804242786,0.45675428199051554,0.5880093935250953,0.0,0.29183327699669837,0.48409298075898816,0.5927524200045272,-5.3374858993940215,-3.8207219608765604,-2.899566359781804,-2.198994052742595,-5.197364584761253,-3.680600646243792,-2.6813568708329774,-2.116614149498196,0.8410507197169653,1.0060060060060056,0.9888042960880472,0.3653653653653652,0.5333333333333333,0.9746391554529615,0.9372425358151305,0.9125886723626653,0.17668526292237757,-0.5006661731294584
1,1.0,23.0,1,0.8848923309903991,0.6760531627838122,1,0.5665581543545808,107.75037804066821,1.3799244576340672,6.17674585592335,4.476147822260948,0.6393920824762918,0.9999999999999439,1.0000002749113832,0.4,0.275,1.4545454545454546,0.0,0.30327396200621687,0.39802766938440504,0.6421835313398819,0.0,0.308075098529036,0.3874308057749712,0.6460158546891974,-5.194921858373893,-3.6194373240721434,-3.12719921845123,-1.858828594328604,-5.113962607897244,-3.538478073595495,-3.132655954016542,-1.810261682907909,0.8735016233482981,0.9459459459459456,2.2671001465003933,0.5855855855855853,0.4666666666666667,1.0148552335304035,0.9412657851819692,0.9697645823446774,0.1248766571541102,-0.5315269711130383
1,1.0,24.0,1,0.41983386745665746,0.10323572199294384,1,0.48071503050587117,113.78975089466854,1.1614672515175037,2.6208667021564036,2.256513645763267,0.8042452059872331,0.9999999999999618,1.0000002875190586,0.31666666666666665,0.4083333333333333,0.7755102040816326,0.0,0.37260512463914475,0.5669919955779925,0.6728533113824535,0.0,0.37803610599915444,0.5894706785488539,0.6494841110419944,-6.5248227066835165,-4.093640328811383,-2.8253004594284308,-2.1345741423080895,-6.431085124650954,-3.9999027467788206,-2.640149012417515,-2.254197519431635,0.8243225580149445,1.0460460460460457,1.6418389895747365,0.4654654654654652,0.4666666666666667,0.9494348515625064,0.8829366354891895,0.6428494637515736,0.1935034548196295,-0.4955125210595959
1,1.0,25.0,1,1.063162273405781,0.20928051130307468,2,0.38748910739706155,114.04679394992507,0.9330833318720435,5.013593390617886,5.373146448301806,0.8757048071400806,0.9999999999999855,1.0000002303087674,0.475,0.39166666666666666,1.2127659574468084,0.0,0.5445017556515479,0.4437134325061229,0.5315349946418779,0.0,0.5951882010509064,0.5306893464297314,0.5964591505285626,-5.977409281167825,-2.7226994333240873,-3.3251524915268926,-2.8002070709299733,-5.468370915446562,-2.2136610676028248,-2.566364728292874,-2.2067110444442077,0.8473722169087209,0.8058058058058054,1.3038585066127686,0.22522522522522512,0.6,0.9757743374347969,0.9231695028511616,0.9157387840283988,0.15774324806591783,-0.4798013443226956
1,1.0,26.0,1,1.9732764227163972,4.298260102884603,2,0.44188490126967617,105.25057649439661,1.3938462985128397,4.610175453681318,3.307520677566911,0.8588613325585014,0.9999999999999808,1.00000027892732,0.2833333333333333,0.19999999999999998,1.4166666666666667,0.0,0.5116738346927835,0.6151606087462251,0.6551604775642987,0.0,0.5216110805191939,0.6612581946542153,0.6731702306108462,-5.568285220577454,-2.719139369101436,-2.142895494614419,-1.9201648162497027,-5.462203465156597,-2.6130576136805796,-1.8502766629531466,-1.785210698873767,0.7720698641853474,0.9259259259259256,2.7889802923804394,0.5655655655655653,0.43333333333333335,1.0688785006613735,0.9032532273089491,0.845588797335293,0.19188297398871276,-0.36842363740289275
1,1.0,27.0,1,1.1989776603750586,1.7548528993720227,2,0.5820730053170309,105.89457894900637,0.043985118837257225,5.5173304706934765,125.4362979240167,0.7952196610149134,0.9999999999999591,1.0000003534709514,0.25833333333333336,0.2666666666666667,0.9687499999999999,0.0,0.435763404011587,0.459527589359554,0.5513680216710596,0.0,0.4494149249737785,0.4561116619148111,0.5832034892562584,-5.017488613068529,-2.8310506954484103,-2.7118141660661355,-2.2510058427238655,-4.86507633841419,-2.678638420794072,-2.64605828435767,-2.027746842352973,0.8754617174618831,0.8058058058058054,1.6418389895747365,0.3653653653653652,0.6333333333333333,1.0033305757872892,0.9336669696009526,0.9278238932984658,0.1319706682767943,-0.4212137378367777
1,1.0,28.0,1,1.2135550089529266,1.5895378729771679,1,0.35872800053761833,101.35222279300548,0.19986368564018503,2.709464709265526,13.556563317577263,0.5970649080548386,0.999999999999966,1.0000003309979657,0.21666666666666665,0.25,0.8666666666666666,0.0,0.39571934752621457,0.4942109233736018,0.6219618371000604,0.0,0.3968264859188464,0.47267772043060857,0.6390539945577149,-5.263949390106683,-3.1809027720426513,-2.6624481014301513,-1.9899737570341882,-5.249263070837536,-3.166216452773504,-2.768053368573473,-1.8947005369345113,0.8837433087672237,0.8658658658658656,1.46273335620113,0.24524524524524513,0.6333333333333333,1.019428720055902,0.9261056548942046,0.9090760533208673,0.12253468597173922,-0.43967223852509774
1,1.0,29.0,1,1.31057843876607,1.3621057765234754,2,0.5906892099865294,116.45928829593085,1.4161767737280428,4.677757124823052,3.3030884361342805,0.5784410312580606,0.9999999999999762,1.000000230798863,0.2833333333333333,0.225,1.2592592592592593,0.0,0.2877700722442984,0.40366980912564016,0.5409919043683215,0.0,0.29204189274762565,0.4209168120539816,0.560399047975589,-6.241844766779855,-4.44562864730592,-3.722200481181955,-2.86505727962818,-6.15054265870744,-4.354326539233505,-3.5616758504022843,-2.7037844082345424,0.8754617174618831,1.1261261261261257,2.6633327251749805,0.6856856856856854,0.43333333333333335,0.9940733483467613,0.9420608594795903,0.9223455943264929,0.11315888098643341,-0.4399042040708636
