fid,iid,rep,static_B20,static_B40,static_B60,static_B80,static_B100,static_B120,static_B140,static_B160,static_B180,static_B200,static_B300,static_B400,static_B500,static_B600,static_B700,static_B800,static_B900,static_B1000,static_B1100,static_B1200,static_B1300,static_B1400,static_B1500,static_B1600,static_B1700,static_B1800,static_B1900,static_B2000
6,4,1,0.0002799664,0.0002067854,0.0047922141,0.0001247528,0.0005053436,0.0002742388,0.0026311981,0.012659339,0.0046963013,0.3961016321,0.0097963517,0.0045986491,2.63962e-05,2.323e-07,0.1366708535,0.0018331003,0.0008625392,0.0008920869,0.0001973178,0.0004601174,0.0009573191,0.0002700737,0.0002700737,0.0002700737,0.0001284251,0.0002700737,0.0002700737,0.0002700737
6,4,2,0.0008846387,0.0002669326,0.000262042,0.0002725423,0.0018193414,0.0026688292,0.0003834659,0.0153898617,0.0028620416,0.0085350336,0.0084739466,2.46389e-05,6.50846e-05,2.29615e-05,1.55333e-05,0.0007422304,0.0046139436,0.0009769573,0.0251370703,0.0019764625,0.0207041528,0.0313305029,0.0232888247,0.0026717665,0.0026348529,0.0046288129,0.0071871761,0.0047550587
6,4,3,0.0011477834,0.0024613961,0.0009130629,0.0005246148,0.0009354968,0.0015147373,0.0018003289,0.0008611481,0.1924809548,0.0018251067,0.000477439,0.0002163278,0.0330361935,0.0096892902,0.0038556269,0.1364407333,0.1693735627,0.3683755177,0.7444346343,0.6874108789,0.7261828943,0.5614416658,0.7079936942,0.6366241896,0.402790754,0.3557807883,0.402790754,0.402790754
6,4,4,0.0001738647,0.0002657434,0.0004604077,0.0004521839,0.000840062,0.0001935535,0.0002917313,0.0003403074,5.7595e-05,8.2364e-06,0.0178640026,0.0139882403,7.26779e-05,0.011760774,0.0691642444,0.0238300719,0.0802865048,0.0229529309,0.006361763,0.0091603567,0.0132586843,0.0372471051,0.0062654959,0.0046539157,0.0069737637,0.0069737637,0.0073849712,0.0069737637
6,4,5,0.0002834249,8.26182e-05,0.0058981031,0.0005705638,0.0075939615,0.0025279125,0.003202417,0.0047584222,5.5464e-06,0.0147943006,0.0179420426,0.0047094866,3.74106e-05,0.000178413,0.0016297742,0.0011123727,0.0026436674,0.0045887652,0.0010806683,0.0035130357,0.0258325308,0.008619306,0.0048642014,0.0046186565,0.0048642014,0.0047145881,0.0049972905,0.0048642014
6,4,6,0.0005711189,0.0034776355,8.93847e-05,0.0034817662,0.0012871023,0.0025485791,0.0034817662,0.0098611847,0.0011936263,9.543e-07,0.002457962,0.0149271378,7.507e-07,9.491e-07,0.0003491715,0.0001440835,0.0018766182,0.0001544938,0.0041426358,0.0027277484,0.005496354,0.0046281303,0.0034817662,0.0042495539,0.0047775367,0.0034817662,0.0034817662,0.0034817662
6,4,7,0.0012727289,0.002370124,0.0007760966,0.0004865954,0.00121861,0.0088590295,0.0005612994,0.0005095557,0.3459257944,0.1710392058,4.36338e-05,6.76224e-05,8.525e-06,5.187e-07,6.0114e-06,0.0001198608,0.0017140854,0.002040664,0.0010658418,0.0007904918,0.0005137286,0.0004865954,0.0003606114,0.0007422897,0.0004065361,0.0003887854,0.0005077522,0.0004865954
6,4,8,0.0007786515,0.0016919371,0.0008908451,0.0016253851,0.0003468394,0.0085037813,0.0016203891,0.0027744283,1.75275e-05,0.0002724622,0.00187959,0.0020663443,2.1058e-06,3.60705e-05,0.0001175786,5.24111e-05,0.0029341483,0.0079142173,0.0036232498,0.0146512785,0.0033581521,0.0046282731,0.0164938899,0.0023337577,0.0048434831,0.0026346178,0.0028248782,0.0024208235
6,4,9,0.0002164454,5.37696e-05,0.0002614555,0.0009790545,0.0022213601,0.287231766,0.0008025512,0.346172986,0.1438611444,0.0001788744,0.00011939,8.4827e-06,0.0603813665,0.0030275061,0.0022050356,0.0043597442,0.125267343,0.0044823096,0.0092693481,0.0046292761,0.007070547,0.0295089349,0.0042046085,0.0212402733,0.0295089349,0.0295089349,0.0295089349,0.0295089349
6,4,10,0.0002925378,0.0010613806,0.0165946702,0.0021670545,0.0046153054,0.0019562836,0.0173956036,0.000268883,2.3674e-06,5.57e-08,0.0015380991,1.33414e-05,0.0002106128,0.0002562243,2.97115e-05,0.0001208925,0.0021905216,0.0008869023,0.0005284319,0.0005984315,0.0001456987,0.0002662648,0.0006824614,0.0002308753,0.0002308753,0.0002843101,0.0002308753,0.0002308753
6,4,11,0.0151303133,0.0094096583,0.0023167338,0.0003438887,0.004372404,0.0011080863,0.0002677188,0.0003215858,0.0086361014,0.0002619056,0.0001482924,2.3921e-06,0.0010668531,0.000414738,0.0002220654,0.004790652,0.0085024615,0.0016997246,0.0005080353,0.0025957849,0.0020858195,0.0011259014,0.0003439299,0.0007337727,0.0003439299,0.0003439299,0.0003439299,0.0003439299
6,4,12,0.0033116711,0.0005043629,2.20009e-05,0.0002813056,0.000463428,5.68201e-05,0.0026171652,0.0001660558,0.0001353687,0.0004405786,5.29536e-05,0.0103579589,0.0014011383,2.3443e-06,0.0025947895,0.0013645436,0.0009688128,0.0013293582,0.0138156181,0.0223487991,0.0309565213,0.0338014957,0.0258667128,0.0091224616,0.0032921879,0.02257488,0.0147100829,0.0147100829
6,4,13,0.0001262778,0.0004591286,0.0001657849,0.0002165751,0.0001398816,0.0002522779,0.0001082468,1.84254e-05,0.0002952877,0.0774002508,5.6874e-06,0.0005944842,0.008316732,0.0046851393,5.5283e-06,7.01352e-05,8.7084e-06,1.835e-07,3.2283e-06,5.5714e-06,6.13685e-05,1.835e-07,3.2233e-06,1.835e-07,1.835e-07,1.6765e-06,3.27e-07,1.835e-07
6,4,14,0.0015269143,0.0004833601,0.0036892391,0.0013383672,0.0004990646,5.22852e-05,0.0009724464,0.0005599089,0.263890478,0.0001434399,0.1426103706,0.0002039615,0.002778808,5.50173e-05,8.192e-07,0.0001127146,0.0002801902,0.000281872,0.0005231705,0.0003182861,0.0047544247,0.0055991324,0.0013383672,0.0013383672,0.0068459689,0.0011064661,0.0013383672,0.0013383672
6,4,15,0.002182631,0.0002690231,0.0025851806,0.0002693161,0.0005227968,7.89059e-05,0.0046588029,0.0002742659,0.0007680066,0.001040413,0.0022605347,1.8581e-06,9.381e-07,2.99917e-05,8.66865e-05,0.0005391797,5.12973e-05,0.0002617772,0.0005167819,0.005654366,0.007148787,0.0009251338,0.0009251338,0.0009251338,0.0009251338,0.0014241538,0.0009251338,0.0009251338
6,4,16,0.0002888727,0.000444525,0.001082844,0.0002272255,0.0007887312,0.0002103122,0.0120519683,0.0040247179,0.00050155,0.0021769302,0.0005120249,3.10915e-05,1.57021e-05,1.1345e-06,0.0001673665,0.0008930091,0.0002397618,0.001540626,0.0005065314,6.70712e-05,0.0009479061,0.0002754285,0.0005028691,0.0002888727,0.0002888727,0.0004857006,0.0002888727,0.0002888727
6,4,17,0.0007317279,0.0009192091,0.0005118912,0.000496529,0.0005069736,5.57507e-05,0.000907294,6.52559e-05,0.0001002238,0.000197433,3.196e-07,5.44e-08,9.029e-07,6.28054e-05,2.8041e-06,0.0045512315,2.33972e-05,0.0002724412,0.0008263265,0.0019695624,0.0004410161,0.0023503762,0.0009319713,0.000496529,0.000496529,0.0005509091,0.0005427087,0.000496529
6,4,18,0.0063744967,0.0009607793,0.0004498114,0.0063744967,0.0004352375,6.05943e-05,0.0063744967,0.0002470878,0.0047613794,0.0065644292,0.0016975597,1.6821e-06,0.0004582781,0.0002403937,8.5594e-06,0.0019297886,0.000485487,0.0015629909,0.0013042694,0.0047511895,0.0090639235,0.0063744967,0.0063744967,0.010975314,0.0063744967,0.0147509051,0.0063744967,0.0063744967
6,4,19,0.0004783168,0.0005727799,0.0002355568,0.0043003784,0.0001577852,0.7283837543,0.0060216181,0.0003127016,4.0496698816,1.13481e-05,0.0024127905,0.0002100509,0.0004993707,0.0017446673,0.0008284846,0.0001446058,0.0024104579,0.0139442121,0.0035971969,0.0021342715,0.0121479419,0.007829974,0.007829974,0.0739673694,0.0432817503,0.0100895245,0.007829974,0.007829974
6,5,0,0.0173600271,0.0087626217,0.0334071167,0.6909477739,0.0145316994,1.7896e-06,0.0003047271,0.0677597404,4.8189e-06,0.1659310158,0.0112979358,0.1013643123,1.6376011824,0.0002789783,0.0121572981,0.0013002103,0.0031921326,0.0267342035,0.0732610427,0.0422007851,0.0792707552,0.0417864645,0.0197087279,0.02510999,0.02510999,0.0428163165,0.0390135476,0.02510999
6,5,1,0.0772748765,0.0001417478,0.0594559275,0.0200708139,0.0002594525,0.0168446242,1.75491e-05,1.7496e-06,0.000254854,0.0026910539,2.01048e-05,0.0047879405,0.0089392482,0.0014554944,0.008420388,0.0066903321,0.0090860728,0.0008019181,0.0155951019,0.0367216667,0.043872726,0.0148572004,0.0284988927,0.0090364481,0.0115265396,0.0229235558,0.0153415277,0.0115265396
6,5,2,0.2595334266,0.0005086055,0.0036099489,0.0871793081,0.0024860724,1.7327e-06,0.0002164595,0.000553017,2.96744e-05,0.2731281434,0.0198498857,0.0005168195,0.00219582,0.0032681304,0.0294484282,0.0044447383,0.020261769,0.0022636416,0.0423147369,0.0031303711,0.0762966166,0.075841025,0.1286771574,0.0782836459,0.0810564956,0.0221224736,0.1282485782,0.1282485782
6,5,3,0.1084752564,0.0870561537,0.0003291711,0.0009388111,0.0218337963,0.0004115255,0.0111013921,0.0629904501,0.0086787495,0.0159311607,0.0009695661,0.001170036,0.0002763313,2.83749e-05,0.0095183966,0.0042734229,0.0046932463,0.0004685082,0.0009589929,0.0011206659,7.73437e-05,9.9093e-06,3.03955e-05,0.0002971015,8.80524e-05,0.0001333766,7.73437e-05,7.73437e-05
6,5,4,0.0420556983,0.0024858661,0.0219761416,2.84896e-05,5.47835e-05,0.3540830684,0.0023781115,0.0221206445,4.08334e-05,0.0794598371,8.4737e-06,3.108e-05,1.26219e-05,0.0044750921,0.0009403724,3.848e-06,0.0046772221,0.001498823,0.0012028919,0.0029112096,0.0107187493,0.0029112096,0.0031909931,0.0025991781,0.0029112096,0.0029112096,0.0036601569,0.0029112096
6,5,5,0.0424912852,0.0191169959,6.7427e-06,0.0004978262,0.0111178039,0.1411670546,9.88718e-05,0.001318991,0.0002903916,0.0061440079,0.0009031778,0.0072773237,0.0001522551,0.0005179193,0.0762880744,0.0044550026,0.0132727116,0.019057386,0.0827333831,0.0088999166,0.0088999166,0.0088999166,0.0830411006,0.0194625733,0.0088999166,0.0234961091,0.0088999166,0.0088999166
6,5,6,0.1352650991,0.0002093894,0.0002714836,0.0011620215,0.0872300609,0.0500896002,0.004556847,3.14821e-05,4.44513e-05,0.0005090627,0.0237633878,0.0012486652,1.8146e-06,5.668e-07,2.83014e-05,4.3999e-06,4.2413e-06,0.0003180005,0.0010575207,0.0005482805,0.0002385134,0.0005482805,0.0013159767,0.0005514555,0.0013955972,0.0009631396,0.0010070357,0.0005482805
6,5,7,1.3617924718,0.0024906833,0.0330889476,4.6867e-05,0.0085372972,0.0235516745,0.0104512759,0.00020635,0.0002703212,2.933e-07,0.0008931178,2.90154e-05,0.0537917526,0.0020761769,0.0334747567,0.0004541816,0.005232411,0.014689901,0.0002204268,0.1650540419,0.1478008765,0.1624598236,0.0689873239,0.1369193787,0.0557806096,0.0426239351,0.0418383815,0.0418383815
6,5,8,0.022240125,0.0173244017,0.0001292935,0.000267151,4.1602e-06,0.0045915677,2.99395e-05,0.0039925128,0.3384156421,0.0630953951,5.4609e-06,9.97224e-05,8.6825e-06,0.0045262969,1.046e-07,0.0003402989,0.00077,0.0087293655,0.0027178482,0.0053469542,0.0002758651,0.0002569223,0.0001841997,0.0007055423,0.001117644,0.0008296859,0.0005266869,0.0005266869
6,5,9,0.0435909434,0.0801573315,0.0087736014,0.0026441021,0.0053203715,0.1080660095,0.0530428392,0.0029446914,0.1121405508,0.1411456507,0.0062223805,0.000875025,0.0402775896,0.0001419624,0.0065585517,0.0228194691,0.0831419239,0.3970529745,0.1070641261,0.1909976057,0.1988971156,0.0340390352,0.0140744055,0.017610283,0.0739988537,0.0225736174,0.0057326105,0.007678363
6,5,10,0.0510701909,1.4019614911,2.96118e-05,0.0025059971,0.0004703038,0.000224596,0.0003160125,0.001148234,0.0024389239,0.0751257336,0.0001830959,1.57129e-05,1.73507e-05,0.0076508804,1.6014e-06,0.0001790151,0.0005193237,0.0017841684,0.0147725905,0.0089327406,0.0163829958,0.0291846908,0.0254738746,0.0178465722,0.0212093075,0.0169363495,0.0112105773,0.0112105773
6,5,11,0.0002912223,0.0023535106,0.0137912529,5.4606e-06,0.0043629612,0.0163636609,0.1001990337,0.010496243,0.001720309,4.94764e-05,0.0001364907,0.0035448802,0.0002609229,0.0119129789,0.2477941166,0.0004891259,0.0794191195,0.2783682128,0.3898558368,1.7262445289,0.1532021052,0.0138168041,0.0166259971,0.02705527,0.1165509711,0.0138168041,0.0264267477,0.0138168041
6,5,12,0.9245043696,0.0419985555,0.0060481405,0.0235414921,0.0003177049,0.0003818329,2.36198e-05,0.3033225768,0.0004440035,0.0002493492,8.0499e-06,0.0002725392,1.81e-07,0.0003806892,0.0002878983,0.0005246656,8.2463e-06,0.0028177046,0.0032785617,0.0046137556,0.0086198127,0.0074205126,0.0029805169,0.0088436467,0.0100429955,0.0086198127,0.0086198127,0.0086198127
6,5,13,0.004179472,0.0045134578,0.0011843668,0.0056194165,0.0140304395,0.0154120735,0.0091675407,0.1468558072,0.0001060585,6.11999e-05,0.0130133824,6.9001e-06,0.001518179,0.0001085255,0.0002804353,7.14454e-05,0.0042153832,0.0001362781,0.0038375828,0.0177578384,0.0056467646,0.0064432538,0.0055225144,0.0048485229,0.0044651218,0.0036004781,0.001445532,0.001445532
6,5,14,0.001481866,0.0344431248,0.1309443909,0.0001585728,3.3109026195,5.98e-08,0.0031748338,0.001322701,0.0018258076,0.2945738813,0.0043865676,0.0956003614,0.0002827663,0.0001244414,5.13945e-05,0.0044904848,0.0022742306,0.0005165796,0.001596614,0.0046718928,0.0012332989,0.0046641819,0.0053448073,0.0174319419,0.0047172722,0.0084056648,0.0047172722,0.0047172722
6,5,15,12.4991576563,0.0046215546,0.0041590974,0.0007700644,0.7112438573,0.0046323305,0.0279310785,4.55303e-05,0.0179727394,0.0082713509,0.0023918671,1.53072e-05,5.3748e-06,0.0002786108,0.0001288956,0.003121168,1.22657e-05,9.00645e-05,3.23045e-05,7.3878e-06,2.87819e-05,5.56479e-05,7.4303e-06,2.13251e-05,1.44924e-05,9.2492e-06,5.3344e-06,5.3344e-06
6,5,16,0.0491328652,0.0001769212,0.0426877438,0.3836024786,0.0009189494,0.0841591864,4.0548416498,0.0434540103,0.0002729156,0.0074089733,0.0001185548,4.435e-07,0.0083828847,0.0002262302,0.0009336586,0.0019827233,0.0048052632,0.0135772881,0.0790865379,0.0794310912,0.0227672356,0.1405437147,0.0735071285,0.0878512439,0.0805267827,0.0715321936,0.0794030934,0.0735071285
6,5,17,0.6470166101,0.0451266235,0.000201012,0.0003854465,0.0002042777,0.0131668497,0.0167686609,0.001046251,0.0009655077,2.4984e-06,9.687e-07,0.0004054561,5.622e-07,7.99608e-05,0.0001579405,5.61391e-05,0.0006417949,0.0017523445,0.0009249303,0.0001979759,0.0009763452,0.0002712786,8.61179e-05,0.0005154624,9.22485e-05,0.0004156491,0.0002712786,0.0002712786
6,5,18,6.4595139154,0.0004209222,0.0001029835,9.364e-07,0.2036398486,0.0145765805,0.0014562103,2.3639e-06,0.0016860977,0.0140213644,0.134882217,0.0155308491,0.0097552767,4.503e-06,0.0125192499,0.0329106769,0.066073473,0.0319079279,0.0798882316,0.0530282057,0.0516487793,0.0530282057,0.056548148,0.0535819268,0.0530282057,0.0530282057,0.0530282057,0.0530282057
6,5,19,0.0319368171,4.9934917664,0.0132455473,0.0005606407,0.0002616274,0.026619362,0.0081130478,5.61079e-05,0.9662170061,0.0129423204,0.0426277215,3.07453e-05,0.0001244274,0.0005707356,0.0794861255,0.1382046031,0.000126285,0.0008584298,0.0012453254,0.0105724922,0.0025606282,0.0040579855,0.0062652348,0.0083901697,0.0322672152,0.0335072211,0.0257547693,0.0227383584
7,1,0,132.7138917098,4.3744629295,15.3809054567,11.1535732037,49.6729018544,4.1474970146,10.5946952685,0.7309246697,4.4480984812,2.7095114514,9.6926941903,10.86757332,10.86757332,10.86757332,10.86757332,10.5012340668,10.86757332,10.86757332,10.86757332,10.86757332,10.86757332,10.86757332,10.86757332,10.86757332,10.86757332,10.86757332,10.86757332,10.86757332
7,1,1,0.954424421,3.426011336,6.0203795878,4.3744629295,46.146459741,3.734585333,25.9282074305,2.8318871471,1.9785649226,1.2818529033,3.3066465948,7.0179292664,6.782544239,6.7335609718,4.8273726015,6.7335609718,2.8286532364,6.7335609718,6.7335609718,6.7335609718,6.7335609718,6.7335609718,6.7335609718,4.1415298538,6.7335609718,6.7335609718,6.7335609718,6.7335609718
7,1,2,7.5380821835,0.5796000054,0.0127013684,0.7370126081,1.3425714446,3.9668322294,6.1234758085,5.6507020355,0.453860783,0.3812118193,1.8664189722,3.4925154438,2.707096804,2.2618945552,1.7754589818,1.8664189722,1.8664189722,1.8664189722,1.8664189722,1.8664189722,1.8270648853,1.8664189722,1.8664189722,1.8664189722,1.8664189722,1.8664189722,1.8664189722,1.8664189722
7,1,3,89.1221053851,89.1221053851,2.2940514554,45.8808748984,3.2742165349,40.192102954,2.1154362691,2.1776571112,3.1245160727,5.2140220505,2.3726056818,5.6138669667,5.6138669667,2.7285691827,5.6138669667,3.900942098,3.141917414,5.6138669667,1.9913009408,5.6138669667,5.4875029469,5.6138669667,5.6138669667,5.6138669667,5.6138669667,5.6138669667,5.6138669667,5.6138669667
7,1,4,0.5458790691,1.3459991522,0.4432759011,3.2292713304,3.772935906,1.8044855296,2.3665440174,1.2110110147,0.9355792645,2.8527380818,0.6738679989,1.3995728313,0.4317952202,0.4317952202,1.3496232647,1.3496232647,1.3496232647,1.3496232647,1.3496232647,1.3496232647,1.3496232647,1.3496232647,1.3496232647,1.3439732301,1.3496232647,1.3496232647,1.3277413484,1.3496232647
7,1,5,2.3931264232,3.5061011804,0.954424421,2.1776571112,1.5857959866,3.5539310524,2.1776571112,3.426011336,1.7813886351,3.4182352735,1.7256244828,4.734184001,3.3326978222,4.4700310024,4.4700310024,1.6745815773,4.4700310024,4.4700310024,4.4700310024,4.4700310024,2.1580849975,4.4700310024,4.4700310024,3.3424030645,4.4700310024,3.3654247217,3.3404796898,4.4700310024
7,1,6,151.5285967353,1.865683007,1.5314299887,1.7115698951,3.4679704528,1.9967114021,2.9408567137,4.3058309818,3.1046777902,7.063411003,4.7660860468,5.2500745305,5.0958328298,5.0958328298,4.7660860468,5.0958328298,4.7660860468,5.0958328298,5.0958328298,4.7660860468,5.0958328298,5.0958328298,5.0958328298,4.7660860468,5.0958328298,5.0958328298,5.0958328298,5.0958328298
7,1,7,4.8554339244,3.9723267438,4.6778229003,3.1331396475,30.4046985548,5.5116824954,8.146105713,4.6256236098,10.0725385712,7.0950957802,6.1346230523,4.1588032645,2.1270812685,5.3783283403,4.7660860468,3.4787373197,4.7660860468,4.8611579391,4.1474970146,4.8664927049,6.6456612117,6.6456612117,4.8882171604,6.6456612117,4.9404846171,6.6456612117,6.6456612117,6.6456612117
7,1,8,3.7868757581,50.2617741329,2.025678756,20.8481954359,3.0581032853,2.4154517748,1.9755241419,4.5752394235,4.5752394235,3.7200210825,1.6489364681,1.4379366053,1.2818529033,2.7289167737,2.7289167737,2.7289167737,2.7289167737,2.7289167737,2.7289167737,2.7289167737,2.7289167737,2.7289167737,2.7289167737,2.7289167737,2.4762815291,2.7289167737,2.7289167737,2.7289167737
7,1,9,2.5198317718,0.7705439549,3.7868757581,0.3733573797,4.2803151965,1.7379667921,5.1866286419,2.0807417003,4.2033634919,2.1961979522,2.5789607862,5.5465023502,5.2630131715,4.8294610989,3.4485461499,5.5465023502,5.5465023502,5.5465023502,4.8800717755,5.0311773557,4.1694835548,3.5255886135,5.5465023502,5.5465023502,5.5465023502,5.0540278041,5.5465023502,5.5465023502
7,1,10,2.1776571112,0.4984770451,2.2127909371,11.9932732044,0.9153179448,0.655717842,2.3785717363,1.6821415786,2.2753610811,0.7331214735,5.4142284193,2.1792659267,2.725263444,2.4266715405,2.0216182722,2.6892328777,1.6569673567,5.4526758496,5.4526758496,2.4179557532,5.1054798055,5.4526758496,5.4526758496,3.9802746724,5.4526758496,5.3482327553,5.4526758496,5.4526758496
7,1,11,14.1897421323,13.9631305025,12.761034686,7.1784720487,7.9560111471,8.6575370061,3.0474424353,6.8318676039,2.296074458,9.8793703228,14.4626933925,14.5158819735,10.0344220203,14.1897421323,9.6339807017,14.1897421323,10.2174156752,10.3674519996,14.1897421323,14.1897421323,12.4901970695,14.1897421323,14.1897421323,14.1897421323,11.9775903827,13.7335148326,14.1897421323,14.1897421323
7,1,12,1.6489364681,10.6111600323,7.9872779195,1.4505642605,1.6193229628,7.8055842935,6.8318676039,2.5482763137,2.1261130475,9.8759347175,12.9461554735,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006,12.4630508006
7,1,13,2.6870604654,1.4312782476,115.5055165421,2.0826834124,6.3442167756,46.4925899929,46.4925899929,2.2246718153,4.469956051,12.4815156586,26.8060750405,19.5026504593,13.1447885052,13.2101004402,13.1447885052,10.4420681634,13.1447885052,13.1447885052,13.1447885052,13.1447885052,11.8177362025,13.1447885052,13.1447885052,13.1447885052,13.1447885052,13.1447885052,12.2476391476,13.1447885052
7,1,14,289.2764665549,0.0090488888,1.1152336369,3.1326040246,0.0127013684,40.9896683178,1.4184846196,5.1721480864,7.1303807559,4.6729094418,6.9261224301,10.2556142418,7.4090877143,7.1749242091,7.1303807559,7.1303807559,7.1303807559,7.1303807559,7.1303807559,7.1303807559,7.1303807559,7.1303807559,7.1303807559,7.1303807559,7.1303807559,7.1303807559,7.1303807559,7.1303807559
7,1,15,0.7195094389,1.2692810957,5.6306958978,0.8272348909,3.203407471,21.7700250248,2.1840513143,2.2153793815,3.203407471,5.1922135796,3.5714794524,3.248526379,3.203407471,3.203407471,3.203407471,3.203407471,3.203407471,3.203407471,3.203407471,3.203407471,2.5889378828,3.203407471,3.203407471,3.203407471,3.203407471,3.203407471,3.203407471,3.203407471
7,1,16,3.7868757581,3.1046777902,1.7406360266,1.0635909333,2.0021313478,3.7868757581,6.0548113144,6.1346230523,1.9587139643,7.9954997037,3.8015489927,4.4553217456,4.4553217456,3.6929762189,2.296074458,4.4553217456,3.8015489927,4.4553217456,4.4553217456,4.4553217456,3.8015489927,4.4553217456,4.4553217456,4.4553217456,4.4553217456,3.8164924226,4.4553217456,4.4553217456
7,1,17,2.1201875365,5.3012875097,2.6091649627,1.2503923928,2.0291772103,4.4582598239,2.8179666575,2.5285276738,38.4792015666,10.1914566473,16.0122175713,2.3385321292,9.1461738541,11.7977664725,11.7977664725,11.7977664725,5.1084574717,11.7977664725,11.7977664725,11.7977664725,11.7977664725,11.7977664725,11.7977664725,11.7977664725,11.7977664725,11.7977664725,11.7977664725,11.7977664725
7,1,18,0.9241195967,1.1455550991,0.0075622379,6.1054262923,3.0305681102,40.8292855275,0.4345597149,0.4387152825,1.104263759,2.8691288172,5.8718858824,5.9495259295,5.8718858824,4.6051299679,5.8718858824,3.1057072863,4.6051299679,2.2712360972,2.3339395669,4.6479069101,2.3463214078,5.8718858824,5.8718858824,3.0914538613,2.9648445323,5.5087953988,5.8718858824,5.8718858824
7,1,19,7.0132541772,2.1776571112,1.7406360266,3.4679704528,6.9359649071,4.7452707648,7.8921783227,9.4889828951,3.7354389195,9.5111766144,1.1884364902,16.4228332278,16.4228332278,4.3744629295,1.2321189379,7.5666619043,9.3177111827,16.4228332278,7.4729667378,6.2169111328,16.4228332278,16.4228332278,16.4228332278,16.4228332278,10.7596713318,9.3271734833,16.4228332278,16.4228332278
7,2,0,1.1648719817,2.2019170186,4.0773334577,3.5566075957,3.5432926829,7.6424887312,6.2836107899,4.8292219467,4.3789383578,3.9207581028,2.8416464711,6.2787624868,6.1576933456,6.2787624868,2.575047463,6.1576933456,6.0603316365,6.0603316365,6.1576933456,6.1576933456,6.0603316365,6.1576933456,6.1576933456,6.2787624868,4.1710005636,6.2787624868,6.2787624868,6.2787624868
7,2,1,1.146919566,2.2017594913,1.4772380405,4.3365254609,2.7115753021,2.5560515666,2.4485147194,3.2327746774,3.1452592487,2.5560515666,2.2019170186,4.2824224987,1.3236224534,0.9439806651,2.5560515666,2.5560515666,1.3693225074,2.8480452674,2.3246381746,0.9325597045,2.6613619386,4.2763370628,3.7734185899,4.2763370628,4.2763370628,4.2763370628,4.2763370628,4.2763370628
7,2,2,2.9011525854,0.0216825574,0.4073413446,0.0184062105,0.7768853267,0.8340396997,10.7459878872,2.0634249934,9.2629927773,4.5822546553,3.9547743055,3.4314088478,3.4314088478,3.4314088478,3.4314088478,3.4314088478,3.4314088478,3.4314088478,3.4314088478,3.4314088478,3.4314088478,3.4314088478,3.4314088478,1.8088894692,3.4314088478,3.3834213711,3.4314088478,3.4314088478
7,2,3,2.077895324,0.9176289108,2.7805623166,2.1046065324,3.3612217991,1.1404416076,4.0965511958,1.5786377035,1.1936297497,1.1936297497,2.5494409767,3.2918805919,3.2918805919,3.2918805919,3.2918805919,3.2918805919,3.2918805919,3.2918805919,3.2918805919,3.2918805919,3.2918805919,3.2918805919,2.3377742907,3.2918805919,3.2918805919,3.2918805919,3.2918805919,3.2918805919
7,2,4,2.2897322225,1.1575368252,2.4875623906,48.5651998435,2.0336248928,1.9555538068,1.2711613768,19.6683586894,0.9325597045,0.9325597045,0.7341001988,6.2001556045,0.7995318476,5.5697365179,9.5129263184,9.5129263184,9.5129263184,5.3194170685,1.4732775358,3.0466930744,4.8513135261,0.9447953763,6.4292074571,2.9559032395,7.8489807373,8.0514254572,9.5129263184,9.5129263184
7,2,5,3.0892229877,1.7238113933,5.3830113903,2.2103467883,2.4319138834,1.3256601775,3.5671788709,2.7566874421,0.01532198,4.4894223153,2.3337941064,16.2841923623,13.4809224427,1.4272649595,16.4875993024,13.4629662877,10.3340033598,16.4875993024,16.4875993024,16.4875993024,8.9126140039,16.4875993024,16.4875993024,16.4875993024,16.4875993024,16.4875993024,16.4875993024,16.4875993024
7,2,6,2.4541716698,6.6481151731,0.769632314,2.83198773,1.7238113933,6.9635991114,1.0192113224,7.3951283274,0.5057001741,13.4575240884,6.3814132784,7.0061589448,6.0554050112,12.9861080522,6.3240997332,13.1559583453,6.9493092391,16.0691078925,7.6718911219,3.878341463,16.0691078925,13.5606992052,14.0671194263,14.2271558771,15.1884623952,16.0691078925,16.0691078925,16.0691078925
7,2,7,0.8679521278,1.5156069913,2.6190791679,0.6978543672,0.9277342663,0.5334467117,1.1587003088,0.5232653427,1.0060565125,0.2092354944,0.5428428397,0.5488484796,0.5404999866,0.5510762276,0.5459970474,0.4386000983,0.5459970474,0.5419311967,0.5459970474,0.5428499151,0.5459970474,0.5459970474,0.5459970474,0.5459970474,0.5459970474,0.5459970474,0.5459970474,0.5459970474
7,2,8,1.2412777317,3.6379565337,0.218852846,0.4600814146,1.7238113933,1.5288910572,0.4585997856,3.0901262625,3.9972158097,0.8340396997,0.1789121125,6.2810959254,6.4769165494,6.3003115154,6.3240997332,6.4751055323,6.3513213916,6.2720509456,6.4697267732,6.2810959254,6.4697267732,6.4769165494,6.3267541609,6.4769165494,6.3688158272,6.4769165494,6.4769165494,6.4769165494
