fid,iid,rep,budget,algorithm,precision
1,6,0,20,BFGS,0.0
1,6,0,40,BFGS,0.0
1,6,0,60,BFGS,0.0
1,6,0,80,BFGS,0.0
1,6,0,100,BFGS,0.0
1,6,0,120,BFGS,0.0
1,6,0,140,BFGS,0.0
1,6,0,160,BFGS,0.0
1,6,0,180,BFGS,0.0
1,6,0,200,BFGS,0.0
1,6,0,300,BFGS,0.0
1,6,0,400,BFGS,0.0
1,6,0,500,BFGS,0.0
1,6,0,600,BFGS,0.0
1,6,0,700,BFGS,0.0
1,6,0,800,BFGS,0.0
1,6,0,900,BFGS,0.0
1,6,0,1000,BFGS,0.0
1,6,0,1100,BFGS,0.0
1,6,0,1200,BFGS,0.0
1,6,0,1300,BFGS,0.0
1,6,0,1400,BFGS,0.0
1,6,0,1500,BFGS,0.0
1,6,0,1600,BFGS,0.0
1,6,0,1700,BFGS,0.0
1,6,0,1800,BFGS,0.0
1,6,0,1900,BFGS,0.0
1,6,0,2000,BFGS,0.0
1,6,1,20,BFGS,0.0
1,6,1,40,BFGS,0.0
1,6,1,60,BFGS,0.0
1,6,1,80,BFGS,0.0
1,6,1,100,BFGS,0.0
1,6,1,120,BFGS,0.0
1,6,1,140,BFGS,0.0
1,6,1,160,BFGS,0.0
1,6,1,180,BFGS,0.0
1,6,1,200,BFGS,0.0
1,6,1,300,BFGS,0.0
1,6,1,400,BFGS,0.0
1,6,1,500,BFGS,0.0
1,6,1,600,BFGS,0.0
1,6,1,700,BFGS,0.0
1,6,1,800,BFGS,0.0
1,6,1,900,BFGS,0.0
1,6,1,1000,BFGS,0.0
1,6,1,1100,BFGS,0.0
1,6,1,1200,BFGS,0.0
1,6,1,1300,BFGS,0.0
1,6,1,1400,BFGS,0.0
1,6,1,1500,BFGS,0.0
1,6,1,1600,BFGS,0.0
1,6,1,1700,BFGS,0.0
1,6,1,1800,BFGS,0.0
1,6,1,1900,BFGS,0.0
1,6,1,2000,BFGS,0.0
1,6,2,20,BFGS,0.0
1,6,2,40,BFGS,0.0
1,6,2,60,BFGS,0.0
1,6,2,80,BFGS,0.0
1,6,2,100,BFGS,0.0
1,6,2,120,BFGS,0.0
1,6,2,140,BFGS,0.0
1,6,2,160,BFGS,0.0
1,6,2,180,BFGS,0.0
1,6,2,200,BFGS,0.0
1,6,2,300,BFGS,0.0
1,6,2,400,BFGS,0.0
1,6,2,500,BFGS,0.0
1,6,2,600,BFGS,0.0
1,6,2,700,BFGS,0.0
1,6,2,800,BFGS,0.0
1,6,2,900,BFGS,0.0
1,6,2,1000,BFGS,0.0
1,6,2,1100,BFGS,0.0
1,6,2,1200,BFGS,0.0
1,6,2,1300,BFGS,0.0
1,6,2,1400,BFGS,0.0
1,6,2,1500,BFGS,0.0
1,6,2,1600,BFGS,0.0
1,6,2,1700,BFGS,0.0
1,6,2,1800,BFGS,0.0
1,6,2,1900,BFGS,0.0
1,6,2,2000,BFGS,0.0
1,6,3,20,BFGS,0.0
1,6,3,40,BFGS,0.0
1,6,3,60,BFGS,0.0
1,6,3,80,BFGS,0.0
1,6,3,100,BFGS,0.0
1,6,3,120,BFGS,0.0
1,6,3,140,BFGS,0.0
1,6,3,160,BFGS,0.0
1,6,3,180,BFGS,0.0
1,6,3,200,BFGS,0.0
1,6,3,300,BFGS,0.0
1,6,3,400,BFGS,0.0
1,6,3,500,BFGS,0.0
1,6,3,600,BFGS,0.0
1,6,3,700,BFGS,0.0
1,6,3,800,BFGS,0.0
1,6,3,900,BFGS,0.0
1,6,3,1000,BFGS,0.0
1,6,3,1100,BFGS,0.0
1,6,3,1200,BFGS,0.0
1,6,3,1300,BFGS,0.0
1,6,3,1400,BFGS,0.0
1,6,3,1500,BFGS,0.0
1,6,3,1600,BFGS,0.0
1,6,3,1700,BFGS,0.0
1,6,3,1800,BFGS,0.0
1,6,3,1900,BFGS,0.0
1,6,3,2000,BFGS,0.0
1,6,4,20,BFGS,0.0
1,6,4,40,BFGS,0.0
1,6,4,60,BFGS,0.0
1,6,4,80,BFGS,0.0
