fid,iid,rep,budget,algorithm,precision
1,1,0,20,BFGS,0.0
1,1,0,40,BFGS,0.0
1,1,0,60,BFGS,0.0
1,1,0,80,BFGS,0.0
1,1,0,100,BFGS,0.0
1,1,0,120,BFGS,0.0
1,1,0,140,BFGS,0.0
1,1,0,160,BFGS,0.0
1,1,0,180,BFGS,0.0
1,1,0,200,BFGS,0.0
1,1,0,300,BFGS,0.0
1,1,0,400,BFGS,0.0
1,1,0,500,BFGS,0.0
1,1,0,600,BFGS,0.0
1,1,0,700,BFGS,0.0
1,1,0,800,BFGS,0.0
1,1,0,900,BFGS,0.0
1,1,0,1000,BFGS,0.0
1,1,0,1100,BFGS,0.0
1,1,0,1200,BFGS,0.0
1,1,0,1300,BFGS,0.0
1,1,0,1400,BFGS,0.0
1,1,0,1500,BFGS,0.0
1,1,0,1600,BFGS,0.0
1,1,0,1700,BFGS,0.0
1,1,0,1800,BFGS,0.0
1,1,0,1900,BFGS,0.0
1,1,0,2000,BFGS,0.0
1,1,1,20,BFGS,0.0
1,1,1,40,BFGS,0.0
1,1,1,60,BFGS,0.0
1,1,1,80,BFGS,0.0
1,1,1,100,BFGS,0.0
1,1,1,120,BFGS,0.0
1,1,1,140,BFGS,0.0
1,1,1,160,BFGS,0.0
1,1,1,180,BFGS,0.0
1,1,1,200,BFGS,0.0
1,1,1,300,BFGS,0.0
1,1,1,400,BFGS,0.0
1,1,1,500,BFGS,0.0
1,1,1,600,BFGS,0.0
1,1,1,700,BFGS,0.0
1,1,1,800,BFGS,0.0
1,1,1,900,BFGS,0.0
1,1,1,1000,BFGS,0.0
1,1,1,1100,BFGS,0.0
1,1,1,1200,BFGS,0.0
1,1,1,1300,BFGS,0.0
1,1,1,1400,BFGS,0.0
1,1,1,1500,BFGS,0.0
1,1,1,1600,BFGS,0.0
1,1,1,1700,BFGS,0.0
1,1,1,1800,BFGS,0.0
1,1,1,1900,BFGS,0.0
1,1,1,2000,BFGS,0.0
1,1,2,20,BFGS,0.0
1,1,2,40,BFGS,0.0
1,1,2,60,BFGS,0.0
1,1,2,80,BFGS,0.0
1,1,2,100,BFGS,0.0
1,1,2,120,BFGS,0.0
1,1,2,140,BFGS,0.0
1,1,2,160,BFGS,0.0
1,1,2,180,BFGS,0.0
1,1,2,200,BFGS,0.0
