fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1.0,0.0,1,0.43377532535964725,0.09050205555979215,0.3333333333333333,0.04861842638359937,0.5813352461435903,1.4106151882989422e-06,4.238286809798325e-09,6.915004461509357e-09,0.001799258722488933,0.8100149957967835,0.9999999999999915,3.832713311356867e-12,,0.17471939344384146,0.6614173228346459,0.08056872037914684,0.39198155190549405,0.21818181818181806,0.07207207207207202,0.19047619047619047,0.2702262359184433,0.10382377561600506,0.16742886416027777,0.21104451638617816,0.28060273482777176,0.10161134572274137,0.13623555701046894,0.17943938686281882,0.1902154418487122,0.20594000503000431,0.27491992820589123,0.27359723678304343,0.38642302180353966,0.2059777584473042,0.23067337280969774,0.28131833493808023,0.30269139724631494,0.08035111411208629,0.592599940052889,0.04587155963302747,2.121430485281123e-07,0.08684210526315789,0.3448275862068966,1.0,0.8955889801617047,0.7734843956992901,0.8979911740984224,0.35713610923399225,0.5871553444147338,0.26607893464271093
1,1.0,1.0,1,0.38974630020015294,0.03425313529337939,0.0,0.01612511141722711,0.6686771196502039,1.4070409563228866e-06,3.258428550598139e-09,7.209102492980346e-09,0.002500354725992306,0.8111688359566975,0.9999999999999812,4.014334874848655e-12,,0.02415818033152456,0.5354330708661419,0.12796208530805675,0.2393782822620107,0.24545454545454548,0.14864864864864863,0.11842105263157895,0.20746050957390705,0.08821160282710713,0.3010650963064284,0.3204138773706264,0.4046598076000968,0.08728091301574013,0.3105227681030281,0.3578431234188507,0.3458326566653195,0.26222037999265396,0.4683060174672936,0.4525422193032145,0.5668530816639384,0.2635053156759061,0.45453143121641126,0.5200142459891107,0.513625046674196,0.07359891964888576,0.6719648991150173,0.02293577981651375,1.7605685048210604e-07,0.07368421052631578,0.2758620689655171,0.09320330805063959,0.8121398668108137,0.6685218311637477,0.8226294553272563,0.46568504313753895,0.6807038529441868,0.2236729531674292
1,1.0,2.0,1,0.44072918025035357,0.07338905252257304,0.3333333333333333,0.021067984766226372,0.6443343956169045,1.4065375218379441e-06,1.5942521551324615e-08,6.4187497228243226e-09,0.000297382033304154,0.8755337258727979,0.9999999999999942,4.655735192038652e-12,,0.05548948189994796,0.7244094488188978,0.15639810426540288,0.28074008145211315,0.42727272727272725,0.14414414414414417,0.21171171171171171,0.1792198119355739,0.144342440374428,0.18989240652226752,0.22895687310993762,0.2526131843895094,0.14324360583692558,0.17085992413010387,0.24297902760940202,0.18958770443097894,0.2850530431419249,0.3474379528391356,0.3470776809445581,0.41869253788893473,0.2892005495708314,0.31251809130212493,0.3992753792202267,0.36006486271744326,0.06549628629304527,0.6869499434150168,0.02064220183486236,5.2149483619845255e-08,0.04473684210526316,0.4482758620689655,0.02995026810768775,0.883725690281006,0.8969972996966638,0.9396004779470598,0.19103293631072044,0.6250249335106204,0.16389539857902763
1,1.0,3.0,1,0.4091775171985482,0.049521972327825514,0.0,0.02204035329389839,0.51170469228745,1.4047513909139296e-06,1.5167619312970708e-08,5.7058260482852446e-09,0.000270140431464868,0.7600560455302385,0.9999999999999845,7.572646560516242e-12,,0.048130528506652726,0.6850393700787403,0.0,0.8823583353561506,0.3636363636363636,0.12162162162162163,0.20833333333333331,0.15319802625453893,0.13889373417887638,0.18075663700531314,0.20375587507671533,0.18680237429648877,0.13690891190782162,0.15491896498967267,0.22786915366809388,0.11995194599940306,0.3005821435179623,0.36771879105058963,0.3591442443290485,0.40189447447981097,0.3012408370237399,0.31962791078335345,0.4125139174784791,0.3316403728653895,0.047940580688723866,0.633130397406725,0.01605504587155962,7.822229538664612e-08,0.06578947368421051,0.3793103448275862,0.0855629335333723,0.8627525228585682,0.9157408635617141,0.9775875713308783,0.05069204575679809,0.5109493853194992,0.08377041252836359
1,1.0,4.0,1,0.5667531694759136,0.20074365504961805,0.6666666666666667,0.13126975123571832,0.6073484558008535,1.4059537816009755e-06,2.1325246054761504e-08,5.4173882609958834e-09,0.00011938139205159936,0.9127910771606227,0.9999999999999812,8.00905822307481e-12,,0.049765851482940604,0.7165354330708662,0.12796208530805675,0.3194895564828407,0.4590909090909092,0.20720720720720717,0.16503267973856212,0.1351984607268102,0.14853660330156718,0.18073726341864932,0.196753246758892,0.1940629311528484,0.15324022410551297,0.18286207941296198,0.20754681736113836,0.1437292478486631,0.33715314082067804,0.40804168731811086,0.4012693629582866,0.45766939742949897,0.3500338811928877,0.38417905731788815,0.4526102500597493,0.410223454407558,0.07359891964888576,0.4946007088737423,0.0,7.336111558580383e-08,0.02631578947368421,0.31034482758620674,0.027116383741283112,0.8632068527563239,0.9603970596102167,0.9932204510993551,0.08344886197546758,0.5936069197160668,0.04806011233865265
1,1.0,5.0,1,0.5136058940402664,0.1374949976583457,0.6666666666666667,0.023336844664127693,0.6949520556648225,1.4078187102655827e-06,2.0215182340921885e-08,5.31052052521646e-09,0.0001309755006261945,0.8814027990968308,0.9999999999999891,3.3891780847712313e-12,,0.04411655392849173,0.771653543307087,0.1611374407582938,0.2926199365578419,0.34545454545454546,0.14414414414414417,0.17117117117117114,0.12244359618905754,0.10672341793226672,0.15777744068111227,0.17835622843789756,0.20280532545154528,0.10851500296367637,0.1291640152494751,0.16866191329058958,0.13642508488358573,0.28142324680212505,0.3599083124261968,0.35218063866476274,0.4261322936950524,0.2915325693391809,0.3152651838073658,0.38785096596494073,0.36678292824404163,0.047940580688723866,0.6265227879717126,0.011467889908256867,2.9654162368604046e-07,0.06842105263157894,0.413793103448276,0.03360838681595513,0.801430147027312,0.763662156303087,0.9200826300038513,0.3901046652675721,0.6336986473729495,0.20507383848528804
1,1.0,6.0,1,0.37330507847836736,0.02956491252104836,0.0,0.023904059638603037,0.6074056472383695,1.4078725006687675e-06,7.3736625379787e-09,8.230194494882274e-09,0.0011495146726188186,0.7168346927347483,0.9999999999999742,6.910126605034345e-12,,0.04935702073886861,0.7165354330708664,0.1090047393364928,0.35468718726178666,0.309090909090909,0.12162162162162163,0.17708333333333331,0.12219532631970953,0.08522491531177206,0.22209634966857433,0.27293556133087754,0.3309620839396724,0.08291243843065757,0.19581642066575777,0.2396188985266842,0.23438780405104975,0.2301404323154555,0.37486856507478367,0.3825336344931606,0.4806105776871304,0.22651844976301172,0.3294940375530733,0.3886577159315147,0.39076436604945086,0.2059419311276165,0.7253016525207856,0.0275229357798165,1.959268263782534e-07,0.05789473684210526,0.48275862068965525,0.0429805795571363,0.8772855125833687,0.7558621008058974,0.8450662439849052,0.4029601766691789,0.5101948164491458,0.22185023992857933
1,1.0,7.0,1,0.36672127910110397,0.0377312895183238,0.3333333333333333,0.035815574102584874,0.23240801875168784,1.4015278359991515e-06,4.184705244774771e-09,2.3921737239628474e-09,0.0006157995268498734,0.39868924556402796,0.9999999999999666,6.841948194661511e-12,,0.04604920835501369,0.7952755905511815,0.0758293838862559,0.4853300063425114,0.5454545454545455,0.18918918918918917,0.2127659574468085,0.2096483877975357,0.08237707671562007,0.10067830500801535,0.12556256129653193,0.1812271311818972,0.07961685102488361,0.09446827138508233,0.10630693371244804,0.11741904362593442,0.27498835141620687,0.3340477449908596,0.33427606613811917,0.430753429214214,0.2682388789669894,0.2878254840632519,0.34167069072195344,0.3530696365410196,0.16542876434841314,0.5402384613206987,0.0022935779816513763,1.2634405909994678e-07,0.05789473684210526,0.4482758620689655,0.06497559710684486,0.8460690806078865,0.8469444041639811,0.9413387157208325,0.3864878942385825,0.32910617232744155,0.10936279433098983
1,1.0,8.0,1,0.5039221424695493,0.15868720021937185,0.3333333333333333,0.03865164897496151,0.5709557483031402,1.4039582842685688e-06,1.531631377437082e-08,6.853637024664272e-09,0.00034948593802405504,0.8717636808849207,0.9999999999999921,5.440881181332331e-12,,0.05073217869620156,0.6771653543307088,0.05687203791469195,0.4781640609782046,0.3954545454545454,0.0945945945945946,0.27884615384615374,0.19285913788287856,0.14278124550972274,0.19298574101408675,0.19137861035348308,0.18068068647118546,0.14077611564866083,0.16789740224492367,0.19390189931514326,0.12291721474084494,0.28951270260576506,0.35810347975557083,0.3259808425697345,0.37178146869936274,0.29096234514755026,0.3145934662583142,0.36389531164983496,0.31057922093874507,0.08170155300472648,0.6016864838705731,0.032110091743119254,2.121430485281123e-07,0.0631578947368421,0.3448275862068966,0.02275442447142506,0.8395210025193631,0.8084400099475371,0.940848822086615,0.23464552262266297,0.63932676147141,0.18718149016106828
1,1.0,9.0,1,0.47648439639009965,0.10594916444762084,0.0,0.02649704237906167,0.6429783800330555,1.4052930717526414e-06,1.1379891550835773e-08,7.902103220225517e-09,0.0006424897571587582,0.8718251873666996,0.999999999999986,2.101682123147909e-12,,0.04381922247825759,0.6377952755905515,0.10426540284360186,0.3251378249355433,0.3681818181818182,0.28828828828828823,0.09782608695652174,0.11381621822921506,0.17674303978041817,0.19768744178896316,0.22985774765937578,0.2683486890550699,0.1742864403240758,0.1705499942206415,0.2301157219798385,0.17556627731562358,0.3216945363975562,0.36460156426540924,0.35973893597037443,0.4430346625389093,0.3232958089472835,0.3191885546439253,0.39705539977872073,0.3573562492743223,0.06347062795408509,0.8469091073715818,0.04357798165137612,2.54407790482647e-07,0.0763157894736842,0.413793103448276,0.03217292251271098,0.7906454954796442,0.7869764803193702,0.9356102320376188,0.1902796488832535,0.5693156851818105,0.1595804039727708
