fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1.0,0.0,1,0.4050432833265275,0.06384126990419851,0.6666666666666665,0.08428006797395605,0.7388411341801813,0.0009967298511233034,3.9787158666567036e-09,1.0816445141267244e-08,0.0017468946108370935,0.8974098897384648,0.9999999999999973,1.194323048933025e-12,0.9999999999999992,0.10188201142701803,0.12116478857525378,0.08085570528834313,0.07752525714160498,0.380456795679568,0.05865291653238806,0.13693575694902352,0.518357543177399,0.04271251422752061,0.3147100108855345,0.2156894677306479,2.3816061616024617e-05,3.75865555135011e-05,7.342397560445104e-05,0.00029840522082911635,4.206427829652011e-06,5.75783141838494e-06,1.0782800891446742e-05,5.3036893034486914e-05,0.298650020082186,0.35475155212838977,0.440859346311153,0.5381825225535587,0.3508163633886677,0.40778325806785903,0.5141969609808448,0.6109494244083636,0.09627574199515768,0.4729354744494877,0.04370179948586116,1.9601634743190984e-08,0.17241379310344823,0.7142857142857143,0.22792436411424422,0.7757405806597664,0.9041488991178555,0.9095393949056287,0.0550080992938381,0.7952876947557276,0.016836191535114398
1,1.0,1.0,1,0.3835232164957005,0.04372352557218875,0.5555555555555556,0.029690871250453485,0.7395530252347264,0.0009967317947498853,1.9306270993633133e-08,9.177969350788026e-09,0.0002238291890521981,0.8518804659480409,0.9999999999999917,5.195032399326217e-13,0.9999999999999963,0.030455867147565804,0.12423295771505075,0.06706308715386514,0.09253901326137824,0.380456795679568,0.02707057686110214,0.2589008643049552,0.5567310991650463,0.06919067872761038,0.23239503237183706,0.26501230209905924,1.5957777083505308e-05,2.0576130098154788e-05,4.112592014132715e-05,0.0002063969565584039,2.7516801346106794e-06,3.3925834931863545e-06,6.151814881479371e-06,3.5873769942425795e-05,0.3086254239627026,0.36545746191325446,0.4516372680905111,0.5513153978942373,0.3538135839969285,0.41128967983048503,0.5176830087560553,0.6150598660128663,0.07138387877798633,0.417433629668546,0.028277634961439584,1.0765446128421248e-08,0.18472906403940878,0.6326530612244897,0.23954545656353088,0.7579792637272673,0.9230015956333957,0.9074179263738502,0.012065565060175837,0.8185047509583557,0.013239731912139452
1,1.0,2.0,1,0.42389039610196944,0.07400438661765088,0.5555555555555556,0.03486529318541999,0.6614476470023852,0.0009967284448777175,3.401775578153516e-08,7.189407175207595e-09,4.427167335673819e-05,0.8670290653936159,0.9999999999999969,1.166052739865679e-12,0.9999999999999992,0.010664893229710246,0.11809661943545696,0.065092713134654,0.0914380547513396,0.3835508550855085,0.09925878182404127,0.08526169483051237,0.5372297838270617,0.042832324926615914,0.32420638570836635,0.2631988978727712,2.2469698421908616e-05,3.524031275833386e-05,6.645631392009679e-05,0.0003044935965556775,3.836518447787346e-06,5.469123717826718e-06,9.692128245812248e-06,5.522684818395764e-05,0.3232843294823446,0.38120582030124517,0.46750838867802325,0.5707186099872193,0.3562947114428854,0.4142003679006376,0.5205892146268233,0.6185380658678572,0.10430098751326203,0.48466011144761023,0.03084832904884318,3.108082173868956e-08,0.17241379310344823,0.5884353741496599,0.2298867415211534,0.8786839405903599,0.9620715476214787,0.970573236744829,0.02250039486864952,0.7721649614333632,0.02257161535815423
1,1.0,3.0,1,0.4138819883063338,0.06376368040213189,0.6666666666666665,0.046455234567429796,0.5110035251999773,0.0009967280602821088,2.543409750022046e-08,7.04383930554389e-09,9.126314382923235e-05,0.7619991429438544,0.9999999999999927,2.485947395778189e-12,0.9999999999999983,0.05470308684824976,0.12423295771505075,0.049329720980964775,0.11775548762829023,0.40830333033303323,0.02707057686110214,0.27501171508093447,0.5972206336497768,0.04594740310309711,0.33900368149626714,0.25377535794926864,1.005211996187591e-05,1.2434597041464038e-05,3.2077922796695e-05,0.00025435850466344823,1.4559008354272058e-06,1.7568626619393716e-06,4.249402910882656e-06,3.747960507525038e-05,0.3355066837405292,0.39432593534652066,0.480723248983018,0.586849204239811,0.3572049490517635,0.4152612854803446,0.5216420749264339,0.619768709493486,0.08572050382219318,0.38901740826728914,0.028277634961439584,1.183240627458369e-07,0.20443349753694579,0.653061224489796,0.2802781070605629,0.8953931053056432,0.9724836520847551,0.9866194512499282,0.031184699523924997,0.7646233317739263,0.023101465483932507
1,1.0,4.0,1,0.5151331456511254,0.16759361787965724,0.6666666666666665,0.06048918335783708,0.6972980469619683,0.0009967325751826662,3.00234095244738e-08,6.340889763875728e-09,4.630684775746496e-05,0.8927352192548363,0.999999999999989,2.5619172437985386e-12,0.9999999999999992,0.04071299932525253,0.13338168024099084,0.09070757538439886,0.0752094341761849,0.38973897389738976,0.056397035127296234,0.14470517872809097,0.6172366464600252,0.0460672138021926,0.3485747682853444,0.21560583986584325,3.1112442649756752e-06,4.285513655472391e-06,1.3516904935838972e-05,5.8498603861349265e-05,1.1662197591574134e-06,1.7961208191223167e-06,4.123475422322808e-06,1.9095381625091133e-05,0.35224580592592214,0.4123031300598503,0.49883169677538225,0.6088928334747725,0.37091167532187197,0.43131908136650454,0.5376494819093968,0.6387333792127905,0.07249925188389236,0.4526077827544276,0.007712082262210797,1.9556507158659468e-09,0.0788177339901478,0.6054421768707483,0.1722230361796686,0.9179086149431521,0.9857724226283167,0.9963396616101861,0.01432738225887556,0.7792670172049069,0.02141735723799726
1,1.0,5.0,1,0.47461810667892423,0.12165311906001341,0.6666666666666665,0.05854161495427031,0.6005498504914101,0.0009967315233792755,1.2471410769069335e-08,6.079134979946825e-09,0.0002467789942045578,0.814021308164927,0.9999999999999934,1.2223680302957422e-12,0.999999999999999,0.056465197108779966,0.13343746513444166,0.09858907146124349,0.06975389438238895,0.41139738973897405,0.06767644215275548,0.12896106131437765,0.5299668306073431,0.049362008027316925,0.2890925109136803,0.38535720101937965,5.5485735183526234e-05,7.572806623715139e-05,0.00013422684236191388,0.0004395859198932018,1.0529759501828197e-05,1.2732889965854625e-05,2.006837318796599e-05,8.307646251379586e-05,0.3381384558100484,0.3971593080771373,0.48359050112288615,0.5903597431703901,0.3606638101702812,0.41931833839230803,0.5256970136706793,0.6246073270349505,0.0995946570907805,0.5197242943881007,0.01028277634961438,1.6300923609794957e-08,0.17733990147783246,0.6190476190476191,0.23162269076572684,0.7861069860362213,0.9310790464006513,0.9553063852521371,0.04002577394816101,0.8286291017852235,0.010399735237967916
1,1.0,6.0,1,0.38099519840650864,0.041678897021131166,0.4444444444444445,0.05479922861016172,0.7759732595646126,0.0009967325076473115,2.0896292424342874e-09,1.0242215400130264e-08,0.0032319728444256094,0.8295551127516045,0.9999999999999905,2.1969613120105622e-12,0.9999999999999972,0.04410615379387678,0.11196028115586304,0.05918159107702051,0.0950962680431318,0.37426867686768683,0.06542056074766364,0.12252820824161585,0.5508406725380304,0.04624692985083574,0.31383444545238404,0.20019630540896227,1.0057677415316596e-05,1.356394172252757e-05,2.6897734608697298e-05,0.00014018118681709084,3.354556667603749e-06,4.4982170939062054e-06,7.567702138295014e-06,4.6142448622064925e-05,0.31604402543069604,0.37342456971463656,0.4596606399280291,0.5610876759601919,0.3664765742221863,0.426124720698266,0.5324720061989234,0.6326139147138082,0.08158546206371228,0.42271501424845803,0.03341902313624676,7.4451229107910915e-09,0.13793103448275856,0.6598639455782314,0.17555730186425866,0.8110064969587221,0.9291883480540188,0.918233212364501,0.039785628548909685,0.781855272147544,0.012333280620038772
1,1.0,7.0,1,0.38741333487766505,0.04641518306441304,0.5555555555555556,0.030760124491627364,0.3818049249686332,0.0009967276635754244,3.1106471748772767e-09,5.030886111435994e-09,0.0010881865189257558,0.5671208477188349,0.9999999999999867,2.5123064698677456e-12,0.999999999999999,0.02075697926729221,0.1273011268548477,0.0729742092114985,0.0877901870853726,0.380456795679568,0.06767644215275548,0.12053708705242767,0.5626787144000915,0.06266099562690955,0.25408155571876795,0.19319357209822308,8.606395835324339e-06,1.1612277358827464e-05,2.8169465173338092e-05,0.00012929779176260075,3.0173020872543483e-06,4.262246996423697e-06,8.380005764936647e-06,4.6172427764692494e-05,0.34847179835517095,0.40825052418197594,0.49475107781970784,0.6039270701810888,0.3708177564306897,0.4312099409808729,0.5375428539704948,0.6386244166486521,0.030659158301368367,0.49327563135752206,0.025706940874035987,6.337488021013264e-09,0.125615763546798,0.6768707482993197,0.17359270457340492,0.8985811634077043,0.981593712995084,0.969291896166216,0.030900818582474204,0.7705950225802247,0.015558030000929271
1,1.0,8.0,1,0.46098904288474657,0.11709131331675235,0.4444444444444445,0.05773967502338993,0.6405266132115542,0.0009967277195494385,2.3631004456390355e-08,8.311764869307744e-09,0.00014030888740004474,0.872129011615624,0.9999999999999963,1.729009562815285e-12,0.9999999999999997,0.03223254030281113,0.1610509873926142,0.049329720980964775,0.14264016627984813,0.4206795679567958,0.04048501450209484,0.20505237382597938,0.6456021960425482,0.06589588450248605,0.2766120873180816,0.25814161278538006,6.7986877121164544e-06,9.348615760338288e-06,2.190136995979378e-05,0.00015754628288968466,1.7136819126567026e-06,2.3723532072231505e-06,4.814660205430539e-06,3.440538133694473e-05,0.3348933096123933,0.39366763575313607,0.48005655759145704,0.5860010068078471,0.365314299470324,0.42476221303453054,0.5311130020227484,0.6309929819656074,0.060420577273592846,0.3375159186187703,0.038560411311053956,3.174072564002524e-09,0.16502463054187186,0.6598639455782314,0.19011752065602017,0.8203471520793042,0.9462804034431009,0.949793123295211,0.014123933167577735,0.8064805739472654,0.017679060812121686
1,1.0,9.0,1,0.4325481540171449,0.08414380947165129,0.5555555555555556,0.041223531208828976,0.7264595663906217,0.0009967297386576873,1.8507726218305212e-09,8.686317050494886e-09,0.0031304267658062083,0.9075474866263645,0.9999999999999934,7.384103797638815e-13,0.9999999999999988,0.055926370004320325,0.13957380341403558,0.06312233911544277,0.10591115220809134,0.4021152115211522,0.04511762810183698,0.1801367049557234,0.5311106027679285,0.06577607380339073,0.23203761297414055,0.17374349133131173,1.3511885126459885e-05,2.127412390667767e-05,4.662173217031527e-05,0.00022971918330301792,2.104084214923599e-06,3.42439797569019e-06,7.057856420392095e-06,3.974427052923406e-05,0.3195887446207504,0.37723431505752086,0.4635055459449995,0.5658112602633089,0.3558654846287259,0.4136966630578705,0.5200859733584098,0.6179157054236545,0.016077695258304076,0.4233220150236884,0.020565552699228766,1.4195547660496632e-08,0.18965517241379307,0.6054421768707483,0.13555721306890078,0.8019634789243204,0.9194765838651953,0.956843485012179,0.03941515794066211,0.7922692369570568,0.02779349213620899
