fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,0,0.0,0.4690047053506493,0.1063732466024269,0.3333333333333333,0.7478475259858419,4.953003420631425e-07,5.911925110432148e-09,1.2713284576603318e-08,0.000131403932714,0.9272796682893378,0.9999999999999922,1.1780025028086238e-12,0.0,0.5294117647058824,0.2333333333333333,0.419047619047619,0.4727272727272728,0.339622641509434,0.2736842105263158,0.1427599404456819,0.2067256794671543,0.1757834088343834,0.1623118624363868,0.1390983645021548,0.2574168893243538,0.1833815501199416,0.1859311351177667,0.31977189330007,0.4266910365675171,0.3562563420229907,0.3569330941144503,0.3196557705786144,0.4627464283259763,0.3938194964483252,0.3914387200412543,0.6120595012507626,0.0743405275779376,2.057560927944807e-07,0.1061946902654866,0.4374999999999998,0.8937695752514039,0.7875926592423319,0.9066197736288576,0.4815847786035691,0.5486177403969386,0.2369500887974465,0.15828405669488,0.1932687305359248,0.5997119044362843,0.5297126406048769,0.5262250528031429,0.5035199857950764,0.6299370046219375,0.3628201938277071,0.3922073481455788,1.4169669374022793e-08,0.3001751182713428,2.5894395345835122e-08,0.297278770275078,4.038620871880945e-08,0.284947865565635,1e-12,0.1338394016444423,1e-12,1e-12,0.0004350959277908,1e-12,True
1,1,1,0.0,0.360808414860336,0.0112041445025518,0.0,0.6944763780187149,4.938812105643487e-07,4.3415987194831807e-10,1.1769422699427998e-08,0.0020758780964798,0.9153977420192654,0.9999999999999876,1.3521266600469086e-12,0.0,0.5294117647058824,0.2,0.4538461538461539,0.3818181818181818,0.1886792452830188,0.3684210526315791,0.2486747537845176,0.2043443483007936,0.2010911677964069,0.2005790866060873,0.236455970338472,0.2392066481012079,0.180079098205325,0.2004901116680263,0.3953084158126581,0.3993313803215014,0.3448627325614504,0.354389743011609,0.385284000254205,0.419884947078148,0.3519050886275064,0.3611163361663022,0.8850447931664833,0.0863309352517986,1.5309112727787918e-07,0.103244837758112,0.2187499999999997,0.8665278589353742,0.7832122359245437,0.848517323454705,0.4246366746730152,0.4997265672010523,0.3222405662611791,0.2600979498782205,0.3061910810581452,0.6697600547885539,0.4597857542930323,0.644071516811557,0.4462332986260691,0.5909748646824324,0.2668977977902569,0.2967430238564196,2.480270532161761e-08,0.4602524738105021,3.115559542636428e-08,0.3854932873997883,4.4611655875013584e-08,0.4213220695866907,1e-12,0.0127055314583367,1e-12,1e-12,0.0007138705741907,1e-12,True
1,1,2,0.0,0.4273636456415679,0.0564291798294944,0.3333333333333333,0.3776739989288822,4.893327477911927e-07,1.2760696989255276e-09,7.396386842666713e-09,0.0004249590840383,0.8925233506778298,0.9999999999999866,7.459083577646239e-13,0.0,0.8235294117647058,0.2333333333333333,0.6571428571428574,0.6727272727272727,0.4150943396226415,0.324561403508772,0.1504123422550232,0.1259691604023391,0.1413640942906783,0.1567701882948602,0.1448395202478525,0.1313562109556867,0.1219351201554017,0.1662351840623931,0.3036671795324098,0.333901194438746,0.2947631718222837,0.3187269492136343,0.3003485511687762,0.3309266957508262,0.3072242332289053,0.3392218344047598,0.4980642466527434,0.0671462829736211,2.443943232741122e-07,0.079646017699115,0.4374999999999998,0.8105364008419922,0.9107440942343557,0.962244066818684,0.2442543510442523,0.4573895895427149,0.2259882691358249,0.2051314947608409,0.2426468175358138,0.308257773144899,0.5223602794099272,0.2812306860638637,0.4817218522985497,0.6095248979238768,0.4044457708758213,0.3999671153262271,1.7306624944166573e-08,0.2784425141073496,1.950969297677595e-08,0.2944073777039997,4.7710175309064066e-08,0.3861646595650195,1e-12,0.0863129965879384,1e-12,1e-12,0.0007979163058418,1e-12,True
1,1,3,0.0,0.3588841106291863,0.0094808796674752,0.3333333333333333,0.4929237406467375,4.938731999237648e-07,1.5515556982486755e-09,7.0820109160724e-09,0.0003279174360115,0.8461762647748503,0.9999999999999876,8.352351631979167e-13,0.0,0.8235294117647058,0.2333333333333333,0.6571428571428574,0.509090909090909,0.3773584905660378,0.2679425837320574,0.2778647626317759,0.2455519550499273,0.2835369128095743,0.2725715409878841,0.2667189333766357,0.2455589723865042,0.2936351453673671,0.3114049850477015,0.4002245981252905,0.3987403002293549,0.3736512431000683,0.3710859182533751,0.3953008853726524,0.3957387818953457,0.4165730272270644,0.4136474249357884,0.5689307506708534,0.0671462829736211,2.7361891462740897e-07,0.0855457227138642,0.4374999999999998,0.8261515711467757,0.8008081072105595,0.8269429034981224,0.383248101847328,0.5765263137506614,0.3719924227015475,0.4575646469189713,0.4812057517520589,0.3319763402721846,0.5642760540525913,0.2893483661397324,0.5313557152767744,0.4060231515881838,0.403906395230634,0.4283693078866912,1.6984005078290488e-08,0.4125492555197719,4.19884538865639e-08,0.4865874529093246,4.321351729806712e-08,0.4911884723252445,1e-12,0.1533427692121,1e-12,1e-12,0.0004775398730791,1e-12,True
1,1,4,0.0,0.4444714250445589,0.0659337244335782,0.6666666666666667,0.6761376608725598,4.960352575019179e-07,1.9548907109700787e-09,1.066173320170705e-08,0.0003907228028936,0.9491915474039518,0.9999999999999886,2.3795498381505398e-12,0.0,0.5,0.1666666666666666,0.4666666666666667,0.3454545454545454,0.2075471698113207,0.3076923076923077,0.2145984598688106,0.1631091082551341,0.0883035544757959,0.1796616050386574,0.2086900661530961,0.1698259118341824,0.1055823788912337,0.18268287115557,0.3873231347892135,0.4002693564582611,0.2981309543133672,0.3787841409456924,0.3856158583269783,0.3996291870090848,0.3410402119206031,0.3972260707871221,0.7183383898231281,0.0815347721822542,1.354904967257674e-07,0.0678466076696165,0.4999999999999998,0.8367150796480141,0.9230307590266884,0.973667368125462,0.231582429228854,0.5309652070563247,0.2441826405312777,0.2597896631465763,0.3028136732195197,0.3845872331091599,0.5134657599132997,0.3350526741912318,0.4782237864035074,0.672313558323393,0.287502159851382,0.3227142659405514,1.4946429812956972e-08,0.2643148139559351,3.25863703978621e-08,0.273659038824173,3.6461432662536754e-08,0.2898459555263042,1e-12,0.1438003717458002,1e-12,1e-12,0.000890089676736,1e-12,True
1,1,5,0.0,0.3677108244109993,0.0167084604519521,0.0,0.6091096053175494,4.943773706242624e-07,2.456466937300553e-09,7.3052619197858615e-09,0.0002008018554455,0.914692667866086,0.9999999999999806,0.0,0.0,0.8235294117647058,0.3333333333333333,0.5352941176470588,0.3090909090909091,0.2830188679245283,0.2105263157894737,0.2008197876239408,0.1677259052754226,0.0988729013753551,0.1228567404803803,0.1923939504242218,0.1610486243717882,0.0645394827472057,0.1102530921448485,0.3629751725677596,0.3860676478797795,0.2825942105067259,0.3138765249734507,0.3562907543073781,0.3713087039243538,0.2791829778753372,0.315732663231297,0.6993319191394236,0.0671462829736211,1.9994243069428366e-07,0.079646017699115,0.4374999999999998,0.8794222697887208,0.7448197549842135,0.8101569377852091,0.5307910340909389,0.470328039130834,0.2292871558950145,0.2499339093680594,0.2645175706577607,0.2039787021005222,0.4097446194604965,0.1893884805212428,0.3858551381524105,0.624518411935974,0.3866651632675462,0.4018510993733888,2.6371237159953772e-08,0.2965630541201459,3.098429883970879e-08,0.3420683864185881,3.299485435247037e-08,0.3333131548966485,1e-12,0.0824149926749729,1e-12,1e-12,0.0003388760284522,1e-12,True
1,1,6,0.0,0.3936225728996122,0.0334788818396588,0.3333333333333333,0.7350313670843541,4.910481348136415e-07,5.087798661306376e-09,1.8583845149949786e-08,0.0002453323234704,0.925667988804484,0.9999999999999852,5.881019734648709e-13,0.0,0.5588235294117647,0.2,0.4794871794871794,0.4545454545454546,0.2830188679245283,0.3095975232198143,0.1527033037525086,0.1248929780647166,0.1091401451100939,0.1112044595809977,0.1455517421880983,0.1019115336789452,0.1185543357562988,0.0933953427526622,0.3403990686050012,0.3790041042039828,0.3236131746461789,0.3376707511176504,0.3317305834903382,0.3479841898262659,0.3526559247338025,0.3349616101578616,0.708383219114844,0.0815347721822542,2.308565932801071e-07,0.1002949852507373,0.4999999999999998,0.8143413125904282,0.9999999999999992,0.9946360221007148,0.0741549484518672,0.4147569177734023,0.1771752592802709,0.2332253920785048,0.2798587325401485,0.2470299799331942,0.5135210320571909,0.2291966329562869,0.4818907748888204,0.6525036333557397,0.4284803161095814,0.4495541156132838,9.276840075237671e-09,0.1828247420451342,2.3521396456193152e-08,0.2580569718769281,3.879171474025123e-08,0.2659185871690086,1e-12,0.1761049827418034,1e-12,1e-12,0.0008897601619161,1e-12,True
1,1,7,0.0,0.4028590716379678,0.0341271575429114,0.3333333333333333,0.635902666301831,4.926588546588287e-07,2.2564201335953535e-10,7.220716940692307e-09,0.0025094227686131,0.8837210880469248,0.9999999999999803,1.4162141138897733e-12,0.0,0.7058823529411765,0.3333333333333333,0.4568627450980392,0.4545454545454546,0.2830188679245283,0.3095975232198143,0.2834014078891305,0.2264232186417945,0.2621869595109639,0.2557009265527996,0.2644151723983508,0.2493550911386099,0.2377799582362737,0.239820961859816,0.4148300854159322,0.3962931689037134,0.3712899261491575,0.3737460279956447,0.3959037018186453,0.4038954587146805,0.3700688545468612,0.3580490885631895,0.706994439786429,0.0815347721822542,1.485794328660873e-07,0.0766961651917403,0.4999999999999998,0.868600017974084,0.8108673582278891,0.829081265616578,0.3242587538276068,0.5133218545387646,0.3516356379807524,0.4117339866259115,0.4679600254007692,0.3043452791720851,0.4386865677582228,0.2802580851104772,0.4071019488513149,0.5545614011089799,0.252266371269212,0.2851145029319376,1.605714638485047e-08,0.459542649818327,2.218422279627321e-08,0.436674477185895,3.2300801279279884e-08,0.4800668287225352,1e-12,0.1049965925887455,1e-12,1e-12,0.0002753588539417,1e-12,True
1,1,8,0.0,0.4726330293731551,0.0876123889005237,0.3333333333333333,0.6814028563194992,5.001254105563405e-07,1.7051075243731416e-09,1.1587049145501014e-08,0.0004940361947527,0.9372599628816762,0.9999999999999926,4.0972040078182323e-13,0.0,0.5294117647058824,0.1666666666666666,0.4944444444444443,0.3818181818181818,0.2641509433962264,0.2763157894736843,0.1776864718369652,0.2226510639830553,0.1491778939760946,0.141365658390707,0.1721758928930411,0.1886194740450507,0.1399010810445367,0.1308160646026079,0.3108470933243361,0.3929196441845612,0.2717276091245867,0.2762451321693108,0.3107858209432129,0.3604585348302556,0.2967696737432097,0.2835270068215173,0.7257908447224088,0.0863309352517986,1.5309112727787918e-07,0.0884955752212388,0.53125,0.7748222550927981,0.8380606197597205,0.942285771563681,0.2138482197846817,0.5214514838082488,0.3304915253773325,0.1941491275518778,0.2172171189577074,0.4340665789743507,0.4702302824314157,0.3944483114623725,0.4400029945316258,0.594225891679359,0.2677547634167808,0.3004309269985566,1.5354282539730122e-08,0.3645327873840814,2.0614707102650132e-08,0.3712501124527683,3.2568690626774026e-08,0.4106608775314991,1e-12,0.2079551132224388,1e-12,1e-12,0.0005050122132971,1e-12,True
1,1,9,0.0,0.492306706381439,0.1014643479316525,0.3333333333333333,0.6849611746444002,4.967630245651014e-07,8.197638481774553e-09,1.1064644952070306e-08,6.966063674584711e-05,0.953376039678439,0.9999999999999906,6.81407825435141e-13,0.0,0.7352941176470589,0.1666666666666666,0.688888888888889,0.6,0.3584905660377359,0.3308270676691729,0.1723308937486202,0.1481895267808508,0.0208561464141762,0.1652214394681636,0.1684585213338187,0.1344096947054601,0.0182456570843272,0.1896667310750283,0.3159117006514861,0.341408289584508,0.1786249527553408,0.3127604119516636,0.3188947378955882,0.327997798415412,0.2110136574421266,0.3512343147547916,0.6875578840390486,0.079136690647482,1.9412876859408653e-07,0.0973451327433628,0.3125,0.8105044581549741,0.851319558228183,0.9386236376762572,0.3422569021739234,0.5959442404543637,0.2390000292385751,0.1702185964013196,0.1724966280217241,0.197029168911012,0.5038296662983948,0.1866541533722902,0.4698583529854395,0.5734577493463091,0.4521640548570436,0.4480335467212133,1.3253114516951733e-08,0.291016691295504,2.9052609437236928e-08,0.3558832296719652,3.476125086144835e-08,0.4102654524058956,1e-12,0.1205215958904164,1e-12,1e-12,0.0004858785432803,1e-12,True
