fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_4,mean_std_x_last_4,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,0,0.0,0.5798904936802916,0.1842428840371589,0.3333333333333333,0.7412365479334149,4.434539454244032e-07,2.9366001961832646e-09,7.57771027228019e-09,0.0002029280979604,0.9999999999999932,1.4148789189143574e-12,0.6190476190476191,0.0,0.6190476190476191,0.28125,0.3793103448275862,0.1875,0.0,0.2359810938750612,0.1976616394881535,0.2421889935567303,0.0,0.2348899669668648,0.2043739943068256,0.2112888943685111,0.6245242667478177,0.2619851883259019,0.2626831976326726,0.2574205846001561,0.6252668783893442,0.2690455174407438,0.2801267735261061,0.271811416186884,0.6287790724308415,0.0745192307692307,8.055358246356113e-08,0.1233243967828417,0.8095238095238096,0.8987280132408866,0.7399447707523477,0.9284733189928082,0.6173904550886257,0.5816236884404881,0.2630938941346264,0.1951010975804141,0.2120415689569199,0.3729573027973089,0.3959691059137953,0.3679961966467405,0.3933107535829897,0.5028501744570226,0.5491780893970207,0.5507614883123718,3.043342975217251e-08,0.2871719989922622,2.9675242044721487e-08,0.3727800566704589,6.832707936145025e-09,0.3815197168592115,1e-12,0.0193231625041033,1e-12,1e-12,7.147112427584445e-05,1e-12,True
1,1,1,0.0,0.4014975187778715,0.0154600264437751,0.0,0.5546614996570305,4.423620483970812e-07,6.196848896246217e-09,6.087595378941511e-09,5.970914221729417e-05,0.9999999999999836,1.9809842319385763e-12,0.5714285714285714,0.0,0.5714285714285714,0.46875,0.4137931034482759,0.2884615384615384,0.0,0.1621679579753298,0.092171316716241,0.2273361173296011,0.0,0.1591089438364137,0.1011708077560486,0.2288385435364954,0.6300134259198971,0.1920588261400029,0.1664846019134745,0.2443133692733817,0.6213727238907256,0.1968072326775736,0.1862844919938652,0.2868899980124904,0.6221039288209473,0.0841346153846154,9.296327674251267e-08,0.1286863270777479,0.5238095238095238,0.8216601407922834,0.8800979274348535,0.9514900775613288,0.2555888434535991,0.5111188242131813,0.3348494028996905,0.3572844325316691,0.3824664949178391,0.4715541330285602,0.3472908350044511,0.4755487765515646,0.3330444842050516,0.6443898174971299,0.2760126828551151,0.2683016645461641,2.8243219248676413e-08,0.5791151364618455,3.839272075593304e-08,0.5612633139131176,5.205814093617232e-09,0.3702833897230411,1e-12,0.0659507944698735,1e-12,1e-12,9.618719768552308e-05,1e-12,True
1,1,2,0.0,0.5096629912585798,0.0743994371901283,0.0,0.5501543864404369,4.416116331394382e-07,5.356362520281284e-09,3.844168352255259e-09,3.831400860753642e-05,0.9999999999999858,1.6594951087400229e-13,0.6190476190476191,0.0,0.6190476190476191,0.53125,0.5517241379310346,0.25,0.0,0.187695264227916,0.213540055016257,0.1837575168789236,0.0,0.1811498578472712,0.2070263154122356,0.1657743981532753,0.3570391337733047,0.1775260682364864,0.2200927185788138,0.1274138918413694,0.3373849964908459,0.1756764211717693,0.2194291006676094,0.1527832319242453,0.5643490539497491,0.0769230769230769,1.0125617128875472e-07,0.1179624664879356,0.4285714285714287,0.7472647947518607,0.8448772396262667,0.910647635383676,0.2616072382728749,0.4571378495454995,0.4498572782136493,0.4374786610003198,0.4606988447706026,0.4432541321197634,0.4862031994721539,0.4144337972123459,0.4827640508646978,0.5227987054195222,0.3112236097550228,0.3132213854129185,3.437431866577361e-08,0.6164432122900166,3.08797192084508e-08,0.6486325552803645,5.106606856089407e-09,0.6507408724928259,1e-12,0.141035493497822,1e-12,1e-12,9.4941582903127e-05,1e-12,True
1,1,3,0.0,0.3892301574081706,0.0160241460633167,0.3333333333333333,0.4785384494978761,4.4322898134357333e-07,4.3340717918853465e-09,3.721960222697608e-09,5.215355904340311e-05,0.9999999999999892,1.5610197304128813e-12,0.3809523809523809,0.0,0.3809523809523809,0.46875,0.4137931034482759,0.2884615384615384,0.0,0.1808694057630229,0.2682289098026394,0.2959458177615905,0.0,0.1762485371851247,0.3206681385278375,0.2996410778788623,0.3685978268223477,0.1718719510106387,0.2790641827372498,0.2527784797548251,0.3622588944598073,0.1741364905861425,0.3400133304459768,0.2971338656301867,0.7029504320810682,0.0697115384615384,9.839764974194967e-08,0.1099195710455763,0.3809523809523809,0.7832230033693044,0.8468130125883846,0.817113039846454,0.302911592467374,0.4345392077512569,0.4494031156168859,0.4388097039940106,0.4575091769424464,0.7178326926886791,0.2907100049753367,0.7085878235927471,0.2842709959744842,0.4951123000883606,0.3236670598376173,0.3274748690201946,2.3583678633147183e-08,0.5836835907960504,3.0439415680352105e-08,0.6849299581195802,4.561248143369054e-09,0.6265448867283872,1e-12,0.0745561414810235,1e-12,1e-12,3.018529813335743e-05,1e-12,True
1,1,4,0.0,0.5437515080375435,0.0907798018138297,0.0,0.6633254543621603,4.44048551606577e-07,6.657998807288598e-09,5.0701028206619664e-09,4.0488523903702806e-05,0.9999999999999852,1.7569714261054376e-12,0.7142857142857142,0.0,0.7142857142857142,0.34375,0.6206896551724138,0.1447368421052631,0.0,0.0835289938209065,0.0349947098791056,0.2252228284664745,0.0,0.0856908840082712,0.0296112062296253,0.3033672118357919,0.6324568164562634,0.1173081918914976,0.1143934350008423,0.2428773185247108,0.6740743860524039,0.1373700219219537,0.1374054341071888,0.3660445065728779,0.5039842458066257,0.0793269230769231,7.600148096276838e-08,0.1206434316353886,0.2380952380952381,0.733734097236433,0.9051975300591666,0.9692414125967906,0.1795854694151706,0.6347290490678699,0.2911705352183488,0.2439719231251871,0.2605354611143049,0.2856882823430067,0.4202614820548898,0.2704657676547396,0.4205421270036163,0.591151717688513,0.4246265836710597,0.4109057964088115,1.4868182521608146e-08,0.4176697703471136,2.8869968604269327e-08,0.5370266131985362,5.640781784131133e-09,0.3731707380301303,1e-12,0.0855151164433664,1e-12,1e-12,9.796199295321252e-05,1e-12,True
1,1,5,0.0,0.4166321417374367,0.019570771254628,0.0,0.6172353887754917,4.427821982319504e-07,4.293409974284861e-09,5.996899797958108e-09,9.791123922052848e-05,0.9999999999999772,1.496135779725978e-13,0.1904761904761904,0.0,0.1904761904761904,0.5,0.5517241379310346,0.2352941176470588,0.0,0.147204145319291,0.3651296947805768,0.3800982310164624,0.0,0.1445757270729144,0.3745675300799215,0.3672690488578856,0.6736355466416653,0.1847385737118865,0.4251067417821822,0.4011754766207843,0.6661211517754007,0.1904083117663622,0.4391716375943154,0.4215655613673506,0.6049211630787776,0.0673076923076922,1.1645636667851008e-07,0.0938337801608578,0.4285714285714287,0.8476820410856876,0.7309337215161333,0.8375029484754649,0.5066462844022084,0.4591412577338135,0.2952893760372331,0.2435075605296095,0.2630647130351935,0.495422800544382,0.3496150162878856,0.4925544456019067,0.3390055776475197,0.5853817713701575,0.4060129024661526,0.3909541143855358,1.635754221833139e-08,0.470589901660193,3.127570622152058e-08,0.4772560996677595,4.56561889768226e-09,0.2992577143197295,1e-12,0.0361187346254816,1e-12,1e-12,0.0001160380080694,1e-12,True
1,1,6,0.0,0.4618021808071607,0.0534300124917258,0.3333333333333333,0.6864765847735201,4.392517139337734e-07,1.9423234248874647e-10,1.01833688312955e-08,0.0046271738052955,0.9999999999999802,1.516729676949495e-12,0.6190476190476191,0.0,0.6190476190476191,0.34375,0.4827586206896552,0.1833333333333333,0.0,0.1724505002724076,0.1425493424462597,0.1721577336048481,0.0,0.1680349644270098,0.1382791946134453,0.2204079342667431,0.6746457369387833,0.2085564878910738,0.2238921929529137,0.2029885323461226,0.6544075945642747,0.2103422259544415,0.2279403354179252,0.2872789282971913,0.7979784867064672,0.0793269230769231,1.5338537472919806e-07,0.1179624664879356,0.5238095238095238,0.8031480005731233,0.9991210797332588,0.9978325711084884,0.0348448151181123,0.4206779964587115,0.3120001893855014,0.3213314550638912,0.3447504671428039,0.300959356723872,0.5175818564612922,0.2915068646106666,0.5144610207807107,0.6909143908170494,0.2545790994168521,0.2482437192842378,2.226845854661148e-08,0.5023339240023027,3.546380438461321e-08,0.4805780740035346,5.308719338261531e-09,0.3072960089577483,1e-12,0.0116723518068949,1e-12,1e-12,0.0002504188301102,1e-12,True
1,1,7,0.0,0.4555160664077008,0.0353955531579894,0.0,0.7020834603448596,4.3776223750153116e-07,5.678805497052244e-10,5.196940704290211e-09,0.0008202648479924,0.9999999999999842,1.3649025727633097e-12,0.6666666666666665,0.0,0.6666666666666665,0.375,0.4827586206896552,0.1999999999999999,0.0,0.2882711526200154,0.3637521054412233,0.3076793013725927,0.0,0.2814453729371781,0.349154332874398,0.3221684189909057,0.5691078529176066,0.3066340479490341,0.408057140165495,0.3092695605849588,0.5420921885294483,0.3045396165577035,0.3972180108292229,0.35634663356354,0.4068656217905686,0.0673076923076922,1.231127378634437e-07,0.1018766756032171,0.3333333333333333,0.823204367565699,0.7008301286404146,0.7615430961439412,0.4852338008101369,0.5041707631746445,0.3535931313051689,0.3162733044712293,0.3418957910076834,0.4372983809068241,0.3833940916337234,0.4440531380687599,0.3742786606029667,0.6528419207818692,0.2583974853363983,0.2522854997017335,2.542623860061412e-08,0.574117766616055,2.772615920746276e-08,0.4999910487788261,4.726056041795452e-09,0.4177516407559158,1e-12,0.0450002680979823,1e-12,1e-12,0.0001578388038573,1e-12,True
1,1,8,0.0,0.567220969077389,0.1093750724804297,0.3333333333333333,0.6862296172279767,4.470172684366505e-07,5.044618311115835e-10,6.8096219483235064e-09,0.0011982496018407,0.9999999999999964,0.0,0.4761904761904762,0.0,0.4761904761904762,0.375,0.4827586206896552,0.1999999999999999,0.0,0.2557044566684027,0.2325534953761051,0.2959535067663139,0.0,0.2572690662330259,0.2878160130411213,0.2902982976753694,0.4053317256545106,0.256096970131039,0.2497846714798571,0.2609849850559387,0.433075530002263,0.2684261324507871,0.3197716993763148,0.3027133333394686,0.5114733009145245,0.0625,1.7573237605985144e-07,0.1126005361930294,0.8095238095238096,0.8019380178567113,0.707984440787115,0.9002030013337846,0.4198387963713644,0.5423689725722086,0.3600142558112457,0.2520464250768963,0.2547378913276059,0.4683102027313297,0.2066170035691347,0.4611318393705306,0.2069632708391529,0.5095602893654125,0.4390687892348742,0.4601266918733845,1.4542155276239573e-08,0.4961322412057202,1.788520743345837e-08,0.446879960750778,6.459746391675392e-09,0.6073118394451726,1e-12,0.0967033372097597,1e-12,1e-12,0.0001493882065676,1e-12,True
1,1,9,0.0,0.5574405337692802,0.1010959563956248,0.3333333333333333,0.7568653571460655,4.443590987660258e-07,3.728051997058231e-09,6.844209003094152e-09,0.000136675463595,0.9999999999999952,6.415910075998298e-13,0.857142857142857,0.0,0.857142857142857,0.28125,0.517241379310345,0.140625,0.0,0.0789133666306501,0.2774622057080127,0.2135629759733874,0.0,0.0814374302771153,0.3691080033395359,0.2826843821247289,0.5010606513904863,0.0879431573093464,0.313422135971807,0.1974242933378159,0.5576015746175682,0.1109355901750444,0.4181912006735352,0.3222419835236081,0.7607053069522665,0.0697115384615384,8.779759766445625e-08,0.1206434316353886,0.3333333333333333,0.780732902049764,0.7958871617275864,0.9230898148476676,0.3947124344101417,0.6466131946327738,0.3874810356068693,0.2697881778868396,0.2809512783156638,0.5811966849212955,0.3773315948713617,0.5845932971048409,0.3703466864116558,0.5793523875146507,0.3200736593275163,0.3261469694709363,2.8698743388709053e-08,0.5044434343108256,2.1271181380170552e-08,0.4729062125909051,6.8154963232941575e-09,0.4957389945176387,1e-12,0.0725359028245849,1e-12,1e-12,0.0002246628958173,1e-12,True
