fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,0,0.0,0.6946880272900955,0.3118900911234106,0.5,0.8525779593074789,0.4069037664391975,1.414820824463557e-09,4.7595359519331346e-09,0.0001389667959375,0.0,5.60649907569688e-05,0.35,0.5882352941176471,0.05,0.0,0.0,0.4156997413166313,0.4509631879498671,0.0,0.0,0.4138637775404245,0.4281724242662429,0.4457201110632143,0.4457201110632143,0.405143845754331,0.4287179513800075,0.4801027886306377,0.4801027886306377,0.4104662043904556,0.4193722755488013,0.6371523556855894,0.1152073732718894,8.18868423704799e-08,0.1811594202898551,0.0833333333333333,0.8194350121408851,0.796717281923053,0.9255226334026484,0.419337447675126,0.6615153553913977,0.3029534216661504,0.2548905235349039,0.2673733800959219,0.3264077090636664,0.3345036335721504,0.4782874479486853,0.3345036335915714,0.5855206724274016,0.532935962211396,0.5571826800487232,1.876061392487596e-08,0.6919168130374329,5.6453475727670075e-09,0.5700141746748217,1e-12,0.1053609401436915,1e-12,1e-12,9.777147444490054e-05,1e-12,True
1,1,1,0.0,0.5061265056915046,0.0265381817731498,0.0,0.6613297352612548,0.4069037669001081,6.7056181990115586e-09,2.8223872696887504e-09,9.75298632866693e-06,0.0,0.002140207349764,0.45,0.7058823529411765,0.0535714285714285,0.0,0.0,0.4199412305766234,0.3406826873425205,0.0,0.0,0.4230751301199466,0.3036830738485393,0.9021476337981164,0.9021476337981164,0.4290103374774112,0.3766983162684336,0.9024091467416042,0.9024091467416042,0.4380434308862782,0.3558519571832905,0.7694990585211063,0.1059907834101382,5.7030865187053994e-08,0.1666666666666666,0.8333333333333333,0.8692486931415071,0.699142156440284,0.7550421699702083,0.531001875048284,0.5264595952528898,0.2801313311454292,0.2358117059392412,0.2538093969532262,0.302605315099653,0.6048175684682412,0.4571417844191742,0.6048175684576048,0.9121191233452728,0.1854162297440602,0.1317724336482104,2.3200643559840056e-08,0.1506185903043082,3.2734206269353274e-09,0.129695075138946,1e-12,0.0304847729384374,1e-12,1e-12,0.0002504364858842,1e-12,True
1,1,2,0.0,0.5982327307441765,0.154849425356777,0.0,0.840626888573349,0.4069037681200867,3.400209376819838e-09,2.514634847342685e-09,2.44624551451175e-05,0.0,7.438436115908995e-05,0.45,0.6470588235294118,0.0584415584415584,0.0,0.0,0.3395270365751033,0.3840808292624315,0.0,0.0,0.3260083395000701,0.2874711041592049,0.2381615577471025,0.2381615577471025,0.3182380051322768,0.3352307332275979,0.2238156897265426,0.2238156897265426,0.307059423622065,0.2371731311443028,0.7876158814381373,0.1105990783410138,4.172925488016604e-08,0.1207729468599034,0.5833333333333333,0.590040413670504,0.7401328614052725,0.83681872693393,0.3052224662372974,0.4576607616548359,0.7394993880726792,0.6382088236743648,0.6345901116267534,0.7595978623021746,0.3650649718249089,0.8631266053091249,0.3650649718619806,0.5304389098696367,0.3298400505784995,0.396005493279965,2.8920601730000268e-08,0.7928839936744136,4.077965131184938e-09,0.7796563925954767,1e-12,0.055830391112836,1e-12,1e-12,0.0003636032164679,1e-12,True
1,1,3,0.0,0.4170028104442479,0.0582217918310704,0.0,0.7833873511099012,0.4069037650906616,3.827513202349622e-10,3.176532964261171e-09,0.0003629561655678,0.0,0.0006128041483479,0.45,0.5882352941176471,0.0642857142857143,0.0,0.0,0.2046256664149592,0.2097797227946481,0.0,0.0,0.2010889071754838,0.1513074965500036,0.5792501771022636,0.5792501771022636,0.2185075508653413,0.2048508496279448,0.568260220079547,0.568260220079547,0.2196860874928907,0.1568720604905359,0.3020328399883552,0.0944700460829492,2.738025161548169e-08,0.1328502415458937,0.1666666666666666,0.7478448953314396,0.9759707726949588,0.9908464007245136,0.0572099265742639,0.3216513167044844,0.5608052294014909,0.4456469680297097,0.4546464227195166,0.587153459584079,0.2712598487831645,0.7099297744366738,0.2712598487143736,0.5038528518731908,0.4784409657989585,0.5356484861402633,2.2789968943193683e-08,0.3450068639358381,3.3684197876818486e-09,0.4226888169625131,1e-12,0.0820843226778608,1e-12,1e-12,5.109265914715596e-05,1e-12,True
1,1,4,0.0,0.6048056671930045,0.1137330952060464,0.5,0.9711296452169084,0.4069037684930749,4.4757677903926515e-09,4.030735675465321e-09,3.068511225665682e-05,0.0,1.2438623080777408e-06,0.2,0.6470588235294118,0.0259740259740259,0.0,0.0,0.3653376855728675,0.410616533036045,0.0,0.0,0.3720088370108518,0.3777714915621796,0.6420649333525166,0.6420649333525166,0.3689599793419802,0.4090125471109104,0.6900693871145034,0.6900693871145034,0.3839483766894954,0.3935988666072285,0.3902857247373241,0.1152073732718894,4.6322125394302446e-08,0.1570048309178744,0.5,0.8206495931150595,0.736278479777126,0.9339090054835446,0.438311879111788,0.5376661452445194,0.4054679997534229,0.2533927033450887,0.2689613295779729,0.43183999788218,0.3953281318992422,0.5719517957807186,0.3953281319091001,0.4859383038406255,0.5855085303401837,0.5547801830991896,1.4751349678355433e-08,0.3157189805986293,4.982691222734025e-09,0.3963574193588819,1e-12,0.0567316365263856,1e-12,1e-12,6.076013847682899e-05,1e-12,True
1,1,5,0.0,0.4421663812382436,0.0399329262093987,0.0,0.3739965107061406,0.4069037683007772,6.982283903231201e-10,2.6210283318939435e-09,0.0001614234191534,0.0,9.054005839527595e-06,0.45,0.6470588235294118,0.0584415584415584,0.0,0.0,0.2650111230095353,0.2787101953218899,0.0,0.0,0.2615247691993627,0.2306317006194037,0.6761602764071828,0.6761602764071828,0.2825049045505298,0.2875517969507224,0.6633644833891381,0.6633644833891381,0.2847114336025932,0.2513675971865715,0.867653297164483,0.0990783410138249,3.2939132154153065e-08,0.1328502415458937,0.3333333333333333,0.8054120260540536,0.8252798021469445,0.8876258969725113,0.3827836497147615,0.2911307885898472,0.2500064660187044,0.2547413668737164,0.2742613932161681,0.2709976970586686,0.5511771052904976,0.4290620854317493,0.5511771052948947,0.8447951567645093,0.2769429643313117,0.2674307479581004,2.0387107882074264e-08,0.4669635174133164,2.8289983993006547e-09,0.3080299926033718,1e-12,0.0442971342696694,1e-12,1e-12,9.469185289622954e-05,1e-12,True
1,1,6,0.0,0.551423441565636,0.1432454464607364,0.0,0.6141458700583395,0.4069037670552159,4.59098650595888e-11,4.687237236928457e-09,0.0043774844025329,0.0,4.665592997042713e-05,0.55,0.5882352941176471,0.0785714285714285,0.0,0.0,0.2466863403969461,0.2059018456976113,0.0,0.0,0.2559580955127375,0.1814339806270687,0.6548607870354282,0.6548607870354282,0.2642606705010907,0.2146062396446074,0.7178171092648822,0.7178171092648822,0.285420401929926,0.2154667539056858,0.6648804843027656,0.1359447004608294,6.66149617652618e-08,0.1690821256038648,0.2499999999999999,0.7685490278895726,0.9741260077645376,0.9974895622237197,0.0470180842440178,0.4731414688784885,0.6304915357405516,0.5369382164031258,0.5438150024843829,0.6551694351379087,0.3051151115075091,0.7703540719902633,0.3051151115027424,0.5956640613388222,0.3281718249890573,0.3513763298368464,3.1590180726756e-08,0.3959523213144851,4.130887414454191e-09,0.3655724800454121,1e-12,0.0342318206136056,1e-12,1e-12,0.0001675833053205,1e-12,True
1,1,7,0.0,0.5165826008977725,0.0774819308645904,0.0,0.7835242756913343,0.4069037663588303,8.54765590572874e-10,3.4398105522589634e-09,0.0001707030437003,0.0,3.27930618270806e-06,0.5,0.5294117647058824,0.0793650793650793,0.0,0.0,0.3334853567708147,0.3921266966690037,0.0,0.0,0.3279255420840428,0.3706140908006566,0.4975487684847715,0.4975487684847715,0.330343652687223,0.3743606972279246,0.500722104247787,0.500722104247787,0.3306567561414794,0.363573362484594,0.5944543742765647,0.0898617511520737,8.843222899246673e-08,0.1714975845410628,0.3333333333333333,0.5340965546448464,0.750379034688657,0.8685151425020219,0.2817273843041083,0.324583463965826,0.5443830269283341,0.4982422892883313,0.5101685736885919,0.5709781787074353,0.2297537618903661,0.6955599153785321,0.2297537618889383,0.5696711754459969,0.4007497316761719,0.4762021024114968,2.5906377399655143e-08,0.6130661212209101,3.5283463312102733e-09,0.4974141402709313,1e-12,0.0855991562607627,1e-12,1e-12,0.0002103363123353,1e-12,True
1,1,8,0.0,0.5929590902554722,0.0899511957996946,0.5,0.8379226633185796,0.4069037684172367,2.5616219784394942e-09,7.069813222708234e-09,0.0001107831067121,0.0,7.553474461248973e-05,0.45,0.5294117647058824,0.0714285714285714,0.0,0.0,0.3079415196615365,0.2710651243293541,0.0,0.0,0.3114865454048777,0.2622718466634018,0.2144950075526774,0.2144950075526774,0.2841981384547142,0.2075814614813868,0.3003569773179944,0.3003569773179944,0.2984095853162392,0.2217534980558374,0.5667262456593885,0.1036866359447004,5.8509480431513516e-08,0.1618357487922705,0.2499999999999999,0.8672044782273574,0.747063631956479,0.8615125984748775,0.5038672315221313,0.4786248916002497,0.3781576982572456,0.0613026144397359,0.0645436925320019,0.4039864516098646,0.4239188122006496,0.547207153727484,0.423918812172214,0.1852624461813414,0.937514949730088,0.914722684069154,9.38613537398258e-09,0.6648323631390114,5.795626223315685e-09,0.8139029396130968,1e-12,0.0526019614483358,1e-12,1e-12,8.630722863414174e-05,1e-12,True
1,1,9,0.0,0.5848324893865418,0.0979567618162287,0.0,0.8655965030462855,0.4069037689457047,1.1131627371017026e-09,3.340293295600711e-09,0.0001251788034509,0.0,8.607280453350939e-05,0.4,0.5882352941176471,0.0571428571428571,0.0,0.0,0.308632805743174,0.3044382328633815,0.0,0.0,0.3233597840529987,0.2871850109970626,0.4828986690797112,0.4828986690797112,0.305886223155236,0.2837055990404798,0.5950270049046922,0.5950270049046922,0.3338744234703378,0.2942339865442508,0.6648804843027656,0.0967741935483871,8.18868423704799e-08,0.1135265700483091,0.4166666666666667,0.7884833698343803,0.7624605539073892,0.8547979357224189,0.4014238047954011,0.599850766744751,0.2614153967995989,0.1334618717371114,0.1455252249361613,0.2829936072003514,0.2483137836360424,0.4397190588610523,0.2483137836580602,0.3389446771984072,0.8280555152810405,0.8564655963307413,2.159540641880462e-08,0.3661742731474029,5.903882211214013e-09,0.50637168253389,1e-12,0.0212498376985577,1e-12,1e-12,3.495718580576684e-05,1e-12,True
