fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,0,0.0,0.2956854877912635,0.0525235418130073,0.5714285714285714,0.861015081360327,1.8489347150738088e-06,1.9433664080151764e-09,1.7829999943901694e-08,0.0027584283484264,0.9547264902028616,0.9999999999999972,1.0123131589514036e-12,1.0,0.2549800796812748,0.0564516129032258,0.1036811577226758,0.5519053876478318,0.0286852589641434,0.2742104213372653,0.7177700348432058,0.0519247985675919,0.4592604584175329,6.872205605239058e-07,7.479327041450669e-07,9.00299355010544e-07,8.66517259405673e-06,6.534864859539193e-08,8.190978096352011e-08,9.77743457841815e-08,1.4725901426436198e-06,0.4761553840830482,0.4812560075738626,0.5347767800827026,0.6388402341753034,0.5504375017736667,0.5527802959924509,0.5996039332968837,0.7136745342668332,0.3875205796893528,0.0311526479750778,2.71289780037247e-09,0.1416430594900849,0.5780210057739676,0.9786861667826232,0.987472169603874,0.9967372811926744,0.1036968569521414,0.460079914746336,4.528200738218903e-09,0.0022670561494976,0.0063213804963742,0.1724717242790492,0.6142824481185734,0.0024929353700434,0.5753186845371407,1.0,1.885768219852552e-16,3.0512506923004473e-16,0.0,9.600219795947064e-08,0.0,1.1501599513915053e-07,0.0,1.2376155265306898e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,True
1,1,1,0.0,0.2509207363445748,0.0231386671327218,0.5714285714285714,0.8203089647083346,1.8482313094775456e-06,1.1288076583257761e-08,1.8118023753217386e-08,0.0004375468047014,0.945190624004184,0.999999999999997,1.0140683670721768e-12,0.9999999999999998,0.2735723771580347,0.0564516129032258,0.1102654314490872,0.5624178712220762,0.0294820717131474,0.2744315218221538,0.70267131242741,0.0429722470904209,0.5094597591755031,5.475788011751331e-07,5.959543660672889e-07,7.173604368582774e-07,6.3543968872172215e-06,4.739281743436655e-08,5.940345177339744e-08,7.090891424862751e-08,1.0060273565641596e-06,0.4648073911485966,0.4697864538185742,0.5220316902974135,0.6236144951985674,0.549181835077477,0.5515192848771998,0.5982361073629326,0.7120462261041293,0.3815914275914662,0.0249221183800622,2.5787628875938037e-09,0.1416430594900849,0.6184914434264142,0.9747552765634048,0.988653024175544,0.9967333547603556,0.1152001239402719,0.4751340713131926,3.4645564926230507e-09,0.0021702894937811,0.0068022113075472,0.3035212921913567,0.4007225175855161,0.0034079543784628,0.5702979187552687,1.0,1.6044414966536244e-16,2.6369086786954193e-16,0.0,6.50538818056645e-08,0.0,7.261624494091807e-08,0.0,8.853176381491939e-08,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,True
1,1,2,0.0,0.2624820309450436,0.0310521338772387,0.6428571428571428,0.6851144480214788,1.8423440947071389e-06,1.3837083189585758e-08,1.3568179489413028e-08,0.0002515996658706,0.9514174980868796,0.999999999999996,6.202614258392056e-13,0.9999999999999992,0.1713147410358568,0.0436827956989247,0.0931149660760061,0.5124835742444153,0.0254980079681273,0.2745785321974677,0.6213704994192801,0.0465532676812893,0.4304622072864992,6.886024183765527e-07,7.494366415122585e-07,1.2906852098546965e-06,1.5902750961576006e-05,6.511036009784394e-08,8.161110365251513e-08,1.3164341269751066e-07,2.8780815322995764e-06,0.476101093945677,0.4812011358751793,0.5347160006403214,0.6387695961075217,0.5505341997225527,0.5528774055110336,0.5997094025236903,0.7138016611761907,0.3505693492643997,0.0093457943925232,4.070142453219439e-09,0.1189801699716712,0.6229584302112615,0.9871429444203972,0.9920571675244222,0.9979994122096438,0.08865371712454,0.3541517973824923,4.862676945571989e-09,0.0016664154389871,0.0045847132337688,0.2573278418456061,0.5605890961825412,0.0023984371055203,0.573572712280286,1.0,1.6386105174908914e-16,2.705070551394604e-16,0.0,7.996566072206439e-08,0.0,1.0946389922234781e-07,0.0,1.251431859171394e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,True
1,1,3,0.0,0.2479935564517036,0.0219584487068517,0.5,0.678722815310244,1.8422994161799135e-06,1.3145893655264129e-08,1.4832621461768857e-08,0.0002955746904311,0.9047811401264026,0.9999999999999972,7.422079342453166e-13,1.0,0.257636122177955,0.0591397849462365,0.1003026382595609,0.5229960578186597,0.0223107569721115,0.302387467131455,0.7328687572590014,0.0447627573858551,0.5167131014466588,6.151635683396623e-07,6.695098743976056e-07,8.059004570235308e-07,6.075447688393323e-06,1.058359796935551e-07,1.3265770755923417e-07,1.5835130331516847e-07,1.7938130758651872e-06,0.4720610113021741,0.4771177754674735,0.5301783326737111,0.6333462409924708,0.5527755218376674,0.5551282672314201,0.6021507910636321,0.716705397002557,0.3999616297692421,0.0093457943925232,2.105345242766708e-09,0.1274787535410763,0.610546872282048,0.9780644393584108,0.9922243421819869,0.9979998337621928,0.1128290886163219,0.4487840565727228,3.5458581981971353e-09,0.0014028618370554,0.0044358711215424,0.2566777887737196,0.4583802342131519,0.002766465963297,0.5724643110236028,1.0,1.6923003261484475e-16,2.8386856506171903e-16,0.0,5.296306408757381e-08,0.0,7.278209321227527e-08,0.0,9.383226159150597e-08,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,True
1,1,4,0.0,0.2811067879107757,0.0407274315141024,0.5,0.8520719637173501,1.8504567475285147e-06,9.536603569450449e-09,1.4706335991273457e-08,0.0004245708845857,0.9671149010653288,0.9999999999999966,2.3401290492991683e-12,0.9999999999999998,0.1965471447543162,0.0651881720430106,0.0727596853159307,0.5440210249671485,0.0223107569721115,0.3139166992729928,0.70267131242741,0.043867502238138,0.5028219233692108,8.519107153912401e-07,9.271723252386072e-07,2.111833925344184e-06,1.6665439477177733e-05,7.571141826788104e-08,9.489875950084897e-08,2.2208910613408705e-07,2.9188296379534336e-06,0.4796151607774175,0.4847528457378072,0.5386629804761417,0.6434842551595774,0.5504560741868972,0.5527989474543331,0.5996245967150288,0.7137003893509762,0.4071749856223592,0.0,2.0012497989690395e-09,0.15014164305949,0.6568265682656828,0.9936825590022084,0.9981557252276444,0.9995194383272386,0.0722338055225631,0.4965502028524683,1.0012563310574098e-08,0.0022168924898824,0.0068894772111232,0.4022571517157235,0.4885686275283152,0.0047119773206719,0.573240607119809,1.0,1.4154195155609728e-16,2.3855416751406163e-16,0.0,1.723860256268897e-07,0.0,1.9674212774729181e-07,4.047345793940219e-18,2.245646417642684e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,True
1,1,5,0.0,0.2576324916536914,0.0258864030865676,0.5714285714285714,0.8054613042360965,1.8475917815100983e-06,3.906122068944382e-09,1.2911466580343352e-08,0.0009828169362546,0.9397945253207768,0.9999999999999952,3.3600800568018944e-13,1.0,0.3532536520584331,0.0470430107526881,0.1629278636287242,0.545335085413929,0.0286852589641434,0.2711044859543079,0.7468060394889665,0.0367054610564012,0.5949481385620733,6.297779996257906e-07,6.854154100280343e-07,8.250462215954124e-07,4.6404407697173925e-06,9.084122265402026e-08,1.1386286954637725e-07,1.3591621718491526e-07,1.2783817219215411e-06,0.4821672769176081,0.4873323003980925,0.5415288211174994,0.6469050146661195,0.5527212861068309,0.5550738006602862,0.6020917108639183,0.7166347654341827,0.3771514825838873,0.0186915887850467,1.902301188668946e-09,0.1359773371104815,0.5771606052655438,0.9713800635139628,0.9828567352302212,0.9947148125422852,0.1652140177436298,0.522584352138942,2.16089885685549e-09,0.0014056779110421,0.0045223271778155,0.3588110629158039,0.4802831674484134,0.0040430112015555,0.5719782979227587,1.0,1.70432364591058e-16,2.86157410132351e-16,0.0,1.2222245579864398e-08,0.0,1.4170009211676531e-08,0.0,2.8105552875332705e-08,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,True
1,1,6,0.0,0.2672045777499757,0.0313260613889075,0.5,0.8649733538083237,1.845761269358749e-06,2.1295177543214577e-08,1.6880952178920588e-08,0.0001890543958575,0.9551248896742418,0.999999999999996,9.14125472400182e-13,1.0,0.2828685258964145,0.0504032258064516,0.1257080431889311,0.4993429697766094,0.0199203187250994,0.3079527746678622,0.6840882694541234,0.045658012533572,0.477680479509633,6.312002751060307e-07,6.869633356971445e-07,8.269094861294819e-07,5.326418336256851e-06,7.478245271975739e-08,9.373436871075649e-08,1.118891598827394e-07,1.1444930845189484e-06,0.481077969867265,0.4862313245830658,0.5403054051142852,0.6454437218646898,0.5520231790773644,0.5543727223196218,0.6013312471975047,0.7157297090825775,0.35078583562577,0.0218068535825544,2.4512600620333406e-09,0.1161473087818695,0.5877992451452734,0.996384275424802,1.0,0.9997327186812252,0.1269889272848752,0.4498372165932315,2.7931982833219967e-09,0.0020123410435176,0.0059212770752365,0.2344781239681303,0.5822084070912692,0.0030371631279718,0.575176481517848,1.0,1.6343090677892582e-16,2.726801911284698e-16,0.0,3.4563981842277375e-08,0.0,4.937360355057224e-08,0.0,7.74831352339958e-08,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,True
1,1,7,0.0,0.2513518470797521,0.0251007663797798,0.6428571428571428,0.6895257650115885,1.845375572175174e-06,1.6942974555659334e-08,2.084915250410601e-08,0.0003196534052964,0.9142968563134276,0.999999999999995,1.6759232534597137e-12,0.9999999999999992,0.2350597609561752,0.0436827956989247,0.1214085308889282,0.5229960578186597,0.0318725099601593,0.2436720631203163,0.6643437862950058,0.0367054610564012,0.5321013681029544,5.815439371250696e-07,6.329201343183498e-07,7.61856762703449e-07,8.451237051010148e-06,4.0582323628312556e-08,5.086699282745637e-08,6.071908491524623e-08,1.1187068075410118e-06,0.470708740700378,0.4757510192094651,0.5286595786232414,0.6315327510050475,0.5484712248287106,0.5508056501005312,0.5974620236589182,0.7111252586892653,0.3674020764117143,0.0155763239875389,2.854009769829244e-09,0.1614730878186968,0.5778508161966042,0.9796902145390718,0.9894031273597274,0.9981432228637904,0.0996570197302466,0.4014628411033578,3.625603213151002e-09,0.0014687053636187,0.0046338768615447,0.2499386091735192,0.6288093303816281,0.0029986266254863,0.5760296190447468,1.0,1.600348850366342e-16,2.685107909631216e-16,0.0,8.07619638779534e-08,0.0,1.0178470182755044e-07,0.0,9.718155744828009e-08,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,True
1,1,8,0.0,0.2886958957428596,0.0464948866002308,0.6428571428571428,0.6887002606614184,1.853718678075394e-06,2.0871753561035582e-08,2.10206025228493e-08,0.0002514127552486,0.9274608393002948,0.999999999999997,2.7518419095891923e-13,1.0,0.1341301460823373,0.0866935483870967,0.0407854412271662,0.5321944809461233,0.0366533864541831,0.2257943697793998,0.7270615563298493,0.0411817367949867,0.5406061366214991,8.997125456518763e-07,9.791971833753674e-07,1.7155699260034702e-06,1.3870432152217465e-05,9.973303092705678e-08,1.2500810489046968e-07,2.1941759826361546e-07,3.028782381345409e-06,0.4786827513525096,0.4838104482510718,0.5376155618285878,0.642232453640276,0.5514694614402593,0.5538166479272542,0.6007282976783792,0.7150136990727971,0.4151941156382486,0.0062305295950155,2.4512600620333406e-09,0.1416430594900849,0.5940959409594098,0.9821974644565056,0.992779146765944,0.99843260637662,0.0791730773828454,0.473932167796669,9.594308844387492e-09,0.0020478773843254,0.0061080925791841,0.2313866104533933,0.6273285094373829,0.00288978629943,0.576155623432278,1.0,1.689815891127557e-16,2.8539826110893193e-16,0.0,1.5968450525556026e-07,0.0,1.9016286752796146e-07,0.0,2.159257793133903e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,True
1,1,9,0.0,0.2962929944612633,0.0513186007987066,0.7142857142857143,0.7439981669454745,1.8471338454964309e-06,2.18145932859329e-09,1.713483685975003e-08,0.002360210063416,0.9345607013156404,0.9999999999999972,5.976644257149892e-13,1.0,0.2204515272244357,0.0638440860215053,0.081747015927957,0.516425755584757,0.0254980079681274,0.276580134999818,0.6457607433217192,0.0331244404655328,0.549913627205994,7.556486980327648e-07,8.224060899349134e-07,9.89944239931963e-07,8.539418745287535e-06,1.0502012930937777e-07,1.316350984050537e-07,1.5713063174375458e-07,2.188269888081588e-06,0.4804383905763613,0.4855848940556446,0.5395870846558161,0.6445864531677796,0.5525282767394155,0.5548799697986434,0.6018814614250764,0.7163852163492124,0.3858290305768765,0.0093457943925232,2.71289780037247e-09,0.1133144475920678,0.6032944612476808,0.9783042140919704,0.990131575463835,0.9977898654228076,0.0930839958263507,0.4180444639269622,4.948011895025727e-09,0.0019582386942552,0.0064663756841461,0.3166283249475681,0.3563774967511859,0.0036716237605365,0.5698313023493351,1.0,1.4000106557156028e-16,2.3328116395926286e-16,0.0,1.0897018100594205e-07,0.0,1.0744812364472258e-07,0.0,1.2010497478056406e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,True
